Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SC1,05/08/00,Ayr,Ross County,1,0,H,1,0,H,2740.0,George Clyde,14.0,8.0,5.0,3.0,1.0,0.0,6.0,1.0,13.0,16.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0,80.0,,,,,,,,,,1.62,3.5,4.5,1.66,3.6,4.0
SC1,17/02/01,Raith Rvs,Ayr,1,4,A,1,0,H,1217.0,Gary Mitchell,7.0,15.0,3.0,7.0,0.0,1.0,3.0,8.0,9.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.85,3.35,2.05,2.8,3.1,2.0,2.62,3.5,2.2,,,,2.87,3.6,2.0
SC1,04/11/00,Clyde,Inverness C,1,1,D,0,1,A,987.0,John Underhill,17.0,7.0,10.0,2.0,0.0,0.0,3.0,2.0,8.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,10.0,25.0,,,,,,,2.25,3.5,2.5,2.1,3.5,2.75,2.2,3.5,2.62
SC1,26/12/00,Airdrie,Alloa,2,1,H,0,1,A,1427.0,Cammy Melville,23.0,7.0,11.0,4.0,0.0,0.0,8.0,2.0,13.0,12.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,2.7,3.1,2.25,2.2,3.1,2.5,,,,2.25,3.5,2.5,2.25,3.5,2.5
SC1,09/09/00,Inverness C,Clyde,1,2,A,1,0,H,1454.0,Kevin Toner,8.0,9.0,3.0,3.0,2.0,0.0,10.0,4.0,12.0,9.0,1.0,10.0,3.0,1.0,1.0,0.0,55.0,10.0,,,,,,,2.35,3.5,2.35,2.3,3.4,2.5,2.37,3.5,2.37
SC1,10/04/01,Airdrie,Ross County,2,2,D,2,1,H,1211.0,John Rowbotham,10.0,17.0,7.0,9.0,0.0,0.0,4.0,5.0,10.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,2.15,3.25,2.8,,,,,,,,,,2.1,3.5,2.75
SC1,06/01/01,Alloa,Inverness C,1,1,D,0,1,A,744.0,Kevin Toner,8.0,13.0,5.0,10.0,0.0,0.0,4.0,7.0,5.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,2.55,3.1,2.4,2.3,3.1,2.3,2.25,3.5,2.5,2.5,3.5,2.25,2.62,3.5,2.2
SC1,10/02/01,Airdrie,Raith Rvs,3,0,H,1,0,H,1753.0,Willie Young,15.0,6.0,8.0,4.0,0.0,0.0,4.0,5.0,7.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,1.93,3.2,3.3,2.0,3.1,2.8,1.83,3.5,3.4,1.85,3.5,3.25,1.83,3.4,3.5
SC1,21/10/00,Ayr,Alloa,3,1,H,2,1,H,2183.0,Kenny Clark,20.0,4.0,7.0,2.0,0.0,0.0,13.0,2.0,6.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.51,3.5,5.0,,,,1.45,4.0,5.5,1.5,3.6,5.5,1.53,3.6,5.0
SC1,03/03/01,Ayr,Livingston,1,1,D,0,1,A,2726.0,Stuart Dougal,10.0,4.0,5.0,2.0,0.0,0.0,3.0,2.0,6.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,20.0,0.0,2.58,3.25,2.27,2.5,2.9,2.3,,,,2.5,3.5,2.25,2.5,3.5,2.25
SC1,21/04/01,Falkirk,Clyde,1,1,D,1,1,D,2200.0,Craig MacKay,14.0,3.0,6.0,2.0,0.0,0.0,7.0,3.0,7.0,18.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,20.0,1.7,3.25,4.3,1.75,3.2,3.5,1.8,3.5,3.5,1.8,3.5,3.4,1.83,3.6,3.3
SC1,27/03/01,Alloa,Airdrie,6,0,H,2,0,H,632.0,Tom Brown,10.0,6.0,9.0,4.0,0.0,0.0,10.0,5.0,12.0,16.0,4.0,3.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,,,,,,,,,,,,
SC1,09/12/00,Airdrie,Ayr,0,0,D,0,0,D,1572.0,John Rowbotham,15.0,6.0,7.0,3.0,1.0,0.0,8.0,8.0,11.0,14.0,3.0,5.0,1.0,1.0,0.0,0.0,10.0,10.0,2.65,3.55,2.2,2.6,3.0,2.2,2.62,3.5,2.2,2.6,3.4,2.2,2.62,3.5,2.2
SC1,28/04/01,Raith Rvs,Airdrie,5,0,H,1,0,H,2186.0,Hugh Dallas,19.0,3.0,12.0,0.0,1.0,0.0,2.0,4.0,11.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.15,3.1,2.93,,,,2.0,3.6,2.87,,,,2.1,3.4,2.8
SC1,25/11/00,Morton,Inverness C,2,0,H,2,0,H,750.0,David Somers,9.0,13.0,4.0,5.0,1.0,0.0,4.0,6.0,12.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,3.25,3.5,1.9,2.9,3.0,2.0,3.5,3.5,1.8,3.25,3.5,1.83,3.5,3.5,1.8
SC1,20/03/01,Ross County,Clyde,2,0,H,1,0,H,2115.0,Colin Hardie,,,,,,,,,,,,,2.0,0.0,0.0,0.0,20.0,0.0,1.9,3.15,3.45,1.8,3.2,3.2,2.0,3.6,2.87,,,,1.9,3.6,3.1
SC1,28/10/00,Airdrie,Ross County,5,1,H,3,0,H,1431.0,Kevin Toner,11.0,8.0,8.0,3.0,0.0,0.0,4.0,5.0,8.0,10.0,5.0,5.0,1.0,4.0,0.0,0.0,10.0,40.0,2.5,3.5,2.25,,,,2.35,3.5,2.35,2.4,3.4,2.38,2.2,3.5,2.6
SC1,11/11/00,Morton,Raith Rvs,1,2,A,0,2,A,650.0,Alan Gemmill,9.0,13.0,4.0,8.0,1.0,0.0,5.0,9.0,13.0,14.0,1.0,1.0,3.0,3.0,1.0,0.0,55.0,30.0,2.8,3.6,2.0,2.6,3.0,2.2,2.75,3.5,2.1,2.75,3.5,2.1,2.75,3.5,2.1
SC1,10/03/01,Alloa,Clyde,0,0,D,0,0,D,818.0,Kenny Clark,7.0,15.0,2.0,7.0,1.0,1.0,4.0,10.0,15.0,22.0,1.0,3.0,2.0,3.0,1.0,1.0,45.0,55.0,2.5,3.3,2.35,,,,2.25,3.5,2.5,2.4,3.5,2.3,2.5,3.5,2.25
SC1,28/10/00,Inverness C,Raith Rvs,1,2,A,0,2,A,1723.0,Eric Martindale,,,,,,,,,,,,,,,,,,,2.3,3.0,2.8,,,,2.0,3.5,2.85,1.95,3.5,3.0,1.9,3.5,3.2
SC1,12/08/00,Livingston,Inverness C,3,1,H,1,0,H,4113.0,Bobby Orr,12.0,8.0,6.0,6.0,2.0,0.0,5.0,4.0,7.0,10.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,,,,,,,1.73,3.6,3.75,1.66,3.6,4.0
SC1,30/09/00,Ross County,Alloa,1,0,H,0,0,D,2875.0,Stuart Dougal,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.4,2.6,2.05,3.5,2.8,1.9,3.4,3.25
SC1,01/05/01,Livingston,Airdrie,5,0,H,4,0,H,3295.0,Kenny Clark,11.0,7.0,5.0,4.0,1.0,0.0,9.0,3.0,9.0,14.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.46,3.8,5.5,,,,1.57,3.75,4.5,1.45,3.75,5.25,1.57,3.75,4.5
SC1,11/11/00,Inverness C,Alloa,2,1,H,1,0,H,1384.0,I. M. Fyfe ,13.0,7.0,8.0,5.0,1.0,1.0,9.0,5.0,9.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.1,4.2,1.8,3.0,3.5,1.65,3.6,4.0,1.73,3.5,3.75,1.61,3.75,4.2
SC1,04/11/00,Ayr,Livingston,1,1,D,1,1,D,3082.0,Kevin Toner,12.0,8.0,7.0,2.0,0.0,0.0,4.0,5.0,7.0,8.0,3.0,2.0,2.0,2.0,1.0,0.0,45.0,20.0,,,,,,,2.35,3.5,2.35,2.38,3.5,2.38,2.37,3.5,2.37
SC1,04/11/00,Ross County,Morton,3,1,H,2,1,H,2506.0,Eric Martindale,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.7,3.75,3.5,1.8,3.6,3.4,2.1,3.4,2.8
SC1,25/11/00,Clyde,Alloa,0,0,D,0,0,D,1012.0,Bobby Orr,13.0,8.0,4.0,4.0,0.0,0.0,9.0,7.0,16.0,14.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.0,3.5,3.0,2.0,3.0,2.9,2.1,3.5,2.75,2.0,3.5,2.88,2.2,3.4,2.62
SC1,18/11/00,Ross County,Inverness C,0,3,A,0,1,A,5721.0,Hugh Dallas,6.0,13.0,2.0,8.0,0.0,0.0,5.0,5.0,8.0,10.0,0.0,0.0,2.0,1.0,2.0,0.0,70.0,10.0,2.2,3.6,2.6,2.2,2.9,2.7,2.2,3.5,2.6,2.2,3.4,2.63,2.25,3.5,2.5
SC1,07/04/01,Morton,Inverness C,0,3,A,0,1,A,987.0,I. M. Fyfe ,7.0,11.0,2.0,7.0,0.0,1.0,6.0,8.0,19.0,18.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,3.1,3.15,2.05,2.6,3.2,2.1,,,,3.1,3.5,1.91,3.0,3.4,2.0
SC1,09/12/00,Alloa,Morton,2,1,H,1,1,D,704.0,Hugh Dallas,12.0,10.0,8.0,7.0,1.0,0.0,1.0,7.0,11.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.1,3.4,2.9,2.0,3.1,2.8,2.1,3.5,2.75,2.0,3.5,2.88,2.1,3.5,2.75
SC1,05/08/00,Morton,Livingston,0,2,A,0,0,D,1727.0,John Fleming,10.0,13.0,5.0,7.0,0.0,1.0,4.0,6.0,14.0,11.0,3.0,4.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,,,,,,,3.0,3.4,2.0,2.75,3.5,2.1
SC1,14/10/00,Livingston,Morton,1,0,H,1,0,H,3510.0,John Rowbotham,17.0,4.0,5.0,0.0,0.0,0.0,7.0,6.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.4,4.0,6.0,,,,1.5,3.75,5.0,1.44,3.75,6.0,1.44,3.75,6.0
SC1,10/04/01,Falkirk,Raith Rvs,2,0,H,0,0,D,1634.0,Kevin Toner,11.0,5.0,3.0,2.0,0.0,0.0,7.0,3.0,16.0,15.0,2.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,1.7,3.5,3.95,1.75,3.2,3.5,1.67,3.6,4.0,1.67,3.5,4.0,1.83,3.6,3.3
SC1,02/01/01,Morton,Ayr,0,6,A,0,4,A,2866.0,John Fleming,4.0,20.0,2.0,12.0,1.0,0.0,6.0,6.0,8.0,14.0,4.0,3.0,2.0,1.0,0.0,0.0,20.0,10.0,2.7,3.1,2.25,2.7,3.1,2.1,2.5,3.5,2.25,3.1,3.5,1.91,2.87,3.6,2.0
SC1,07/04/01,Falkirk,Airdrie,1,1,D,1,0,H,2036.0,Willie Young,18.0,5.0,8.0,2.0,0.0,0.0,7.0,6.0,17.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.55,3.45,5.15,,,,,,,,,,,,
SC1,04/11/00,Alloa,Airdrie,2,0,H,1,0,H,1224.0,Steven Kaney,7.0,8.0,3.0,5.0,0.0,1.0,7.0,3.0,14.0,20.0,4.0,2.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,,,,2.5,3.5,2.25,2.38,3.5,2.38,2.37,3.5,2.37
SC1,28/10/00,Livingston,Alloa,4,0,H,2,0,H,2750.0,Bobby Orr,18.0,4.0,5.0,0.0,1.0,0.0,9.0,4.0,8.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.45,4.2,5.0,,,,1.4,4.3,5.5,1.4,4.0,6.0,1.4,3.75,7.0
SC1,23/09/00,Ross County,Falkirk,0,2,A,0,0,D,3161.0,Michael McCurry,8.0,9.0,5.0,7.0,0.0,1.0,10.0,4.0,5.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,,,,2.6,3.5,2.2,2.6,3.5,2.2,2.62,3.5,2.2
SC1,14/10/00,Falkirk,Clyde,3,2,H,1,2,A,3003.0,Willie Young,12.0,4.0,7.0,4.0,1.0,0.0,4.0,5.0,4.0,18.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,20.0,1.7,3.4,4.0,,,,1.7,3.5,3.75,1.67,3.6,4.0,1.8,3.5,3.5
SC1,23/12/00,Inverness C,Clyde,2,2,D,1,0,H,1588.0,Mike Ritchie,14.0,10.0,10.0,5.0,0.0,0.0,4.0,5.0,8.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,40.0,1.75,3.3,3.9,1.7,3.2,3.6,1.73,3.5,3.75,1.73,3.5,3.75,1.66,3.6,4.0
SC1,17/02/01,Clyde,Morton,1,1,D,0,1,A,1611.0,Eric Martindale,7.0,10.0,2.0,2.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,20.0,1.65,3.4,4.2,1.65,3.2,3.8,1.73,3.75,3.5,,,,1.66,3.6,4.0
SC1,09/09/00,Livingston,Ayr,2,0,H,1,0,H,5226.0,Willie Young,11.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,14.0,15.0,5.0,1.0,1.0,2.0,0.0,1.0,10.0,45.0,,,,,,,1.8,3.5,3.5,2.0,3.4,3.0,1.8,3.4,3.6
SC1,31/03/01,Alloa,Falkirk,0,1,A,0,1,A,1186.0,John Rowbotham,8.0,6.0,7.0,5.0,0.0,0.0,7.0,3.0,12.0,14.0,4.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,2.35,3.15,2.55,2.2,3.1,2.4,2.37,3.5,2.37,2.38,3.4,2.38,2.25,3.5,2.5
SC1,07/04/01,Ayr,Raith Rvs,2,0,H,1,0,H,2026.0,David Somers,15.0,5.0,7.0,3.0,1.0,0.0,6.0,2.0,17.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,1.38,4.0,6.5,1.45,3.7,4.5,,,,1.5,4.0,5.0,1.5,3.8,5.0
SC1,05/12/00,Raith Rvs,Livingston,1,2,A,0,2,A,1626.0,Michael McCurry,4.0,16.0,2.0,12.0,0.0,0.0,8.0,9.0,12.0,7.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,10.0,,,,,,,,,,,,,,,
SC1,31/03/01,Ross County,Inverness C,0,1,A,0,1,A,5876.0,Gary Mitchell,8.0,5.0,3.0,3.0,0.0,0.0,5.0,4.0,8.0,11.0,0.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,
SC1,17/03/01,Falkirk,Ross County,1,1,D,1,0,H,1955.0,Tom Brown,14.0,9.0,5.0,4.0,1.0,0.0,6.0,4.0,15.0,18.0,6.0,3.0,1.0,2.0,0.0,0.0,10.0,20.0,2.05,3.4,2.85,1.9,3.1,3.0,2.2,3.5,2.62,2.0,3.5,2.88,2.2,3.5,2.62
SC1,14/04/01,Inverness C,Ayr,1,0,H,0,0,D,2269.0,Mike Ritchie,13.0,10.0,10.0,4.0,0.0,0.0,6.0,4.0,7.0,11.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,30.0,2.47,2.95,2.55,2.35,3.0,2.35,,,,2.38,3.5,2.3,2.37,3.5,2.37
SC1,09/09/00,Morton,Ross County,0,1,A,0,1,A,1187.0,Colin Hardie,11.0,8.0,5.0,4.0,0.0,0.0,10.0,2.0,13.0,8.0,3.0,8.0,3.0,2.0,0.0,0.0,30.0,20.0,,,,,,,1.7,3.5,3.75,1.7,3.6,3.8,1.61,3.5,4.5
SC1,26/08/00,Ross County,Airdrie,1,1,D,1,1,D,2210.0,Alan Gemmill,11.0,12.0,3.0,7.0,0.0,0.0,6.0,5.0,15.0,9.0,3.0,3.0,2.0,3.0,0.0,0.0,20.0,30.0,,,,,,,2.2,3.5,2.6,2.25,3.5,2.5,2.25,3.5,2.5
SC1,14/04/01,Raith Rvs,Clyde,0,1,A,0,0,D,1817.0,Michael McCurry,11.0,6.0,9.0,3.0,0.0,0.0,6.0,7.0,11.0,20.0,3.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,2.25,3.0,2.8,2.2,3.0,2.6,,,,2.2,3.5,2.5,2.25,3.5,2.5
SC1,31/03/01,Raith Rvs,Livingston,2,0,H,1,0,H,1794.0,John Underhill,7.0,10.0,5.0,1.0,0.0,1.0,6.0,6.0,12.0,14.0,3.0,4.0,2.0,2.0,0.0,1.0,20.0,45.0,4.0,3.25,1.75,4.2,3.2,1.6,3.75,3.5,1.73,4.2,3.6,1.62,4.0,3.6,1.66
SC1,27/03/01,Falkirk,Morton,1,3,A,1,1,D,1276.0,George Clyde,12.0,7.0,6.0,5.0,0.0,0.0,4.0,5.0,12.0,12.0,1.0,3.0,1.0,2.0,0.0,0.0,10.0,20.0,1.57,3.5,4.65,1.6,3.4,3.9,1.61,3.5,4.5,1.57,3.6,4.5,1.61,3.5,4.5
SC1,02/12/00,Inverness C,Ayr,7,3,H,3,2,H,1513.0,Gary Mitchell,12.0,10.0,8.0,6.0,0.0,1.0,6.0,6.0,7.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,25.0,2.4,3.2,2.5,2.3,2.9,2.5,,,,2.4,3.5,2.3,2.37,3.5,2.37
SC1,02/01/01,Inverness C,Ross County,3,3,D,1,3,A,5291.0,Stuart Dougal,12.0,11.0,8.0,7.0,1.0,0.0,8.0,5.0,10.0,11.0,1.0,1.0,2.0,2.0,0.0,0.0,20.0,20.0,1.85,3.2,3.5,1.8,3.2,3.2,1.83,3.5,3.4,1.73,3.5,3.75,1.72,3.5,3.8
SC1,23/09/00,Ayr,Clyde,2,1,H,0,0,D,2715.0,Eric Martindale,17.0,5.0,7.0,2.0,0.0,0.0,5.0,0.0,14.0,16.0,3.0,2.0,1.0,3.0,0.0,2.0,10.0,80.0,,,,,,,1.8,3.5,3.5,1.9,3.5,3.2,2.0,3.4,3.0
SC1,16/12/00,Morton,Livingston,1,2,A,1,0,H,1250.0,Colin Hardie,6.0,13.0,2.0,8.0,0.0,0.0,2.0,7.0,9.0,17.0,6.0,2.0,3.0,0.0,0.0,0.0,30.0,0.0,4.3,3.6,1.65,4.2,3.2,1.6,3.75,3.5,1.73,4.75,3.5,1.57,4.33,3.6,1.61
SC1,21/04/01,Livingston,Morton,2,0,H,1,0,H,3100.0,Brian Cassidy,15.0,5.0,8.0,2.0,1.0,0.0,9.0,4.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,4.3,7.8,1.3,4.0,7.0,1.4,4.33,5.5,1.36,4.33,6.0,1.36,4.5,6.0
SC1,24/04/01,Livingston,Falkirk,3,0,H,1,0,H,3659.0,Stuart Dougal,20.0,3.0,8.0,2.0,1.0,0.0,9.0,3.0,18.0,14.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.4,4.05,6.0,1.5,3.4,4.7,1.5,3.6,5.5,1.44,3.8,5.5,1.53,4.0,4.5
SC1,02/09/00,Raith Rvs,Ross County,4,1,H,1,0,H,1759.0,Craig MacKay,10.0,7.0,7.0,4.0,0.0,0.0,3.0,7.0,15.0,9.0,8.0,1.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,,,,1.65,3.4,4.3,1.62,3.6,4.33,1.61,3.6,4.33
SC1,14/04/01,Alloa,Ross County,1,1,D,0,0,D,647.0,Douglas McDonald,14.0,11.0,11.0,9.0,0.0,0.0,7.0,8.0,11.0,23.0,4.0,6.0,2.0,3.0,0.0,0.0,20.0,30.0,2.25,3.0,2.8,2.3,3.0,2.4,,,,2.2,3.5,2.5,2.25,3.4,2.6
SC1,30/09/00,Ayr,Inverness C,3,3,D,1,0,H,2070.0,Tom Brown,14.0,11.0,10.0,8.0,0.0,0.0,9.0,9.0,11.0,10.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,,,,1.65,3.6,4.0,1.53,3.6,5.0,1.57,3.5,5.0
SC1,30/09/00,Clyde,Raith Rvs,0,0,D,0,0,D,1153.0,George Clyde,9.0,11.0,4.0,6.0,1.0,1.0,5.0,11.0,14.0,21.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,,,,,,,2.2,3.5,2.6,1.91,3.5,3.1,1.8,3.4,3.6
SC1,17/04/01,Ross County,Morton,0,2,A,0,2,A,1889.0,Alan Freeland,14.0,13.0,3.0,8.0,1.0,0.0,7.0,6.0,9.0,9.0,5.0,4.0,1.0,2.0,0.0,0.0,10.0,20.0,1.67,3.6,4.0,1.8,3.3,3.2,,,,1.7,3.5,3.75,1.8,3.6,3.4
SC1,02/12/00,Airdrie,Morton,1,1,D,0,1,A,1643.0,Tom Brown,17.0,9.0,9.0,7.0,0.0,0.0,5.0,2.0,11.0,14.0,3.0,7.0,1.0,2.0,0.0,0.0,10.0,20.0,2.05,3.4,2.9,1.85,3.1,3.2,,,,2.0,3.5,2.88,2.0,3.4,3.0
SC1,03/04/01,Raith Rvs,Falkirk,0,0,D,0,0,D,1586.0,Bobby Orr,13.0,11.0,1.0,4.0,1.0,0.0,9.0,4.0,20.0,18.0,2.0,5.0,1.0,1.0,1.0,0.0,35.0,10.0,2.3,3.5,2.5,2.2,3.0,2.6,2.37,3.5,2.37,2.38,3.5,2.38,2.25,3.5,2.5
