Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SC0,20/05/01,Motherwell,St Mirren,3,3,D,1,1,D,4158,Willie Young,19.0,12.0,8.0,7.0,1.0,0.0,7.0,2.0,13.0,3.0,4,2,1,0,0,1,10,25,1.8,3.4,3.65,1.65,3.2,3.8,1.8,3.5,3.5,1.8,3.5,3.5,1.8,3.6,3.4
SC0,28/10/00,Dundee United,Hibernian,0,1,A,0,0,D,8042,John Rowbotham,13.0,8.0,5.0,4.0,0.0,0.0,7.0,5.0,20.0,8.0,1,1,3,0,0,0,30,0,4.2,3.1,1.75,3.6,3.2,1.7,4.0,3.6,1.65,4.33,3.5,1.67,4.33,3.4,1.66
SC0,02/12/00,Dundee,St Johnstone,1,1,D,1,0,H,7014,Hugh Dallas,15.0,12.0,7.0,6.0,1.0,0.0,10.0,8.0,14.0,18.0,4,3,2,3,0,0,20,30,2.2,3.2,2.8,2.2,2.9,2.7,,,,2.1,3.25,3.0,2.2,3.25,2.75
SC0,14/03/01,Hearts,Kilmarnock,3,0,H,0,0,D,9195,Gary Mitchell,10.0,5.0,8.0,2.0,0.0,0.0,6.0,7.0,13.0,10.0,6,4,0,1,0,1,0,35,1.95,3.3,3.35,2.0,2.9,3.0,1.8,3.5,3.5,2.0,3.25,3.25,1.8,3.6,3.4
SC0,09/12/00,St Johnstone,St Mirren,2,0,H,1,0,H,4434,Eric Martindale,16.0,9.0,5.0,5.0,1.0,0.0,5.0,4.0,10.0,11.0,0,3,1,1,0,0,10,10,1.55,3.5,5.3,1.55,3.3,4.5,1.61,3.5,4.5,1.53,3.5,5.5,1.53,3.4,5.5
SC0,24/02/01,Kilmarnock,Dundee United,0,0,D,0,0,D,6227,Kenny Clark,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,9.0,16.0,6,6,1,2,0,0,10,20,1.63,3.35,4.6,1.65,3.2,3.9,,,,1.67,3.5,4.33,1.72,3.5,3.8
SC0,13/05/01,Hibernian,Hearts,0,0,D,0,0,D,9000,Stuart Dougal,16.0,5.0,3.0,1.0,2.0,1.0,7.0,4.0,14.0,22.0,2,3,3,2,0,1,30,45,1.95,3.3,3.2,2.1,2.9,2.9,2.25,3.5,2.5,2.05,3.4,3.0,2.0,3.3,3.1
SC0,02/01/01,Dundee United,Motherwell,2,0,H,0,0,D,6311,Eric Martindale,16.0,5.0,4.0,2.0,2.0,0.0,6.0,3.0,13.0,17.0,1,3,2,2,0,0,20,20,2.7,3.1,2.23,2.7,2.9,2.2,2.75,3.5,2.1,3.0,3.25,2.1,3.2,3.2,2.0
SC0,28/10/00,Dunfermline,Dundee,1,0,H,0,0,D,6397,Michael McCurry,8.0,5.0,4.0,2.0,0.0,0.0,3.0,3.0,16.0,10.0,4,4,2,1,0,0,20,10,2.6,3.0,2.45,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4
SC0,23/09/00,Celtic,Dundee,1,0,H,0,0,D,59674,Tom Brown,13.0,5.0,6.0,3.0,0.0,1.0,4.0,1.0,12.0,7.0,3,1,1,3,0,0,10,30,1.2,4.8,9.0,1.2,4.7,9.0,1.25,5.0,8.0,1.2,5.5,9.5,1.16,5.5,12.0
