Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SC0,23/09/00,Motherwell,Rangers,0,1,A,0,1,A,11275,Stuart Dougal,9.0,12.0,4.0,5.0,0.0,0.0,3.0,11.0,15.0,8.0,0,2,3,2,0,0,30,20,6.1,3.9,1.4,5.0,3.5,1.45,7.0,3.75,1.4,7.5,4.0,1.36,8.0,3.75,1.36
SC0,23/09/00,Dunfermline,Hibernian,1,1,D,0,1,A,8275,George Clyde,8.0,10.0,4.0,5.0,0.0,0.0,4.0,4.0,15.0,18.0,2,1,1,3,0,0,10,30,2.7,3.2,2.2,2.9,2.9,2.1,3.2,3.2,2.0,2.8,3.25,2.2,2.87,3.3,2.1
SC0,08/04/01,Hibernian,Rangers,0,0,D,0,0,D,9625,John Rowbotham,10.0,10.0,4.0,3.0,0.0,1.0,2.0,6.0,13.0,24.0,0,4,4,3,0,0,40,30,2.85,3.2,2.23,2.7,2.9,2.2,,,,2.8,3.2,2.2,2.75,3.2,2.25
SC0,30/07/00,Dundee United,Celtic,1,2,A,0,1,A,11761,Hugh Dallas,8.0,15.0,4.0,9.0,0.0,1.0,6.0,11.0,17.0,13.0,1,1,4,1,0,0,40,10,4.8,3.6,1.6,3.8,3.1,1.7,,,,5.0,3.4,1.62,5.0,3.5,1.57
SC0,07/04/01,Aberdeen,Dundee,0,2,A,0,0,D,11805,Kevin Toner,2.0,8.0,1.0,4.0,0.0,1.0,1.0,3.0,12.0,6.0,12,4,0,1,0,0,0,10,2.3,3.0,2.9,2.1,2.9,2.9,,,,2.25,3.25,2.75,2.37,3.1,2.62
SC0,19/08/00,Dundee United,St Johnstone,1,2,A,0,2,A,6636,Douglas McDonald,11.0,11.0,8.0,5.0,1.0,1.0,5.0,9.0,14.0,15.0,3,3,2,2,0,0,20,20,2.15,3.15,2.75,2.2,2.9,2.7,2.2,3.2,2.8,2.25,3.25,2.75,2.2,3.25,2.75
SC0,01/10/00,Hearts,Motherwell,3,0,H,2,0,H,10460,Willie Young,15.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,15.0,13.0,2,3,2,2,0,1,20,45,1.63,3.5,4.1,1.65,3.2,3.8,1.65,3.4,4.3,1.73,3.25,4.33,1.66,3.4,4.33
SC0,05/08/00,Dundee,Dunfermline,3,0,H,1,0,H,7152,John Underhill,11.0,6.0,9.0,2.0,0.0,0.0,3.0,5.0,7.0,8.0,9,2,0,2,0,0,0,20,1.7,3.5,3.9,1.9,3.0,3.1,,,,1.83,3.4,3.6,1.66,3.6,4.0
SC0,16/12/00,Hibernian,St Johnstone,2,0,H,1,0,H,10374,Stuart Dougal,14.0,5.0,6.0,2.0,0.0,0.0,5.0,4.0,16.0,18.0,6,0,2,3,0,0,20,30,1.55,3.6,5.2,1.55,3.3,4.5,1.44,4.0,5.5,1.55,3.5,5.0,1.53,3.4,5.5
SC0,09/12/00,Kilmarnock,Hearts,0,3,A,0,1,A,6828,Douglas McDonald,6.0,6.0,3.0,4.0,0.0,0.0,4.0,2.0,16.0,12.0,3,6,1,1,0,0,10,10,1.9,3.2,3.5,1.9,3.0,3.1,1.8,3.5,3.5,1.67,3.5,4.33,1.9,3.25,3.4
SC0,18/11/00,St Johnstone,Dundee United,1,0,H,0,0,D,4295,Gary Mitchell,12.0,5.0,3.0,1.0,0.0,0.0,9.0,1.0,14.0,15.0,3,2,3,2,0,1,30,45,1.5,3.4,5.8,1.45,3.5,5.0,1.55,3.75,4.5,1.5,3.5,6.0,1.53,3.4,5.5
SC0,18/11/00,Motherwell,Kilmarnock,1,2,A,1,1,D,6571,Eric Martindale,23.0,19.0,11.0,6.0,1.0,0.0,7.0,5.0,15.0,19.0,9,1,3,3,0,0,30,30,2.6,3.2,2.3,2.4,2.9,2.4,2.6,3.2,2.35,2.5,3.2,2.5,2.5,3.25,2.4
SC0,26/08/00,Hibernian,St Mirren,2,0,H,1,0,H,11806,David Somers,18.0,7.0,11.0,0.0,0.0,0.0,7.0,1.0,19.0,19.0,1,2,1,4,0,0,10,40,1.45,3.55,6.0,1.45,3.5,5.0,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.0
SC0,17/03/01,St Mirren,St Johnstone,1,0,H,1,0,H,4565,Stuart Dougal,10.0,10.0,4.0,7.0,0.0,0.0,3.0,5.0,10.0,8.0,1,0,0,2,0,0,0,20,2.85,3.2,2.2,2.9,2.9,2.1,2.62,3.5,2.2,2.75,3.4,2.2,2.62,3.5,2.2
SC0,18/11/00,Dunfermline,Rangers,0,0,D,0,0,D,11751,Douglas McDonald,6.0,12.0,3.0,5.0,0.0,1.0,4.0,8.0,12.0,15.0,3,1,0,0,0,0,0,0,6.0,3.4,1.5,4.7,3.4,1.5,7.0,3.75,1.4,8.0,3.8,1.36,8.0,3.75,1.36
SC0,04/11/00,St Johnstone,Dunfermline,0,2,A,0,0,D,4287,Kenny Clark,10.0,8.0,2.0,3.0,0.0,2.0,5.0,3.0,14.0,12.0,1,4,2,1,0,0,20,10,1.7,3.25,4.4,1.6,3.2,4.2,1.8,3.25,3.75,1.7,3.4,4.33,1.66,3.3,4.5
SC0,26/08/00,St Johnstone,Kilmarnock,1,1,D,1,1,D,5600,Willie Young,8.0,10.0,5.0,4.0,0.0,2.0,1.0,1.0,9.0,8.0,8,4,1,1,0,0,10,10,2.15,3.1,2.9,2.1,2.9,2.9,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.2,3.0
SC0,30/01/01,Kilmarnock,Hibernian,1,1,D,0,0,D,6385,Michael McCurry,8.0,7.0,3.0,4.0,1.0,0.0,5.0,6.0,12.0,8.0,3,6,1,1,0,0,10,10,2.8,3.2,2.2,2.7,2.9,2.2,3.0,3.2,2.1,2.88,3.2,2.2,2.75,3.25,2.2
SC0,02/12/00,Celtic,Dunfermline,3,1,H,2,1,H,59229,Michael McCurry,21.0,5.0,11.0,2.0,0.0,0.0,9.0,0.0,4.0,9.0,0,1,1,4,0,0,10,40,1.15,6.0,12.0,1.2,4.7,9.0,,,,1.17,5.5,12.0,1.16,5.5,12.0
SC0,01/10/00,Aberdeen,Celtic,1,1,D,1,0,H,18239,Michael McCurry,8.0,7.0,4.0,3.0,0.0,0.0,4.0,3.0,23.0,23.0,5,3,3,3,0,1,30,55,5.7,3.75,1.45,5.0,3.5,1.45,7.0,3.75,1.4,7.0,4.0,1.4,6.5,3.6,1.44
SC0,26/12/00,St Mirren,Kilmarnock,1,3,A,1,0,H,5649,John Underhill,7.0,19.0,3.0,11.0,0.0,0.0,1.0,6.0,11.0,6.0,6,1,1,2,1,0,35,20,3.3,2.9,2.05,3.5,3.0,1.8,,,,3.4,3.4,1.91,3.0,3.2,2.1
SC0,28/04/01,Dunfermline,St Mirren,1,2,A,0,2,A,5058,Alan Freeland,18.0,11.0,6.0,6.0,3.0,1.0,5.0,6.0,13.0,9.0,1,1,2,3,0,0,20,30,1.6,3.55,4.75,1.6,3.3,4.0,1.67,3.4,4.33,1.67,3.4,4.33,1.66,3.4,4.33
SC0,28/10/00,Hearts,St Johnstone,0,3,A,0,0,D,12883,George Clyde,10.0,8.0,4.0,6.0,0.0,0.0,3.0,3.0,10.0,16.0,3,4,1,0,0,0,10,0,1.8,3.4,3.6,1.65,3.2,3.8,1.7,3.4,4.0,1.75,3.4,4.0,1.8,3.3,3.75
SC0,17/03/01,Dunfermline,Hibernian,2,1,H,1,0,H,7547,John Underhill,11.0,10.0,4.0,3.0,1.0,1.0,4.0,7.0,16.0,15.0,2,3,2,1,0,0,20,10,3.25,3.15,2.0,2.7,2.9,2.2,3.2,3.2,2.0,3.2,3.2,2.05,3.2,3.2,2.0
SC0,23/04/01,St Mirren,Dundee United,2,1,H,0,0,D,6473,Hugh Dallas,13.0,11.0,8.0,5.0,0.0,0.0,7.0,5.0,14.0,17.0,1,1,1,1,0,0,10,10,2.4,3.05,2.63,2.7,2.9,2.2,2.5,3.25,2.4,2.5,3.25,2.4,2.5,3.25,2.4
SC0,21/04/01,Hibernian,Kilmarnock,1,1,D,1,1,D,8224,Kenny Clark,11.0,8.0,3.0,2.0,0.0,0.0,6.0,6.0,13.0,11.0,6,1,0,4,0,0,0,40,1.67,3.4,4.35,1.65,3.1,4.0,1.61,3.5,4.5,1.67,3.4,4.33,1.72,3.4,4.0
SC0,02/01/01,Aberdeen,Hearts,1,0,H,1,0,H,13524,John Rowbotham,25.0,13.0,8.0,2.0,1.0,1.0,11.0,6.0,13.0,15.0,5,0,1,1,0,0,10,10,2.55,3.1,2.33,2.7,2.9,2.2,2.5,3.5,2.25,2.63,3.3,2.3,2.62,3.25,2.3
SC0,04/11/00,Rangers,St Mirren,7,1,H,4,1,H,48795,Bobby Orr,23.0,6.0,9.0,3.0,0.0,0.0,4.0,5.0,6.0,8.0,3,2,1,1,0,0,10,10,1.25,4.3,11.0,1.25,4.3,8.0,1.3,4.0,8.0,1.25,5.0,8.5,1.25,4.5,10.0
SC0,23/12/00,St Johnstone,Motherwell,2,3,A,0,3,A,3489,David Somers,14.0,8.0,5.0,5.0,0.0,0.0,11.0,2.0,15.0,19.0,3,6,2,2,0,1,20,45,1.95,3.2,3.4,2.0,2.9,3.0,2.2,3.25,2.75,2.0,3.25,3.25,1.9,3.4,3.25
SC0,23/12/00,St Mirren,Celtic,0,2,A,0,1,A,9487,Stuart Dougal,2.0,15.0,0.0,8.0,0.0,0.0,5.0,9.0,9.0,9.0,0,2,2,2,0,0,20,20,8.0,4.0,1.3,6.2,3.8,1.35,10.0,4.5,1.25,9.0,5.0,1.25,8.0,4.5,1.28
SC0,12/08/00,Dunfermline,St Johnstone,1,1,D,1,0,H,4775,David Somers,7.0,11.0,3.0,6.0,0.0,0.0,6.0,7.0,17.0,13.0,2,0,3,4,0,1,30,65,2.3,3.0,2.55,2.3,2.9,2.5,,,,2.5,3.4,2.38,2.5,3.5,2.25
SC0,30/09/00,Dundee,Kilmarnock,0,0,D,0,0,D,6170,Bobby Orr,5.0,10.0,3.0,4.0,0.0,0.0,7.0,6.0,10.0,11.0,6,3,0,0,1,0,25,0,2.2,3.05,2.9,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.2,3.25,2.75
SC0,22/10/00,Hibernian,Hearts,6,2,H,2,1,H,12926,Hugh Dallas,18.0,7.0,10.0,4.0,0.0,0.0,6.0,2.0,13.0,17.0,3,1,0,0,0,0,0,0,1.85,3.2,3.5,2.1,2.9,2.9,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.4
SC0,09/09/00,Hearts,Dunfermline,2,0,H,1,0,H,11811,Bobby Orr,17.0,5.0,8.0,1.0,0.0,0.0,7.0,2.0,9.0,15.0,2,0,0,1,0,0,0,10,1.66,3.15,4.5,1.6,3.2,4.2,1.6,3.25,5.0,1.75,3.3,4.0,1.61,3.25,5.0
SC0,13/08/00,Celtic,Kilmarnock,2,1,H,0,1,A,58054,Kenny Clark,12.0,10.0,6.0,4.0,0.0,0.0,5.0,4.0,20.0,15.0,2,0,4,2,0,1,40,45,1.2,4.8,7.5,1.3,4.0,7.0,1.25,4.3,9.0,1.29,4.5,9.0,1.25,4.5,10.0
SC0,07/04/01,Dundee United,Hearts,1,1,D,1,0,H,7242,Alan Freeland,12.0,3.0,6.0,2.0,2.0,0.0,5.0,4.0,18.0,10.0,3,1,1,2,0,1,10,45,2.52,3.15,2.45,2.3,2.9,2.5,,,,2.4,3.2,2.6,2.5,3.1,2.5
SC0,03/02/01,St Mirren,Dundee,2,1,H,1,1,D,4197,David Somers,14.0,13.0,5.0,3.0,0.0,0.0,6.0,7.0,16.0,11.0,5,2,1,5,0,1,10,75,2.9,3.25,2.1,2.9,2.9,2.1,3.25,3.5,1.91,2.88,3.4,2.1,2.87,3.3,2.1
SC0,25/11/00,Hearts,Dundee,3,1,H,0,1,A,11539,Alan Freeland,14.0,5.0,8.0,2.0,0.0,0.0,5.0,2.0,16.0,12.0,9,2,4,1,0,0,40,10,1.9,3.4,3.2,1.8,3.0,3.5,1.91,3.5,3.2,1.91,3.4,3.4,1.9,3.4,3.25
SC0,20/05/01,Kilmarnock,Celtic,1,0,H,0,0,D,12675,John Underhill,5.0,11.0,3.0,3.0,1.0,0.0,3.0,4.0,11.0,16.0,3,6,1,1,0,0,10,10,3.5,3.3,1.85,,,,3.0,3.4,2.0,3.0,3.75,1.9,3.0,3.75,1.9
SC0,21/02/01,Celtic,Motherwell,1,0,H,0,0,D,58880,John Rowbotham,13.0,2.0,5.0,2.0,2.0,0.0,7.0,0.0,8.0,22.0,0,4,0,4,0,0,0,40,1.15,5.7,12.5,1.2,4.7,9.0,1.17,5.0,15.0,1.17,5.5,13.0,1.16,5.5,12.0
SC0,10/12/00,Rangers,Motherwell,2,0,H,1,0,H,46058,Tom Brown,10.0,6.0,5.0,2.0,0.0,0.0,6.0,5.0,13.0,16.0,0,2,2,4,0,0,20,40,1.2,5.0,10.0,1.2,4.7,9.0,1.2,5.0,11.0,1.18,5.5,11.0,1.16,5.5,12.0
SC0,29/10/00,Motherwell,Celtic,3,3,D,1,1,D,10820,Hugh Dallas,10.0,17.0,3.0,9.0,0.0,0.0,6.0,6.0,26.0,10.0,2,3,3,0,0,0,30,0,5.6,3.4,1.53,4.7,3.4,1.5,7.0,4.0,1.35,7.5,3.75,1.4,7.5,3.6,1.4
SC0,10/02/01,Dunfermline,Dundee United,3,1,H,0,0,D,5180,Tom Brown,12.0,10.0,8.0,4.0,0.0,0.0,4.0,4.0,8.0,18.0,2,2,1,4,0,0,10,40,1.6,3.4,4.75,1.65,3.2,3.9,1.8,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75
SC0,17/03/01,Dundee United,Aberdeen,1,1,D,1,1,D,8472,John Rowbotham,5.0,5.0,4.0,3.0,0.0,0.0,9.0,4.0,20.0,13.0,3,0,0,1,0,0,0,10,1.9,3.25,3.5,2.1,2.9,2.9,1.91,3.5,3.2,1.91,3.4,3.4,1.9,3.4,3.25
SC0,19/08/00,Rangers,Dunfermline,4,1,H,3,1,H,47452,Kenny Clark,16.0,8.0,11.0,5.0,0.0,0.0,11.0,1.0,7.0,4.0,2,2,0,1,0,0,0,10,,,,1.15,5.5,11.0,1.15,5.5,15.0,1.14,5.75,15.0,1.12,6.5,13.0
SC0,21/04/01,Dundee,Rangers,0,3,A,0,3,A,10687,Willie Young,8.0,11.0,5.0,7.0,0.0,0.0,3.0,3.0,7.0,12.0,3,3,0,0,0,0,0,0,4.55,3.4,1.65,4.2,3.2,1.6,4.5,3.5,1.61,4.33,3.4,1.67,4.33,3.4,1.66
SC0,24/02/01,Hearts,Dunfermline,7,1,H,4,0,H,11251,Alan Freeland,27.0,10.0,16.0,7.0,2.0,0.0,7.0,5.0,14.0,9.0,5,2,0,0,0,0,0,0,1.8,3.24,3.8,1.7,3.1,3.8,,,,1.83,3.25,3.75,1.8,3.4,3.6
SC0,27/08/00,Dundee,Hearts,1,1,D,0,0,D,6779,Kenny Clark,8.0,14.0,5.0,9.0,0.0,0.0,4.0,2.0,16.0,18.0,5,5,3,4,0,0,30,40,2.25,3.1,2.8,2.4,2.9,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.5,3.1,2.5
SC0,03/12/00,Motherwell,Hibernian,1,3,A,0,1,A,5715,John Rowbotham,12.0,13.0,7.0,2.0,0.0,0.0,6.0,7.0,17.0,15.0,2,1,2,4,0,0,20,40,2.7,3.2,2.3,2.7,2.9,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.62,3.25,2.3
SC0,02/01/01,Celtic,Kilmarnock,6,0,H,1,0,H,59380,David Somers,13.0,4.0,11.0,2.0,0.0,0.0,3.0,3.0,10.0,9.0,4,1,2,2,0,0,20,20,1.23,4.8,7.2,1.35,3.8,6.2,1.25,5.0,8.0,1.22,5.0,10.0,1.16,6.0,10.0
SC0,12/11/00,Celtic,St Johnstone,4,1,H,3,0,H,60000,Kevin Toner,19.0,6.0,9.0,2.0,0.0,0.0,7.0,3.0,9.0,8.0,5,2,0,1,0,0,0,10,1.25,4.8,8.5,1.2,4.7,9.0,1.2,5.0,11.0,1.2,5.5,10.0,1.2,5.0,11.0
SC0,27/04/01,Kilmarnock,Hearts,1,1,D,0,0,D,6867,Douglas McDonald,15.0,2.0,7.0,1.0,2.0,0.0,5.0,3.0,16.0,12.0,1,3,1,2,0,0,10,20,2.15,3.1,3.05,2.3,2.9,2.5,2.25,3.2,2.75,2.2,3.25,2.75,2.25,3.2,2.75
SC0,14/10/00,Motherwell,St Johnstone,4,0,H,2,0,H,4483,C Conner,8.0,6.0,5.0,2.0,0.0,0.0,6.0,9.0,18.0,6.0,9,1,3,0,1,0,55,0,2.3,3.05,2.65,2.4,2.9,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.1,2.5
SC0,05/05/01,St Johnstone,St Mirren,2,2,D,1,2,A,4119,Douglas McDonald,19.0,9.0,7.0,6.0,1.0,0.0,7.0,2.0,18.0,9.0,3,5,4,2,0,1,40,45,1.95,3.3,3.25,2.0,3.0,2.9,2.25,3.5,2.5,2.0,3.5,3.0,2.2,3.25,2.75
SC0,05/08/00,Kilmarnock,Rangers,2,4,A,2,1,H,14679,Tom Brown,6.0,8.0,2.0,4.0,0.0,0.0,1.0,7.0,15.0,17.0,2,8,3,5,1,0,55,50,7.3,3.55,1.41,4.2,3.2,1.6,,,,7.0,3.6,1.44,7.0,4.0,1.36
SC0,11/11/00,St Mirren,Hearts,1,2,A,0,1,A,5328,John Rowbotham,4.0,9.0,3.0,3.0,1.0,1.0,4.0,12.0,17.0,14.0,1,1,0,3,0,0,0,30,2.7,2.8,2.5,2.9,2.9,2.1,2.5,3.5,2.25,2.88,3.3,2.1,2.75,3.25,2.2
SC0,18/11/00,Dundee,St Mirren,5,0,H,1,0,H,6333,George Clyde,17.0,15.0,12.0,6.0,1.0,3.0,2.0,6.0,8.0,7.0,1,9,1,1,0,0,10,10,1.6,3.4,5.2,1.6,3.2,4.2,1.6,3.5,4.5,1.57,3.6,5.0,1.57,3.5,5.0
SC0,03/03/01,Dundee United,St Mirren,4,0,H,2,0,H,8334,Michael McCurry,15.0,7.0,8.0,4.0,0.0,0.0,2.0,2.0,15.0,14.0,0,5,1,2,0,0,10,20,1.75,3.3,3.95,1.6,3.2,4.2,,,,1.67,3.4,4.5,1.66,3.4,4.33
SC0,14/10/00,Celtic,St Mirren,2,0,H,1,0,H,60002,George Clyde,28.0,6.0,13.0,3.0,0.0,0.0,10.0,0.0,14.0,16.0,0,1,1,0,0,0,10,0,1.1,6.4,12.0,1.15,5.5,11.0,1.17,5.5,12.0,1.17,5.5,13.0,1.14,5.5,15.0
SC0,20/05/01,Rangers,Hibernian,4,0,H,2,0,H,47023,Douglas McDonald,20.0,6.0,12.0,1.0,0.0,0.0,9.0,2.0,12.0,11.0,4,2,1,0,0,0,10,0,1.42,3.8,6.35,1.45,3.5,5.0,1.44,4.0,5.5,1.4,3.75,7.0,1.4,3.75,7.0
SC0,21/04/01,Motherwell,St Johnstone,0,1,A,0,0,D,3195,Kevin Toner,11.0,14.0,2.0,3.0,0.0,0.0,2.0,5.0,17.0,17.0,10,2,0,1,0,0,0,10,2.05,3.1,3.2,2.1,2.9,2.9,1.91,3.25,3.4,2.0,3.2,3.2,2.1,3.3,2.87
SC0,16/09/00,Dundee United,St Mirren,0,0,D,0,0,D,5943,Kenny Clark,13.0,7.0,4.0,2.0,0.0,0.0,6.0,4.0,18.0,10.0,0,4,2,1,1,0,45,10,1.95,3.25,3.15,1.9,2.9,3.2,2.2,3.2,2.8,1.91,3.25,3.5,1.9,3.3,3.4
SC0,24/02/01,St Mirren,Motherwell,0,1,A,0,0,D,4044,Douglas McDonald,16.0,13.0,7.0,6.0,0.0,0.0,5.0,3.0,6.0,16.0,2,4,0,4,0,0,0,40,2.72,2.9,2.4,2.9,2.9,2.1,,,,2.8,3.25,2.2,2.8,3.4,2.1
SC0,27/03/01,Aberdeen,St Johnstone,3,3,D,2,1,H,8537,Gary Mitchell,9.0,9.0,6.0,5.0,0.0,0.0,3.0,8.0,13.0,13.0,5,2,3,2,0,0,30,20,1.9,3.2,3.6,2.0,2.9,3.0,1.73,3.4,4.0,1.8,3.4,3.75,1.8,3.3,3.75
SC0,24/02/01,Dundee,Rangers,0,1,A,0,0,D,9778,Hugh Dallas,10.0,10.0,4.0,5.0,1.0,0.0,4.0,6.0,16.0,12.0,2,5,1,2,0,0,10,20,5.55,3.4,1.52,4.5,3.3,1.55,,,,6.5,3.75,1.44,5.5,3.6,1.5
SC0,13/12/00,Rangers,Aberdeen,3,1,H,1,1,D,45285,Hugh Dallas,12.0,4.0,7.0,1.0,2.0,0.0,10.0,5.0,12.0,13.0,1,0,1,1,0,0,10,10,1.15,5.5,11.0,1.15,5.5,11.0,1.17,5.5,12.0,1.18,5.5,11.0,1.2,5.0,11.0
SC0,14/03/01,St Johnstone,Celtic,1,2,A,1,1,D,8991,John Underhill,6.0,12.0,3.0,7.0,0.0,0.0,5.0,7.0,13.0,13.0,2,2,1,0,0,0,10,0,7.25,4.2,1.35,5.0,3.5,1.45,8.0,4.5,1.28,7.5,4.0,1.36,8.0,4.0,1.33
SC0,28/10/00,Rangers,Kilmarnock,0,3,A,0,2,A,49569,John Underhill,3.0,8.0,1.0,5.0,0.0,0.0,8.0,2.0,8.0,15.0,7,4,0,1,0,0,0,10,1.3,4.0,7.5,1.3,4.0,7.0,1.3,4.0,8.0,1.29,4.5,8.5,1.3,4.33,8.0
SC0,23/09/00,St Mirren,St Johnstone,0,1,A,0,1,A,4519,Alan Freeland,8.0,14.0,1.0,5.0,0.0,1.0,0.0,1.0,17.0,13.0,3,2,2,2,0,0,20,20,2.7,3.15,2.3,2.4,2.9,2.4,2.75,3.2,2.25,2.63,3.2,2.38,2.75,3.2,2.25
SC0,03/03/01,Rangers,Hearts,2,0,H,1,0,H,49003,Willie Young,12.0,8.0,7.0,4.0,0.0,0.0,5.0,4.0,12.0,18.0,2,1,1,1,0,1,10,35,1.25,4.7,8.6,1.25,4.3,8.0,,,,1.25,4.8,9.0,1.28,4.5,8.0
SC0,16/12/00,Motherwell,Hearts,2,0,H,0,0,D,5440,Michael McCurry,22.0,19.0,8.0,9.0,2.0,1.0,7.0,7.0,14.0,10.0,0,1,0,0,0,0,0,0,2.45,3.0,2.7,2.4,2.9,2.4,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.1,2.5
SC0,16/12/00,Dunfermline,St Mirren,2,0,H,1,0,H,5061,Hugh Dallas,17.0,11.0,12.0,2.0,2.0,1.0,3.0,2.0,7.0,17.0,3,0,3,2,0,0,30,20,1.6,3.2,5.5,1.6,3.2,4.2,1.67,3.4,4.33,1.67,3.5,4.33,1.72,3.2,4.33
SC0,30/09/00,St Johnstone,Hibernian,0,3,A,0,2,A,5464,Hugh Dallas,6.0,12.0,2.0,5.0,0.0,0.0,6.0,4.0,13.0,11.0,1,3,3,1,1,0,55,10,2.45,3.15,2.45,2.4,2.9,2.4,2.8,3.2,2.2,2.63,3.2,2.38,2.5,3.1,2.5
SC0,03/02/01,Rangers,Dunfermline,2,0,H,1,0,H,46302,Alan Freeland,17.0,3.0,9.0,1.0,2.0,0.0,5.0,4.0,12.0,19.0,2,2,2,2,0,0,20,20,1.15,5.5,11.5,1.15,5.5,11.0,1.17,5.5,13.0,1.17,5.5,13.0,1.16,5.5,12.0
SC0,21/10/00,Celtic,Dundee United,2,1,H,1,0,H,59427,John Underhill,10.0,4.0,3.0,1.0,1.0,0.0,12.0,2.0,7.0,9.0,0,2,0,1,0,0,0,10,1.11,6.0,12.0,1.1,7.0,14.0,1.15,5.5,15.0,1.14,6.0,13.0,1.14,6.0,12.0
SC0,23/12/00,Dundee,Aberdeen,2,2,D,0,1,A,8125,Alan Freeland,12.0,9.0,8.0,6.0,0.0,0.0,5.0,5.0,15.0,10.0,3,7,5,1,0,0,50,10,1.7,3.4,4.1,1.75,3.1,3.6,1.67,3.6,4.0,1.67,3.5,4.33,1.66,3.4,4.33
SC0,23/09/00,Dundee United,Aberdeen,3,5,A,0,3,A,7699,Douglas McDonald,10.0,11.0,4.0,9.0,0.0,0.0,4.0,3.0,10.0,14.0,5,3,3,2,0,1,30,45,2.25,3.2,2.55,2.2,2.9,2.7,2.4,3.25,2.5,2.38,3.2,2.63,2.37,3.3,2.5
SC0,09/09/00,Aberdeen,St Johnstone,1,1,D,0,0,D,11026,Tom Brown,13.0,6.0,5.0,4.0,0.0,0.0,12.0,5.0,16.0,17.0,8,4,1,4,0,1,10,65,2.2,3.05,2.95,2.2,2.9,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.1,3.2,3.0
SC0,13/03/01,Aberdeen,Hibernian,1,0,H,1,0,H,9357,Willie Young,14.0,11.0,8.0,4.0,0.0,0.0,5.0,4.0,9.0,12.0,2,3,0,2,0,0,0,20,3.2,3.2,2.05,2.7,2.9,2.2,3.5,3.4,1.83,3.25,3.25,2.0,3.2,3.2,2.0
SC0,26/11/00,Rangers,Celtic,5,1,H,1,0,H,50083,Kenny Clark,14.0,5.0,8.0,3.0,1.0,0.0,6.0,2.0,16.0,14.0,0,0,3,4,0,1,30,65,2.3,3.2,2.7,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.63,2.37,3.1,2.62
SC0,29/07/00,Dunfermline,Aberdeen,0,0,D,0,0,D,7653,Stuart Dougal,23.0,10.0,8.0,0.0,0.0,0.0,6.0,6.0,9.0,10.0,5,1,1,3,0,1,10,55,2.5,3.25,2.5,2.1,2.9,2.9,,,,2.3,3.2,2.7,2.5,3.25,2.4
SC0,28/04/01,St Johnstone,Aberdeen,0,3,A,0,2,A,3611,Michael McCurry,4.0,7.0,0.0,3.0,0.0,0.0,2.0,3.0,16.0,15.0,2,6,1,2,0,0,10,20,2.2,3.05,3.0,2.1,2.9,2.9,2.2,3.25,2.75,2.2,3.25,2.75,2.2,3.25,2.75
SC0,26/12/00,Hearts,Hibernian,1,1,D,0,1,A,17619,Willie Young,10.0,10.0,5.0,6.0,0.0,0.0,6.0,6.0,17.0,13.0,0,0,3,2,0,0,30,20,2.7,3.0,2.3,2.4,2.9,2.4,,,,2.63,3.2,2.38,2.75,3.1,2.3
SC0,09/09/00,St Mirren,Motherwell,0,1,A,0,0,D,5274,Stuart Dougal,9.0,18.0,5.0,6.0,0.0,0.0,8.0,6.0,8.0,18.0,2,1,0,2,0,0,0,20,2.3,3.1,2.7,2.3,2.9,2.5,2.35,3.2,2.6,2.3,3.2,2.7,2.37,3.3,2.5
SC0,21/10/00,Aberdeen,Dunfermline,0,0,D,0,0,D,11993,John Rowbotham,16.0,13.0,4.0,5.0,2.0,2.0,6.0,4.0,5.0,12.0,1,7,0,1,0,0,0,10,1.8,3.2,3.8,1.8,3.0,3.5,1.7,3.2,4.3,1.8,3.25,4.0,1.8,3.3,3.75
SC0,29/11/00,Dunfermline,Hearts,1,0,H,1,0,H,5642,Willie Young,12.0,11.0,8.0,3.0,0.0,0.0,1.0,5.0,7.0,7.0,1,2,2,0,0,0,20,0,2.75,3.1,2.3,2.7,2.9,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.4,2.1
