Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E2,12/04/03,Port Vale,Northampton,3,2,H,1,0,H,T Parkes,17.0,9.0,12.0,7.0,13.0,12.0,3.0,4.0,2,2,0,0,1.8,3.4,3.75,1.85,3.3,3.75,1.75,3.2,3.5,1.727,3.5,3.75,,3.4,3.75,1.8,3.4,3.75,1.72,3.4,4.0
E2,26/08/02,Stockport,Mansfield,2,0,H,1,0,H,R Pearson,12.0,16.0,11.0,15.0,9.0,13.0,3.0,10.0,3,0,0,0,,,,1.88,3.3,3.6,1.8,3.1,3.4,1.833,3.4,3.5,,,,1.909,3.25,3.5,,,
E2,17/09/02,Oldham,Bristol City,1,0,H,0,0,D,C Webster,12.0,6.0,6.0,4.0,14.0,18.0,4.0,3.0,1,2,0,1,2.2,3.25,2.8,2.1,3.25,3.0,2.1,3.0,2.8,1.909,3.25,3.4,,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0
E2,29/03/03,Notts County,Huddersfield,3,2,H,1,2,A,S Mathieson,9.0,15.0,4.0,11.0,12.0,13.0,5.0,7.0,1,5,0,0,1.8,3.4,3.75,1.85,3.35,3.8,1.75,3.2,3.5,1.73,3.4,4.0,,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0
E2,04/03/03,Crewe,Wycombe,4,2,H,2,1,H,A Bates,16.0,12.0,11.0,7.0,6.0,11.0,4.0,2.0,0,0,0,0,1.53,3.5,5.5,1.6,3.5,5.25,1.55,3.3,4.5,1.57,3.5,5.0,,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5.0
E2,17/09/02,Barnsley,Blackpool,2,1,H,1,1,D,N Barry,16.0,7.0,9.0,2.0,11.0,15.0,14.0,3.0,2,3,0,0,2.1,3.25,3.0,2.2,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,,3.2,2.8,2.25,3.25,2.75,2.25,3.25,2.75
E2,26/08/02,Plymouth,Bristol City,2,0,H,0,0,D,W Jordan,13.0,7.0,3.0,3.0,12.0,17.0,6.0,11.0,2,1,0,0,,,,2.05,3.25,3.15,2.0,3.0,2.9,2.0,3.4,3.0,,,,2.1,3.25,3.0,,,
E2,15/02/03,Plymouth,Tranmere,0,1,A,0,0,D,D Crick,20.0,11.0,5.0,2.0,10.0,20.0,8.0,3.0,0,2,0,0,1.909,3.25,3.5,2.05,3.25,3.25,1.9,3.1,3.0,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4
E2,18/01/03,Cardiff,Cheltenham,2,1,H,2,1,H,D Gallagher,13.0,6.0,7.0,3.0,5.0,10.0,10.0,3.0,0,0,0,0,1.364,4.0,7.5,1.4,4.0,7.25,1.35,3.6,6.5,1.4,3.75,7.0,1.36,4.0,7.5,1.364,4.0,7.5,1.36,3.75,8.0
E2,22/03/03,Port Vale,Cheltenham,1,2,A,0,1,A,A Leake,11.0,12.0,5.0,5.0,12.0,14.0,8.0,5.0,0,1,0,0,1.909,3.25,3.5,1.9,3.2,3.7,1.9,3.1,3.0,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4
E2,31/08/02,Mansfield,Crewe,0,5,A,0,3,A,C Webster,8.0,13.0,1.0,8.0,12.0,14.0,6.0,7.0,1,1,0,0,2.5,3.2,2.5,2.47,3.3,2.52,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.75,3.2,2.25,2.37,3.1,2.62
E2,17/08/02,Barnsley,QPR,1,0,H,0,0,D,M Pike,8.0,15.0,4.0,7.0,11.0,7.0,4.0,6.0,2,1,0,0,2.2,3.25,2.8,2.15,3.25,3.0,2.2,2.9,2.7,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.2,3.0
E2,12/10/02,Huddersfield,Notts County,3,0,H,2,0,H,G Hegley,11.0,6.0,10.0,4.0,6.0,13.0,7.0,4.0,0,3,0,0,2.2,3.25,2.8,2.25,3.2,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E2,01/03/03,Blackpool,Wycombe,1,0,H,1,0,H,P Prosser,6.0,9.0,4.0,3.0,20.0,20.0,4.0,4.0,2,1,1,0,1.727,3.5,4.0,1.8,3.35,4.0,1.75,3.2,3.5,1.73,3.4,4.0,1.73,3.4,4.0,1.75,3.4,4.0,1.72,3.2,4.33
E2,29/03/03,Brentford,Northampton,3,0,H,0,0,D,G Hegley,6.0,6.0,3.0,4.0,10.0,9.0,5.0,6.0,1,0,0,0,2.0,3.25,3.25,2.02,3.3,3.3,1.9,3.1,3.0,1.91,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.0
E2,05/10/02,Stockport,Luton,2,3,A,2,1,H,M Cowburn,7.0,10.0,7.0,10.0,5.0,11.0,4.0,4.0,2,2,0,0,2.0,3.25,3.25,1.85,3.35,3.7,1.9,3.1,3.0,1.8,3.4,3.6,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6
E2,26/10/02,Northampton,Cheltenham,1,2,A,1,1,D,M Messias,13.0,12.0,10.0,7.0,7.0,12.0,6.0,5.0,0,1,0,0,1.8,3.4,3.75,1.87,3.4,3.95,1.7,3.2,3.7,1.8,3.4,3.6,1.8,3.25,4.0,1.727,3.4,4.2,1.72,3.25,4.2
E2,23/11/02,Notts County,Colchester,2,3,A,2,2,D,A Leake,9.0,12.0,4.0,5.0,14.0,13.0,11.0,3.0,1,0,0,0,1.909,3.25,3.5,2.0,3.25,3.4,2.0,3.0,2.9,1.91,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,29/10/02,Crewe,Luton,0,1,A,0,0,D,A Bates,10.0,7.0,3.0,3.0,4.0,16.0,5.0,3.0,0,2,0,0,1.909,3.25,3.5,1.95,3.3,3.35,1.9,3.1,3.0,1.8,3.4,3.6,1.91,3.25,3.5,1.909,3.25,3.6,2.0,3.2,3.2
E2,28/09/02,Chesterfield,Blackpool,1,0,H,0,0,D,H Webb,15.0,10.0,5.0,3.0,8.0,12.0,7.0,4.0,2,2,0,0,2.25,3.25,2.75,2.1,3.25,3.35,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E2,22/03/03,Luton,Crewe,0,4,A,0,2,A,S Baines,8.0,13.0,7.0,8.0,16.0,5.0,4.0,9.0,2,0,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,26/10/02,Peterboro,Bristol City,1,3,A,1,2,A,M Thorpe,13.0,16.0,8.0,12.0,9.0,10.0,8.0,5.0,1,0,0,0,2.75,3.25,2.25,2.8,3.2,2.3,2.6,3.0,2.2,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.2,2.3,2.62,3.25,2.3
E2,05/04/03,Mansfield,Port Vale,0,1,A,0,1,A,P Danson,15.0,12.0,11.0,6.0,18.0,12.0,6.0,0.0,3,1,0,0,2.2,3.25,2.8,2.2,3.2,2.85,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E2,24/08/02,Luton,Barnsley,2,3,A,1,2,A,R Beeby,7.0,7.0,6.0,7.0,15.0,13.0,6.0,4.0,1,1,0,1,2.4,3.2,2.6,2.35,3.2,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62
E2,18/10/02,Colchester,Chesterfield,2,0,H,0,0,D,T Parkes,17.0,7.0,7.0,5.0,9.0,8.0,3.0,4.0,2,2,0,0,2.5,3.2,2.5,2.6,3.25,2.5,2.4,3.0,2.3,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.25,2.375,2.5,3.1,2.5
E2,20/12/02,Colchester,Cardiff,1,2,A,0,1,A,U Rennie,,,,,,,,,3,2,1,1,3.0,3.25,2.1,3.2,3.3,2.16,2.6,3.0,2.2,3.4,3.25,1.91,3.0,3.25,2.1,3.0,3.25,2.1,2.8,3.2,2.2
E2,08/04/03,Wycombe,Cardiff,0,4,A,0,1,A,C Penton,7.0,12.0,2.0,8.0,8.0,12.0,3.0,4.0,1,4,0,0,3.0,3.25,2.1,3.55,3.33,1.91,3.2,3.1,1.85,3.0,3.2,2.1,3.4,3.4,1.91,3.4,3.4,1.909,3.6,3.4,1.8
E2,08/02/03,Wycombe,Huddersfield,0,0,D,0,0,D,M Thorpe,9.0,12.0,2.0,4.0,14.0,14.0,4.0,5.0,0,2,0,0,1.727,3.25,4.333,1.65,3.5,4.5,1.6,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0
E2,29/10/02,Blackpool,Stockport,1,3,A,0,0,D,S Baines,14.0,10.0,8.0,7.0,9.0,7.0,4.0,0.0,0,0,0,0,1.571,3.4,5.5,1.65,3.5,4.9,1.6,3.3,4.0,1.61,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.57,3.5,5.0
E2,26/04/03,Cardiff,Wigan,0,0,D,0,0,D,D Crick,14.0,8.0,5.0,1.0,13.0,12.0,6.0,4.0,1,0,0,0,1.909,3.5,3.2,2.1,3.45,3.0,2.2,2.9,2.7,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,2.2,3.25,2.75
E2,28/09/02,Oldham,Huddersfield,4,0,H,2,0,H,D Pugh,19.0,15.0,13.0,9.0,12.0,12.0,5.0,2.0,1,2,0,0,1.615,3.4,5.0,1.62,3.45,5.2,1.6,3.3,4.0,1.67,3.25,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0
E2,08/02/03,Oldham,Plymouth,0,1,A,0,1,A,H Webb,12.0,15.0,6.0,7.0,11.0,24.0,4.0,6.0,2,0,0,0,1.727,3.25,4.333,1.75,3.4,4.0,1.7,3.2,3.7,1.8,3.25,3.75,1.73,3.4,4.0,1.7,3.4,4.333,1.72,3.4,4.0
E2,28/09/02,Northampton,Mansfield,2,0,H,1,0,H,M Fletcher,12.0,14.0,0.0,0.0,17.0,14.0,4.0,8.0,4,5,0,0,1.667,3.4,4.5,1.73,3.5,4.3,1.7,3.2,3.7,1.8,3.25,3.75,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.4,4.0
E2,28/12/02,Barnsley,Port Vale,2,1,H,1,1,D,G Cain,17.0,12.0,10.0,7.0,10.0,10.0,10.0,4.0,0,0,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.0,2.9,2.1,3.4,2.8,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87
E2,28/09/02,Peterboro,Brentford,5,1,H,1,0,H,A Kaye,13.0,12.0,9.0,6.0,16.0,11.0,7.0,4.0,2,1,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.4,3.0,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5
E2,12/10/02,Luton,Cheltenham,2,1,H,0,1,A,C Penton,7.0,3.0,4.0,2.0,9.0,7.0,12.0,4.0,1,0,0,0,1.615,3.4,5.0,1.6,3.4,5.0,1.6,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0
E2,11/02/03,Port Vale,Chesterfield,5,2,H,4,2,H,C Boyeson,9.0,2.0,6.0,1.0,4.0,12.0,6.0,5.0,0,5,0,0,2.1,3.25,3.0,2.2,3.25,2.95,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E2,18/03/03,QPR,Cheltenham,4,1,H,2,1,H,I Williamson,9.0,7.0,6.0,3.0,14.0,14.0,10.0,3.0,1,2,0,0,1.5,3.5,6.0,1.55,3.6,5.5,1.55,3.3,4.5,1.5,3.4,6.0,1.53,3.5,5.5,1.53,3.5,5.5,1.53,3.4,5.5
E2,12/04/03,Blackpool,Crewe,0,1,A,0,0,D,M Messias,12.0,20.0,4.0,14.0,6.0,5.0,2.0,3.0,0,0,0,0,3.0,3.25,2.1,3.1,3.25,2.05,3.1,3.0,1.9,3.0,3.4,2.0,3.0,3.25,2.1,3.0,3.25,2.1,3.2,3.2,2.0
E2,19/04/03,Luton,Bristol City,2,2,D,1,0,H,G Salisbury,4.0,7.0,3.0,3.0,13.0,2.0,3.0,11.0,4,0,0,0,3.0,3.5,2.0,2.8,3.2,2.3,2.4,3.0,2.3,2.5,3.25,2.4,2.8,3.25,2.2,2.8,3.25,2.2,2.62,3.2,2.3
E2,21/09/02,Plymouth,Chesterfield,0,1,A,0,0,D,S Tomlin,21.0,8.0,9.0,4.0,5.0,12.0,4.0,5.0,0,2,0,0,1.667,3.4,4.5,1.6,3.5,5.25,1.6,3.2,4.2,1.615,3.25,5.0,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0
E2,22/02/03,QPR,Mansfield,2,2,D,1,1,D,J P Robinson,17.0,7.0,8.0,3.0,14.0,16.0,5.0,3.0,3,5,0,1,1.533,3.5,5.5,1.55,3.55,5.65,1.55,3.3,4.5,1.5,3.4,6.0,1.53,3.5,5.5,1.533,3.6,5.5,1.5,3.4,6.0
E2,19/03/03,Swindon,Bristol City,1,1,D,0,0,D,C Penton,9.0,10.0,3.0,5.0,19.0,17.0,2.0,6.0,2,4,0,0,2.62,3.2,2.37,2.65,3.3,2.35,2.4,3.0,2.3,2.5,3.25,2.4,2.8,3.25,2.2,2.7,3.2,2.3,2.62,3.2,2.3
E2,08/02/03,Tranmere,Swindon,0,1,A,0,0,D,E Ilderton,16.0,6.0,6.0,4.0,10.0,14.0,11.0,3.0,0,0,0,0,1.833,3.25,3.75,1.85,3.3,3.7,1.8,3.0,3.5,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E2,19/10/02,Cheltenham,QPR,1,1,D,0,1,A,A Penn,13.0,9.0,10.0,4.0,12.0,12.0,5.0,5.0,1,2,0,1,3.0,3.25,2.1,3.1,3.25,2.05,2.9,3.0,2.0,3.0,3.2,2.1,3.25,3.25,2.0,3.3,3.25,1.95,3.2,3.2,2.0
E2,23/11/02,Mansfield,Bristol City,4,5,A,1,1,D,E Ilderton,10.0,12.0,7.0,6.0,8.0,1.0,5.0,11.0,2,2,1,0,3.75,3.25,1.833,3.45,3.25,2.0,3.0,3.1,1.9,3.0,3.4,2.0,3.5,3.25,1.91,3.5,3.25,1.909,3.2,3.2,2.0
E2,21/09/02,Wigan,Peterboro,2,2,D,1,0,H,M Clattenburg,17.0,5.0,8.0,4.0,13.0,11.0,10.0,6.0,0,0,0,0,1.4,3.75,7.5,1.42,3.85,7.85,1.4,3.6,5.5,1.333,4.0,8.0,1.44,3.75,6.5,1.444,3.75,6.5,1.4,3.6,7.5
E2,31/08/02,Luton,Chesterfield,3,0,H,1,0,H,P Taylor,13.0,5.0,6.0,5.0,16.0,14.0,10.0,2.0,0,3,0,0,2.1,3.25,3.0,2.0,3.4,3.25,2.0,3.0,2.9,2.25,3.4,2.625,2.0,3.25,3.25,2.05,3.2,3.2,2.0,3.4,3.0
E2,08/03/03,Chesterfield,Plymouth,3,2,H,2,1,H,F Stretton,8.0,17.0,8.0,11.0,19.0,14.0,9.0,8.0,0,0,0,0,2.5,3.2,2.5,2.3,3.25,2.7,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3
E2,15/02/03,Blackpool,Brentford,1,0,H,1,0,H,R Olivier,7.0,6.0,4.0,4.0,18.0,10.0,9.0,6.0,0,1,0,0,1.727,3.25,4.333,1.85,3.3,3.85,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E2,05/10/02,Swindon,Oldham,0,1,A,0,1,A,P Walton,6.0,8.0,2.0,6.0,13.0,9.0,11.0,5.0,1,3,0,1,3.0,3.25,2.1,3.1,3.3,2.1,2.8,3.0,2.1,3.0,3.4,2.0,3.25,3.25,2.0,3.0,3.2,2.1,3.0,3.2,2.1
E2,01/02/03,Stockport,Colchester,1,1,D,1,0,H,J Ross,9.0,6.0,5.0,3.0,8.0,4.0,4.0,7.0,0,2,0,0,1.9,3.25,3.5,1.93,3.3,3.45,1.9,3.1,3.0,2.0,3.4,3.0,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.4,3.25
E2,05/10/02,Mansfield,Tranmere,6,1,H,0,1,A,B Curson,13.0,8.0,9.0,2.0,13.0,8.0,4.0,5.0,0,1,0,1,2.75,3.25,2.25,2.7,3.35,2.3,2.4,3.0,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.25,2.3
E2,11/01/03,QPR,Barnsley,1,0,H,1,0,H,G Hegley,4.0,6.0,1.0,2.0,12.0,11.0,8.0,8.0,0,3,0,0,1.615,3.6,4.5,1.75,3.4,4.15,1.65,3.2,3.9,1.67,3.4,4.33,1.67,3.4,4.5,1.7,3.4,4.333,1.61,3.3,5.0
E2,19/10/02,Tranmere,Barnsley,1,0,H,1,0,H,R Styles,4.0,10.0,2.0,4.0,15.0,18.0,4.0,6.0,0,1,0,0,1.909,3.25,3.5,2.0,3.25,3.25,2.0,3.0,2.9,2.1,3.5,2.75,2.0,3.25,3.25,1.95,3.25,3.4,2.0,3.2,3.2
E2,10/08/02,Cheltenham,Wigan,0,2,A,0,2,A,R Beeby,10.0,15.0,4.0,6.0,17.0,10.0,8.0,6.0,0,0,0,0,2.8,3.25,2.2,2.75,3.25,2.3,2.6,3.0,2.2,2.75,3.25,2.2,,,,2.75,3.2,2.3,2.8,3.2,2.2
E2,30/11/02,Swindon,Peterboro,1,1,D,0,0,D,M Fletcher,7.0,7.0,2.0,2.0,12.0,16.0,3.0,3.0,1,6,0,0,1.8,3.4,3.75,1.73,3.45,4.25,1.7,3.2,3.7,1.8,3.25,3.75,1.73,3.4,4.2,1.727,3.4,4.2,1.72,3.4,4.0
E2,15/02/03,Stockport,Oldham,1,2,A,0,1,A,P Prosser,8.0,10.0,2.0,5.0,21.0,15.0,3.0,2.0,1,1,0,0,2.7,3.2,2.3,2.8,3.2,2.3,2.6,3.0,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25
E2,18/03/03,Huddersfield,Mansfield,1,1,D,0,0,D,A Bates,8.0,8.0,5.0,5.0,9.0,12.0,7.0,9.0,0,1,0,0,2.0,3.25,3.25,2.05,3.3,3.2,2.0,3.0,2.9,1.91,3.25,3.4,2.2,3.2,2.88,2.2,3.2,2.88,2.0,3.2,3.2
E2,25/01/03,Port Vale,Barnsley,0,0,D,0,0,D,M Warren,11.0,6.0,7.0,1.0,13.0,16.0,6.0,3.0,1,2,0,0,1.9,3.25,3.5,1.9,3.25,3.75,1.85,3.1,3.2,1.91,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75
E2,18/03/03,Plymouth,Crewe,1,3,A,0,2,A,L Cable,22.0,9.0,12.0,6.0,8.0,13.0,7.0,0.0,1,0,0,0,2.5,3.2,2.5,2.52,3.3,2.48,2.4,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.75,3.2,2.25
E2,30/11/02,Stockport,Wycombe,2,1,H,2,0,H,E Ilderton,7.0,7.0,5.0,7.0,11.0,7.0,5.0,8.0,1,1,0,0,2.0,3.25,3.25,2.05,3.3,3.2,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,08/03/03,Port Vale,Blackpool,1,0,H,0,0,D,A Penn,4.0,8.0,2.0,4.0,9.0,9.0,8.0,3.0,3,3,0,1,2.7,3.2,2.3,2.7,3.3,2.25,2.35,3.0,2.35,2.75,3.25,2.2,2.62,3.2,2.38,2.7,3.2,2.3,2.5,3.25,2.4
E2,13/08/02,Chesterfield,Swindon,2,4,A,0,3,A,M Cooper,7.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,2,2,0,0,2.25,3.25,2.75,2.3,3.25,2.67,2.35,3.0,2.35,2.5,3.25,2.4,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.25,2.62
E2,26/04/03,Wycombe,Colchester,0,0,D,0,0,D,B Curson,4.0,16.0,3.0,10.0,15.0,11.0,4.0,7.0,2,4,0,0,2.1,3.4,2.8,2.35,3.3,2.7,2.2,2.9,2.7,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.3,2.7
E2,08/03/03,Oldham,Colchester,2,0,H,2,0,H,P Danson,12.0,5.0,7.0,3.0,19.0,6.0,4.0,0.0,1,0,0,1,1.571,3.6,5.0,1.6,3.45,5.05,1.6,3.2,4.2,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.4,4.33
E2,18/01/03,Blackpool,Northampton,2,1,H,0,1,A,H Webb,21.0,3.0,14.0,1.0,7.0,18.0,5.0,5.0,1,2,0,0,1.667,3.5,4.333,1.7,3.4,4.5,1.7,3.2,3.7,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E2,04/03/03,Plymouth,Peterboro,6,1,H,4,0,H,C Penton,25.0,6.0,13.0,1.0,15.0,19.0,13.0,1.0,1,4,0,0,1.8,3.25,4.0,1.85,3.3,3.85,1.8,3.1,3.4,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6
E2,26/08/02,Barnsley,Notts County,0,0,D,0,0,D,S Baines,22.0,7.0,3.0,1.0,10.0,17.0,7.0,2.0,0,2,0,0,1.727,3.25,4.333,1.88,3.4,3.7,1.7,3.2,3.7,1.8,3.25,3.75,,,,1.7,3.4,4.333,,,
E2,07/09/02,Colchester,Cheltenham,1,1,D,0,1,A,B Curson,3.0,5.0,0.0,3.0,10.0,8.0,3.0,5.0,0,3,0,0,1.727,3.25,4.333,1.8,3.4,3.75,1.75,3.2,3.5,1.727,3.2,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.2,4.33
E2,28/01/03,Mansfield,Wigan,1,2,A,0,2,A,P Walton,7.0,17.0,3.0,8.0,8.0,6.0,6.0,4.0,1,2,0,0,4.33,3.5,1.66,4.5,3.4,1.65,3.3,3.0,1.85,4.33,3.4,1.66,4.0,3.4,1.75,4.2,3.25,1.75,4.33,3.4,1.66
E2,01/03/03,Bristol City,Cheltenham,3,1,H,2,1,H,L Cable,10.0,3.0,7.0,2.0,12.0,22.0,9.0,4.0,0,4,0,0,1.5,3.5,6.0,1.52,3.6,6.0,1.5,3.5,4.5,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.57,3.5,5.0
E2,26/04/03,Cheltenham,Blackpool,3,0,H,2,0,H,J Ross,11.0,8.0,6.0,1.0,12.0,10.0,6.0,3.0,1,2,0,0,1.727,3.5,4.0,1.67,3.45,4.35,1.7,3.2,3.7,1.615,4.0,4.0,1.73,3.4,4.0,1.727,3.25,4.333,1.72,3.5,3.8
E2,17/08/02,Plymouth,Luton,2,1,H,0,0,D,T Parkes,7.0,4.0,5.0,2.0,9.0,13.0,8.0,9.0,1,4,0,1,1.909,3.25,3.5,2.0,3.25,3.3,1.9,3.1,3.0,1.833,3.4,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,03/05/03,Notts County,Cheltenham,1,0,H,1,0,H,P Walton,10.0,14.0,4.0,7.0,16.0,9.0,2.0,5.0,1,0,0,0,2.75,3.6,2.1,2.83,3.45,2.12,,,,2.75,3.5,2.1,3.0,3.5,2.0,3.0,3.5,2.0,3.2,3.2,2.0
