Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E2,10/08/02,QPR,Chesterfield,3,1,H,0,0,D,R Oliver,13.0,8.0,5.0,2.0,11.0,16.0,6.0,3.0,1,4,0,0,1.533,3.5,5.5,1.62,3.25,5.5,1.55,3.3,4.5,1.571,3.25,5.5,,,,1.6,3.25,5.5,1.57,3.25,5.5
E2,26/12/02,Mansfield,Stockport,4,2,H,1,2,A,R Beeby,17.0,8.0,9.0,5.0,14.0,17.0,10.0,2.0,0,1,0,0,2.2,3.25,2.8,2.22,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E2,05/10/02,Blackpool,Cheltenham,3,1,H,1,1,D,M Pike,13.0,6.0,8.0,3.0,7.0,14.0,12.0,2.0,1,0,0,0,1.571,3.4,5.5,1.56,3.5,5.75,1.6,3.3,4.0,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.53,3.4,5.5
E2,01/03/03,Stockport,Cardiff,1,1,D,1,0,H,P Dowd,10.0,8.0,7.0,3.0,11.0,12.0,7.0,12.0,0,0,0,0,4.0,3.25,1.8,3.35,3.3,2.0,3.0,3.1,1.9,3.0,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,4.0,3.4,1.72
E2,02/11/02,Cheltenham,Huddersfield,1,0,H,0,0,D,P Taylor,16.0,6.0,13.0,1.0,10.0,15.0,11.0,3.0,2,4,0,0,2.375,3.2,2.625,2.4,3.25,2.65,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.25,3.2,2.75,2.5,3.1,2.5
E2,12/10/02,Northampton,Brentford,1,2,A,0,2,A,M Cowburn,4.0,8.0,3.0,4.0,10.0,9.0,4.0,3.0,0,2,0,0,1.909,3.25,3.5,2.0,3.25,3.25,2.0,3.0,2.9,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,18/03/03,Luton,Oldham,0,0,D,0,0,D,R Styles,5.0,8.0,2.0,2.0,17.0,12.0,4.0,5.0,3,0,0,0,2.25,3.25,2.75,2.35,3.25,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.37,3.1,2.62
E2,18/03/03,Cardiff,Blackpool,2,1,H,1,1,D,S W Mathieson,17.0,11.0,5.0,4.0,8.0,9.0,10.0,4.0,0,0,0,0,1.66,3.4,4.5,1.66,3.45,4.75,1.65,3.1,4.0,1.62,3.5,4.5,1.67,3.4,4.5,1.67,3.4,4.5,1.61,3.3,5.0
E2,18/01/03,Barnsley,Luton,2,3,A,1,1,D,S Mathieson,17.0,9.0,9.0,6.0,13.0,15.0,5.0,3.0,4,2,0,1,2.5,3.2,2.5,2.45,3.3,2.55,2.4,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.6,3.2,2.4,2.75,3.2,2.25
E2,14/12/02,Crewe,Barnsley,2,0,H,1,0,H,J P Robinson,12.0,12.0,8.0,7.0,11.0,16.0,5.0,9.0,0,0,0,0,1.571,3.6,5.0,1.6,3.45,5.2,1.7,3.2,3.7,1.57,3.5,5.0,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.3,5.0
E2,05/04/03,Luton,Tranmere,0,0,D,0,0,D,A D'Urso,7.0,4.0,6.0,1.0,19.0,18.0,3.0,2.0,2,1,1,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.0,2.6,2.4,3.25,2.5,2.38,3.2,2.62,2.375,3.25,2.6,2.25,3.3,2.62
E2,04/02/03,Northampton,Cardiff,0,1,A,0,0,D,R Olivier,8.0,7.0,3.0,5.0,19.0,22.0,5.0,6.0,3,4,0,0,3.75,3.25,1.833,3.5,3.35,1.93,2.9,3.0,2.0,3.4,3.25,1.91,3.5,3.25,1.91,3.5,3.25,1.909,3.75,3.3,1.8
E2,02/02/03,Chesterfield,QPR,2,4,A,1,2,A,M Evans,11.0,11.0,5.0,7.0,8.0,13.0,6.0,7.0,2,2,0,0,2.4,3.2,2.6,2.45,3.2,2.55,2.35,3.0,2.35,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.5,3.1,2.5
E2,05/10/02,Plymouth,Northampton,0,0,D,0,0,D,A Bates,22.0,17.0,6.0,12.0,10.0,13.0,10.0,9.0,1,1,0,0,1.833,3.25,3.75,1.8,3.35,3.95,1.75,3.2,3.5,1.67,3.4,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E2,13/08/02,Brentford,Bristol City,1,0,H,0,0,D,P Danson,9.0,15.0,5.0,8.0,17.0,19.0,5.0,7.0,1,0,0,1,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75
E2,14/09/02,Cheltenham,Bristol City,2,3,A,2,2,D,P Armstrong,8.0,11.0,4.0,5.0,11.0,13.0,4.0,9.0,1,2,0,0,2.625,3.25,2.375,2.6,3.25,2.35,2.35,3.0,2.35,2.4,3.25,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.62,3.25,2.3
E2,17/09/02,Chesterfield,Stockport,1,0,H,1,0,H,G Salisbury,7.0,11.0,3.0,4.0,8.0,6.0,4.0,7.0,4,3,0,0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3.0,2.4,2.5,3.2,2.5,2.37,3.1,2.62,2.4,3.2,2.6,2.38,3.2,2.63
E2,07/09/02,Mansfield,QPR,0,4,A,0,1,A,G Laws,12.0,16.0,9.0,12.0,22.0,18.0,7.0,6.0,3,2,0,0,3.25,3.25,2.0,3.2,3.3,2.0,2.6,3.0,2.2,2.625,3.4,2.25,3.0,3.25,2.1,2.875,3.2,2.2,2.75,3.2,2.25
E2,18/03/03,Barnsley,Tranmere,1,1,D,1,0,H,P Danson,12.0,6.0,5.0,4.0,12.0,17.0,1.0,3.0,2,2,0,0,2.37,3.2,2.62,2.48,3.3,2.52,2.35,3.0,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,16/04/03,Peterboro,Cardiff,2,0,H,1,0,H,E Evans,11.0,13.0,7.0,7.0,11.0,7.0,3.0,6.0,0,1,0,0,3.25,3.25,2.0,3.55,3.25,1.95,3.1,3.0,1.9,3.25,3.4,1.91,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,2.0
E2,26/10/02,Luton,Wigan,1,1,D,1,0,H,S Tomlin,8.0,20.0,7.0,8.0,11.0,12.0,8.0,8.0,2,3,0,1,2.4,3.2,2.6,2.52,3.3,2.48,2.35,3.0,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,17/08/02,Tranmere,Cheltenham,1,0,H,0,0,D,M Cooper,9.0,11.0,7.0,7.0,19.0,9.0,6.0,5.0,1,1,0,0,1.667,3.4,4.5,1.67,3.4,4.75,1.6,3.3,4.0,1.667,3.25,4.5,1.67,3.4,4.5,1.727,3.25,4.333,1.66,3.3,4.5
E2,05/04/03,Brentford,Cheltenham,2,2,D,0,2,A,F Stretton,6.0,6.0,2.0,2.0,11.0,9.0,3.0,7.0,1,0,1,1,2.0,3.25,3.25,2.0,3.2,3.3,2.0,3.0,2.9,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,21/12/02,Blackpool,Peterboro,3,0,H,2,0,H,C Webster,16.0,12.0,6.0,8.0,14.0,11.0,5.0,9.0,1,0,0,0,1.833,3.5,3.5,1.78,3.35,4.1,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E2,15/03/03,Wigan,Luton,1,1,D,0,0,D,S Mathieson,6.0,6.0,1.0,1.0,5.0,16.0,13.0,3.0,0,2,0,0,1.57,3.4,5.5,1.58,3.5,5.4,1.55,3.3,4.5,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.5,5.0
E2,14/09/02,Northampton,Huddersfield,0,0,D,0,0,D,M Warren,8.0,14.0,0.0,0.0,14.0,16.0,2.0,2.0,1,2,0,0,2.375,3.2,2.625,2.36,3.15,2.65,2.2,3.0,2.6,2.25,3.4,2.625,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62
E2,17/09/02,Luton,Mansfield,2,3,A,0,2,A,B Knight,16.0,10.0,12.0,7.0,14.0,11.0,9.0,8.0,2,0,0,0,1.533,3.4,6.0,1.6,3.5,4.85,1.55,3.3,4.5,1.571,3.5,5.0,1.57,3.5,5.0,1.571,3.5,5.0,1.44,3.75,6.5
E2,13/08/02,Blackpool,Luton,5,2,H,2,1,H,M Clattenburg,13.0,6.0,7.0,4.0,19.0,14.0,5.0,3.0,2,2,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E2,21/12/02,Chesterfield,Oldham,0,1,A,0,1,A,J Ross,5.0,9.0,1.0,3.0,16.0,12.0,1.0,5.0,3,3,0,0,2.375,3.2,2.625,2.3,3.25,2.75,2.3,3.0,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E2,29/10/02,Oldham,Northampton,4,0,H,1,0,H,R Pearson,9.0,12.0,4.0,7.0,11.0,10.0,9.0,2.0,0,1,0,0,1.533,3.5,5.5,1.5,3.5,6.0,1.5,3.5,4.5,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.6,6.0,1.5,3.4,6.0
E2,03/12/02,Bristol City,Notts County,3,2,H,1,1,D,S Tomlin,11.0,7.0,7.0,5.0,7.0,12.0,5.0,2.0,1,2,0,0,1.444,3.75,6.5,1.51,3.63,6.55,,,,1.44,3.6,6.5,1.44,3.6,7.0,1.444,3.6,7.0,1.44,3.6,6.5
E2,14/12/02,Huddersfield,Stockport,2,1,H,1,0,H,L Mason,10.0,8.0,5.0,5.0,11.0,18.0,5.0,6.0,1,1,0,0,2.3,3.2,2.7,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E2,28/12/02,Chesterfield,Cheltenham,2,2,D,0,0,D,E Ilderton,11.0,11.0,5.0,6.0,12.0,7.0,3.0,6.0,1,0,0,0,1.667,3.5,4.333,1.65,3.4,4.75,1.7,3.2,3.7,1.8,3.25,3.75,1.67,3.5,4.5,1.667,3.4,4.5,1.72,3.4,4.0
E2,01/03/03,Huddersfield,Northampton,2,0,H,2,0,H,M Jones,11.0,9.0,6.0,6.0,13.0,17.0,9.0,5.0,1,0,0,0,1.8,3.25,4.0,1.85,3.35,3.75,1.8,3.0,3.5,1.73,3.4,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.3,3.6
E2,26/10/02,Plymouth,Blackpool,1,3,A,0,2,A,A Penn,16.0,9.0,10.0,6.0,18.0,19.0,7.0,5.0,5,3,0,0,2.25,3.25,2.75,2.3,3.2,2.8,2.2,3.0,2.6,2.0,3.4,3.0,2.1,3.25,3.0,2.25,3.25,2.75,2.3,3.25,2.62
E2,28/09/02,Wycombe,Plymouth,2,1,H,1,0,H,P Danson,11.0,10.0,2.0,2.0,13.0,18.0,10.0,3.0,2,1,0,0,2.375,3.2,2.625,2.3,3.25,2.88,2.3,3.0,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.38,3.2,2.63,2.37,3.1,2.62
E2,26/08/02,Blackpool,Oldham,0,0,D,0,0,D,A Leake,9.0,9.0,2.0,3.0,12.0,17.0,8.0,9.0,0,3,0,1,2.1,3.25,3.0,2.36,3.25,2.7,2.2,3.0,2.6,2.25,3.2,2.75,,,,2.2,3.25,2.8,,,
E2,29/10/02,Wigan,QPR,1,1,D,1,1,D,E Ilderton,17.0,9.0,7.0,3.0,10.0,10.0,11.0,5.0,0,2,0,0,1.8,3.25,4.0,1.8,3.3,3.9,1.8,3.1,3.4,1.73,3.4,4.0,1.83,3.25,3.75,1.85,3.25,3.8,1.8,3.3,3.75
E2,11/01/03,Colchester,Crewe,1,2,A,1,0,H,K Hill,11.0,17.0,6.0,9.0,12.0,7.0,8.0,8.0,3,0,0,0,2.8,3.25,2.2,2.85,3.3,2.2,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.2
E2,17/08/02,Chesterfield,Port Vale,2,1,H,0,0,D,R Pearson,11.0,12.0,3.0,6.0,8.0,11.0,10.0,9.0,1,0,0,0,2.1,3.25,3.0,2.25,3.25,2.85,2.35,3.0,2.35,2.25,3.2,2.75,2.2,3.25,2.8,2.3,3.2,2.7,2.5,3.1,2.5
E2,04/02/03,Huddersfield,Plymouth,1,0,H,0,0,D,E Ilderton,14.0,12.0,6.0,6.0,13.0,13.0,3.0,8.0,0,0,0,0,2.5,3.2,2.5,2.52,3.3,2.47,2.4,2.9,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.1,2.5
E2,30/11/02,Colchester,Plymouth,0,0,D,0,0,D,C Boyeson,4.0,18.0,2.0,8.0,16.0,6.0,4.0,4.0,1,0,0,0,2.25,3.25,2.75,2.28,3.25,2.8,2.2,3.0,2.6,2.4,3.25,2.5,2.38,3.2,2.62,2.375,3.2,2.625,2.2,3.2,2.8
E2,28/09/02,Cardiff,Crewe,2,1,H,2,1,H,G Salisbury,16.0,6.0,12.0,3.0,5.0,12.0,4.0,4.0,1,2,0,0,1.727,3.25,4.333,1.82,3.4,4.0,1.8,3.2,3.3,1.73,3.5,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75
E2,22/02/03,Luton,Brentford,0,1,A,0,0,D,A Hall,8.0,4.0,2.0,3.0,21.0,19.0,9.0,3.0,1,2,0,0,1.667,3.4,4.5,1.75,3.35,4.3,1.75,3.2,3.5,1.83,3.2,3.75,1.73,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0
E2,08/03/03,Northampton,Swindon,1,0,H,0,0,D,A Leake,6.0,1.0,2.0,1.0,8.0,11.0,6.0,7.0,2,0,0,0,2.6,3.2,2.4,2.65,3.3,2.3,2.4,3.0,2.3,2.75,3.25,2.2,2.62,3.2,2.38,2.7,3.2,2.3,2.62,3.2,2.3
E2,30/11/02,Tranmere,Luton,1,3,A,1,0,H,A Penn,5.0,14.0,5.0,7.0,17.0,13.0,1.0,4.0,3,1,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E2,19/10/02,Bristol City,Swindon,2,0,H,2,0,H,G Cain,8.0,9.0,5.0,4.0,13.0,7.0,2.0,5.0,0,1,0,0,1.5,3.5,6.0,1.45,3.75,6.5,1.45,3.6,4.8,1.44,3.6,6.5,1.44,3.5,7.0,1.5,3.5,6.0,1.44,3.6,6.5
E2,21/09/02,Swindon,Northampton,2,0,H,1,0,H,P Prosser,7.0,5.0,2.0,0.0,17.0,16.0,5.0,7.0,2,0,0,1,2.2,3.25,2.8,2.1,3.3,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.88,2.2,3.2,2.875,2.1,3.2,3.0
E2,12/10/02,Swindon,Colchester,2,2,D,0,1,A,M Warren,15.0,8.0,9.0,6.0,8.0,14.0,8.0,6.0,2,2,0,0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,26/04/03,Northampton,Plymouth,2,2,D,0,1,A,E Evans,13.0,10.0,6.0,6.0,17.0,11.0,5.0,8.0,1,2,0,0,2.75,3.25,2.25,2.65,3.4,2.33,2.4,3.0,2.3,2.625,3.4,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3.3,2.3
E2,05/04/03,Plymouth,Colchester,0,0,D,0,0,D,P Taylor,13.0,9.0,10.0,5.0,11.0,17.0,2.0,3.0,1,4,0,0,1.833,3.25,3.75,1.9,3.25,3.55,1.85,3.0,3.3,1.909,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.25,3.4
E2,10/08/02,Oldham,Cardiff,1,2,A,0,1,A,E Wolstenholme,15.0,12.0,5.0,5.0,19.0,10.0,7.0,9.0,3,1,0,0,2.8,3.25,2.2,2.7,3.3,2.3,2.4,3.0,2.3,2.4,3.25,2.5,,,,2.75,3.25,2.25,2.75,3.2,2.25
E2,23/11/02,Huddersfield,Swindon,2,3,A,1,2,A,E Evans,10.0,6.0,4.0,3.0,11.0,14.0,3.0,4.0,3,3,0,0,2.0,3.25,3.25,2.1,3.3,3.1,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2
E2,22/03/03,Northampton,Oldham,0,2,A,0,0,D,S Tomlin,1.0,14.0,0.0,12.0,9.0,12.0,4.0,13.0,0,2,0,0,2.8,3.25,2.2,2.9,3.3,2.15,2.8,3.0,2.1,3.0,3.2,2.1,2.8,3.25,2.2,2.875,3.2,2.2,3.2,3.2,2.0
E2,08/02/03,Bristol City,Colchester,1,2,A,0,1,A,A Hall,8.0,9.0,3.0,6.0,14.0,10.0,7.0,6.0,0,0,0,0,1.5,3.5,6.0,1.55,3.5,5.5,1.5,3.5,4.5,1.44,3.6,6.5,1.53,3.4,6.0,1.533,3.4,6.0,1.53,3.4,5.5
E2,26/12/02,Port Vale,Wigan,0,1,A,0,0,D,P Joslin,4.0,11.0,2.0,4.0,12.0,13.0,3.0,5.0,1,0,0,0,3.75,3.25,1.833,3.75,3.35,1.85,3.5,3.0,1.8,3.0,3.4,2.0,3.6,3.4,1.83,3.6,3.4,1.833,3.75,3.3,1.8
E2,21/12/02,Cheltenham,Wycombe,0,0,D,0,0,D,M Fletcher,16.0,7.0,6.0,4.0,13.0,16.0,10.0,5.0,1,3,0,0,2.25,3.25,2.75,2.2,3.25,2.9,2.1,3.0,2.8,2.0,3.4,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E2,11/03/03,Brentford,Colchester,1,1,D,1,0,H,P Crossley,3.0,7.0,3.0,6.0,11.0,4.0,5.0,7.0,2,0,0,0,1.9,3.25,3.5,2.0,3.25,3.45,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,1.91,3.25,3.5,2.1,3.2,3.0
E2,29/04/03,Tranmere,Mansfield,3,1,H,1,0,H,T Leake,23.0,8.0,13.0,4.0,9.0,8.0,14.0,4.0,0,1,0,0,1.5,3.6,5.5,1.38,4.25,7.0,,,,1.33,4.33,7.0,1.33,4.33,7.5,1.4,4.0,6.5,1.4,3.75,7.0
E2,21/09/02,Crewe,Tranmere,2,0,H,0,0,D,A Kaye,6.0,7.0,3.0,3.0,6.0,13.0,10.0,3.0,1,1,0,0,1.8,3.25,4.0,1.8,3.45,3.95,1.8,3.1,3.4,1.727,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E2,24/08/02,Huddersfield,Crewe,1,1,D,1,1,D,M Pike,13.0,6.0,8.0,4.0,5.0,11.0,11.0,3.0,1,0,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.0,2.9,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2
E2,21/09/02,Brentford,Wycombe,1,0,H,0,0,D,S Dunn,7.0,12.0,2.0,4.0,15.0,14.0,7.0,9.0,1,2,0,0,1.727,3.25,4.333,1.7,3.35,4.7,1.7,3.1,3.8,1.727,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5
E2,03/05/03,Colchester,QPR,0,1,A,0,0,D,P Durkin,11.0,10.0,5.0,6.0,13.0,12.0,11.0,9.0,1,0,0,0,2.375,3.6,2.375,2.5,3.4,2.4,,,,2.4,3.25,2.5,2.5,3.4,2.38,2.5,3.3,2.4,2.75,3.25,2.2
E2,26/04/03,Luton,Stockport,1,1,D,0,0,D,M Thorpe,5.0,8.0,0.0,5.0,16.0,12.0,3.0,6.0,1,0,0,0,1.833,3.25,3.75,2.1,3.3,3.1,1.8,3.1,3.4,1.909,3.5,3.2,1.91,3.4,3.4,1.909,3.4,3.4,1.8,3.3,3.75
E2,31/08/02,QPR,Plymouth,2,2,D,0,1,A,L Cable,13.0,8.0,9.0,4.0,9.0,15.0,9.0,1.0,1,0,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.0,3.0,2.9,2.0,3.4,3.0,2.2,3.2,2.88,2.1,3.2,3.1,2.1,3.2,3.0
E2,18/01/03,Peterboro,Port Vale,1,2,A,0,0,D,K Hill,6.0,6.0,2.0,5.0,17.0,14.0,2.0,3.0,2,4,1,0,2.0,3.25,3.25,2.05,3.3,3.2,2.0,3.0,2.9,1.91,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,14/12/02,Luton,Colchester,1,2,A,1,1,D,W Jordan,10.0,3.0,6.0,2.0,13.0,10.0,10.0,2.0,2,2,0,0,1.571,3.6,5.0,1.65,3.5,4.7,1.65,3.2,3.9,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E2,31/08/02,Colchester,Wigan,1,0,H,1,0,H,K Hill,8.0,17.0,3.0,6.0,11.0,18.0,3.0,3.0,0,2,0,1,3.25,3.25,2.0,3.0,3.4,2.1,2.8,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1
E2,19/04/03,Wycombe,Cheltenham,1,1,D,1,0,H,S Bennett,4.0,11.0,4.0,4.0,14.0,14.0,4.0,6.0,0,2,0,0,2.1,3.25,3.0,2.22,3.2,2.9,2.2,3.0,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E2,21/02/03,Cardiff,Plymouth,1,1,D,1,0,H,M Warren,10.0,18.0,6.0,9.0,15.0,14.0,5.0,5.0,2,2,0,0,1.615,3.4,5.0,1.65,3.45,4.8,1.6,3.3,4.0,1.57,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0
E2,01/02/03,Blackpool,Bristol City,0,0,D,0,0,D,C Boyeson,9.0,10.0,4.0,5.0,13.0,15.0,1.0,1.0,2,2,0,0,2.25,3.25,2.75,2.45,3.2,2.55,2.35,3.0,2.35,2.4,3.25,2.5,2.3,3.2,2.7,2.3,3.2,2.7,2.5,3.1,2.5
E2,13/08/02,Plymouth,Huddersfield,2,1,H,0,0,D,B Curson,7.0,12.0,4.0,6.0,14.0,12.0,3.0,11.0,2,3,1,0,2.1,3.25,3.0,2.0,3.25,3.25,2.0,3.1,2.8,1.909,3.25,3.4,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.2,3.2
E2,03/05/03,Wigan,Barnsley,1,0,H,1,0,H,G Hegley,13.0,10.0,8.0,6.0,8.0,12.0,3.0,4.0,1,0,0,0,1.444,3.75,6.5,1.44,3.8,6.63,,,,1.444,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.4,3.75,7.0
E2,15/03/03,Bristol City,Peterboro,1,0,H,1,0,H,R Olivier,16.0,6.0,4.0,5.0,12.0,12.0,7.0,1.0,0,0,0,0,1.57,3.6,5.0,1.58,3.5,5.45,1.55,3.3,4.5,1.62,3.5,4.5,1.53,3.4,6.0,1.53,3.4,6.0,1.5,3.4,6.0
E2,28/09/02,Port Vale,Bristol City,2,3,A,0,2,A,R Oliver,8.0,8.0,3.0,3.0,12.0,11.0,6.0,7.0,3,2,0,0,2.2,3.25,2.8,2.15,3.25,2.98,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.2,3.0,2.0,3.2,3.2
E2,17/08/02,Peterboro,Huddersfield,0,1,A,0,1,A,F Stretton,9.0,5.0,6.0,4.0,11.0,9.0,6.0,3.0,2,1,0,0,2.2,3.25,2.8,2.25,3.25,2.8,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.25,2.8,2.3,3.2,2.75,2.2,3.25,2.75
E2,09/11/02,Peterboro,Chesterfield,1,0,H,0,0,D,L Mason,22.0,4.0,12.0,0.0,14.0,16.0,7.0,0.0,3,2,0,0,2.4,3.2,2.6,2.4,3.25,2.6,2.3,3.0,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.4,3.2,2.6,2.3,3.25,2.62
E2,13/08/02,Barnsley,Cheltenham,1,1,D,0,0,D,D Pugh,13.0,8.0,8.0,5.0,15.0,14.0,8.0,5.0,1,0,0,0,1.571,3.4,5.5,1.57,3.5,5.15,1.55,3.4,4.3,1.5,3.4,6.0,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5.0
E2,05/10/02,Colchester,Wycombe,0,1,A,0,1,A,D Pugh,10.0,7.0,5.0,5.0,15.0,24.0,5.0,5.0,2,2,0,0,2.2,3.25,2.8,2.16,3.3,3.1,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3.0,2.1,3.2,3.0
E2,05/10/02,Bristol City,Chesterfield,4,0,H,1,0,H,R Beeby,23.0,7.0,17.0,4.0,15.0,7.0,11.0,1.0,3,2,0,0,1.8,3.25,4.0,1.75,3.4,4.25,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.25,4.0,1.833,3.25,3.75,1.72,3.25,4.2
E2,04/01/03,Colchester,Tranmere,2,2,D,1,1,D,L Cable,12.0,16.0,4.0,10.0,11.0,13.0,6.0,6.0,1,0,0,0,2.4,3.2,2.6,2.47,3.3,2.52,2.35,3.0,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,04/03/03,Huddersfield,QPR,0,3,A,0,2,A,M Clattenburg,5.0,12.0,2.0,7.0,15.0,21.0,5.0,2.0,2,5,0,0,2.37,3.2,2.62,2.45,3.2,2.6,2.35,3.0,2.35,2.25,3.2,2.75,2.38,3.2,2.62,2.4,3.2,2.6,2.5,3.25,2.4
E2,07/09/02,Blackpool,Tranmere,3,0,H,0,0,D,J P Robinson,13.0,4.0,6.0,2.0,17.0,20.0,9.0,5.0,2,4,0,0,2.1,3.25,3.0,2.25,3.2,3.0,2.1,3.0,2.8,2.1,3.4,2.875,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E2,10/08/02,Northampton,Crewe,1,1,D,0,1,A,T Parkes,10.0,10.0,6.0,5.0,8.0,10.0,2.0,4.0,0,0,0,0,2.625,3.2,2.375,2.5,3.3,2.45,2.4,3.0,2.3,2.5,3.25,2.4,,,,2.6,3.2,2.4,2.62,3.1,2.37
E2,25/02/03,Luton,Plymouth,1,0,H,0,0,D,T Bates,11.0,7.0,6.0,2.0,17.0,14.0,7.0,5.0,1,0,0,0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,,,,,,,,,,,,
