Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
E2,26/12/01,Cardiff,Reading,2,2,D,1,0,H,16708.0,"Gallagher, D. J.",9,9,5,5,0,0,2,5,9,16.0,1,5,1,2,0,0,10,20,2.1,3.2,3.05,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.25,2.8,2.1,3.25,3.0
E2,03/11/01,Bristol City,Brighton,0,1,A,0,1,A,13955.0,D. R. Elleray,9,10,7,6,0,0,9,7,12,13.0,5,7,3,2,1,0,55,20,2.1,3.25,3.0,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.25,2.8,2.1,3.0,3.25
E2,01/03/02,Stoke,Brighton,3,1,H,1,0,H,16092.0,"Jordan, W. M.",16,9,7,6,1,0,2,6,11,11.0,2,6,1,4,0,0,10,40,2.05,3.2,3.15,2.0,3.0,2.9,2.1,3.2,3.0,1.909,3.25,3.5,2.1,3.25,3.0,2.0,3.25,3.25
E2,29/03/02,Northampton,Bury,1,0,H,0,0,D,6522.0,"Messias, M. D.",12,8,5,0,0,1,5,6,17,14.0,0,0,2,2,0,0,20,20,1.85,3.3,3.7,1.75,3.1,3.6,1.73,3.25,4.33,1.8,3.25,4.0,1.909,3.25,3.5,1.72,3.4,4.2
E2,01/09/01,Tranmere,Oldham,2,2,D,1,1,D,8716.0,M. Fletcher,11,9,6,4,1,0,7,1,27,26.0,3,3,5,6,0,0,50,60,,,,1.9,3.0,3.1,1.91,3.4,3.4,1.91,3.25,3.5,1.91,3.2,3.6,1.8,3.2,4.0
E2,09/03/02,QPR,Chesterfield,0,0,D,0,0,D,10434.0,"Parkes, T. A.",16,2,4,0,1,0,10,1,6,4.0,3,15,0,0,0,0,0,0,1.7,3.3,4.45,1.65,3.2,3.9,1.67,3.4,4.5,1.7,3.25,4.5,1.615,3.6,4.5,1.61,3.3,5.0
E2,26/12/01,Swindon,Bournemouth,0,0,D,0,0,D,5600.0,"Taylor, P",10,7,2,0,2,0,3,3,21,11.0,2,3,5,1,2,1,100,35,1.82,3.35,3.72,1.9,3.0,3.1,2.0,3.25,3.25,1.83,3.25,3.75,1.8,3.4,3.6,1.8,3.4,3.75
E2,29/12/01,QPR,Wycombe,4,3,H,1,1,D,14834.0,"Prosser, P. J.",21,7,11,4,0,0,11,7,11,19.0,2,5,3,1,0,2,30,60,1.95,3.25,3.4,2.0,3.0,2.9,2.2,3.25,2.87,2.0,3.2,3.3,2.1,3.25,3.0,,,
E2,15/09/01,Cambridge,Cardiff,2,1,H,1,0,H,3454.0,F. G. Stretton,14,12,7,7,0,1,4,7,10,13.0,1,1,2,3,0,0,20,30,,,,2.6,3.0,2.2,3.0,3.25,2.1,3.0,3.25,2.1,2.8,3.25,2.2,2.87,3.2,2.2
E2,06/02/02,Stoke,Cambridge,5,0,H,2,0,H,9570.0,"Olivier, R. J.",16,3,8,0,0,0,7,1,19,11.0,2,7,2,1,0,0,20,10,1.38,3.75,7.9,1.4,3.6,5.5,1.4,4.0,7.0,1.364,3.75,8.5,1.4,4.0,6.5,1.4,3.6,8.0
E2,16/03/02,Swindon,Wigan,1,1,D,0,0,D,6226.0,"Prosser, P. J.",9,14,6,5,0,1,8,9,14,16.0,2,2,1,1,0,0,10,10,2.3,3.15,2.75,2.35,3.0,2.35,2.5,3.2,2.5,2.375,3.2,2.625,2.6,3.2,2.375,2.5,3.2,2.5
E2,18/09/01,Chesterfield,Wrexham,3,2,H,1,0,H,3530.0,P. R. Richards,16,7,8,4,1,0,12,0,19,17.0,7,0,3,5,0,1,30,75,,,,2.1,3.0,2.8,2.2,3.25,2.87,2.2,3.25,2.8,2.1,3.4,2.88,2.1,3.25,3.0
E2,05/10/01,Bristol City,Chesterfield,3,0,H,2,0,H,10718.0,S. G. Tomlin,14,10,7,1,0,0,5,4,11,13.0,4,5,1,1,0,0,10,10,,,,1.6,3.3,4.0,1.61,3.4,5.0,1.62,3.4,5.0,1.62,3.6,4.5,1.61,3.4,5.0
E2,20/10/01,Bristol City,Wycombe,0,1,A,0,0,D,11452.0,G. Cain,18,13,9,7,2,0,8,2,7,8.0,2,1,2,3,0,0,20,30,1.7,3.4,4.3,1.7,3.2,3.7,1.67,3.4,4.5,,,,1.67,3.4,4.5,1.72,3.3,4.33
E2,19/01/02,Colchester,Chesterfield,1,2,A,0,1,A,4060.0,"Danson, P. S.",9,6,5,3,0,0,8,3,12,15.0,3,4,3,2,1,0,55,20,1.65,3.45,4.55,1.75,3.1,3.6,1.8,3.4,3.75,1.75,3.2,4.33,1.8,3.25,4.0,1.72,3.3,4.33
E2,22/01/02,Cambridge,Wycombe,2,0,H,1,0,H,2623.0,"Winter, J. T.",10,8,5,4,0,0,2,5,17,21.0,3,3,1,2,1,0,35,20,2.65,3.2,2.35,2.5,2.9,2.3,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.4,2.25,2.5,3.2,2.5
E2,29/12/01,Port Vale,Colchester,3,1,H,2,0,H,4444.0,"Crick, D. R.",15,13,11,6,0,1,4,5,12,13.0,4,0,1,5,0,0,10,50,2.27,3.25,2.72,2.2,3.0,2.6,2.2,3.4,2.75,2.25,3.3,2.7,2.25,3.25,2.75,2.3,3.3,2.62
E2,08/09/01,Bristol City,Port Vale,1,1,D,0,1,A,12560.0,A. R. Hall,10,7,7,3,0,0,11,1,12,13.0,2,1,1,1,0,0,10,10,,,,1.6,3.3,4.0,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.6,4.5,1.61,3.4,5.0
E2,12/01/02,Blackpool,Bournemouth,4,3,H,2,2,D,4583.0,"Laws, G.",13,10,8,6,2,1,10,6,13,13.0,0,0,2,3,0,0,20,30,1.85,3.3,3.65,1.9,3.0,3.1,2.0,3.25,3.25,1.83,3.3,3.75,1.83,3.25,3.75,1.83,3.4,3.6
E2,06/04/02,Wrexham,Cambridge,5,0,H,1,0,H,2581.0,"Fernandez, R",14,7,10,1,1,1,6,3,7,6.0,7,4,0,0,0,0,0,0,1.65,3.55,4.35,1.65,3.2,3.9,1.73,3.25,4.33,1.667,3.5,4.2,1.615,3.6,4.5,1.66,3.75,4.0
E2,01/12/01,Cardiff,Oldham,3,1,H,1,0,H,10004.0,R. J. Olivier,9,7,6,4,0,0,7,4,8,11.0,5,6,0,5,0,0,0,50,1.85,3.2,3.8,1.8,3.0,3.5,1.8,3.4,3.75,1.73,3.25,4.33,1.73,3.25,4.33,1.8,3.2,4.0
E2,26/01/02,Wrexham,Swindon,2,2,D,1,0,H,2879.0,"Cain, G.",10,5,6,3,1,0,11,8,7,6.0,2,4,1,1,0,0,10,10,2.25,3.15,2.82,2.2,2.9,2.7,2.5,3.2,2.5,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.25,3.0
E2,04/11/01,Wrexham,Cardiff,1,3,A,1,2,A,5832.0,S. W. Mathieson,10,8,7,5,0,0,8,4,9,22.0,3,6,3,5,0,0,30,50,2.6,3.2,2.4,2.4,3.0,2.3,2.75,3.25,2.25,2.62,3.2,2.38,2.5,3.2,2.5,2.62,3.2,2.37
E2,15/12/01,Colchester,Peterboro,2,1,H,1,1,D,3480.0,P. Jones,9,6,7,3,0,0,6,4,13,15.0,2,3,1,2,0,0,10,20,1.95,3.2,3.45,2.0,3.0,2.9,2.25,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.25,3.5
E2,27/08/01,Brentford,Cambridge,2,1,H,1,0,H,4674.0,H. M. Webb,15,7,4,2,1,1,3,7,14,11.0,2,4,1,2,0,0,10,20,,,,1.6,3.3,4.0,1.5,3.6,6.0,,,,1.73,3.5,4.0,1.61,3.4,5.0
E2,19/03/02,Blackpool,Brentford,1,3,A,0,2,A,4865.0,"Frankland, G. B.",9,14,4,5,0,1,2,3,12,9.0,4,2,1,0,0,0,10,0,2.7,3.25,2.3,2.6,3.0,2.2,2.75,3.25,2.25,2.8,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25
E2,27/08/01,Wycombe,QPR,1,0,H,0,0,D,9217.0,D. J. Gallagher ,9,6,6,4,0,0,6,4,7,14.0,5,5,1,0,0,0,10,0,,,,2.35,3.0,2.35,2.37,3.2,2.6,,,,2.38,3.4,2.5,,,
E2,16/03/02,Oldham,Cardiff,1,7,A,0,5,A,6786.0,"Webster, C. H.",12,17,5,14,1,1,6,7,9,7.0,4,4,2,2,1,0,45,20,2.05,3.2,3.2,2.1,3.1,2.7,2.2,3.25,2.87,2.1,3.2,3.1,2.2,3.2,2.875,2.1,3.25,3.0
E2,09/03/02,Bournemouth,Northampton,5,1,H,1,1,D,6322.0,"Richards, P. R.",20,6,9,4,0,0,11,2,9,11.0,4,4,0,3,0,1,0,55,2.15,3.15,3.0,2.2,3.0,2.6,2.37,3.2,2.62,2.25,3.25,2.75,2.1,3.4,2.875,2.2,3.25,2.8
E2,19/01/02,Brighton,Cambridge,4,3,H,1,1,D,6475.0,"Prosser, P. J.",13,7,6,3,0,0,4,4,18,23.0,7,2,2,1,0,1,20,35,1.35,4.05,7.7,1.35,3.8,6.2,1.4,3.75,7.5,1.36,4.0,7.5,1.36,4.0,7.5,1.33,4.0,8.5
E2,11/08/01,Chesterfield,Colchester,3,6,A,1,3,A,3939.0,G. Cain ,11,12,9,9,0,0,5,7,14,9.0,3,3,0,1,0,0,0,10,,,,1.9,3.1,3.0,2.1,3.25,3.0,,,,2.0,3.5,3.0,1.9,3.5,3.25
E2,05/01/02,Bristol City,Wigan,2,2,D,2,0,H,9991.0,"Beeby, R. J.",6,23,5,12,0,3,11,7,14,11.0,2,0,0,3,0,0,0,30,1.6,3.5,4.9,1.65,3.1,4.0,1.73,3.25,4.33,1.62,3.4,5.0,1.57,3.6,5.0,1.61,3.4,5.0
E2,26/01/02,Wycombe,Notts County,3,0,H,1,0,H,5574.0,"Foy, C. J.",12,16,4,3,0,0,8,5,10,8.0,3,3,1,1,0,0,10,10,1.65,3.35,4.7,1.6,3.2,4.2,1.57,3.6,5.0,1.667,3.4,4.5,1.571,3.4,5.5,1.61,3.4,5.0
E2,15/09/01,Bournemouth,Bury,3,2,H,2,2,D,3004.0,P. Walton,10,8,5,2,0,0,2,5,9,17.0,8,1,1,3,0,0,10,30,,,,1.9,3.0,3.1,1.73,3.25,4.33,1.83,3.25,3.75,1.8,3.4,3.75,1.9,3.3,3.5
E2,14/02/02,Swindon,Reading,0,0,D,0,0,D,,"Knight, B.",13,9,1,3,0,0,9,3,18,10.0,6,5,2,2,2,1,70,45,3.25,3.25,2.0,2.9,3.0,2.0,2.87,3.25,2.2,3.5,3.25,1.909,3.5,3.25,1.909,3.25,3.25,2.0
E2,21/12/01,Brighton,Chesterfield,2,2,D,1,0,H,6371.0,"D'Urso, A. P.",7,7,4,5,0,0,4,6,11,6.0,1,2,1,4,1,0,35,40,1.42,3.7,7.0,1.4,3.6,5.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.5
E2,22/09/01,Colchester,Notts County,0,1,A,0,0,D,3796.0,S. G. Tomlin,9,15,6,7,0,1,5,8,9,10.0,1,2,0,0,0,0,0,0,,,,1.85,3.1,3.2,1.91,3.4,3.4,1.91,3.4,3.4,2.1,3.25,3.0,1.83,3.4,3.6
E2,19/01/02,Brentford,Wigan,0,1,A,0,0,D,5549.0,"Harris, R. J.",14,12,4,6,0,0,6,9,14,16.0,3,4,1,0,0,0,10,0,1.9,3.25,3.5,2.1,2.9,2.9,2.2,3.25,2.87,1.83,3.25,3.75,1.91,3.25,3.5,2.0,3.25,3.25
E2,29/09/01,Northampton,Swindon,1,1,D,0,0,D,5104.0,G. Cain,8,8,5,4,0,0,2,4,3,5.0,0,0,0,0,0,0,0,0,,,,2.35,3.0,2.35,2.37,3.2,2.62,2.62,3.2,2.38,2.25,3.4,2.62,2.5,3.2,2.5
E2,26/01/02,Blackpool,Bury,0,1,A,0,1,A,4923.0,"Pike, M. S.",14,8,11,3,0,0,13,5,6,11.0,4,5,1,1,0,0,10,10,1.8,3.25,4.0,1.7,3.2,3.7,1.67,3.4,4.5,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.4,3.75
E2,08/01/02,Peterboro,Port Vale,3,0,H,1,0,H,3747.0,"Cable, L. E.",18,6,9,1,0,0,5,0,17,8.0,2,2,2,4,0,1,20,65,2.15,3.25,2.92,2.1,3.0,2.8,2.1,3.25,3.0,2.1,3.4,2.88,2.2,3.25,2.8,2.1,3.4,2.87
E2,23/03/02,Bury,Port Vale,1,1,D,0,0,D,3700.0,"Beeby, R. J.",13,6,7,2,0,0,5,1,23,16.0,3,1,0,4,0,1,0,65,2.4,3.3,2.5,2.1,3.0,2.8,2.5,3.2,2.5,2.375,3.25,2.6,2.375,3.2,2.6,2.25,3.25,2.75
E2,11/11/01,Bury,Northampton,2,1,H,0,1,A,3539.0,T. A. Parkes,6,8,2,2,0,0,7,2,12,17.0,9,11,1,1,1,1,35,35,2.25,3.2,2.8,2.2,3.0,2.6,2.2,3.25,2.87,2.2,3.25,2.8,2.1,3.4,2.88,2.2,3.25,2.8
E2,13/04/02,Bury,Colchester,1,3,A,0,1,A,5014.0,"Olivier, R. J.",19,11,8,5,0,0,7,3,15,10.0,2,4,1,1,0,0,10,10,1.7,3.4,4.3,,,,1.67,3.5,4.33,1.615,3.5,4.5,1.727,3.75,3.75,1.8,3.5,3.6
E2,10/11/01,Cardiff,Chesterfield,2,1,H,2,1,H,9516.0,P. Rejer,12,5,7,2,0,1,3,6,10,12.0,5,7,1,2,0,0,10,20,1.57,3.45,5.3,1.5,3.5,4.5,1.53,3.6,5.5,1.53,3.6,5.5,1.53,3.5,5.5,1.53,3.5,5.5
E2,26/12/01,Port Vale,Bristol City,1,0,H,0,0,D,5860.0,"Pearson, R.",8,7,5,0,0,1,7,1,8,16.0,5,2,1,2,0,0,10,20,2.78,3.25,2.22,2.4,3.0,2.3,2.62,3.2,2.37,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.3,2.2
E2,29/12/01,Tranmere,Brentford,1,0,H,0,0,D,9389.0,"Kaye, A.",11,8,5,3,0,0,3,5,16,20.0,8,4,1,2,0,0,10,20,2.0,3.25,3.25,2.0,3.0,2.9,2.2,3.4,2.75,2.1,3.25,3.0,2.2,3.25,2.8,1.9,3.25,3.5
E2,20/10/01,Bury,Chesterfield,2,1,H,0,1,A,2898.0,M. G. Cowburn,10,9,4,6,0,0,4,2,18,11.0,4,9,3,1,0,0,30,10,2.42,3.2,2.57,2.35,3.0,2.35,2.5,3.2,2.5,,,,2.38,3.4,2.5,2.4,3.2,2.6
E2,05/03/02,Bury,Oldham,1,1,D,1,0,H,7953.0,"Bates, A.",7,9,5,4,0,0,7,4,19,4.0,4,3,0,1,0,0,0,10,2.65,3.3,2.3,2.6,3.0,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.5,3.2,2.5,2.62,3.3,2.3
E2,05/02/02,Peterboro,Chesterfield,1,1,D,0,1,A,4401.0,"Joslin, P. J.",17,7,8,3,0,0,6,4,16,12.0,4,7,0,1,0,0,0,10,2.06,3.3,3.05,2.0,2.9,3.0,2.0,3.25,3.25,2.1,3.25,3.0,2.2,3.25,2.8,2.1,3.25,3.0
E2,23/03/02,Wigan,Tranmere,1,2,A,1,1,D,7783.0,"Riley, M. A.",12,10,8,6,0,0,7,9,11,18.0,2,2,1,1,1,0,35,10,1.9,3.2,3.45,1.85,3.2,3.1,1.8,3.25,4.0,1.909,3.25,3.5,1.909,3.4,3.4,1.8,3.25,4.0
E2,18/09/01,Cardiff,Northampton,2,0,H,1,0,H,11232.0,A. Parkes,14,4,6,0,0,0,3,2,13,10.0,1,3,1,1,0,0,10,10,,,,1.4,3.6,5.5,1.44,3.75,6.5,1.44,3.6,7.0,1.44,3.75,6.5,1.44,3.6,7.0
E2,02/04/02,Bournemouth,Colchester,0,1,A,0,0,D,5908.0,"Parkes, T. A.",15,3,7,1,0,0,12,1,10,14.0,4,2,0,0,0,0,0,0,2.1,3.25,3.0,1.85,3.0,3.3,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.4,2.875,2.1,3.25,3.0
E2,16/03/02,Brentford,Wycombe,1,0,H,1,0,H,7165.0,"Taylor, P.",13,13,6,3,0,0,11,8,13,14.0,5,8,1,0,0,0,10,0,1.6,3.45,5.0,1.55,3.3,4.5,1.61,3.4,5.0,1.571,3.4,5.5,1.5,3.5,6.0,1.53,3.4,6.0
E2,19/01/02,Reading,Blackpool,3,0,H,2,0,H,13732.0,"Warren, M. R.",18,8,6,2,1,0,5,1,11,9.0,5,4,1,2,0,0,10,20,1.4,3.8,7.15,1.4,3.6,5.5,1.44,3.75,6.5,1.44,3.6,7.0,1.44,3.75,6.5,1.44,3.6,7.0
E2,20/11/01,Bury,Bristol City,2,2,D,1,1,D,2608.0,M. L Dean,7,8,4,5,0,0,4,4,16,12.0,6,8,2,0,0,0,20,0,2.48,3.25,2.48,2.35,3.0,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.38,3.4,2.5,2.5,3.2,2.5
E2,25/09/01,Bournemouth,Reading,1,0,H,0,0,D,3691.0,P. S. Danson,11,6,3,3,0,0,4,6,9,9.0,6,9,1,1,0,0,10,10,,,,2.9,3.0,2.0,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.25,3.25,2.0
E2,30/08/01,QPR,Bristol City,0,0,D,0,0,D,11655.0,L. E. Cable ,9,9,4,4,0,1,4,9,14,11.0,0,3,2,0,1,0,45,0,,,,2.1,3.0,2.8,2.37,3.2,2.6,2.25,3.25,2.75,2.38,3.2,2.62,,,
E2,15/09/01,Wycombe,Wigan,1,0,H,1,0,H,5400.0,R. J. Harris,15,20,8,9,1,0,2,10,20,19.0,4,1,2,4,0,0,20,40,,,,2.2,3.0,2.6,2.2,3.25,2.87,2.38,3.2,2.6,2.38,3.4,2.5,2.5,3.2,2.5
E2,09/03/02,Cardiff,Blackpool,2,2,D,1,2,A,11629.0,"Penton, C.",11,6,8,2,0,0,8,6,9,14.0,4,2,2,4,0,0,20,40,1.63,3.4,4.8,1.6,3.3,4.0,1.61,3.4,5.0,1.615,3.4,4.5,1.571,3.6,5.0,1.57,3.6,5.0
E2,26/12/01,Tranmere,Stoke,2,2,D,1,1,D,12201.0,"Fletcher, M.",13,10,6,4,0,0,6,4,15,10.0,4,4,4,2,0,0,40,20,2.25,3.2,2.78,2.35,3.0,2.35,2.37,3.2,2.62,2.25,3.25,2.75,2.38,3.2,2.6,2.25,3.25,2.75
E2,09/11/01,Huddersfield,Notts County,2,2,D,1,0,H,10168.0,K Hill,13,7,7,4,0,0,13,3,9,13.0,3,1,1,1,0,0,10,10,1.6,3.4,5.1,1.5,3.5,4.5,1.4,4.0,6.5,1.53,3.4,6.0,1.57,3.4,5.5,1.57,3.4,5.5
E2,20/04/02,Northampton,Cambridge,2,2,D,1,1,D,6723.0,"D'Urso, A. P.",11,5,6,3,1,0,8,6,11,15.0,8,1,1,2,0,0,10,20,1.6,3.4,5.1,,,,1.61,3.6,4.5,1.667,3.4,4.2,1.727,3.5,4.0,1.66,3.4,4.5
E2,13/04/02,QPR,Brentford,0,0,D,0,0,D,18346.0,"Foy, C. J.",7,5,2,0,0,1,4,7,15,16.0,1,3,1,4,0,0,10,40,2.5,3.15,2.5,,,,2.75,3.25,2.25,2.625,3.4,2.25,2.625,3.6,2.2,2.5,3.4,2.37
E2,19/03/02,Bournemouth,Cambridge,2,2,D,1,1,D,7082.0,"Brandwood, M. J.",20,12,8,7,0,1,7,7,12,11.0,8,2,3,1,0,0,30,10,1.5,3.7,5.3,1.5,3.5,4.5,1.61,3.6,4.5,1.615,3.4,5.0,1.533,3.5,5.5,1.57,3.6,5.0
E2,01/04/02,Wycombe,Tranmere,2,1,H,1,0,H,6297.0,"Alcock, P. E.",10,14,6,7,0,0,3,3,13,11.0,5,2,3,3,0,0,30,30,2.3,3.35,2.6,2.3,3.0,2.4,2.2,3.4,2.75,2.4,3.2,2.6,2.375,3.4,2.5,2.37,3.4,2.5
E2,27/10/01,Huddersfield,Wrexham,5,1,H,1,1,D,9888.0,A. R. Leake,11,7,7,4,0,0,6,4,14,12.0,5,0,1,2,0,0,10,20,1.65,3.5,4.45,1.6,3.3,4.0,1.61,3.6,4.5,1.67,3.3,4.75,1.62,3.75,4.33,1.66,3.5,4.33
E2,16/03/02,Tranmere,Bournemouth,0,0,D,0,0,D,7829.0,"Cowburn, M. G.",18,11,8,5,1,1,14,4,12,17.0,1,6,1,1,0,0,10,10,1.6,3.45,5.0,1.55,3.3,4.5,1.61,3.4,5.0,1.55,3.5,5.5,1.533,3.5,5.5,1.57,3.4,5.5
E2,25/09/01,Huddersfield,Chesterfield,0,0,D,0,0,D,9399.0,S. W. Mathieson,11,2,3,1,1,0,13,3,9,9.0,5,1,0,1,0,0,0,10,,,,1.55,3.3,4.5,1.61,3.4,5.0,1.62,3.4,5.0,1.62,3.6,4.5,1.57,3.4,5.5
E2,26/02/02,Northampton,Port Vale,1,0,H,1,0,H,5155.0,"Mathieson, S. W.",15,5,4,2,1,0,2,2,10,9.0,2,6,1,2,0,0,10,20,2.65,3.2,2.35,2.35,3.0,2.35,2.62,3.2,2.37,2.7,3.2,2.3,2.75,3.25,2.25,2.6,3.2,2.4
E2,25/09/01,Cambridge,Wigan,2,2,D,1,1,D,2969.0,P. E. Alcock,10,12,7,10,1,0,8,11,12,14.0,1,4,0,0,0,0,0,0,,,,2.5,2.9,2.3,2.62,3.2,2.37,2.5,3.2,2.5,2.38,3.4,2.5,2.62,3.2,2.37
E2,13/10/01,Oldham,Bristol City,0,1,A,0,1,A,6565.0,P. J. Joslin,11,11,3,5,0,0,7,4,9,13.0,5,3,2,2,0,0,20,20,,,,2.1,3.0,2.8,2.2,3.25,2.87,,,,2.25,3.4,2.62,2.2,3.25,2.8
E2,21/11/01,Brighton,Peterboro,1,1,D,1,1,D,6547.0,R. J. Beeby,14,8,9,5,0,0,7,4,11,17.0,4,3,1,3,0,0,10,30,1.48,3.6,6.1,1.45,3.5,5.0,1.5,3.4,6.0,1.44,3.75,6.5,1.5,3.5,6.0,1.44,3.75,6.5
E2,02/02/02,Bristol City,Huddersfield,1,1,D,0,0,D,10643.0,"Leake, A. R.",7,8,5,6,1,0,8,6,11,14.0,4,3,0,2,0,0,0,20,1.85,3.3,3.65,1.85,3.0,3.3,1.91,3.25,3.5,1.833,3.4,3.6,1.909,3.4,3.4,1.83,3.3,3.75
E2,13/04/02,Huddersfield,Port Vale,2,1,H,1,1,D,12270.0,"Fletcher, M.",9,5,5,3,0,0,5,1,13,17.0,2,2,0,1,0,0,0,10,1.35,4.1,7.6,1.35,3.8,6.2,1.36,4.0,7.5,1.333,4.0,8.0,1.364,4.333,6.5,1.4,4.0,6.5
E2,16/02/02,Port Vale,Chesterfield,4,1,H,1,0,H,5529.0,"Cain, G.",13,9,6,4,0,1,4,3,10,5.0,3,3,2,1,0,0,20,10,1.8,3.4,3.75,1.7,3.1,3.8,1.8,3.25,4.0,1.8,3.25,4.0,1.909,3.4,3.4,1.66,3.4,4.5
E2,12/03/02,Brighton,Northampton,2,0,H,1,0,H,6363.0,"Crick, D. R.",10,8,4,3,0,1,7,6,9,22.0,4,2,1,1,0,0,10,10,1.4,3.75,7.35,1.4,3.6,5.5,1.44,3.75,6.5,1.364,3.75,8.5,1.364,4.333,6.5,1.4,3.75,7.5
E2,27/08/01,Stoke,Tranmere,1,2,A,0,1,A,12031.0,S. J. Baines,16,8,4,5,0,0,12,6,12,20.0,0,6,0,4,0,0,0,40,,,,1.7,3.1,3.8,1.73,3.5,4.0,,,,1.73,3.5,4.0,1.72,3.25,4.33
E2,22/01/02,Huddersfield,Colchester,2,1,H,2,0,H,7179.0,"Cooper, M. A.",7,6,4,4,0,0,4,1,10,15.0,6,2,0,1,0,0,0,10,1.68,3.4,4.45,1.6,3.2,4.2,1.57,3.6,5.0,1.7,3.25,4.5,1.67,3.4,4.5,1.72,3.3,4.33
E2,26/01/02,Stoke,Wigan,2,2,D,1,2,A,13361.0,"Rejer, P.",12,6,6,4,0,0,7,2,12,14.0,1,6,0,0,0,0,0,0,1.9,3.2,3.65,2.0,2.9,3.0,2.0,3.25,3.25,1.909,3.25,3.5,1.833,3.4,3.6,2.0,3.25,3.25
E2,19/02/02,Wycombe,Blackpool,1,4,A,0,2,A,5803.0,"Cable, L. E.",10,13,4,7,0,0,8,5,8,16.0,7,1,3,4,0,0,30,40,1.65,3.5,4.5,1.65,3.1,4.0,1.61,3.4,5.0,1.615,3.4,5.0,1.571,3.6,5.0,1.66,3.4,4.5
E2,06/04/02,Port Vale,Bournemouth,0,0,D,0,0,D,3514.0,"Salisbury, G.",10,13,2,7,0,0,2,6,8,4.0,2,4,2,0,0,0,20,0,1.9,3.25,3.5,1.75,3.2,3.5,1.8,3.5,3.6,1.909,3.5,3.2,1.833,3.6,3.4,1.66,3.75,4.0
E2,25/09/01,Northampton,Blackpool,1,3,A,0,2,A,5103.0,P. J. Prosser,12,26,8,10,0,3,5,7,10,10.0,3,2,2,1,0,0,20,10,,,,2.2,3.0,2.6,2.37,3.2,2.62,2.4,3.2,2.6,2.38,3.2,2.6,2.2,3.25,2.8
E2,18/08/01,Reading,Huddersfield,1,0,H,1,0,H,11915.0,A. N. Butler,8,9,3,5,0,0,9,1,9,18.0,2,1,2,4,0,0,20,40,,,,1.8,3.1,3.4,1.83,3.25,3.75,,,,1.83,3.4,3.6,1.8,3.4,3.75
E2,20/04/02,Bristol City,Stoke,1,1,D,0,1,A,11277.0,"Pugh, D.",9,3,2,2,0,0,3,6,9,15.0,1,3,1,1,0,0,10,10,2.4,3.2,2.6,,,,2.2,3.25,2.87,2.375,3.2,2.5,2.5,3.4,2.375,2.25,3.4,2.62
E2,02/03/02,Huddersfield,Wigan,0,0,D,0,0,D,12844.0,"Webster, C. H.",7,4,3,2,0,0,5,5,13,13.0,0,3,1,1,0,0,10,10,1.84,3.4,3.6,1.85,3.0,3.3,1.8,3.25,4.0,1.833,3.25,3.8,,,,1.9,3.25,3.5
E2,15/09/01,Notts County,Brentford,0,0,D,0,0,D,5043.0,S. W. Mathieson,10,6,4,2,0,0,5,8,5,13.0,3,3,0,0,0,0,0,0,,,,2.2,3.0,2.6,2.37,3.2,2.62,2.3,3.2,2.7,2.25,3.25,2.75,2.1,3.25,3.0
E2,20/04/02,Chesterfield,Blackpool,2,1,H,1,0,H,4788.0,"Beeby, R. J.",12,16,6,9,0,1,6,9,12,15.0,4,1,2,3,0,0,20,30,2.15,3.2,2.8,,,,2.62,3.2,2.37,2.25,3.2,2.625,2.25,3.25,2.75,2.25,3.4,2.62
E2,23/10/01,Oldham,Reading,0,1,A,0,1,A,4901.0,R. D. Furnandiz,16,8,8,4,0,0,9,4,9,11.0,1,5,2,1,0,0,20,10,2.32,3.2,2.7,2.3,3.0,2.4,2.2,3.25,2.87,2.3,3.2,2.7,2.38,3.2,2.6,2.37,3.2,2.62
E2,02/09/01,Huddersfield,Wycombe,2,1,H,1,1,D,9750.0,A. R. Leake,17,9,10,5,0,0,4,2,12,16.0,3,5,0,3,0,0,0,30,,,,1.65,3.2,3.8,1.67,3.4,4.5,1.62,3.4,5.0,1.57,3.6,5.0,1.66,3.4,4.5
