Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
D2,10/09/01,Karlsruhe,Ein Frankfurt,2,3,A,1,2,A,18000,Helmut Fleischer,14.0,9.0,9.0,6.0,0.0,0.0,10.0,0.0,17.0,24.0,0.0,0.0,4,1,0,0,40,10,,,,2.4,2.9,2.4,,,,,,,,,
D2,14/04/02,Unterhaching,Greuther Furth,1,1,D,1,1,D,6000,"Steinborn, E.",6.0,11.0,4.0,5.0,0.0,0.0,3.0,9.0,23.0,18.0,0.0,2.0,3,3,0,0,30,30,2.85,3.15,2.15,2.9,3.0,2.2,2.75,3.1,2.25,2.7,3.2,2.25,2.45,3.3,2.35
D2,25/03/02,Mannheim,Hannover,0,1,A,0,0,D,5000,"Wack, F.-X.",13.0,14.0,6.0,7.0,0.0,2.0,3.0,3.0,17.0,19.0,2.0,1.0,1,1,0,0,10,10,3.2,3.15,2.0,2.8,2.9,2.3,2.75,3.25,2.1,3.0,3.2,2.1,3.0,3.15,2.05
D2,22/10/01,Bielefeld,Union Berlin,4,1,H,1,0,H,8500,Uwe Kemmling,17.0,4.0,7.0,2.0,1.0,0.0,5.0,4.0,17.0,25.0,4.0,2.0,2,3,0,0,20,30,1.95,3.2,3.4,1.7,3.2,4.2,,,,1.91,3.2,3.5,1.85,3.3,3.4
D2,24/03/02,Reutlingen,Oberhausen,0,2,A,0,0,D,4500,"Trautmann, S",11.0,7.0,3.0,4.0,1.0,0.0,2.0,8.0,15.0,19.0,4.0,1.0,0,2,0,1,0,45,1.93,3.15,3.4,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.4,3.25,2.0,3.2,3.1
D2,07/09/01,Unterhaching,Ahlen,2,3,A,2,3,A,2000,Markus Schmidt,10.0,6.0,5.0,6.0,1.0,0.0,6.0,5.0,12.0,11.0,2.0,2.0,2,2,0,0,20,20,,,,2.1,2.9,2.9,,,,1.83,3.2,3.75,1.9,3.25,3.3
D2,17/02/02,Karlsruhe,Hannover,1,2,A,1,0,H,12000,"Sippel, P",8.0,14.0,3.0,8.0,0.0,0.0,3.0,6.0,15.0,17.0,3.0,1.0,0,2,0,0,0,20,2.85,3.05,2.22,2.9,3.0,2.2,2.875,3.1,2.2,2.7,3.2,2.25,2.8,3.15,2.15
D2,14/12/01,Unterhaching,Karlsruhe,0,0,D,0,0,D,1500,Frank Minskowski,7.0,4.0,3.0,2.0,0.0,0.0,6.0,3.0,15.0,10.0,3.0,4.0,2,1,0,0,20,10,1.85,3.2,3.65,1.8,3.1,3.8,1.9,3.2,3.5,1.91,3.2,3.5,1.85,3.35,3.35
D2,08/04/02,Ein Frankfurt,Mainz,0,0,D,0,0,D,10000,"Albrecht, H",9.0,7.0,4.0,3.0,1.0,0.0,4.0,8.0,20.0,17.0,2.0,5.0,2,0,0,0,20,0,2.55,3.25,2.3,2.4,3.1,2.4,2.5,3.2,2.4,,,,2.5,3.1,2.4
D2,05/08/01,Babelsberg,Duisburg,3,1,H,1,1,D,7200,Thorsten Koop ,13.0,10.0,8.0,5.0,1.0,0.0,4.0,7.0,9.0,10.0,3.0,3.0,1,2,0,0,10,20,,,,2.2,2.9,2.7,,,,2.3,3.1,2.8,2.25,3.0,2.8
D2,07/12/01,Union Berlin,Bochum,1,0,H,1,0,H,7240,Andre Stachowiak,12.0,7.0,5.0,1.0,0.0,0.0,0.0,2.0,18.0,15.0,4.0,3.0,0,3,0,1,0,55,,,,,,,2.2,3.1,2.88,2.1,3.2,3.0,,,
D2,15/12/01,Reutlingen,Saarbrucken,3,0,H,0,0,D,4500,Florian Meyer,15.0,8.0,7.0,0.0,1.0,0.0,2.0,1.0,7.0,15.0,3.0,3.0,1,3,0,1,10,55,1.6,3.35,4.85,1.65,3.3,4.4,1.6,3.4,4.8,1.53,3.4,5.5,1.6,3.35,4.7
D2,16/12/01,Bochum,Aachen,5,3,H,3,1,H,10993,Felix Brych,21.0,13.0,8.0,7.0,1.0,0.0,7.0,2.0,15.0,17.0,2.0,1.0,2,3,0,0,20,30,1.6,3.4,4.75,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.25,5.0,1.65,3.3,4.4
D2,23/09/01,Union Berlin,Schweinfurt,3,0,H,2,0,H,8199,Peter Lange,10.0,4.0,4.0,3.0,0.0,0.0,5.0,6.0,7.0,17.0,0.0,3.0,2,3,0,0,20,30,,,,1.5,3.4,4.7,,,,,,,1.55,3.4,5.0
D2,17/08/01,Oberhausen,Unterhaching,0,2,A,0,0,D,3311,Babak Rafati,9.0,10.0,2.0,4.0,1.0,0.0,6.0,7.0,17.0,21.0,2.0,0.0,2,2,0,0,20,20,,,,2.0,2.9,3.0,,,,2.3,3.1,2.7,2.2,3.1,2.75
D2,17/03/02,Oberhausen,Babelsberg,2,1,H,0,1,A,4192,"Aust, J",14.0,6.0,6.0,2.0,0.0,0.0,10.0,2.0,17.0,16.0,2.0,1.0,1,2,0,0,10,20,1.4,4.0,6.0,1.5,3.7,5.0,1.571,3.4,5.5,1.615,3.5,4.5,,,
D2,15/02/02,Greuther Furth,Schweinfurt,2,0,H,1,0,H,9331,"Frank, T",19.0,6.0,9.0,1.0,0.0,0.0,5.0,1.0,8.0,16.0,5.0,1.0,1,4,0,1,10,65,1.25,4.5,9.0,1.35,4.0,7.0,1.333,4.0,8.0,1.333,4.0,8.0,1.3,4.0,8.5
D2,13/08/01,Karlsruhe,Saarbrucken,2,0,H,1,0,H,15000,Stefan Trautmann ,11.0,12.0,4.0,5.0,0.0,1.0,3.0,5.0,20.0,25.0,5.0,2.0,1,3,0,0,10,30,,,,2.0,2.9,3.0,,,,2.0,3.1,3.4,1.85,3.2,3.5
D2,04/08/01,Bochum,Karlsruhe,1,1,D,1,1,D,13000,Michael Weiner ,8.0,7.0,2.0,6.0,0.0,0.0,4.0,2.0,9.0,17.0,1.0,2.0,3,2,1,0,55,20,,,,1.45,3.5,5.0,,,,1.57,3.6,5.0,1.5,3.45,5.5
D2,20/04/02,Schweinfurt,Babelsberg,3,3,D,1,1,D,2740,"Koop, T",9.0,11.0,4.0,6.0,1.0,1.0,5.0,8.0,20.0,16.0,0.0,0.0,2,2,0,0,20,20,1.65,3.5,4.25,1.8,3.1,3.8,,,,1.727,3.4,4.0,1.75,3.3,3.8
D2,09/09/01,Bochum,Oberhausen,3,3,D,2,2,D,13094,Christian Schling,11.0,12.0,8.0,6.0,0.0,0.0,4.0,4.0,14.0,14.0,0.0,0.0,2,3,0,0,20,30,,,,1.6,3.2,4.2,,,,1.5,3.4,6.0,1.5,3.45,5.5
D2,12/08/01,Greuther Furth,Babelsberg,1,0,H,1,0,H,6300,,15.0,12.0,5.0,7.0,1.0,0.0,4.0,4.0,11.0,12.0,0.0,0.0,0,1,0,0,0,10,,,,1.7,3.1,3.8,,,,1.62,3.4,5.0,1.65,3.3,4.35
D2,20/03/02,Oberhausen,Hannover,0,0,D,0,0,D,6445,"Kammerer, S",10.0,5.0,3.0,2.0,2.0,1.0,5.0,9.0,7.0,16.0,7.0,4.0,1,3,0,0,10,30,3.05,3.25,2.05,2.8,3.1,2.2,3.1,3.25,2.0,3.6,3.3,1.833,,,
D2,29/10/01,Hannover,Mannheim,2,0,H,0,0,D,16800,Peter Sippel,13.0,12.0,9.0,5.0,0.0,0.0,6.0,4.0,17.0,15.0,3.0,6.0,0,2,0,0,0,20,1.46,3.6,6.2,1.6,3.4,4.6,,,,,,,1.5,3.5,5.4
D2,22/09/01,Mainz,Ahlen,5,1,H,3,1,H,6258,Uwe Kemmling,16.0,6.0,11.0,3.0,1.0,0.0,4.0,1.0,12.0,17.0,3.0,1.0,1,1,0,1,10,35,,,,1.9,2.9,3.2,,,,,,,1.85,3.25,3.45
D2,30/03/02,Karlsruhe,Babelsberg,2,1,H,2,0,H,10400,"Stachowiak, A",8.0,7.0,3.0,4.0,0.0,1.0,2.0,3.0,14.0,15.0,1.0,5.0,3,2,0,1,30,45,1.37,3.8,6.7,1.4,3.7,6.4,1.4,3.75,7.0,1.444,3.75,6.0,1.35,4.1,6.5
D2,05/05/02,Bielefeld,Ahlen,3,1,H,2,1,H,26601,"Strampe, H",13.0,8.0,7.0,1.0,0.0,0.0,4.0,8.0,12.0,16.0,1.0,0.0,2,3,0,0,20,30,1.2,5.25,9.1,1.2,5.0,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,9.0
D2,20/08/01,Mannheim,Duisburg,3,1,H,2,1,H,7000,Volker Wezel ,12.0,11.0,9.0,2.0,0.0,0.0,3.0,4.0,21.0,25.0,5.0,1.0,3,4,0,0,30,40,,,,1.75,3.1,3.6,,,,,,,1.65,3.35,4.25
D2,28/04/02,Mainz,Greuther Furth,1,1,D,0,0,D,15500,"Weiner, M",16.0,10.0,5.0,2.0,1.0,0.0,4.0,5.0,18.0,14.0,3.0,3.0,3,3,0,0,30,30,1.8,3.25,3.75,1.9,3.0,3.6,,,,1.833,3.1,3.8,,,
D2,16/09/01,Hannover,Karlsruhe,5,0,H,3,0,H,13643,Edgar Steinborn,16.0,7.0,13.0,2.0,0.0,0.0,9.0,7.0,9.0,10.0,2.0,1.0,1,2,0,0,10,20,,,,1.75,3.1,3.6,,,,1.8,3.25,3.75,1.7,3.35,4.0
D2,26/01/02,Greuther Furth,Ahlen,3,2,H,2,1,H,5036,"Rafati, B",13.0,8.0,6.0,3.0,3.0,1.0,5.0,7.0,11.0,19.0,1.0,2.0,0,5,0,2,0,100,1.9,3.2,3.45,2.0,3.1,3.2,1.95,3.2,3.3,1.909,3.25,3.4,1.9,3.25,3.3
D2,28/03/02,Mainz,Saarbrucken,2,1,H,1,0,H,13501,"Kammerer, S",20.0,3.0,7.0,2.0,0.0,0.0,11.0,1.0,11.0,17.0,1.0,3.0,0,0,0,0,0,0,1.22,5.0,9.5,1.2,5.0,10.0,1.2,5.25,10.0,1.2,5.0,11.0,1.2,5.0,9.5
D2,28/10/01,Ahlen,Babelsberg,1,1,D,1,1,D,6813,Felix Brych,16.0,14.0,8.0,6.0,0.0,1.0,10.0,1.0,13.0,18.0,2.0,2.0,5,3,0,0,50,30,1.57,3.5,5.0,1.55,3.5,4.8,,,,,,,1.5,3.5,5.4
D2,03/02/02,Mainz,Bochum,1,1,D,0,0,D,11300,"Berg, A",14.0,11.0,4.0,4.0,1.0,0.0,8.0,3.0,17.0,14.0,4.0,0.0,0,3,0,0,0,30,1.85,3.25,3.55,2.0,3.1,3.2,1.8,3.3,3.75,1.8,3.4,3.6,1.8,3.3,3.6
D2,17/11/01,Bochum,Bielefeld,0,0,D,0,0,D,13500,Florian Meyer,14.0,14.0,4.0,5.0,0.0,0.0,8.0,6.0,18.0,20.0,8.0,4.0,4,4,0,0,40,40,2.15,3.1,2.95,2.1,2.9,3.2,,,,2.1,3.2,3.0,2.1,3.2,2.85
D2,28/10/01,Bochum,Saarbrucken,3,2,H,0,1,A,9808,Stefan Trautmann,24.0,10.0,12.0,6.0,2.0,0.0,7.0,5.0,18.0,31.0,2.0,2.0,0,3,0,0,0,30,1.45,3.65,5.85,1.55,3.5,4.8,,,,,,,1.45,3.6,5.8
D2,06/02/02,Bochum,Hannover,4,2,H,2,2,D,13042,"Pickel, M.",16.0,7.0,9.0,4.0,0.0,1.0,2.0,1.0,15.0,12.0,0.0,0.0,1,4,0,0,10,40,2.37,3.1,2.62,2.4,3.0,2.6,2.5,3.1,2.5,,,,2.4,3.0,2.6
D2,11/03/02,Bielefeld,Greuther Furth,3,2,H,1,1,D,12500,"Fandel, H",15.0,13.0,7.0,8.0,0.0,1.0,5.0,2.0,22.0,27.0,3.0,1.0,3,3,0,0,30,30,2.1,3.1,3.05,2.0,2.9,3.4,2.1,3.1,3.1,2.0,3.2,3.2,1.95,3.25,3.2
D2,01/02/02,Saarbrucken,Karlsruhe,1,1,D,1,0,H,5800,"Kinhfer , T",9.0,5.0,4.0,2.0,2.0,1.0,6.0,6.0,18.0,15.0,2.0,2.0,3,2,1,0,55,20,2.32,3.25,2.55,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.3,3.15,2.6
D2,19/08/01,Ahlen,Aachen,1,0,H,1,0,H,6510,Lutz Michael Frhlich ,14.0,9.0,8.0,4.0,1.0,0.0,4.0,8.0,19.0,23.0,5.0,6.0,3,4,0,0,30,40,,,,1.6,3.2,4.2,,,,1.8,3.25,3.75,1.65,3.35,4.25
D2,15/09/01,Reutlingen,Aachen,3,1,H,3,0,H,5000,Gnter Perl,16.0,10.0,8.0,3.0,0.0,0.0,3.0,2.0,11.0,9.0,1.0,2.0,1,1,0,0,10,10,,,,1.8,3.0,3.5,,,,2.0,3.0,3.4,2.0,3.25,3.0
D2,01/02/02,Schweinfurt,Ein Frankfurt,0,1,A,0,0,D,9800,"Aust, J",9.0,10.0,4.0,5.0,0.0,0.0,3.0,10.0,19.0,14.0,2.0,5.0,4,1,1,0,65,10,2.65,3.15,2.3,,,,2.6,3.1,2.4,2.6,3.1,2.375,2.5,3.1,2.4
D2,23/03/02,Schweinfurt,Mainz,0,3,A,0,1,A,4720,"Wezel, V",7.0,10.0,3.0,7.0,1.0,1.0,4.0,4.0,20.0,13.0,6.0,3.0,3,2,0,0,30,20,3.2,3.2,2.0,3.2,3.1,2.0,2.75,3.25,2.1,3.0,3.2,2.1,2.8,3.15,2.15
D2,16/11/01,Hannover,Saarbrucken,0,0,D,0,0,D,20498,Matthias Anklam,11.0,4.0,4.0,1.0,0.0,0.0,9.0,6.0,8.0,16.0,2.0,1.0,0,1,0,0,0,10,1.25,4.6,8.8,1.45,3.8,5.4,,,,,,,1.3,4.2,7.7
D2,29/09/01,Mannheim,Unterhaching,0,1,A,0,1,A,4600,Christian Schssling ,8.0,5.0,3.0,2.0,0.0,0.0,1.0,3.0,10.0,6.0,3.0,0.0,1,0,0,0,10,0,,,,2.0,2.9,3.0,,,,,,,2.1,3.15,2.9
D2,04/08/01,Reutlingen,Bielefeld,2,3,A,1,2,A,6970,Uwe Kemmling ,7.0,10.0,3.0,9.0,0.0,0.0,7.0,4.0,13.0,11.0,1.0,1.0,1,2,0,0,10,20,,,,1.8,3.0,3.5,,,,1.83,3.25,3.75,1.8,3.15,3.75
D2,30/09/01,Ein Frankfurt,Greuther Furth,1,4,A,0,1,A,13500,Markus Schmidt,13.0,8.0,6.0,5.0,1.0,0.0,8.0,3.0,17.0,15.0,2.0,1.0,3,2,1,0,55,20,,,,1.7,3.1,3.8,,,,1.62,3.5,4.5,1.6,3.35,4.7
D2,19/04/02,Greuther Furth,Bochum,1,1,D,1,1,D,11026,"Meyer, F",8.0,9.0,4.0,3.0,0.0,0.0,4.0,5.0,16.0,22.0,0.0,2.0,1,2,0,0,10,20,2.05,3.1,3.15,2.1,3.0,3.1,1.95,3.1,3.5,2.1,3.1,3.1,2.0,3.1,3.2
D2,25/01/02,Karlsruhe,Bochum,4,1,H,2,0,H,12000,"Kemmling, U",14.0,8.0,6.0,3.0,0.0,0.0,4.0,6.0,7.0,11.0,2.0,6.0,0,3,0,0,0,30,2.4,3.2,2.5,2.5,3.0,2.5,2.375,3.1,2.625,2.3,3.1,2.7,2.35,3.15,2.55
D2,05/05/02,Schweinfurt,Mannheim,0,1,A,0,1,A,1500,Scheppe. D,12.0,4.0,4.0,3.0,2.0,0.0,5.0,3.0,9.0,11.0,0.0,0.0,0,2,0,0,0,20,2.55,3.1,2.45,2.4,3.1,2.4,,,,,,,2.65,3.3,2.2
D2,14/09/01,Saarbrucken,Duisburg,1,0,H,0,0,D,6000,Detlef Scheppe,12.0,12.0,4.0,6.0,0.0,1.0,6.0,2.0,14.0,18.0,4.0,4.0,2,3,0,0,20,30,,,,1.9,2.9,3.2,,,,,,,2.0,3.2,3.1
D2,30/09/01,Saarbrucken,Union Berlin,2,3,A,0,1,A,4500,Ralf Spker ,11.0,9.0,4.0,5.0,0.0,2.0,10.0,4.0,14.0,10.0,3.0,1.0,1,3,1,0,35,30,,,,2.3,2.9,2.5,,,,2.5,3.1,2.5,2.45,3.1,2.45
D2,03/02/02,Oberhausen,Aachen,4,0,H,3,0,H,5000,"Fleischer, H",14.0,7.0,9.0,0.0,0.0,0.0,10.0,2.0,16.0,19.0,2.0,4.0,3,3,1,0,55,30,2.3,3.25,2.6,2.2,3.0,2.9,2.4,3.1,2.6,2.4,3.2,2.5,2.35,3.1,2.55
D2,16/12/01,Hannover,Greuther Furth,3,1,H,1,0,H,22185,Peter Gagelmann,16.0,12.0,10.0,5.0,0.0,0.0,4.0,6.0,20.0,17.0,3.0,3.0,1,2,0,0,10,20,1.65,3.35,4.5,1.65,3.3,4.4,1.62,3.4,4.75,1.62,3.5,4.5,1.65,3.4,4.25
D2,27/01/02,Ein Frankfurt,Mannheim,2,2,D,1,0,H,15000,"Gagelmann, P",13.0,4.0,3.0,4.0,1.0,0.0,14.0,7.0,8.0,11.0,0.0,1.0,4,3,0,0,40,30,1.75,3.3,4.0,1.8,3.1,3.8,1.8,3.2,4.0,1.727,3.2,4.333,1.8,3.3,3.6
D2,02/03/02,Aachen,Schweinfurt,1,0,H,0,0,D,8893,"Minskowski, F",12.0,9.0,5.0,2.0,0.0,2.0,9.0,3.0,18.0,15.0,6.0,3.0,1,3,0,0,10,30,1.48,3.55,5.6,1.5,3.5,5.4,1.571,3.5,5.0,1.533,3.4,5.5,1.5,3.5,5.5
D2,02/12/01,Unterhaching,Union Berlin,2,1,H,1,0,H,3801,Ralf Spker,17.0,9.0,9.0,5.0,1.0,0.0,8.0,3.0,9.0,14.0,2.0,0.0,0,1,0,0,0,10,2.15,3.1,2.95,2.1,2.9,3.2,2.2,3.0,3.0,2.1,3.2,3.0,2.15,3.15,2.8
D2,14/09/01,Ahlen,Bochum,2,5,A,2,1,H,8465,Matthias Anklam,12.0,15.0,5.0,9.0,0.0,1.0,6.0,5.0,10.0,8.0,2.0,1.0,1,2,0,1,10,45,,,,2.0,2.9,3.0,,,,,,,2.3,3.1,2.65
D2,20/04/02,Karlsruhe,Aachen,1,2,A,1,2,A,11500,"Wezel, V",17.0,6.0,4.0,4.0,0.0,0.0,6.0,3.0,18.0,22.0,0.0,5.0,2,5,0,1,20,75,1.8,3.0,4.2,1.8,3.1,3.8,1.833,3.0,4.0,1.8,3.0,4.333,1.75,2.9,4.5
D2,21/04/02,Reutlingen,Mannheim,3,0,H,2,0,H,6174,"Sippel, P",11.0,4.0,7.0,2.0,0.0,0.0,11.0,5.0,15.0,18.0,2.0,1.0,1,4,0,0,10,40,2.05,2.8,3.55,2.2,2.5,3.5,2.0,2.875,3.6,2.1,2.875,3.3,2.15,2.8,3.15
D2,05/02/02,Greuther Furth,Reutlingen,4,1,H,3,1,H,4500,"Kammerer, S",8.0,2.0,5.0,2.0,1.0,0.0,4.0,2.0,7.0,5.0,0.0,1.0,0,0,0,0,0,0,1.75,3.25,4.0,1.75,3.2,4.0,1.615,3.25,5.0,,,,1.55,3.5,4.8
D2,15/09/01,Babelsberg,Unterhaching,1,4,A,0,2,A,4461,Thomas Frank,9.0,13.0,4.0,7.0,0.0,1.0,3.0,4.0,14.0,8.0,5.0,0.0,0,1,1,1,25,35,,,,2.0,2.9,3.0,,,,,,,1.9,3.3,3.25
D2,01/03/02,Union Berlin,Saarbrucken,3,0,H,0,0,D,7150,"Margenberg, D.",12.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,12.0,19.0,3.0,0.0,1,0,0,0,10,0,1.18,5.5,11.0,1.25,4.5,9.0,1.3,4.333,8.0,1.286,4.5,8.0,1.15,5.0,15.0
D2,28/01/02,Unterhaching,Mainz,0,0,D,0,0,D,4000,"Weber, S",8.0,10.0,6.0,2.0,0.0,1.0,5.0,4.0,24.0,16.0,1.0,3.0,3,5,0,1,30,75,2.55,3.2,2.35,2.4,3.0,2.6,2.625,3.1,2.375,2.6,3.1,2.375,2.45,3.1,2.45
D2,28/04/02,Hannover,Duisburg,4,1,H,4,0,H,18377,"Kinhfer, T",20.0,7.0,9.0,3.0,0.0,0.0,5.0,4.0,10.0,16.0,2.0,4.0,0,3,0,0,0,30,1.5,3.6,5.5,1.55,3.5,4.8,,,,1.533,3.6,5.0,,,
D2,25/01/02,Union Berlin,Oberhausen,3,1,H,2,0,H,7472,"Brych, F",11.0,15.0,6.0,8.0,0.0,0.0,5.0,2.0,10.0,8.0,1.0,2.0,0,0,0,0,0,0,1.55,3.4,5.3,1.7,3.2,4.2,1.571,3.4,5.25,1.533,3.6,5.0,1.5,3.6,5.2
D2,28/07/01,Ein Frankfurt,Reutlingen,3,1,H,0,1,A,17000,Herbert Fandel ,,,,,,,,,,,,,2,1,0,0,20,10,1.52,3.5,5.4,1.45,3.5,5.0,,,,,,,1.5,3.5,5.3
D2,27/10/01,Oberhausen,Reutlingen,0,1,A,0,0,D,3000,Frank Minskowski,,,,,,,,,,,,,1,0,1,0,35,0,2.25,3.0,2.85,2.0,3.1,3.2,,,,,,,1.95,3.25,3.15
D2,14/10/01,Greuther Furth,Bielefeld,0,1,A,0,1,A,8521,Knut Kircher,12.0,6.0,4.0,3.0,1.0,0.0,15.0,4.0,8.0,8.0,0.0,0.0,2,2,0,0,20,20,,,,2.1,3.0,3.1,,,,2.0,3.1,3.3,1.9,3.25,3.3
D2,14/10/01,Mainz,Reutlingen,2,1,H,1,1,D,8088,Dirk Margenberg,7.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,15.0,13.0,1.0,6.0,3,1,0,0,30,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8
D2,15/02/02,Union Berlin,Mannheim,2,0,H,0,0,D,7874,"Aust, J",13.0,8.0,4.0,3.0,1.0,0.0,10.0,3.0,5.0,9.0,1.0,1.0,0,2,0,0,0,20,1.68,3.4,4.2,1.7,3.2,4.2,1.727,3.2,4.333,1.727,3.4,4.0,1.7,3.25,4.15
D2,17/11/01,Oberhausen,Schweinfurt,5,0,H,1,0,H,3054,Knut Kircher,18.0,1.0,11.0,0.0,0.0,0.0,7.0,2.0,9.0,15.0,3.0,3.0,0,1,0,0,0,10,2.0,3.15,3.25,1.85,3.1,3.6,,,,2.2,3.2,2.8,1.95,3.3,3.1
D2,28/07/01,Bielefeld,Babelsberg,0,1,A,0,0,D,10641,Alfons Berg ,14.0,7.0,3.0,2.0,1.0,2.0,6.0,1.0,20.0,8.0,14.0,3.0,1,2,0,0,10,20,1.58,3.35,5.0,1.55,3.3,4.5,,,,1.67,3.4,4.5,1.5,3.5,5.3
D2,01/12/01,Mannheim,Reutlingen,1,0,H,0,0,D,4900,Manuel Grfe,14.0,16.0,5.0,6.0,0.0,2.0,5.0,7.0,19.0,19.0,1.0,4.0,5,2,0,0,50,20,2.02,3.15,3.2,1.9,3.0,3.6,2.1,3.2,3.0,2.2,3.2,2.8,2.2,3.1,2.8
D2,28/04/02,Ahlen,Ein Frankfurt,0,1,A,0,0,D,5500,"Kammerer, S",7.0,2.0,4.0,1.0,0.0,0.0,6.0,2.0,13.0,17.0,0.0,4.0,0,1,0,0,0,10,2.25,3.0,2.85,2.2,3.0,2.9,,,,2.2,3.1,2.875,,,
D2,23/02/02,Schweinfurt,Union Berlin,0,1,A,0,0,D,3251,Scheppe. D,11.0,9.0,4.0,4.0,0.0,1.0,4.0,6.0,26.0,24.0,2.0,2.0,3,2,0,0,30,20,2.55,3.05,2.45,2.9,3.0,2.2,2.625,3.1,2.375,2.75,3.25,2.2,2.6,3.15,2.3
D2,05/02/02,Ein Frankfurt,Saarbrucken,2,2,D,0,1,A,11500,"Brych, F",11.0,5.0,7.0,2.0,2.0,0.0,7.0,3.0,13.0,17.0,0.0,0.0,2,3,0,0,20,30,1.5,3.6,5.5,1.55,3.5,4.8,1.444,3.6,6.5,,,,1.45,3.55,6.0
D2,20/03/02,Bochum,Reutlingen,3,1,H,2,0,H,11000,"Voss, K",20.0,10.0,9.0,5.0,2.0,0.0,7.0,1.0,24.0,22.0,1.0,3.0,3,3,0,0,30,30,1.4,3.65,7.4,1.4,3.9,6.0,1.615,3.25,5.0,1.5,3.6,5.5,,,
D2,05/05/02,Ein Frankfurt,Babelsberg,1,1,D,1,1,D,7000,"Fleischer, H",7.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,0,1,0,0,0,10,1.3,4.3,8.2,1.3,4.2,8.0,,,,1.286,4.5,8.0,1.25,4.75,8.0
D2,07/09/01,Union Berlin,Reutlingen,5,0,H,3,0,H,7800,Kai Voss,12.0,10.0,7.0,4.0,0.0,0.0,8.0,5.0,13.0,11.0,1.0,2.0,1,2,0,0,10,20,,,,1.7,3.1,3.8,,,,1.67,3.25,4.5,1.7,3.3,4.0
D2,27/07/01,Greuther Furth,Oberhausen,2,2,D,1,1,D,7051,Jrg Kessler ,13.0,8.0,4.0,5.0,0.0,0.0,1.0,3.0,20.0,8.0,3.0,2.0,1,4,0,1,10,65,1.8,3.2,3.85,1.85,2.9,3.4,,,,1.8,3.25,4.0,1.75,3.2,3.9
D2,14/12/01,Oberhausen,Duisburg,0,2,A,0,2,A,7187,Markus Schmidt,6.0,7.0,5.0,5.0,0.0,0.0,4.0,7.0,4.0,12.0,2.0,1.0,1,2,0,0,10,20,2.3,3.05,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.7,2.25,3.2,2.6
D2,09/12/01,Schweinfurt,Reutlingen,2,1,H,1,0,H,5250,Stefan Trautmann,14.0,10.0,5.0,4.0,0.0,0.0,10.0,2.0,19.0,17.0,0.0,0.0,1,1,0,0,10,10,2.3,3.1,2.7,2.4,2.9,2.7,2.25,3.2,2.75,2.2,3.2,2.8,2.2,3.1,2.8
D2,30/09/01,Babelsberg,Mainz,0,1,A,0,0,D,3900,Hartmut Strampe,18.0,12.0,8.0,6.0,0.0,0.0,5.0,2.0,21.0,17.0,3.0,3.0,2,4,0,1,20,65,,,,2.3,2.9,2.5,,,,2.38,3.0,2.7,2.4,3.15,2.45
D2,13/10/01,Union Berlin,Ein Frankfurt,0,4,A,0,1,A,14000,Detlef Scheppe,8.0,10.0,5.0,4.0,0.0,0.0,10.0,0.0,13.0,11.0,2.0,1.0,0,1,0,0,0,10,,,,2.1,3.0,3.1,,,,2.1,3.1,3.1,1.95,3.25,3.15
D2,12/04/02,Bochum,Duisburg,3,0,H,0,0,D,15720,"Sippel, P",16.0,8.0,6.0,3.0,0.0,0.0,5.0,4.0,11.0,10.0,1.0,1.0,2,1,0,0,20,10,1.4,3.8,6.3,1.6,3.4,4.6,1.444,3.6,6.0,1.444,3.6,6.5,1.5,3.6,5.25
D2,06/04/02,Mannheim,Ahlen,2,0,H,0,0,D,4400,"Brych, F",5.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,16.0,11.0,0.0,0.0,2,0,0,0,20,0,1.7,3.4,3.85,1.65,3.3,4.4,1.8,3.25,3.75,,,,1.8,3.2,3.7
D2,19/10/01,Ahlen,Karlsruhe,4,1,H,1,0,H,6352,Mike Pickel,17.0,8.0,11.0,3.0,0.0,0.0,5.0,3.0,15.0,12.0,0.0,3.0,5,3,0,1,50,55,1.9,3.1,3.6,1.85,3.2,3.5,,,,,,,1.8,3.35,3.55
D2,03/08/01,Schweinfurt,Saarbrucken,2,1,H,1,1,D,7152,Thorsten Kinhfer ,13.0,19.0,9.0,8.0,0.0,1.0,3.0,5.0,17.0,16.0,0.0,1.0,2,4,0,0,20,40,,,,2.4,2.9,2.4,,,,2.38,3.1,2.7,2.5,2.95,2.5
