Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
D2,05/05/02,Aachen,Bochum,1,3,A,0,2,A,20000,"Weiner, M",11.0,7.0,6.0,5.0,0.0,1.0,2.0,7.0,16.0,15.0,1.0,3.0,5,5,1,1,75,75,,,,,,,4.333,3.6,1.571,,,,5.0,4.0,1.45
D2,02/11/01,Schweinfurt,Hannover,1,4,A,0,3,A,9236,Lutz-Michael Frhlich,9.0,12.0,4.0,6.0,0.0,0.0,2.0,6.0,12.0,10.0,1.0,0.0,1,1,0,1,10,35,2.9,3.1,2.18,3.0,2.9,2.2,,,,2.6,3.1,2.38,2.8,3.0,2.25
D2,21/10/01,Ein Frankfurt,Aachen,2,2,D,0,1,A,16000,Ralf Spker,12.0,11.0,4.0,6.0,0.0,0.0,8.0,6.0,6.0,15.0,5.0,3.0,2,2,0,0,20,20,1.44,3.65,6.2,1.45,3.8,5.4,,,,,,,1.45,3.6,5.8
D2,06/04/02,Greuther Furth,Aachen,3,0,H,2,0,H,8000,"Kinhfer, T",8.0,2.0,4.0,1.0,0.0,0.0,5.0,2.0,15.0,17.0,0.0,1.0,0,2,0,0,0,20,1.3,4.3,7.1,1.4,3.7,6.4,1.4,3.75,7.0,,,,1.4,3.8,6.3
D2,12/10/01,Karlsruhe,Duisburg,2,0,H,1,0,H,11000,Gnter Perl,7.0,5.0,2.0,4.0,0.0,0.0,5.0,3.0,18.0,11.0,1.0,1.0,1,5,0,1,10,75,,,,1.9,3.1,3.5,,,,1.8,3.25,3.75,1.8,3.25,3.65
D2,30/11/01,Mainz,Duisburg,4,4,D,1,1,D,8150,Peter Sippel,11.0,8.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,12.0,4.0,5.0,3,3,0,0,30,30,1.55,3.5,5.1,1.65,3.3,4.4,1.5,3.5,5.75,1.5,3.6,5.5,1.55,3.5,4.8
D2,23/09/01,Greuther Furth,Saarbrucken,3,1,H,0,1,A,5250,Volker Wezel,15.0,9.0,9.0,3.0,0.0,0.0,5.0,5.0,15.0,24.0,0.0,0.0,0,5,0,1,0,75,,,,1.7,3.1,3.8,,,,,,,1.6,3.3,4.8
D2,31/03/02,Unterhaching,Bielefeld,1,3,A,1,0,H,3500,"Weiner, M",7.0,9.0,2.0,4.0,0.0,0.0,5.0,9.0,22.0,16.0,0.0,3.0,2,4,0,0,20,40,2.6,3.2,2.4,2.5,3.0,2.5,2.625,3.2,2.3,2.625,3.2,2.3,2.55,3.15,2.35
D2,24/02/02,Babelsberg,Bochum,1,2,A,1,1,D,3000,"Wagner, L",10.0,8.0,6.0,7.0,1.0,0.0,4.0,10.0,18.0,23.0,4.0,2.0,1,1,0,0,10,10,4.0,3.4,1.7,3.4,3.2,1.85,3.2,3.2,2.0,3.25,3.4,1.909,3.2,3.2,1.95
D2,15/02/02,Unterhaching,Babelsberg,3,1,H,1,0,H,2200,"Voss, K",21.0,10.0,6.0,7.0,0.0,0.0,10.0,5.0,16.0,19.0,0.0,0.0,1,4,1,1,35,65,1.57,3.45,5.0,1.55,3.5,4.8,1.571,3.3,5.5,,,,1.6,3.3,4.75
D2,28/09/01,Reutlingen,Bochum,3,0,H,1,0,H,7000,Stefan Weber,16.0,13.0,6.0,7.0,0.0,1.0,7.0,3.0,14.0,9.0,3.0,2.0,1,3,0,1,10,55,,,,2.4,2.9,2.4,,,,,,,2.85,3.1,2.15
D2,25/11/01,Mannheim,Babelsberg,4,1,H,2,1,H,4650,Ralf Spker ,17.0,6.0,7.0,1.0,0.0,0.0,4.0,3.0,9.0,15.0,1.0,1.0,0,2,0,0,0,20,1.67,3.3,4.4,1.6,3.4,4.6,,,,,,,1.6,3.4,4.6
D2,16/03/02,Karlsruhe,Ahlen,2,2,D,0,2,A,9500,"Jansen, J",10.0,6.0,5.0,2.0,0.0,0.0,7.0,4.0,16.0,18.0,2.0,2.0,1,3,0,0,10,30,1.95,3.35,3.15,2.0,3.1,3.2,2.2,3.2,2.8,2.2,3.25,2.75,,,
D2,23/11/01,Duisburg,Bochum,0,1,A,0,1,A,11312,Edgar Steinborn,12.0,12.0,4.0,6.0,0.0,0.0,8.0,6.0,8.0,11.0,0.0,2.0,2,2,0,0,20,20,2.3,3.1,2.8,2.2,2.9,3.0,,,,,,,2.2,3.15,2.75
D2,24/02/02,Reutlingen,Unterhaching,1,1,D,0,0,D,5095,"Gagelmann, P",13.0,16.0,2.0,4.0,1.0,0.0,9.0,3.0,20.0,19.0,1.0,0.0,2,0,0,0,20,0,1.87,3.1,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.833,3.2,3.75,1.8,3.25,3.65
D2,06/02/02,Karlsruhe,Mainz,1,4,A,1,3,A,10200,"Strampe, H",6.0,9.0,2.0,5.0,0.0,0.0,6.0,0.0,17.0,19.0,2.0,3.0,3,2,0,1,30,45,2.4,3.1,2.6,2.3,3.0,2.7,2.625,3.1,2.375,,,,2.3,3.15,2.6
D2,28/04/02,Bochum,Union Berlin,2,1,H,1,1,D,17523,"Keler, J",17.0,8.0,12.0,2.0,1.0,0.0,12.0,2.0,12.0,14.0,3.0,3.0,1,3,1,0,35,30,1.35,4.25,6.65,1.4,3.9,6.0,,,,1.444,3.75,6.0,,,
D2,08/02/02,Schweinfurt,Duisburg,2,2,D,1,0,H,4350,"Kessler, J",5.0,8.0,4.0,6.0,0.0,0.0,3.0,5.0,10.0,8.0,0.0,0.0,2,1,0,0,20,10,2.4,3.1,2.6,2.5,3.0,2.5,2.4,3.1,2.6,2.5,3.2,2.4,2.5,3.1,2.4
D2,27/01/02,Aachen,Hannover,2,4,A,1,2,A,18500,"Wagner, L",15.0,12.0,6.0,6.0,1.0,0.0,11.0,1.0,18.0,20.0,2.0,5.0,2,3,0,0,20,30,2.5,3.0,2.55,2.8,2.9,2.3,2.6,3.0,2.5,2.6,3.1,2.375,2.45,3.1,2.45
D2,18/08/01,Babelsberg,Union Berlin,3,2,H,0,1,A,15500,Markus Schmidt,12.0,13.0,6.0,4.0,1.0,0.0,2.0,3.0,25.0,8.0,5.0,4.0,4,2,0,0,40,20,,,,2.4,2.9,2.4,,,,,,,2.45,3.0,2.5
D2,05/04/02,Union Berlin,Karlsruhe,1,3,A,1,2,A,9000,"Meyer, F",12.0,8.0,4.0,4.0,1.0,0.0,5.0,4.0,18.0,14.0,1.0,3.0,1,4,0,0,10,40,1.4,3.75,6.25,1.5,3.5,5.4,1.5,3.5,5.75,,,,1.4,3.8,6.3
D2,13/10/01,Oberhausen,Ahlen,2,3,A,1,1,D,2000,Thomas Frank,14.0,14.0,8.0,10.0,1.0,0.0,3.0,6.0,18.0,16.0,1.0,1.0,1,5,0,0,10,50,,,,2.4,3.0,2.6,,,,2.5,3.1,2.5,2.35,3.2,2.5
D2,29/07/01,Unterhaching,Bochum,0,2,A,0,0,D,5500,Knut Kircher ,14.0,8.0,6.0,4.0,0.0,0.0,8.0,2.0,8.0,6.0,1.0,0.0,0,1,0,0,0,10,2.07,3.05,3.15,2.2,2.9,2.7,,,,2.0,3.25,3.25,2.2,3.0,2.85
D2,08/02/02,Mannheim,Greuther Furth,1,4,A,0,1,A,5000,"Merk, M",6.0,14.0,3.0,7.0,0.0,1.0,2.0,4.0,14.0,8.0,0.0,0.0,1,1,0,0,10,10,2.2,3.1,2.9,2.2,3.0,2.9,2.2,3.1,2.875,2.25,3.2,2.75,2.25,3.15,2.65
D2,05/11/01,Ein Frankfurt,Bochum,1,0,H,0,0,D,20000,Franz-Xaver Wack,7.0,7.0,4.0,2.0,0.0,1.0,13.0,2.0,14.0,27.0,2.0,3.0,0,1,0,0,0,10,1.85,3.25,3.55,1.9,3.1,3.5,,,,1.91,3.2,3.5,1.9,3.25,3.3
D2,26/10/01,Union Berlin,Duisburg,0,1,A,0,1,A,7482,Stefan Weber,6.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0,13.0,10.0,1.0,1.0,0,2,0,0,0,20,1.6,3.45,4.75,1.75,3.3,3.8,,,,,,,1.6,3.4,4.6
D2,28/04/02,Oberhausen,Bielefeld,0,0,D,0,0,D,8417,"Meyer, F",8.0,10.0,3.0,3.0,0.0,0.0,5.0,6.0,20.0,18.0,1.0,2.0,3,1,0,0,30,10,3.15,2.65,2.0,3.2,2.7,2.2,,,,3.2,3.2,2.0,,,
D2,23/03/02,Babelsberg,Ahlen,1,2,A,1,2,A,2317,"Perl, G.",7.0,11.0,3.0,7.0,0.0,1.0,4.0,9.0,7.0,10.0,1.0,2.0,3,2,1,0,55,20,3.3,3.2,1.95,2.8,3.1,2.2,3.0,3.25,2.0,3.1,3.3,2.0,,,
D2,24/09/01,Duisburg,Ein Frankfurt,1,1,D,0,1,A,5000,Michael Weiner,22.0,8.0,7.0,5.0,0.0,0.0,7.0,5.0,20.0,24.0,4.0,12.0,2,3,0,1,20,55,,,,2.7,2.9,2.2,,,,,,,2.85,3.1,2.15
D2,17/08/01,Schweinfurt,Bielefeld,1,0,H,0,0,D,11153,Manuel Grfe ,11.0,12.0,6.0,7.0,1.0,0.0,7.0,11.0,13.0,13.0,4.0,4.0,2,2,0,0,20,20,,,,2.7,2.9,2.2,,,,2.3,3.2,2.62,2.4,3.1,2.5
D2,12/08/01,Unterhaching,Hannover,1,1,D,0,0,D,4000,Dirk Margenberg ,11.0,17.0,6.0,9.0,0.0,0.0,0.0,7.0,16.0,13.0,1.0,1.0,1,1,0,0,10,10,,,,1.9,2.9,3.2,,,,1.8,3.2,4.0,2.0,3.1,3.15
D2,15/10/01,Bochum,Mannheim,1,1,D,1,1,D,10000,Peter Gagelmann,13.0,9.0,8.0,4.0,0.0,1.0,6.0,5.0,19.0,19.0,3.0,3.0,1,1,0,0,10,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8
D2,18/12/01,Reutlingen,Ein Frankfurt,2,1,H,0,1,A,6000,Lutz Michael Frhlich,11.0,6.0,8.0,4.0,0.0,0.0,6.0,2.0,9.0,16.0,0.0,0.0,1,2,0,0,10,20,2.45,3.05,2.55,2.4,3.0,2.6,2.5,3.1,2.5,2.5,3.0,2.5,2.35,3.15,2.55
D2,03/03/02,Karlsruhe,Oberhausen,0,1,A,0,0,D,16000,"Anklam, M",14.0,8.0,8.0,5.0,0.0,0.0,6.0,5.0,13.0,23.0,4.0,3.0,3,3,0,1,30,55,2.0,3.1,3.25,2.0,3.1,3.2,1.909,3.1,3.6,1.909,3.25,3.4,1.95,3.25,3.15
D2,10/03/02,Ahlen,Oberhausen,2,1,H,1,0,H,6400,"Schling, C",9.0,16.0,7.0,7.0,0.0,0.0,10.0,5.0,24.0,12.0,2.0,1.0,2,0,0,0,20,0,1.85,3.2,3.65,2.1,3.0,3.1,1.8,3.25,3.8,1.8,3.25,3.75,1.85,3.25,3.5
D2,25/01/02,Duisburg,Babelsberg,4,1,H,2,0,H,7000,"Stark, W",10.0,8.0,7.0,5.0,0.0,0.0,1.0,3.0,14.0,22.0,4.0,3.0,2,1,0,1,20,35,1.65,3.3,4.6,1.75,3.2,4.0,1.667,3.3,4.5,1.667,3.25,4.5,1.65,3.3,4.4
D2,22/09/01,Bochum,Babelsberg,4,1,H,2,0,H,10773,Babak Rafati,13.0,6.0,9.0,4.0,1.0,0.0,10.0,5.0,5.0,2.0,1.0,2.0,0,2,0,0,0,20,,,,1.55,3.3,4.5,,,,,,,1.5,3.45,5.5
D2,08/09/01,Duisburg,Schweinfurt,0,0,D,0,0,D,5095,Frank Minskowski,8.0,4.0,4.0,2.0,0.0,0.0,9.0,2.0,15.0,18.0,1.0,1.0,2,1,0,0,20,10,,,,1.7,3.1,3.8,,,,1.91,3.1,3.6,1.8,3.25,3.6
D2,31/03/02,Ahlen,Reutlingen,1,2,A,0,2,A,4500,"Anklam, M",13.0,7.0,6.0,4.0,0.0,0.0,8.0,6.0,18.0,17.0,2.0,1.0,4,3,0,0,40,30,1.8,3.25,3.75,2.0,3.1,3.2,1.833,3.3,3.6,1.727,3.4,4.0,1.7,3.35,4.0
D2,17/09/01,Ein Frankfurt,Bielefeld,0,2,A,0,0,D,10000,Felix Brych,8.0,9.0,3.0,5.0,0.0,0.0,4.0,5.0,23.0,13.0,4.0,2.0,1,1,0,0,10,10,,,,1.65,3.1,4.0,,,,,,,1.55,3.5,4.8
D2,23/03/02,Greuther Furth,Karlsruhe,1,1,D,0,1,A,6190,Scheppe. D,15.0,5.0,11.0,1.0,0.0,1.0,6.0,7.0,10.0,16.0,4.0,2.0,3,2,0,0,30,20,1.42,3.8,6.25,1.45,3.8,5.4,1.444,3.5,6.0,1.5,3.6,5.5,1.45,3.55,6.0
D2,23/11/01,Ein Frankfurt,Hannover,1,1,D,1,1,D,17100,Jrg Kessler ,10.0,15.0,3.0,4.0,0.0,1.0,3.0,7.0,15.0,17.0,3.0,0.0,3,3,0,0,30,30,2.05,3.1,3.25,2.0,3.0,3.3,,,,,,,2.1,3.1,2.95
D2,14/10/01,Hannover,Babelsberg,6,1,H,3,0,H,28200,Markus Merk,18.0,7.0,11.0,4.0,2.0,2.0,5.0,1.0,9.0,8.0,3.0,3.0,0,2,0,0,0,20,,,,1.4,3.9,6.0,,,,1.5,3.6,5.5,1.45,3.65,5.75
D2,03/08/01,Oberhausen,Union Berlin,0,3,A,0,1,A,6000,Matthias Anklam ,9.0,8.0,3.0,3.0,0.0,0.0,10.0,2.0,10.0,9.0,2.0,0.0,2,2,0,0,20,20,,,,1.7,3.1,3.8,,,,1.91,3.2,3.6,1.75,3.15,4.0
D2,19/08/01,Mainz,Karlsruhe,1,0,H,0,0,D,9000,Thorsten Kinhfer ,14.0,7.0,6.0,3.0,0.0,1.0,5.0,3.0,24.0,20.0,2.0,4.0,2,2,0,0,20,20,,,,2.0,2.9,3.0,,,,2.0,3.1,3.3,2.05,3.15,3.0
D2,19/12/01,Bochum,Unterhaching,4,0,H,3,0,H,9361,Dirk Margenberg ,22.0,10.0,10.0,4.0,0.0,2.0,4.0,3.0,16.0,16.0,1.0,1.0,1,2,0,0,10,20,1.75,3.25,4.0,1.7,3.2,4.2,1.75,3.3,4.0,1.73,3.2,4.33,1.6,3.4,4.6
D2,03/12/01,Hannover,Bielefeld,4,4,D,2,2,D,21255,Franz-Xaver Wack,14.0,16.0,8.0,10.0,0.0,0.0,7.0,2.0,19.0,18.0,4.0,3.0,1,4,1,0,35,40,1.85,3.1,3.75,1.8,3.1,3.8,1.91,3.1,3.6,1.83,3.2,3.75,1.95,3.1,3.3
D2,21/04/02,Saarbrucken,Ahlen,2,4,A,1,2,A,1000,"Lange, P",10.0,17.0,4.0,6.0,1.0,1.0,4.0,1.0,16.0,13.0,8.0,2.0,3,1,1,0,55,10,2.65,3.25,2.25,2.4,3.1,2.4,,,,,,,,,
D2,08/03/02,Schweinfurt,Unterhaching,3,1,H,1,1,D,4052,"Stachowiak, A",11.0,17.0,6.0,7.0,0.0,1.0,1.0,7.0,16.0,17.0,2.0,2.0,4,4,1,0,65,40,2.25,3.1,2.8,2.4,3.0,2.6,2.25,3.1,2.8,2.3,3.2,2.625,2.4,3.15,2.5
D2,19/11/01,Mainz,Ein Frankfurt,1,1,D,0,0,D,15500,Jrgen Aust,12.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,20.0,22.0,5.0,6.0,2,2,0,0,20,20,2.15,3.1,2.95,2.3,2.9,2.8,,,,2.0,3.2,3.2,2.2,3.0,2.85
D2,01/03/02,Duisburg,Bielefeld,2,1,H,0,1,A,7221,"Trautmann, S",9.0,11.0,3.0,3.0,0.0,0.0,7.0,8.0,15.0,19.0,2.0,5.0,3,3,0,0,30,30,2.4,3.1,2.55,2.5,3.0,2.5,2.4,3.1,2.6,2.3,3.1,2.7,2.4,3.1,2.5
D2,18/11/01,Unterhaching,Duisburg,0,1,A,0,1,A,7500,Stephan Kammerer,13.0,8.0,6.0,5.0,1.0,0.0,9.0,1.0,14.0,21.0,3.0,2.0,2,2,0,0,20,20,1.8,3.2,3.85,1.85,3.1,3.6,,,,1.8,3.25,3.75,1.7,3.35,4.0
D2,15/04/02,Mainz,Bielefeld,4,1,H,2,1,H,15000,"Wack, F.-X.",10.0,8.0,6.0,3.0,0.0,0.0,5.0,1.0,14.0,15.0,3.0,1.0,2,1,0,1,20,35,2.1,3.1,2.95,2.2,2.9,3.0,2.1,3.0,3.2,2.0,3.1,3.3,2.1,3.1,2.95
D2,28/04/02,Unterhaching,Aachen,2,0,H,1,0,H,7200,"Jansen, J",6.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,8.0,11.0,1.0,0.0,0,1,0,0,0,10,1.67,3.45,4.2,1.7,3.2,4.2,,,,1.8,3.4,3.6,,,
D2,16/02/02,Aachen,Reutlingen,1,1,D,0,0,D,8894,"Stachowiak, A",7.0,5.0,4.0,1.0,1.0,1.0,6.0,3.0,20.0,16.0,0.0,1.0,3,2,0,0,30,20,1.85,3.2,3.5,1.9,3.1,3.5,1.85,3.25,3.6,1.909,3.2,3.5,1.8,3.3,3.6
D2,17/02/02,Bochum,Ahlen,3,1,H,1,0,H,10339,"Wezel, V",13.0,7.0,6.0,2.0,0.0,0.0,5.0,3.0,15.0,17.0,3.0,2.0,1,3,1,0,35,30,1.8,3.2,3.85,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8
D2,29/09/01,Schweinfurt,Aachen,1,0,H,0,0,D,5000,Stephan Kammerer,10.0,8.0,5.0,2.0,0.0,1.0,1.0,5.0,12.0,18.0,1.0,0.0,1,2,0,0,10,20,,,,2.0,2.9,3.0,,,,,,,1.9,3.2,3.35
D2,19/10/01,Mannheim,Mainz,2,4,A,2,2,D,7000,Babak Rafati,9.0,12.0,6.0,6.0,0.0,1.0,7.0,5.0,13.0,11.0,7.0,6.0,1,1,0,0,10,10,2.3,3.1,2.65,2.2,2.9,3.0,,,,,,,2.35,3.15,2.55
D2,16/02/02,Mainz,Oberhausen,3,3,D,2,0,H,8655,"Kircher, K",13.0,9.0,6.0,5.0,0.0,0.0,10.0,4.0,12.0,15.0,5.0,1.0,2,2,0,0,20,20,1.47,3.7,5.7,1.6,3.4,4.6,1.5,3.5,5.75,1.444,3.75,6.0,1.55,3.55,4.75
D2,18/12/01,Babelsberg,Bielefeld,0,2,A,0,0,D,2600,Christian Schssling,18.0,11.0,7.0,4.0,0.0,0.0,6.0,5.0,13.0,15.0,1.0,1.0,1,2,0,0,10,20,3.55,3.3,1.85,3.2,3.1,2.0,,,,3.0,3.1,2.1,2.95,3.2,2.05
D2,01/12/01,Aachen,Karlsruhe,2,0,H,1,0,H,10000,Hermann Albrecht,18.0,11.0,6.0,3.0,0.0,0.0,7.0,8.0,21.0,19.0,2.0,3.0,1,4,0,0,10,40,2.1,2.9,3.25,2.0,3.1,3.2,2.1,3.0,3.2,2.2,3.1,2.88,2.05,3.15,3.0
D2,16/12/01,Mannheim,Schweinfurt,2,0,H,1,0,H,5100,Florian Meyer,14.0,8.0,8.0,4.0,0.0,0.0,7.0,0.0,17.0,19.0,3.0,2.0,1,3,0,0,10,30,1.6,3.4,4.75,1.55,3.5,4.8,1.6,3.3,5.0,1.62,3.25,5.0,1.6,3.4,4.6
D2,17/03/02,Greuther Furth,Duisburg,2,1,H,0,0,D,7560,"Kemmling, U",10.0,10.0,3.0,3.0,1.0,0.0,4.0,5.0,15.0,14.0,0.0,5.0,2,1,0,1,20,35,1.72,3.3,4.1,1.65,3.3,4.4,1.7,3.25,4.333,1.727,3.2,4.333,,,
D2,26/01/02,Bielefeld,Reutlingen,1,1,D,0,0,D,10056,"Kessler, J",16.0,6.0,9.0,4.0,0.0,0.0,10.0,7.0,18.0,14.0,2.0,2.0,4,2,0,0,40,20,1.6,3.4,4.8,1.55,3.5,4.8,1.667,3.4,4.333,1.615,3.5,4.5,1.55,3.5,4.8
D2,13/04/02,Ahlen,Schweinfurt,3,1,H,2,0,H,3130,"Rafati, B",7.0,2.0,4.0,2.0,0.0,0.0,11.0,2.0,12.0,13.0,3.0,2.0,1,1,0,0,10,10,1.25,4.3,9.35,1.4,3.9,6.0,1.364,3.8,7.0,1.333,4.333,7.0,1.35,4.0,6.8
D2,06/08/01,Mannheim,Ein Frankfurt,0,0,D,0,0,D,18000,Edgar Steinborn,13.0,9.0,5.0,2.0,0.0,0.0,3.0,0.0,16.0,23.0,1.0,2.0,1,4,0,0,10,40,,,,2.2,2.9,2.7,,,,,,,2.25,3.0,2.8
D2,25/11/01,Union Berlin,Aachen,5,1,H,1,0,H,8000,Stefan Trautmann,11.0,8.0,5.0,4.0,2.0,0.0,6.0,2.0,23.0,19.0,2.0,4.0,2,3,0,0,20,30,1.65,3.35,4.5,1.75,3.2,4.0,,,,,,,1.7,3.4,3.9
D2,28/09/01,Bielefeld,Duisburg,2,2,D,1,2,A,11000,Lutz Wagner,12.0,8.0,6.0,5.0,0.0,1.0,4.0,8.0,20.0,13.0,3.0,1.0,0,2,0,0,0,20,,,,1.55,3.3,4.5,,,,,,,1.5,3.6,5.2
D2,24/03/02,Saarbrucken,Bochum,0,2,A,0,1,A,2000,"Koop, T",13.0,9.0,7.0,5.0,0.0,1.0,3.0,4.0,15.0,20.0,1.0,0.0,0,0,0,0,0,0,5.5,3.6,1.45,5.0,3.7,1.5,4.75,3.4,1.571,4.5,3.25,1.667,4.8,3.5,1.55
D2,03/02/02,Hannover,Unterhaching,1,0,H,1,0,H,26289,"Trautmann, S",16.0,7.0,3.0,4.0,0.0,0.0,7.0,5.0,9.0,22.0,5.0,3.0,1,1,0,0,10,10,1.45,3.7,5.9,1.55,3.5,4.8,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.6,7.0
D2,14/12/01,Ahlen,Bielefeld,1,1,D,0,0,D,8818,Helmut Fleischer,16.0,7.0,5.0,5.0,0.0,0.0,6.0,2.0,17.0,14.0,0.0,1.0,1,0,0,0,10,0,2.35,3.05,2.7,2.4,2.9,2.7,2.2,3.2,2.8,2.25,3.2,2.75,2.2,3.2,2.7
D2,19/12/01,Oberhausen,Greuther Furth,1,2,A,0,1,A,2505,Stefan Weber,11.0,9.0,4.0,4.0,0.0,0.0,9.0,10.0,19.0,18.0,7.0,6.0,2,3,0,0,20,30,2.4,3.2,2.5,2.4,3.0,2.6,2.5,3.25,2.4,2.6,3.1,2.38,2.5,3.25,2.3
D2,16/12/01,Mainz,Union Berlin,1,0,H,1,0,H,7816,Torsten Koop,20.0,11.0,6.0,4.0,0.0,0.0,6.0,3.0,10.0,16.0,7.0,7.0,2,1,0,0,20,10,1.67,3.35,4.35,1.7,3.2,4.2,1.67,3.3,4.5,1.67,3.25,4.5,1.7,3.35,4.0
D2,02/02/02,Mannheim,Bielefeld,1,1,D,0,1,A,7000,"Minskowski, F",24.0,11.0,8.0,3.0,0.0,1.0,11.0,4.0,24.0,23.0,1.0,0.0,3,1,0,1,30,35,2.25,3.25,2.65,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.1,2.7,2.2,3.15,2.75
D2,11/08/01,Aachen,Oberhausen,2,1,H,1,1,D,9200,Udo Stark ,7.0,5.0,3.0,2.0,0.0,0.0,2.0,2.0,12.0,14.0,1.0,1.0,0,3,0,0,0,30,,,,2.1,2.9,2.9,,,,2.0,3.1,3.4,2.25,2.9,2.85
D2,05/04/02,Schweinfurt,Oberhausen,0,3,A,0,1,A,3710,"Schmidt, M",10.0,16.0,4.0,7.0,0.0,0.0,3.0,5.0,19.0,11.0,3.0,4.0,0,1,0,0,0,10,3.1,3.35,1.95,3.1,3.0,2.1,2.5,3.2,2.4,,,,2.55,3.25,2.3
D2,09/02/02,Ahlen,Unterhaching,2,0,H,0,0,D,4225,"Weiner, M",5.0,4.0,3.0,2.0,1.0,0.0,5.0,2.0,14.0,17.0,4.0,1.0,2,2,0,0,20,20,1.85,3.2,3.7,1.75,3.2,4.0,1.75,3.25,4.0,1.727,3.2,4.333,1.7,3.3,4.1
D2,08/03/02,Duisburg,Karlsruhe,2,0,H,0,0,D,7490,"Schmidt, M",16.0,8.0,7.0,2.0,1.0,0.0,8.0,2.0,18.0,11.0,2.0,3.0,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.667,3.4,4.5,1.667,3.25,4.5,1.7,3.35,4.0
D2,03/02/02,Ahlen,Union Berlin,2,2,D,0,1,A,7815,"Strampe, H",12.0,12.0,5.0,4.0,0.0,2.0,5.0,2.0,17.0,15.0,0.0,0.0,3,1,0,0,30,10,2.0,3.25,3.1,2.0,3.1,3.2,2.1,3.1,3.1,2.0,3.2,3.2,2.0,3.15,3.15
D2,13/04/02,Hannover,Ein Frankfurt,1,2,A,1,2,A,25375,"Kircher, K",15.0,7.0,7.0,3.0,0.0,0.0,12.0,2.0,14.0,8.0,2.0,4.0,0,1,0,0,0,10,1.55,3.5,4.9,1.55,3.5,4.8,1.55,3.4,5.0,1.444,3.6,6.5,1.5,3.45,5.5
D2,24/11/01,Saarbrucken,Oberhausen,1,0,H,0,0,D,4000,Volker Wezel,11.0,8.0,4.0,3.0,0.0,0.0,9.0,3.0,17.0,23.0,3.0,2.0,4,2,0,0,40,20,2.1,3.1,3.05,2.1,2.9,3.2,,,,,,,2.15,3.2,2.8
D2,22/02/02,Saarbrucken,Greuther Furth,0,3,A,0,3,A,4000,"Pickel, M.",6.0,22.0,3.0,12.0,0.0,0.0,3.0,6.0,17.0,14.0,1.0,3.0,3,2,0,0,30,20,4.3,3.45,1.65,3.5,3.1,1.9,3.6,3.3,1.833,3.4,3.25,1.909,3.65,3.25,1.8
D2,17/08/01,Reutlingen,Greuther Furth,0,1,A,0,1,A,7000,Mike Pickel,12.0,5.0,8.0,3.0,0.0,0.0,6.0,2.0,9.0,10.0,0.0,0.0,5,1,0,1,50,35,,,,2.1,2.9,2.9,,,,2.0,3.2,3.2,2.1,3.15,2.9
D2,05/05/02,Saarbrucken,Reutlingen,4,3,H,1,2,A,1500,"Perl, G.",11.0,7.0,7.0,6.0,0.0,0.0,0.0,8.0,10.0,12.0,1.0,1.0,4,1,0,0,40,10,,,,,,,,,,,,,,,
D2,28/04/02,Reutlingen,Schweinfurt,3,1,H,3,1,H,5000,"Aust, J",10.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1,1,0,0,10,10,1.3,4.5,7.5,,,,,,,,,,,,
D2,16/11/01,Karlsruhe,Union Berlin,1,1,D,0,0,D,11000,Babak Rafati,13.0,8.0,3.0,2.0,2.0,0.0,8.0,5.0,13.0,19.0,0.0,0.0,3,1,0,0,30,10,1.9,3.15,3.5,2.0,3.0,3.3,,,,,,,1.95,3.25,3.15
D2,20/12/01,Hannover,Union Berlin,3,2,H,2,0,H,17000,Herbert Fandel,12.0,10.0,6.0,3.0,0.0,0.0,4.0,5.0,13.0,15.0,1.0,1.0,1,3,0,0,10,30,1.6,3.4,4.8,1.65,3.3,4.4,1.6,3.4,4.8,1.67,3.4,4.33,1.6,3.45,4.5
D2,12/04/02,Karlsruhe,Reutlingen,1,0,H,0,0,D,12500,"Grfe, M",20.0,13.0,8.0,5.0,1.0,0.0,4.0,8.0,18.0,22.0,0.0,4.0,4,3,0,0,40,30,1.75,3.25,4.0,1.8,3.1,3.8,1.833,3.2,3.6,1.8,3.1,4.0,1.75,3.3,3.8
