Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,WHH,WHD,WHA
D2,20/05/01,Mannheim,Mainz,4,0,H,1,0,H,27000.0,Helmut Fleischer ,12.0,10.0,7.0,2.0,,1.0,6.0,0.0,14.0,14.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,1.3,4.5,7.25,,,,1.35,4.0,6.75
D2,24/09/00,Osnabruck,Hannover,0,1,A,0,0,D,10573.0,Helmut Fleischer ,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,10.0,2.45,2.9,2.45,2.4,2.9,2.4,2.5,2.9,2.55
D2,21/10/00,Greuther Furth,Nurnberg,0,0,D,0,0,D,35100.0,Michael Weiner ,,,,,,,,,,,,,3.0,2.0,0.0,0.0,30.0,20.0,3.4,3.15,1.9,3.5,3.0,1.8,4.1,3.1,1.75
D2,10/09/00,St Pauli,Stuttgarter K,4,0,H,2,0,H,16255.0,Thomas Frank ,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3.2,4.4,1.7,3.1,3.8,1.6,3.3,4.7
D2,05/09/00,Reutlingen,St Pauli,2,0,H,0,0,D,8500.0,Manfred Haupt ,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,2.4,3.1,2.55,2.0,2.9,3.0,2.3,2.85,2.85
D2,07/04/01,Mannheim,Greuther Furth,2,1,H,1,1,D,8400.0,Herbert Fandel ,11.0,9.0,7.0,4.0,,0.0,7.0,5.0,23.0,17.0,7.0,0.0,3.0,2.0,0.0,1.0,30.0,45.0,1.95,3.1,3.4,,,,1.8,3.2,3.7
D2,15/09/00,Duisburg,St Pauli,4,1,H,3,1,H,7709.0,Peter Lange ,,,,,,,,,,,,,1.0,2.0,0.0,1.0,10.0,45.0,2.0,3.0,3.5,1.9,2.9,3.2,1.85,3.2,3.5
D2,11/02/01,Reutlingen,Nurnberg,3,2,H,0,1,A,12300.0,Matthias Anklam ,14.0,14.0,5.0,4.0,,1.0,6.0,4.0,8.0,6.0,6.0,1.0,2.0,3.0,0.0,0.0,20.0,30.0,2.55,2.95,2.45,2.3,2.9,2.5,2.65,2.9,2.4
D2,18/08/00,Chemnitz,Hannover,0,2,A,0,0,D,7020.0,Jrg Kessler ,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.05,3.0,2.1,2.9,2.9,2.25,2.8,3.0
D2,24/09/00,Oberhausen,Chemnitz,4,1,H,2,0,H,2701.0,Markus Schmidt ,,,,,,,,,,,,,1.0,1.0,0.0,1.0,10.0,35.0,1.7,3.45,3.9,1.65,3.1,4.0,1.7,3.2,4.2
D2,31/03/01,Hannover,Oberhausen,3,0,H,0,0,D,6811.0,Lutz Wagner ,10.0,11.0,6.0,3.0,0.0,0.0,2.0,3.0,29.0,21.0,7.0,6.0,2.0,4.0,0.0,0.0,20.0,40.0,1.85,3.1,3.75,1.85,2.9,3.4,1.9,3.15,3.4
D2,12/11/00,Ahlen,Saarbrucken,2,0,H,1,0,H,7120.0,Peter Lange ,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,30.0,2.3,3.0,2.8,2.3,2.8,2.6,2.3,2.9,2.8
D2,08/12/00,Duisburg,Saarbrucken,2,1,H,1,1,D,7706.0,Frank Minskowski ,,,,,,,,,,,,,2.0,0.0,0.0,0.0,20.0,0.0,1.75,3.4,4.0,1.7,3.1,3.8,1.65,3.2,4.5
D2,18/02/01,Ulm,Chemnitz,3,0,H,2,0,H,6000.0,Kai Voss ,13.0,5.0,6.0,2.0,0.0,0.0,8.0,1.0,17.0,12.0,3.0,2.0,1.0,3.0,0.0,0.0,10.0,30.0,1.52,3.45,5.2,1.55,3.3,4.5,1.5,3.5,5.5
D2,18/03/01,Ahlen,M'gladbach,2,1,H,2,1,H,11000.0,Peter Sippel ,11.0,15.0,5.0,9.0,0.0,1.0,4.0,11.0,26.0,16.0,1.0,4.0,4.0,3.0,1.0,1.0,65.0,55.0,2.65,3.0,2.4,2.4,2.9,2.4,2.7,3.1,2.25
D2,14/08/00,Duisburg,Ulm,1,2,A,0,1,A,8550.0,Franz-Xaver Wack ,11.0,5.0,6.0,2.0,0.0,0.0,10.0,3.0,22.0,26.0,0.0,1.0,3.0,1.0,0.0,1.0,30.0,35.0,2.0,3.0,3.4,2.0,2.9,3.0,2.0,3.1,3.2
D2,29/04/01,Saarbrucken,Reutlingen,2,2,D,1,1,D,6000.0,Kai Voss ,9.0,7.0,4.0,5.0,0.0,0.0,8.0,2.0,28.0,19.0,6.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0,1.8,3.15,4.0,2.0,3.0,2.9,1.75,3.3,3.8
D2,01/04/01,Osnabruck,Aachen,5,1,H,4,1,H,11000.0,Wolfgang Stark ,18.0,11.0,12.0,3.0,0.0,1.0,4.0,8.0,25.0,16.0,9.0,1.0,1.0,2.0,0.0,1.0,10.0,45.0,2.15,3.0,3.05,2.2,2.8,2.8,2.25,2.9,2.85
D2,25/11/00,Bielefeld,M'gladbach,1,2,A,1,0,H,15588.0,Helmut Fleischer ,,,,,,,,,,,,,1.0,3.0,0.0,0.0,10.0,30.0,2.15,2.9,3.2,2.2,2.8,2.8,2.1,2.9,3.15
D2,16/03/01,Aachen,Saarbrucken,1,0,H,1,0,H,13200.0,Peter Lange ,15.0,9.0,8.0,5.0,1.0,0.0,8.0,2.0,15.0,13.0,4.0,1.0,3.0,5.0,0.0,0.0,30.0,50.0,1.88,3.1,3.65,2.0,2.9,3.0,1.85,3.2,3.5
D2,01/03/01,St Pauli,Reutlingen,1,0,H,1,0,H,18000.0,Jrgen Jansen ,14.0,10.0,4.0,2.0,0.0,0.0,8.0,2.0,24.0,17.0,3.0,0.0,2.0,2.0,0.0,0.0,20.0,20.0,1.75,3.2,4.0,1.9,2.8,3.3,1.7,3.2,4.2
D2,04/09/00,M'gladbach,Ulm,5,0,H,2,0,H,18800.0,Christian Schssling ,,,,,,,,,,,,,4.0,5.0,0.0,1.0,40.0,75.0,1.8,3.1,3.8,1.75,3.1,3.6,1.7,3.1,4.4
D2,18/03/01,Mainz,Osnabruck,2,0,H,1,0,H,6066.0,Stefan Kammerer ,13.0,5.0,7.0,4.0,0.0,0.0,8.0,3.0,17.0,14.0,2.0,2.0,1.0,3.0,0.0,0.0,10.0,30.0,1.85,3.1,3.7,1.75,3.1,3.6,1.8,3.15,3.75
D2,04/05/01,Duisburg,Chemnitz,1,1,D,1,0,H,5030.0,Jrg Kessler ,7.0,10.0,5.0,5.0,2.0,0.0,6.0,2.0,13.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,1.25,4.45,7.8,1.35,3.8,6.2,1.25,4.5,8.5
D2,13/05/01,Chemnitz,Bielefeld,1,0,H,1,0,H,3200.0,Wolfgang Stark ,11.0,15.0,4.0,8.0,1.0,1.0,4.0,3.0,9.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,10.0,20.0,4.4,3.5,1.62,,,,4.25,3.6,1.6
D2,14/04/01,Hannover,Mainz,2,4,A,2,2,D,6211.0,Alfons Berg ,6.0,18.0,4.0,11.0,0.0,1.0,2.0,10.0,10.0,21.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.72,3.2,4.25,1.9,2.9,3.2,1.85,3.2,3.5
D2,16/02/01,Nurnberg,Stuttgarter K,2,1,H,1,1,D,15000.0,Mike Pickel ,12.0,9.0,5.0,5.0,0.0,0.0,8.0,6.0,11.0,12.0,5.0,5.0,2.0,0.0,1.0,0.0,45.0,0.0,1.25,4.8,8.0,1.35,3.8,6.2,1.3,4.25,7.5
D2,10/11/00,Duisburg,Bielefeld,2,1,H,1,0,H,8507.0,Mike Pickel ,,,,,,,,,,,,,2.0,3.0,0.0,0.0,20.0,30.0,1.95,3.0,3.6,2.1,2.9,2.9,2.05,2.9,3.25
D2,17/12/00,Nurnberg,Hannover,4,2,H,2,1,H,25200.0,Peter Lange ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,1.6,3.4,5.0,1.6,3.2,4.2,1.45,3.5,6.0
D2,03/03/01,Nurnberg,Bielefeld,2,1,H,2,0,H,17000.0,Edgar Steinborn ,12.0,5.0,7.0,3.0,0.0,0.0,6.0,1.0,15.0,8.0,4.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,1.37,3.9,6.75,1.45,3.5,5.0,1.4,3.6,7.0
D2,23/02/01,Duisburg,Nurnberg,3,2,H,1,2,A,8201.0,Stefan Weber ,7.0,12.0,7.0,8.0,0.0,0.0,5.0,3.0,13.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.5,3.0,2.45,2.2,2.9,2.7,2.45,3.0,2.5
D2,29/10/00,Ahlen,Greuther Furth,2,0,H,1,0,H,5830.0,Bernd Heynemann ,,,,,,,,,,,,,4.0,0.0,0.0,0.0,40.0,0.0,2.6,2.95,2.45,2.4,2.9,2.4,2.4,2.9,2.65
D2,17/09/00,Saarbrucken,Osnabruck,2,1,H,1,1,D,14000.0,Jrgen Kreyer ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,1.6,3.3,5.0,1.55,3.3,4.5,1.55,3.45,5.0
D2,13/12/00,Aachen,Ahlen,4,3,H,1,1,D,10400.0,Christian Schssling ,,,,,,,,,,,,,2.0,3.0,0.0,0.0,20.0,30.0,1.9,3.1,3.55,1.9,2.9,3.2,1.85,3.0,3.8
D2,09/12/00,Stuttgarter K,Osnabruck,2,1,H,1,0,H,3745.0,Hermann Albrecht ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,1.75,3.2,4.2,1.8,3.0,3.5,1.8,3.1,3.85
D2,15/04/01,Ulm,St Pauli,1,4,A,0,3,A,4500.0,Thomas Frank ,8.0,8.0,0.0,5.0,2.0,0.0,8.0,5.0,9.0,8.0,0.0,1.0,3.0,3.0,0.0,0.0,30.0,30.0,2.65,2.9,2.47,2.3,2.9,2.5,2.45,3.0,2.5
D2,17/12/00,Chemnitz,Greuther Furth,0,2,A,0,1,A,3850.0,Frank Minskowski ,,,,,,,,,,,,,2.0,0.0,0.0,0.0,20.0,0.0,2.9,3.3,2.1,2.9,2.9,2.1,3.05,3.0,2.1
D2,14/04/01,Oberhausen,Aachen,3,0,H,0,0,D,4000.0,Peter Sippel ,14.0,9.0,7.0,8.0,0.0,0.0,9.0,4.0,17.0,11.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.8,3.15,3.9,2.0,2.9,3.0,1.8,3.15,3.75
D2,06/05/01,Reutlingen,Osnabruck,2,0,H,1,0,H,5000.0,Ralf Spker ,15.0,11.0,11.0,4.0,0.0,1.0,6.0,8.0,8.0,16.0,2.0,1.0,2.0,3.0,0.0,0.0,20.0,30.0,1.75,3.4,3.75,1.75,3.1,3.6,1.7,3.4,3.9
D2,30/09/00,M'gladbach,St Pauli,4,2,H,1,1,D,25451.0,Knut Kircher ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,1.6,3.3,4.85,1.5,3.4,4.7,1.6,3.25,4.8
D2,20/08/00,Oberhausen,Duisburg,1,0,H,1,0,H,10000.0,Edgar Steinborn ,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,40.0,2.3,3.0,2.6,2.2,2.9,2.7,2.55,2.8,2.55
D2,03/12/00,St Pauli,Aachen,3,3,D,1,2,A,15793.0,Mike Pickel ,,,,,,,,,,,,,3.0,3.0,0.0,0.0,30.0,30.0,1.65,3.3,4.4,1.7,3.1,3.8,1.65,3.1,4.75
D2,12/04/01,Bielefeld,Duisburg,1,1,D,0,0,D,10050.0,Markus Schmidt ,11.0,11.0,6.0,6.0,0.0,0.0,3.0,6.0,18.0,12.0,4.0,8.0,1.0,3.0,0.0,1.0,10.0,55.0,2.1,3.15,3.0,2.0,2.9,3.0,2.3,3.0,2.7
D2,19/03/01,Mannheim,Bielefeld,3,3,D,1,2,A,6000.0,Florian Meyer ,22.0,12.0,13.0,9.0,2.0,0.0,6.0,6.0,9.0,24.0,4.0,5.0,1.0,2.0,0.0,0.0,10.0,20.0,1.56,3.4,5.2,,,,1.55,3.4,5.0
D2,01/04/01,Ulm,Mainz,0,2,A,0,0,D,7000.0,Detlef Scheppe ,13.0,6.0,5.0,3.0,0.0,0.0,8.0,5.0,13.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0,1.95,3.1,3.4,2.0,2.9,3.0,1.9,3.15,3.4
D2,07/04/01,Ahlen,Chemnitz,5,2,H,3,2,H,7630.0,Mike Pickel ,17.0,4.0,9.0,2.0,0.0,0.0,4.0,1.0,9.0,13.0,2.0,2.0,2.0,2.0,0.0,1.0,20.0,45.0,1.3,4.3,8.0,1.25,4.3,8.0,1.25,4.5,8.5
D2,22/04/01,Stuttgarter K,Greuther Furth,0,5,A,0,2,A,6500.0,Torsten Koop ,13.0,15.0,3.0,8.0,0.0,0.0,5.0,1.0,14.0,10.0,5.0,4.0,2.0,2.0,1.0,0.0,45.0,20.0,2.3,3.0,2.77,2.3,2.8,2.6,2.2,3.05,2.8
D2,26/11/00,Reutlingen,Saarbrucken,8,2,H,3,0,H,8020.0,Michael Weiner ,,,,,,,,,,,,,2.0,4.0,0.0,0.0,20.0,40.0,1.85,3.2,3.8,1.8,2.9,3.6,1.85,3.15,3.6
D2,30/03/01,Saarbrucken,St Pauli,1,0,H,1,0,H,10000.0,Joerg Kessler ,16.0,11.0,3.0,3.0,0.0,0.0,6.0,2.0,23.0,23.0,7.0,1.0,3.0,3.0,0.0,0.0,30.0,30.0,2.35,3.0,2.67,2.1,2.9,2.9,2.3,2.9,2.8
D2,10/03/01,Saarbrucken,Mainz,1,1,D,1,1,D,5000.0,Matthias Anklam ,11.0,12.0,6.0,3.0,0.0,0.0,7.0,7.0,16.0,22.0,7.0,2.0,1.0,3.0,0.0,0.0,10.0,30.0,1.65,3.2,4.6,1.7,3.1,3.8,1.7,3.2,4.2
D2,17/09/00,Greuther Furth,Oberhausen,1,2,A,1,0,H,4863.0,Matthias Anklam ,,,,,,,,,,,,,1.0,4.0,0.0,0.0,10.0,40.0,1.75,3.15,3.85,1.7,3.1,3.8,1.7,3.15,4.3
D2,12/08/00,Ahlen,St Pauli,3,6,A,2,2,D,8000.0,Gnter Perl ,,,,,,,,,,,,,2.0,0.0,0.0,0.0,20.0,0.0,,,,1.9,2.9,3.2,1.9,3.2,3.3
D2,05/03/01,St Pauli,M'gladbach,0,2,A,0,1,A,20500.0,Torsten Koop ,13.0,16.0,6.0,6.0,0.0,1.0,4.0,5.0,12.0,24.0,5.0,5.0,4.0,6.0,0.0,0.0,40.0,60.0,2.25,3.0,2.8,2.3,2.9,2.5,2.3,2.95,2.75
D2,19/11/00,Oberhausen,St Pauli,2,3,A,2,1,H,6650.0,Christian Schssling ,,,,,,,,,,,,,3.0,7.0,0.0,1.0,30.0,95.0,2.1,2.9,3.3,1.85,2.9,3.4,2.0,3.0,3.3
D2,09/03/01,Osnabruck,Oberhausen,0,0,D,0,0,D,14800.0,Peter Gagelmann,4.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,11.0,13.0,4.0,1.0,1.0,3.0,0.0,0.0,10.0,30.0,2.12,3.1,2.95,2.1,2.8,3.0,2.1,3.1,2.95
D2,09/02/01,Hannover,Saarbrucken,3,0,H,1,0,H,8025.0,Thorsten Koop ,13.0,7.0,4.0,1.0,1.0,1.0,2.0,6.0,15.0,17.0,10.0,1.0,1.0,2.0,0.0,0.0,10.0,20.0,1.7,3.2,4.2,2.0,2.9,3.0,1.85,3.1,3.65
D2,05/11/00,Ulm,Aachen,3,1,H,0,0,D,8000.0,Stefan Weber ,,,,,,,,,,,,,3.0,3.0,0.0,1.0,30.0,55.0,1.95,3.4,3.0,1.85,3.0,3.3,1.85,3.1,3.65
D2,20/10/00,Bielefeld,Mannheim,0,0,D,0,0,D,9681.0,Kai Voss ,,,,,,,,,,,,,4.0,4.0,0.0,0.0,40.0,40.0,1.5,3.3,5.7,,,,,,
D2,23/04/01,Duisburg,M'gladbach,0,2,A,0,1,A,14253.0,Bernd Heynemann ,10.0,18.0,4.0,7.0,0.0,1.0,6.0,3.0,14.0,21.0,5.0,6.0,2.0,1.0,0.0,0.0,20.0,10.0,2.4,3.0,2.65,2.2,2.9,2.7,2.5,2.95,2.5
D2,17/03/01,Nurnberg,Greuther Furth,0,1,A,0,1,A,38000.0,Detlef Scheppe ,8.0,5.0,6.0,3.0,0.0,0.0,4.0,2.0,11.0,20.0,3.0,7.0,1.0,1.0,2.0,1.0,60.0,35.0,1.65,3.35,4.5,2.0,2.9,3.0,1.7,2.85,5.0
D2,15/12/00,Osnabruck,Bielefeld,1,0,H,0,0,D,10370.0,Markus Schmidt ,,,,,,,,,,,,,4.0,1.0,0.0,0.0,40.0,10.0,2.4,3.1,2.6,2.4,2.9,2.4,2.5,2.95,2.5
D2,23/02/01,Saarbrucken,Ulm,1,1,D,0,1,A,5000.0,Franz-Xaver Wack ,15.0,9.0,11.0,6.0,0.0,1.0,4.0,3.0,19.0,18.0,1.0,2.0,2.0,2.0,0.0,0.0,20.0,20.0,1.7,3.25,4.1,1.7,3.1,3.8,1.65,3.3,4.4
D2,25/11/00,Ahlen,Ulm,1,0,H,1,0,H,5562.0,Matthias Anklam ,,,,,,,,,,,,,4.0,3.0,0.0,0.0,40.0,30.0,2.1,3.0,3.2,2.1,2.9,2.9,2.05,3.0,3.15
D2,20/05/01,Duisburg,Osnabruck,2,2,D,1,1,D,11000.0,Lutz Wagner ,14.0,12.0,6.0,3.0,2.0,1.0,9.0,5.0,13.0,9.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.17,3.35,2.72,,,,2.2,3.5,2.5
D2,03/12/00,Oberhausen,Ahlen,1,0,H,0,0,D,4294.0,Thomas Frank ,,,,,,,,,,,,,3.0,4.0,0.0,0.0,30.0,40.0,1.85,3.15,3.8,1.8,2.9,3.6,1.85,3.1,3.65
D2,10/12/00,M'gladbach,Greuther Furth,3,1,H,1,0,H,19800.0,Torsten Koop ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,1.75,3.2,4.2,1.75,3.1,3.6,1.65,3.1,4.75
D2,08/04/01,St Pauli,Osnabruck,2,4,A,0,3,A,20552.0,Thorsten Kinhfer ,17.0,9.0,9.0,6.0,0.0,0.0,16.0,0.0,17.0,20.0,3.0,1.0,4.0,6.0,0.0,0.0,40.0,60.0,1.42,3.7,6.5,1.65,3.1,4.0,1.4,3.7,6.5
D2,18/02/01,Ahlen,Reutlingen,3,1,H,3,1,H,7135.0,Manfred Haupt ,10.0,10.0,10.0,3.0,0.0,0.0,4.0,6.0,16.0,17.0,3.0,3.0,4.0,1.0,1.0,0.0,65.0,10.0,2.15,3.1,2.85,2.2,2.9,2.7,2.1,3.1,2.95
D2,12/03/01,M'gladbach,Nurnberg,1,1,D,1,0,H,26000.0,Markus Merk ,5.0,10.0,2.0,4.0,0.0,0.0,6.0,1.0,24.0,24.0,13.0,1.0,1.0,5.0,0.0,0.0,10.0,50.0,2.05,3.0,3.25,2.0,2.8,3.1,1.85,3.15,3.55
D2,10/12/00,Mannheim,Oberhausen,5,0,H,1,0,H,5000.0,Markus Schmidt ,,,,,,,,,,,,,3.0,2.0,0.0,1.0,30.0,45.0,1.9,3.0,3.8,,,,1.8,3.1,3.85
D2,10/09/00,Oberhausen,M'gladbach,1,1,D,0,1,A,12437.0,Uwe Kemmling ,,,,,,,,,,,,,3.0,4.0,0.0,0.0,30.0,40.0,2.5,3.2,2.3,2.4,2.9,2.4,3.15,2.9,2.1
D2,29/09/00,Saarbrucken,Oberhausen,3,2,H,2,0,H,11300.0,Torsten Koop ,,,,,,,,,,,,,1.0,3.0,0.0,0.0,10.0,30.0,1.8,3.15,3.8,1.8,3.0,3.5,1.8,3.2,3.7
D2,05/05/01,Aachen,St Pauli,0,1,A,0,1,A,13400.0,Hermann Albrecht ,11.0,9.0,2.0,5.0,0.0,1.0,5.0,4.0,15.0,17.0,2.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.5,3.0,2.3,2.4,2.9,2.4,2.5,3.2,2.35
D2,12/11/00,Aachen,Oberhausen,3,1,H,3,0,H,11800.0,Ralf Spker ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,2.2,3.1,2.8,2.0,2.9,3.0,2.0,3.0,3.3
D2,19/02/01,Aachen,Bielefeld,1,0,H,1,0,H,10000.0,Torsten Koop ,12.0,14.0,6.0,3.0,0.0,0.0,11.0,5.0,16.0,11.0,2.0,4.0,2.0,2.0,0.0,0.0,20.0,20.0,2.05,2.95,3.15,2.1,2.9,2.9,2.1,3.1,2.95
D2,28/01/01,Stuttgarter K,Mainz,0,0,D,0,0,D,4772.0,Stefan Weber ,9.0,15.0,3.0,9.0,0.0,0.0,6.0,4.0,11.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,10.0,10.0,1.9,3.2,3.5,2.0,2.9,3.0,2.0,3.0,3.25
D2,28/10/00,Mainz,Ulm,0,3,A,0,0,D,4620.0,Babak Rafati ,,,,,,,,,,,,,0.0,3.0,1.0,0.0,25.0,30.0,1.9,3.2,3.6,1.9,2.9,3.2,1.95,3.1,3.35
D2,19/11/00,M'gladbach,Duisburg,1,1,D,0,1,A,20000.0,Hartmut Strampe ,,,,,,,,,,,,,2.0,3.0,0.0,1.0,20.0,55.0,1.85,3.2,3.6,1.85,2.9,3.4,1.8,3.2,3.7
D2,01/10/00,Greuther Furth,Aachen,3,0,H,1,0,H,5417.0,Peter Gagelmann ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,2.1,3.1,3.0,1.9,2.9,3.2,2.1,3.0,3.0
D2,17/12/00,St Pauli,Ahlen,3,2,H,1,1,D,15400.0,Knut Kircher ,,,,,,,,,,,,,3.0,2.0,0.0,0.0,30.0,20.0,1.6,3.5,4.8,1.7,3.1,3.8,1.5,3.5,5.3
D2,03/03/01,Mainz,Chemnitz,3,1,H,1,1,D,3000.0,Peter Lange ,12.0,8.0,5.0,3.0,0.0,0.0,6.0,5.0,16.0,15.0,2.0,2.0,1.0,2.0,0.0,0.0,10.0,20.0,1.55,3.5,4.9,1.55,3.3,4.5,1.55,3.5,4.8
D2,28/10/00,Aachen,Osnabruck,0,0,D,0,0,D,12800.0,Manfred Haupt ,,,,,,,,,,,,,4.0,2.0,0.0,0.0,40.0,20.0,1.6,3.3,4.9,1.55,3.3,4.5,1.55,3.5,4.8
D2,11/12/00,Hannover,St Pauli,1,1,D,1,0,H,22235.0,Thorsten Kinhfer ,,,,,,,,,,,,,2.0,4.0,0.0,0.0,20.0,40.0,1.9,3.0,3.85,1.75,3.1,3.6,1.85,3.1,3.6
D2,10/12/00,Ahlen,Mainz,1,0,H,1,0,H,5083.0,Dirk Margenberg ,,,,,,,,,,,,,3.0,3.0,0.0,0.0,30.0,30.0,1.9,3.2,3.6,1.9,2.9,3.2,2.0,2.9,3.4
D2,29/04/01,Osnabruck,Mannheim,0,2,A,0,1,A,12000.0,Franz-Xaver Wack ,10.0,6.0,5.0,3.0,1.0,0.0,7.0,2.0,21.0,24.0,1.0,3.0,2.0,2.0,0.0,0.0,20.0,20.0,2.4,3.15,2.55,,,,2.2,3.1,2.8
D2,20/05/01,M'gladbach,Chemnitz,3,0,H,2,0,H,34500.0,Jrgen Aust ,20.0,7.0,8.0,2.0,2.0,1.0,9.0,5.0,5.0,15.0,5.0,3.0,1.0,2.0,0.0,0.0,10.0,20.0,1.2,5.25,9.5,1.25,4.3,8.0,1.25,4.7,8.0
D2,29/10/00,Mannheim,M'gladbach,4,0,H,1,0,H,12000.0,Jrg Kessler ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,2.45,3.0,2.55,,,,2.4,2.9,2.65
D2,20/04/01,Aachen,Mainz,1,0,H,1,0,H,10000.0,Kai Voss ,41.0,12.0,6.0,4.0,1.0,1.0,2.0,8.0,17.0,10.0,2.0,2.0,3.0,5.0,0.0,0.0,30.0,50.0,1.95,3.1,3.4,2.1,2.9,2.9,2.05,2.9,3.25
D2,22/09/00,Ulm,Saarbrucken,3,1,H,1,0,H,6200.0,Mike Pickel ,,,,,,,,,,,,,3.0,2.0,0.0,0.0,30.0,20.0,2.05,3.0,3.2,2.0,2.9,3.0,2.0,3.0,3.3
D2,13/08/00,Greuther Furth,Chemnitz,4,1,H,1,0,H,6000.0,Alfons Berg ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,2.0,2.9,3.1,1.75,2.9,3.8,1.72,3.1,4.2
D2,02/02/01,Ahlen,Hannover,2,1,H,0,0,D,7115.0,Alfons Berg ,16.0,8.0,9.0,4.0,0.0,0.0,7.0,2.0,9.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1,2.35,2.3,2.9,2.5,2.35,3.15,2.55
D2,20/08/00,Saarbrucken,Greuther Furth,2,1,H,1,1,D,18000.0,Florian Mayer ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.1,2.5,2.1,2.9,2.9,1.95,3.0,3.4
D2,13/08/00,Mannheim,Aachen,3,0,H,1,0,H,7400.0,Jrgen Jansen ,,,,,,,,,,,,,1.0,0.0,0.0,0.0,10.0,0.0,1.85,3.1,3.6,,,,2.0,3.1,3.2
D2,13/10/00,Mannheim,Duisburg,1,0,H,1,0,H,5000.0,Manfred Haupt ,,,,,,,,,,,,,2.0,3.0,0.0,0.0,20.0,30.0,,,,,,,2.0,3.1,3.2
D2,03/11/00,Bielefeld,Stuttgarter K,0,0,D,0,0,D,7680.0,Torsten Koop ,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,1.5,3.4,6.0,1.5,3.4,4.7,1.5,3.45,5.5
D2,27/11/00,St Pauli,Mainz,2,2,D,0,0,D,14694.0,Bernd Heynemann ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,1.5,3.5,6.0,1.6,3.2,4.2,1.5,3.4,5.6
D2,18/03/01,St Pauli,Chemnitz,3,0,H,1,0,H,16400.0,Dirk Margenberg ,27.0,7.0,20.0,3.0,1.0,0.0,8.0,4.0,16.0,18.0,1.0,4.0,2.0,3.0,0.0,1.0,20.0,55.0,1.22,4.7,10.5,1.25,4.3,8.0,1.3,4.25,7.5
D2,14/02/01,Saarbrucken,Chemnitz,4,1,H,1,1,D,5400.0,Uwe Kemmling ,10.0,4.0,6.0,2.0,0.0,0.0,10.0,3.0,14.0,12.0,3.0,2.0,1.0,2.0,0.0,1.0,10.0,45.0,1.42,3.8,6.0,1.4,3.6,5.5,1.45,3.55,6.0
D2,13/05/01,Osnabruck,Stuttgarter K,4,1,H,2,0,H,8000.0,Alfons Berg ,14.0,6.0,8.0,3.0,1.0,0.0,9.0,4.0,14.0,21.0,5.0,0.0,1.0,3.0,0.0,0.0,10.0,30.0,1.93,3.3,3.2,1.9,3.0,3.1,1.85,3.5,3.2
D2,04/11/00,Oberhausen,Mainz,1,0,H,0,0,D,4723.0,Peter Sippel ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,1.7,3.5,3.85,1.65,3.1,4.0,1.65,3.25,4.5
D2,17/09/00,Chemnitz,Ulm,1,0,H,1,0,H,5600.0,Thomas Frank ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,2.4,2.9,2.5,2.4,2.9,2.4,2.7,2.85,2.4
