Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,WHH,WHD,WHA
D2,01/04/01,Duisburg,Stuttgarter K,0,0,D,0,0,D,6558.0,Helmut Fleischer ,9.0,6.0,4.0,1.0,0.0,1.0,1.0,4.0,16.0,22.0,2.0,6.0,2.0,1.0,0.0,0.0,20.0,10.0,1.6,3.35,4.85,1.6,3.2,4.2,1.55,3.5,4.8
D2,27/01/01,Reutlingen,Aachen,3,1,H,1,1,D,6000.0,Detlef Scheppe ,11.0,8.0,5.0,3.0,0.0,0.0,9.0,6.0,12.0,12.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,30.0,1.75,3.5,3.8,1.75,3.1,3.6,1.7,3.2,4.2
D2,28/04/01,Mainz,St Pauli,1,1,D,0,1,A,8018.0,Michael Weiner ,14.0,8.0,9.0,4.0,1.0,0.0,9.0,4.0,19.0,16.0,1.0,6.0,2.0,3.0,0.0,0.0,20.0,30.0,2.45,3.0,2.6,2.2,2.9,2.7,2.3,2.9,2.8
D2,21/08/00,Ulm,Bielefeld,0,1,A,0,1,A,11000.0,Markus Merk ,16.0,11.0,5.0,9.0,1.0,0.0,6.0,4.0,21.0,18.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,40.0,1.9,3.1,3.5,1.9,2.9,3.2,1.9,3.0,3.6
D2,26/11/00,Stuttgarter K,Chemnitz,4,0,H,1,0,H,4246.0,Babak Rafati ,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,1.95,3.0,3.6,1.75,3.1,3.6,1.8,3.1,3.85
D2,13/10/00,Aachen,Chemnitz,1,2,A,0,1,A,15200.0,Matthias Anklam ,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,35.0,1.5,3.4,5.7,1.45,3.5,5.0,1.5,3.5,5.4
D2,09/04/01,Reutlingen,M'gladbach,3,1,H,2,0,H,12500.0,Lutz Michael Frhlich ,16.0,26.0,11.0,9.0,1.0,0.0,3.0,9.0,20.0,21.0,0.0,2.0,2.0,3.0,0.0,0.0,20.0,30.0,2.5,3.1,2.45,2.4,2.9,2.4,2.7,3.1,2.25
D2,10/02/01,M'gladbach,Oberhausen,1,0,H,1,0,H,20000.0,Volker Wezel ,11.0,12.0,5.0,5.0,0.0,0.0,1.0,6.0,35.0,14.0,6.0,6.0,2.0,3.0,1.0,0.0,45.0,30.0,1.5,3.5,5.3,1.6,3.2,4.2,1.65,3.15,4.6
D2,12/12/00,Osnabruck,Duisburg,1,3,A,1,1,D,7400.0,Stefan Kammerer ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,2.85,3.1,2.2,2.4,2.9,2.4,2.85,2.9,2.25
D2,17/12/00,Saarbrucken,M'gladbach,0,4,A,0,1,A,25000.0,Babak Rafati ,,,,,,,,,,,,,3.0,5.0,0.0,0.0,30.0,50.0,2.3,3.3,2.6,2.4,2.9,2.4,2.3,3.0,2.7
D2,14/12/00,Greuther Furth,Hannover,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,09/02/01,Stuttgarter K,St Pauli,0,2,A,0,1,A,4749.0,Peter Gagelmann ,16.0,9.0,4.0,4.0,0.0,0.0,12.0,2.0,11.0,8.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,30.0,2.5,3.0,2.45,2.2,2.8,2.8,2.45,2.85,2.65
D2,05/09/00,Duisburg,Mainz,0,0,D,0,0,D,6000.0,Peter Gagelmann ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,1.8,3.2,3.9,1.8,3.0,3.5,1.7,3.1,4.4
D2,21/04/01,St Pauli,Oberhausen,4,1,H,3,1,H,20725.0,Peter Lange ,10.0,17.0,9.0,4.0,0.0,0.0,2.0,4.0,11.0,21.0,3.0,2.0,3.0,3.0,0.0,0.0,30.0,30.0,1.65,3.3,4.55,1.75,3.1,3.6,1.65,3.3,4.35
D2,18/02/01,St Pauli,Duisburg,1,0,H,1,0,H,17500.0,Christian Schssling ,18.0,12.0,7.0,6.0,0.0,2.0,8.0,8.0,18.0,20.0,6.0,1.0,3.0,3.0,0.0,1.0,30.0,55.0,1.77,3.1,3.9,2.1,2.9,2.9,2.0,3.0,3.3
D2,16/03/01,Stuttgarter K,Hannover,2,0,H,1,0,H,4512.0,Ralf Spker ,15.0,8.0,7.0,2.0,0.0,0.0,10.0,4.0,12.0,12.0,2.0,2.0,2.0,0.0,0.0,1.0,20.0,25.0,2.4,3.0,2.65,2.3,2.9,2.5,2.2,3.1,2.75
D2,10/02/01,Chemnitz,Osnabruck,1,2,A,0,0,D,4690.0,Peter Sippel ,15.0,8.0,8.0,5.0,0.0,0.0,11.0,0.0,19.0,15.0,4.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.1,3.1,2.95,2.1,2.9,2.9,2.25,2.9,2.85
D2,29/04/01,Oberhausen,Nurnberg,1,2,A,0,2,A,5648.0,Lutz Wagner ,12.0,7.0,3.0,2.0,0.0,0.0,6.0,4.0,24.0,29.0,6.0,6.0,4.0,3.0,0.0,0.0,40.0,30.0,2.44,3.0,2.6,2.2,2.9,2.7,2.3,3.0,2.7
D2,26/11/00,Mannheim,Osnabruck,2,0,H,0,0,D,5000.0,Edgar Steinborn ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,1.65,3.2,5.0,,,,1.55,3.4,5.0
D2,04/03/01,Aachen,Greuther Furth,0,0,D,0,0,D,12000.0,Volker Wezel ,11.0,13.0,3.0,6.0,1.0,0.0,3.0,5.0,13.0,14.0,2.0,1.0,1.0,2.0,0.0,0.0,10.0,20.0,2.2,2.9,3.0,2.1,2.9,2.9,1.95,3.1,3.3
D2,08/09/00,Saarbrucken,Hannover,2,1,H,1,0,H,13000.0,Volker Wezel ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,2.2,3.0,2.75,2.1,2.9,2.9,1.85,3.15,3.6
D2,20/05/01,Nurnberg,St Pauli,1,2,A,1,1,D,44600.0,Helmut Krug ,10.0,14.0,5.0,6.0,0.0,1.0,9.0,9.0,15.0,15.0,4.0,6.0,2.0,4.0,0.0,0.0,20.0,40.0,2.35,3.4,2.4,2.3,3.1,2.3,2.45,3.5,2.25
D2,13/05/01,St Pauli,Hannover,2,2,D,0,2,A,20735.0,Helmut Fleischer ,19.0,10.0,14.0,6.0,0.0,0.0,10.0,4.0,8.0,17.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,1.37,3.9,6.9,1.4,3.6,5.5,1.35,4.0,6.8
D2,18/11/00,Osnabruck,Ahlen,1,1,D,0,1,A,8000.0,Knut Kircher ,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,2.15,2.9,3.15,2.2,2.9,2.7,2.25,2.9,2.85
D2,18/12/00,Aachen,Mannheim,0,1,A,0,0,D,,Stefan Weber ,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,20.0,1.95,3.1,3.25,,,,2.0,3.0,3.25
D2,28/04/01,Chemnitz,Stuttgarter K,0,2,A,0,0,D,2777.0,Babak Rafati ,4.0,7.0,2.0,3.0,0.0,0.0,3.0,4.0,9.0,14.0,2.0,0.0,5.0,1.0,0.0,0.0,50.0,10.0,3.07,3.1,2.1,,,,3.3,3.25,1.9
D2,24/02/01,Bielefeld,St Pauli,3,3,D,1,0,H,10719.0,Jrgen Kreyer ,23.0,12.0,14.0,6.0,1.0,0.0,8.0,9.0,18.0,23.0,5.0,9.0,4.0,4.0,1.0,0.0,65.0,40.0,2.4,2.95,2.6,2.1,2.9,2.9,2.4,3.1,2.5
D2,29/09/00,Duisburg,Ahlen,3,3,D,1,2,A,6712.0,Jrgen Aust ,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,10.0,1.47,3.8,5.0,1.45,3.5,5.0,1.4,3.6,7.0
D2,10/11/00,Mannheim,Chemnitz,0,0,D,0,0,D,5000.0,Alfons Berg ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,1.57,3.4,5.0,,,,1.45,3.55,6.0
D2,12/11/00,Reutlingen,Greuther Furth,2,2,D,1,1,D,7490.0,Stefan Kammerer ,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,1.8,3.2,3.9,1.75,3.1,3.6,1.7,3.1,4.4
D2,11/03/01,Hannover,Ulm,2,0,H,1,0,H,6783.0,Mike Pickel ,16.0,13.0,10.0,7.0,1.0,0.0,11.0,7.0,17.0,16.0,3.0,0.0,4.0,2.0,0.0,0.0,40.0,20.0,1.72,3.2,4.2,1.75,3.1,3.6,1.7,3.2,4.2
D2,25/04/01,Reutlingen,Chemnitz,2,0,H,2,0,H,4800.0,Detlef Scheppe ,19.0,5.0,8.0,1.0,0.0,0.0,7.0,3.0,31.0,10.0,2.0,2.0,2.0,3.0,0.0,0.0,20.0,30.0,1.27,4.4,8.5,1.3,4.0,7.0,1.3,4.25,7.5
D2,01/12/00,Greuther Furth,Bielefeld,1,0,H,0,0,D,6135.0,Dirk Margenberg ,,,,,,,,,,,,,1.0,2.0,0.0,1.0,10.0,45.0,1.8,3.2,4.0,1.9,2.9,3.2,1.9,3.15,3.4
D2,30/03/01,Chemnitz,Nurnberg,1,1,D,0,1,A,4700.0,Markus Schmidt ,10.0,12.0,4.0,5.0,0.0,0.0,3.0,7.0,11.0,16.0,5.0,4.0,2.0,3.0,0.0,0.0,20.0,30.0,5.8,3.45,1.5,4.2,3.2,1.6,4.75,3.3,1.6
D2,05/09/00,Bielefeld,Oberhausen,2,0,H,2,0,H,12030.0,Peter Lange ,,,,,,,,,,,,,1.0,1.0,0.0,1.0,10.0,35.0,1.5,3.5,5.7,1.5,3.4,4.7,1.45,3.55,6.0
D2,20/04/01,Mannheim,Saarbrucken,2,3,A,2,1,H,10000.0,Stefan Weber ,9.0,8.0,6.0,5.0,0.0,0.0,7.0,4.0,10.0,8.0,2.0,3.0,2.0,1.0,0.0,0.0,20.0,10.0,1.65,3.3,4.55,,,,1.6,3.4,4.6
D2,04/03/01,Ahlen,Duisburg,3,2,H,1,1,D,7423.0,Thomas Frank ,12.0,12.0,9.0,5.0,0.0,0.0,2.0,8.0,11.0,26.0,2.0,4.0,3.0,4.0,0.0,0.0,30.0,40.0,2.25,3.0,2.8,2.3,2.9,2.5,2.25,3.1,2.7
D2,20/05/01,Stuttgarter K,Ulm,2,4,A,2,3,A,4188.0,Gnter Perl ,13.0,9.0,6.0,5.0,1.0,0.0,7.0,2.0,13.0,6.0,3.0,1.0,3.0,3.0,0.0,0.0,30.0,30.0,1.85,3.15,3.7,1.8,3.0,3.5,1.85,3.2,3.5
D2,21/03/01,Stuttgarter K,Ahlen,1,1,D,0,0,D,4418.0,Frank Minskowski ,21.0,10.0,6.0,4.0,1.0,0.0,6.0,4.0,15.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,20.0,2.2,3.1,2.85,2.2,2.9,2.7,,,
D2,11/08/00,Hannover,Nurnberg,1,1,D,0,0,D,20329.0,Bernd Heynemann ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,2.4,3.0,2.6,2.3,2.9,2.5,2.5,3.0,2.5
D2,05/09/00,Hannover,Ahlen,1,1,D,0,1,A,11587.0,Dirk Margenberg ,,,,,,,,,,,,,2.0,3.0,0.0,0.0,20.0,30.0,1.5,3.6,5.4,1.45,3.5,5.0,1.45,3.4,6.5
D2,17/11/00,Mainz,Aachen,1,1,D,0,0,D,5500.0,Florian Meyer ,,,,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,10.0,2.2,3.1,2.85,2.2,2.9,2.7,2.3,2.85,2.85
D2,29/10/00,St Pauli,Saarbrucken,2,2,D,2,0,H,17146.0,Detlef Scheppe ,,,,,,,,,,,,,2.0,2.0,0.0,0.0,20.0,20.0,1.95,3.0,3.6,1.9,2.9,3.2,1.85,3.15,3.5
D2,01/12/00,Chemnitz,Duisburg,1,3,A,1,1,D,4365.0,Volker Wezel ,,,,,,,,,,,,,2.0,4.0,0.0,0.0,20.0,40.0,2.55,3.0,2.45,2.5,2.9,2.3,2.6,2.9,2.45
