Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E3,15/03/03,York,Bournemouth,1,0,H,0,0,D,N Barry,8.0,4.0,4.0,2.0,11.0,9.0,2.0,6.0,2.0,2.0,0.0,0.0,2.25,3.25,2.75,2.28,3.3,2.75,2.3,3.0,2.4,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,,,
E3,29/03/03,Hartlepool,Bournemouth,0,0,D,0,0,D,M Fletcher,9.0,17.0,7.0,9.0,10.0,15.0,3.0,6.0,0.0,2.0,0.0,0.0,1.83,3.25,3.75,1.8,3.3,3.9,1.75,3.2,3.5,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E3,21/09/02,Kidderminster,Rochdale,0,0,D,0,0,D,K Hill,14.0,10.0,11.0,8.0,14.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,2.375,3.2,2.625,2.48,3.35,2.52,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,27/08/02,Bristol Rvs,Swansea,3,1,H,1,0,H,T Bates,9.0,10.0,5.0,5.0,10.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,2.0,3.25,3.25,2.1,3.3,3.12,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0
E3,17/09/02,Bournemouth,Rushden & D,3,1,H,1,1,D,P Rejer,18.0,8.0,12.0,3.0,11.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,2.6,3.2,2.4,2.5,3.2,2.5,2.35,3.0,2.35,2.5,3.2,2.5,2.4,3.1,2.6,2.5,3.2,2.5,2.5,3.2,2.5
E3,01/02/03,Exeter,Shrewsbury,1,1,D,1,0,H,L Cable,13.0,7.0,4.0,4.0,16.0,11.0,5.0,3.0,1.0,3.0,0.0,0.0,2.2,3.25,2.8,2.0,3.25,3.25,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E3,12/04/03,Oxford,Kidderminster,2,1,H,1,1,D,I Williamson,7.0,6.0,5.0,3.0,11.0,7.0,7.0,8.0,2.0,2.0,0.0,0.0,1.909,3.25,3.5,1.9,3.4,3.25,1.9,3.1,3.0,2.0,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.4,3.25
E3,29/10/02,Leyton Orient,Southend,2,1,H,2,0,H,L Cable,10.0,7.0,6.0,3.0,15.0,13.0,3.0,2.0,2.0,4.0,0.0,1.0,2.25,3.25,2.75,2.22,3.25,2.85,2.2,3.0,2.6,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8
E3,01/01/03,Hartlepool,Carlisle,2,1,H,0,1,A,G Laws,28.0,8.0,18.0,5.0,6.0,18.0,13.0,6.0,0.0,1.0,0.0,0.0,1.5,3.5,6.0,1.52,3.55,6.0,1.5,3.4,4.7,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0
E3,04/01/03,Torquay,Rushden & D,1,1,D,1,0,H,B Curson,18.0,15.0,10.0,7.0,8.0,15.0,10.0,4.0,1.0,2.0,0.0,0.0,2.625,3.2,2.375,2.47,3.3,2.52,2.35,3.0,2.35,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.5,3.1,2.5
E3,25/01/03,Hull,York,0,0,D,0,0,D,G Hegley,12.0,6.0,3.0,2.0,9.0,9.0,10.0,6.0,1.0,3.0,0.0,0.0,1.9,3.25,3.5,1.85,3.25,3.9,1.8,3.1,3.4,1.67,3.25,4.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75
E3,09/11/02,Lincoln,Hull,1,1,D,1,1,D,S Mathieson,9.0,12.0,3.0,7.0,13.0,13.0,1.0,16.0,1.0,3.0,1.0,0.0,2.5,3.2,2.5,2.45,3.25,2.5,2.4,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.62,3.1,2.37
E3,15/02/03,York,Hartlepool,0,0,D,0,0,D,S Baines,8.0,14.0,6.0,8.0,7.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,2.625,3.2,2.375,2.6,3.2,2.47,2.4,3.0,2.3,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37
E3,19/10/02,Hartlepool,Wrexham,4,3,H,3,1,H,J P Robinson,12.0,10.0,7.0,8.0,12.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,1.8,3.25,4.0,1.85,3.2,3.75,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.3,3.6
E3,11/01/03,Hull,Exeter,2,2,D,0,0,D,P Rejer,19.0,13.0,11.0,8.0,12.0,14.0,7.0,3.0,1.0,3.0,0.0,1.0,1.571,3.6,5.0,1.58,3.55,5.25,1.5,3.5,4.5,1.5,3.4,6.0,1.53,3.5,5.5,1.533,3.5,5.5,1.5,3.4,6.0
E3,23/11/02,Rochdale,York,0,1,A,0,0,D,M Cowburn,12.0,10.0,7.0,6.0,11.0,7.0,10.0,9.0,2.0,1.0,0.0,0.0,2.2,3.2,2.875,2.25,3.3,2.8,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87
E3,01/01/03,Bury,Hull,1,0,H,0,0,D,P Prosser,13.0,3.0,6.0,2.0,8.0,13.0,5.0,2.0,1.0,0.0,0.0,0.0,2.1,3.25,3.0,2.18,3.25,2.95,2.1,3.0,2.8,2.5,3.2,2.5,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3.0
E3,04/01/03,Carlisle,Southend,1,0,H,1,0,H,M Jones,14.0,4.0,10.0,2.0,12.0,15.0,10.0,2.0,2.0,1.0,0.0,0.0,2.375,3.2,2.625,2.35,3.4,2.6,2.3,3.0,2.4,2.25,3.4,2.62,2.38,3.2,2.62,2.375,3.2,2.625,2.3,3.2,2.62
E3,15/03/03,Rochdale,Boston,1,0,H,0,0,D,T Parkes,11.0,9.0,6.0,2.0,12.0,14.0,6.0,7.0,2.0,2.0,0.0,0.0,1.9,3.25,3.5,1.98,3.3,3.3,1.9,3.1,3.0,2.0,3.2,3.2,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.25,3.4
E3,08/02/03,Leyton Orient,York,0,1,A,0,0,D,B Curson,14.0,5.0,7.0,4.0,7.0,9.0,6.0,5.0,0.0,1.0,0.0,0.0,2.2,3.25,2.8,2.15,3.25,2.9,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.875,2.0,3.2,3.2
E3,09/04/03,Shrewsbury,Wrexham,1,2,A,0,1,A,R Pearson,6.0,8.0,1.0,3.0,11.0,7.0,4.0,2.0,5.0,1.0,0.0,0.0,2.5,3.4,2.375,2.75,3.3,2.26,2.6,3.0,2.2,2.75,3.25,2.2,2.63,3.2,2.38,2.7,3.25,2.3,2.75,3.2,2.25
E3,02/11/02,Hull,Scunthorpe,2,0,H,0,0,D,C Wilkes,15.0,4.0,6.0,0.0,15.0,9.0,7.0,2.0,2.0,3.0,0.0,0.0,1.909,3.25,3.5,1.9,3.3,3.65,1.9,3.1,3.0,1.73,3.2,4.33,1.83,3.25,3.75,1.909,3.25,3.5,1.9,3.2,3.5
E3,21/12/02,Bury,Rochdale,1,1,D,0,0,D,R Pearson,20.0,8.0,10.0,6.0,7.0,12.0,11.0,3.0,1.0,4.0,0.0,0.0,1.727,3.5,4.0,1.75,3.4,4.0,1.75,3.2,3.5,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.25,4.2
E3,14/09/02,Bristol Rvs,Exeter,1,1,D,1,1,D,P Taylor,13.0,12.0,9.0,6.0,17.0,23.0,11.0,2.0,3.0,3.0,0.0,0.0,1.833,3.25,3.75,1.9,3.25,3.55,1.85,3.1,3.2,1.909,3.2,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5
E3,18/03/03,Exeter,Lincoln,2,0,H,2,0,H,P Taylor,7.0,4.0,3.0,2.0,9.0,15.0,3.0,7.0,1.0,2.0,0.0,0.0,2.62,3.2,2.37,2.6,3.3,2.4,2.4,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.2,2.3
E3,21/04/03,Darlington,Hull,2,0,H,0,0,D,M Cooper,14.0,10.0,5.0,3.0,12.0,20.0,8.0,7.0,2.0,2.0,0.0,0.0,2.3,3.2,2.7,2.2,3.25,2.85,2.1,3.0,2.8,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,02/11/02,Leyton Orient,Bury,1,2,A,0,1,A,A Penn,9.0,14.0,4.0,5.0,11.0,5.0,4.0,14.0,1.0,0.0,0.0,0.0,2.25,3.25,2.75,2.32,3.25,2.75,2.2,3.0,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.2,2.9,2.3,3.25,2.62
E3,08/02/03,Southend,Bristol Rvs,2,2,D,1,0,H,D Crick,12.0,10.0,7.0,6.0,10.0,14.0,5.0,3.0,0.0,2.0,0.0,0.0,1.667,3.4,4.5,1.7,3.4,4.3,1.6,3.2,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0
E3,29/12/02,Bury,Kidderminster,1,1,D,0,0,D,G Laws,10.0,7.0,7.0,2.0,13.0,14.0,6.0,5.0,1.0,0.0,0.0,0.0,1.909,3.25,3.5,1.9,3.25,3.6,1.9,3.1,3.0,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3
E3,05/10/02,Lincoln,Bournemouth,1,2,A,1,1,D,C Boyeson,6.0,5.0,2.0,5.0,8.0,8.0,2.0,8.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.8,2.25,3.2,2.75
E3,14/12/02,Macclesfield,Rushden & D,0,1,A,0,0,D,E Ilderton,3.0,14.0,2.0,8.0,13.0,14.0,7.0,6.0,1.0,2.0,0.0,0.0,2.75,3.25,2.25,2.9,3.25,2.2,2.7,3.1,2.1,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2
E3,15/02/03,Lincoln,Darlington,1,1,D,1,1,D,A Bates,10.0,9.0,5.0,4.0,15.0,14.0,8.0,1.0,1.0,3.0,0.0,0.0,1.727,3.5,4.0,1.77,3.35,4.15,1.7,3.2,3.7,1.8,3.25,3.75,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E3,19/04/03,Leyton Orient,Swansea,3,1,H,1,1,D,P Danson,11.0,5.0,8.0,3.0,14.0,10.0,9.0,2.0,2.0,3.0,0.0,0.0,2.1,3.25,3.0,2.12,3.25,3.1,2.1,2.9,2.9,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E3,21/09/02,Swansea,Torquay,0,1,A,0,1,A,R Olivier,8.0,5.0,2.0,3.0,8.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,2.375,3.2,2.625,2.35,3.3,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
E3,17/08/02,Wrexham,Boston,1,1,D,1,0,H,A Bates,10.0,10.0,6.0,5.0,15.0,9.0,8.0,7.0,0.0,1.0,0.0,0.0,1.727,3.25,4.333,,,,1.65,3.2,3.9,1.615,3.5,4.5,1.73,3.25,4.33,1.615,3.4,5.0,1.66,3.3,4.5
E3,25/01/03,Swansea,Lincoln,2,0,H,1,0,H,D Crick,5.0,6.0,4.0,0.0,14.0,15.0,8.0,10.0,1.0,1.0,0.0,0.0,2.5,3.2,2.5,2.6,3.25,2.45,2.4,3.0,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37
E3,17/08/02,Bristol Rvs,Rochdale,1,2,A,1,1,D,M Warren,10.0,15.0,4.0,9.0,14.0,10.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.25,3.25,2.08,3.25,3.2,2.2,3.0,2.6,2.1,3.2,3.0,2.0,3.25,3.25,2.1,3.25,3.0,2.2,3.2,2.8
E3,08/03/03,Bournemouth,Darlington,2,0,H,1,0,H,B Curson,22.0,7.0,13.0,1.0,10.0,15.0,9.0,3.0,0.0,2.0,0.0,0.0,1.615,3.4,5.0,1.55,3.55,5.4,1.6,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0
E3,09/11/02,Rushden & D,Darlington,2,0,H,0,0,D,A Hall,11.0,8.0,6.0,3.0,16.0,19.0,7.0,6.0,3.0,3.0,0.0,0.0,1.533,3.5,5.5,1.6,3.5,5.5,1.55,3.4,4.3,1.53,3.5,5.5,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.5,5.0
E3,12/04/03,Rushden & D,Lincoln,1,0,H,1,0,H,M Fletcher,12.0,7.0,10.0,5.0,15.0,13.0,5.0,1.0,3.0,2.0,0.0,0.0,1.667,3.4,4.5,1.65,3.35,4.75,1.65,3.2,3.9,1.667,3.4,4.333,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0
E3,02/11/02,Boston,Exeter,0,3,A,0,1,A,G Laws,4.0,9.0,3.0,9.0,13.0,9.0,1.0,7.0,1.0,1.0,0.0,0.0,1.727,3.25,4.333,1.77,3.4,4.1,1.8,3.1,3.4,1.73,3.4,4.0,1.73,3.25,4.33,1.727,3.3,4.333,1.8,3.3,3.75
E3,26/04/03,Bournemouth,Lincoln,0,1,A,0,1,A,A Penn,13.0,6.0,6.0,2.0,11.0,11.0,6.0,4.0,0.0,3.0,0.0,0.0,1.727,3.5,4.0,1.73,3.4,4.0,1.75,3.1,3.6,1.727,3.4,4.0,1.83,3.25,3.75,1.75,3.4,3.8,1.72,3.4,4.0
E3,01/02/03,Southend,Hull,3,0,H,3,0,H,A Penn,9.0,10.0,5.0,5.0,9.0,17.0,6.0,5.0,0.0,5.0,1.0,0.0,2.2,3.25,2.8,2.2,3.3,2.85,2.2,3.0,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87
E3,14/09/02,Wrexham,Swansea,4,0,H,3,0,H,P Joslin,13.0,6.0,9.0,2.0,15.0,11.0,3.0,7.0,0.0,2.0,0.0,0.0,1.727,3.2,2.75,1.8,3.25,3.95,1.75,3.2,3.5,1.833,3.2,3.75,1.8,3.2,4.0,1.8,3.25,4.0,1.83,3.2,3.75
E3,21/04/03,Swansea,Exeter,0,1,A,0,0,D,A Kaye,12.0,14.0,4.0,6.0,15.0,15.0,8.0,8.0,0.0,1.0,0.0,0.0,1.8,3.4,3.6,1.85,3.3,3.65,1.85,3.1,3.2,1.833,3.4,3.5,1.91,3.4,3.4,1.909,3.4,3.4,1.8,3.4,3.6
E3,17/08/02,Bury,Swansea,3,2,H,2,0,H,C Boyeson,12.0,9.0,9.0,2.0,11.0,14.0,9.0,6.0,0.0,3.0,0.0,1.0,2.1,3.25,3.0,2.17,3.25,2.92,2.2,3.0,2.6,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.3,3.25,2.62
E3,22/02/03,Torquay,Oxford,2,3,A,0,0,D,M Jones,19.0,16.0,11.0,10.0,12.0,18.0,8.0,5.0,2.0,1.0,0.0,0.0,2.0,3.25,3.25,2.1,3.25,3.15,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,26/10/02,Boston,Rochdale,3,1,H,1,0,H,B Curson,12.0,11.0,8.0,6.0,10.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.4,3.0,2.3,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,18/01/03,Darlington,Kidderminster,2,1,H,0,0,D,E Wolstenholme,8.0,11.0,4.0,6.0,14.0,16.0,6.0,4.0,1.0,1.0,0.0,0.0,2.375,3.2,2.625,2.4,3.25,2.6,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,08/03/03,Bristol Rvs,Shrewsbury,0,0,D,0,0,D,J Ross,5.0,7.0,3.0,3.0,13.0,14.0,6.0,1.0,2.0,2.0,0.0,0.0,2.2,3.25,2.8,2.1,3.3,3.0,2.2,3.0,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.2,2.875,2.2,3.25,2.75
E3,29/10/02,York,Wrexham,1,1,D,0,1,A,M Clattenburg,10.0,20.0,6.0,10.0,14.0,10.0,5.0,9.0,2.0,0.0,0.0,0.0,2.3,3.2,2.7,2.25,3.3,2.78,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,18/01/03,Bristol Rvs,Scunthorpe,2,1,H,0,0,D,G Salisbury,9.0,10.0,4.0,7.0,10.0,10.0,1.0,3.0,1.0,2.0,0.0,1.0,2.7,3.2,2.3,2.7,3.3,2.3,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2
E3,04/03/03,Macclesfield,Hull,0,1,A,0,1,A,P Danson,5.0,13.0,3.0,9.0,17.0,9.0,6.0,6.0,1.0,0.0,0.0,0.0,2.5,3.2,2.5,2.55,3.2,2.5,2.35,3.0,2.35,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37
E3,23/11/02,Bristol Rvs,Wrexham,0,3,A,0,2,A,C Penton,6.0,27.0,2.0,16.0,21.0,17.0,7.0,12.0,2.0,0.0,0.0,0.0,2.625,3.2,2.375,2.63,3.3,2.38,2.4,3.0,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,23/11/02,Exeter,Cambridge,1,2,A,1,1,D,B Curson,11.0,5.0,2.0,2.0,17.0,12.0,10.0,2.0,2.0,2.0,3.0,2.0,2.5,3.2,2.5,2.63,3.3,2.38,2.35,3.0,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,21/04/03,Hartlepool,Rochdale,2,2,D,1,2,A,S Baines,20.0,10.0,9.0,6.0,7.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,1.444,3.75,6.0,1.45,3.75,6.4,1.45,3.6,4.8,1.444,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.4,3.75,7.0
E3,08/02/03,Carlisle,Kidderminster,2,2,D,2,1,H,A Leake,14.0,6.0,9.0,3.0,16.0,11.0,7.0,3.0,1.0,0.0,0.0,0.0,2.5,3.2,2.5,2.35,3.2,2.65,2.3,3.0,2.4,2.25,3.4,2.62,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.2,2.62
E3,29/10/02,Lincoln,Bury,1,1,D,1,0,H,P Walton,9.0,11.0,6.0,5.0,9.0,10.0,3.0,10.0,0.0,2.0,0.0,0.0,2.25,3.25,2.75,2.12,3.25,3.05,2.1,3.0,2.8,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.9,2.1,3.2,3.0
E3,28/12/02,York,Hull,1,1,D,1,0,H,L Cable,9.0,16.0,4.0,6.0,14.0,16.0,7.0,6.0,2.0,4.0,1.0,0.0,2.25,3.25,2.75,2.15,3.3,2.9,2.2,3.0,2.6,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,30/11/02,Rushden & D,Bristol Rvs,2,1,H,1,1,D,A Butler,16.0,5.0,8.0,4.0,11.0,18.0,10.0,3.0,1.0,1.0,0.0,0.0,1.4,3.75,7.5,1.4,4.0,7.2,1.4,3.6,5.5,1.4,3.75,7.0,1.36,4.0,7.5,1.364,4.0,7.5,1.44,3.6,6.5
E3,14/09/02,Leyton Orient,Lincoln,1,1,D,0,0,D,A D'Urso,7.0,5.0,4.0,5.0,13.0,14.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,3.25,3.25,1.95,3.3,3.3,1.8,3.1,3.4,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.25,3.25,1.83,3.3,3.6
E3,03/05/03,Kidderminster,Bristol Rvs,1,1,D,1,0,H,H Webb,10.0,10.0,4.0,4.0,16.0,8.0,6.0,2.0,2.0,2.0,0.0,0.0,1.833,3.25,3.75,1.85,3.3,3.77,,,,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.3,3.6
E3,27/08/02,Darlington,Carlisle,2,0,H,0,0,D,H Webb,14.0,6.0,5.0,2.0,9.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,2.1,3.25,3.0,2.15,3.35,3.0,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.2,3.25,2.8,2.0,3.2,3.2
E3,31/08/02,Scunthorpe,Bristol Rvs,2,2,D,2,0,H,M Clattenburg,11.0,6.0,4.0,1.0,7.0,5.0,2.0,8.0,1.0,1.0,0.0,0.0,1.909,3.25,3.5,1.93,3.3,3.6,1.9,3.1,3.0,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.4,3.25
E3,02/11/02,Bournemouth,Bristol Rvs,1,0,H,1,0,H,J Ross,15.0,4.0,10.0,1.0,19.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,1.615,3.6,4.5,1.65,3.45,4.8,1.6,3.3,4.0,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.3,5.5
E3,13/08/02,Hartlepool,Boston,2,0,H,0,0,D,G Salisbury,18.0,6.0,6.0,2.0,11.0,10.0,8.0,2.0,3.0,2.0,0.0,0.0,1.667,3.4,4.5,,,,1.6,3.3,4.0,1.667,3.4,4.333,1.57,3.5,5.0,1.615,3.4,5.0,1.57,3.5,5.0
E3,26/12/02,Kidderminster,Leyton Orient,3,2,H,1,1,D,P Walton,9.0,8.0,6.0,3.0,10.0,12.0,9.0,3.0,1.0,1.0,0.0,1.0,1.833,3.5,3.5,1.8,3.4,4.0,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.72,3.4,4.0
E3,23/02/03,Wrexham,Darlington,0,0,D,0,0,D,C Boyeson,7.0,5.0,4.0,2.0,15.0,17.0,6.0,5.0,5.0,3.0,0.0,1.0,1.667,3.4,4.5,1.6,3.5,5.2,1.65,3.2,3.9,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5
E3,14/09/02,Boston,Oxford,1,3,A,0,3,A,M Thorpe,7.0,7.0,4.0,4.0,23.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,2.25,3.25,2.75,,,,2.1,3.0,2.8,2.375,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2.0,3.2,3.2
E3,12/10/02,Southend,York,1,0,H,0,0,D,P Walton,12.0,11.0,9.0,5.0,10.0,11.0,5.0,7.0,0.0,3.0,0.0,0.0,2.0,3.25,3.25,2.2,3.25,2.85,2.1,3.0,2.8,1.91,3.4,3.25,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8
E3,26/04/03,Hartlepool,Shrewsbury,3,0,H,2,0,H,L Mason,14.0,6.0,8.0,4.0,17.0,17.0,11.0,6.0,4.0,3.0,0.0,1.0,1.533,3.75,5.0,1.53,3.8,5.35,,,,1.571,3.75,4.5,1.57,3.5,5.0,1.5,4.0,4.75,1.57,3.75,4.5
E3,09/11/02,Oxford,Rochdale,2,0,H,1,0,H,G Hegley,13.0,11.0,6.0,5.0,12.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,1.909,3.25,3.5,1.95,3.3,3.35,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.2,3.2,2.8
E3,12/04/03,Wrexham,Bristol Rvs,3,2,H,2,1,H,A Hall,12.0,9.0,7.0,4.0,20.0,18.0,9.0,1.0,0.0,1.0,0.0,0.0,1.615,3.6,4.5,1.6,3.45,4.95,1.6,3.3,4.0,1.615,3.5,4.5,1.62,3.4,5.0,1.615,3.5,4.75,1.61,3.5,4.5
E3,05/10/02,Darlington,Bristol Rvs,1,0,H,1,0,H,A Kaye,11.0,4.0,5.0,1.0,22.0,15.0,4.0,4.0,0.0,2.0,0.0,1.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.2,3.2,2.8,2.25,3.2,2.75
E3,09/11/02,Wrexham,Bournemouth,3,2,H,1,1,D,E Ilderton,11.0,6.0,8.0,3.0,10.0,12.0,7.0,3.0,2.0,2.0,0.0,0.0,2.3,3.2,2.7,2.3,3.25,2.7,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.25,3.2,2.75
E3,17/08/02,Hartlepool,Macclesfield,0,2,A,0,0,D,G Laws,10.0,2.0,5.0,1.0,14.0,18.0,5.0,4.0,1.0,3.0,0.0,0.0,1.533,3.5,5.5,1.55,3.55,5.55,1.55,3.4,4.3,1.533,3.5,5.5,1.5,3.5,6.0,1.571,3.4,5.5,1.53,3.4,5.5
E3,26/12/02,Carlisle,Darlington,2,2,D,2,1,H,D Pugh,14.0,11.0,4.0,4.0,11.0,12.0,9.0,7.0,2.0,3.0,0.0,0.0,2.375,3.2,2.625,2.37,3.33,2.62,2.3,3.0,2.4,2.6,3.2,2.38,2.38,3.25,2.6,2.375,3.25,2.6,2.4,3.25,2.5
E3,11/02/03,Darlington,Rochdale,0,1,A,0,1,A,E Ilderton,13.0,5.0,4.0,3.0,9.0,11.0,6.0,2.0,2.0,1.0,0.0,0.0,2.0,3.25,3.25,2.1,3.25,3.15,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,14/12/02,Lincoln,Cambridge,2,2,D,1,1,D,E Evans,12.0,12.0,10.0,4.0,14.0,10.0,12.0,7.0,2.0,1.0,1.0,2.0,2.4,3.2,2.6,2.45,3.25,2.55,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.25,2.6,2.375,3.25,2.6,2.4,3.25,2.5
E3,23/11/02,Southend,Bournemouth,0,1,A,0,0,D,Paul Armstrong,11.0,7.0,6.0,0.0,15.0,16.0,4.0,2.0,2.0,2.0,0.0,0.0,2.4,3.2,2.6,2.4,3.3,2.6,2.35,3.0,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
E3,05/10/02,Exeter,York,0,1,A,0,1,A,P Crossley,10.0,6.0,5.0,3.0,11.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
