Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E3,19/10/02,Rochdale,Scunthorpe,1,2,A,0,0,D,M Cowburn,11.0,12.0,2.0,8.0,15.0,15.0,5.0,5.0,5.0,2.0,0.0,1.0,1.8,3.25,4.0,1.75,3.3,4.1,1.75,3.2,3.5,1.73,3.2,4.33,1.83,3.25,3.75,1.75,3.4,4.0,1.8,3.3,3.75
E3,08/03/03,Boston,Carlisle,0,0,D,0,0,D,C Wilkes,11.0,3.0,5.0,2.0,11.0,16.0,8.0,3.0,0.0,2.0,0.0,0.0,1.833,3.25,3.75,2.0,3.3,3.25,1.9,3.1,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.4,3.25
E3,09/11/02,Bristol Rvs,Southend,0,1,A,0,0,D,R Olivier,14.0,8.0,5.0,5.0,13.0,15.0,10.0,5.0,2.0,3.0,0.0,0.0,2.1,3.25,3.0,2.15,3.25,2.95,2.1,3.0,2.8,2.0,3.4,3.0,2.1,3.25,3.0,2.2,3.25,2.8,2.1,3.2,3.0
E3,21/12/02,Bournemouth,Hull,0,0,D,0,0,D,E Wolstenholme,10.0,11.0,7.0,1.0,7.0,10.0,5.0,3.0,1.0,2.0,0.0,0.0,1.833,3.25,3.75,1.8,3.3,3.9,1.8,3.1,3.4,1.91,3.25,3.4,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E3,11/02/03,Shrewsbury,York,2,2,D,1,0,H,K Hill,10.0,12.0,6.0,6.0,14.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,2.5,3.2,2.5,2.65,3.25,2.4,2.4,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,07/09/02,Shrewsbury,Leyton Orient,2,1,H,0,1,A,F Stretton,10.0,7.0,4.0,5.0,14.0,20.0,5.0,2.0,1.0,1.0,0.0,1.0,2.1,3.25,3.0,2.0,3.35,3.35,2.0,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.0,3.2,3.2
E3,04/03/03,Bury,Bristol Rvs,0,1,A,0,0,D,E Ilderton,14.0,8.0,5.0,4.0,7.0,10.0,6.0,5.0,1.0,2.0,0.0,0.0,1.57,3.6,5.0,1.55,3.5,5.75,1.5,3.3,4.8,1.62,3.25,5.0,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5.0
E3,04/03/03,Darlington,York,2,1,H,1,0,H,S Mathieson,10.0,6.0,4.0,5.0,11.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,2.5,3.2,2.5,2.4,3.25,2.63,2.35,3.0,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,10/08/02,Shrewsbury,Exeter,1,0,H,1,0,H,L Mason,,,,,,,,,,,,,1.667,3.5,4.333,1.73,3.35,4.3,1.7,3.2,3.7,1.727,3.4,4.0,,,,1.75,3.25,4.0,1.72,3.25,4.2
E3,12/10/02,Bury,Darlington,2,2,D,0,1,A,F Stretton,19.0,3.0,11.0,1.0,14.0,12.0,11.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.8,3.35,3.85,1.8,3.0,3.5,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75
E3,26/08/02,Hartlepool,Hull,2,0,H,1,0,H,A Kaye,12.0,2.0,4.0,0.0,12.0,14.0,10.0,2.0,1.0,2.0,0.0,0.0,2.1,3.2,3.0,2.25,3.2,2.92,2.2,3.0,2.6,2.2,3.25,2.75,,,,2.1,3.25,3.0,,,
E3,08/03/03,York,Cambridge,3,1,H,0,1,A,C Webster,9.0,6.0,7.0,5.0,12.0,17.0,11.0,3.0,3.0,0.0,0.0,0.0,1.833,3.25,3.75,1.85,3.25,3.8,1.85,3.0,3.3,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.3,3.6
E3,31/08/02,Oxford,Hartlepool,0,1,A,0,1,A,P Armstrong,13.0,7.0,9.0,4.0,7.0,20.0,8.0,1.0,1.0,2.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.3,3.0,2.4,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5
E3,01/02/03,Wrexham,Scunthorpe,2,1,H,1,0,H,M Pike,12.0,5.0,2.0,4.0,10.0,13.0,11.0,8.0,0.0,1.0,0.0,1.0,2.25,3.25,2.75,2.05,3.3,3.1,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.3,3.2,2.62
E3,26/10/02,Bristol Rvs,Leyton Orient,1,2,A,0,0,D,R Beeby,7.0,14.0,4.0,8.0,11.0,14.0,4.0,9.0,1.0,0.0,0.0,0.0,1.8,3.4,3.75,1.75,3.4,4.2,1.7,3.2,3.7,1.8,3.25,3.75,1.8,3.25,4.0,1.727,3.25,4.333,1.72,3.25,4.2
E3,14/12/02,Carlisle,Wrexham,1,2,A,1,1,D,M Clattenburg,,13.0,,13.0,16.0,18.0,10.0,8.0,2.0,4.0,1.0,0.0,2.7,3.2,2.3,2.75,3.25,2.3,2.7,3.1,2.1,2.6,3.2,2.38,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2
E3,22/03/03,Oxford,Macclesfield,0,1,A,0,1,A,P Joslin,8.0,15.0,5.0,6.0,17.0,15.0,1.0,6.0,1.0,0.0,0.0,0.0,1.615,3.6,4.5,1.65,3.4,4.75,1.6,3.3,4.0,1.57,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0
E3,08/02/03,Hartlepool,Exeter,2,1,H,0,0,D,S Mathieson,20.0,6.0,12.0,2.0,11.0,14.0,8.0,6.0,0.0,2.0,0.0,0.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.4,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5
E3,01/03/03,Cambridge,Torquay,0,1,A,0,1,A,F Stretton,5.0,7.0,4.0,6.0,13.0,19.0,14.0,5.0,1.0,2.0,0.0,0.0,2.1,3.25,3.0,2.1,3.3,3.1,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.2,3.0
E3,07/03/03,Hartlepool,Bury,0,0,D,0,0,D,M Cooper,10.0,8.0,3.0,4.0,12.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,1.667,3.5,4.333,1.65,3.5,4.55,1.65,3.1,4.0,1.62,3.25,5.0,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E3,22/02/03,Hull,Cambridge,1,1,D,0,1,A,M Cowburn,12.0,8.0,5.0,5.0,13.0,9.0,6.0,1.0,1.0,0.0,0.0,1.0,2.2,3.25,2.8,2.15,3.25,3.05,2.1,3.0,2.8,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,29/03/03,Rushden & D,Exeter,1,0,H,0,0,D,A Hall,13.0,16.0,7.0,9.0,16.0,14.0,8.0,3.0,1.0,1.0,0.0,0.0,1.5,3.5,6.0,1.5,3.5,6.2,1.5,3.4,4.7,1.53,3.5,5.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5
E3,23/11/02,Shrewsbury,Darlington,2,2,D,2,0,H,M Fletcher,6.0,9.0,3.0,4.0,15.0,11.0,1.0,3.0,2.0,1.0,0.0,0.0,1.833,3.25,3.75,1.85,3.35,3.8,1.85,3.0,3.3,1.83,3.4,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5
E3,29/12/02,Southend,Scunthorpe,1,2,A,1,0,H,S Tomlin,14.0,8.0,8.0,8.0,10.0,14.0,7.0,7.0,2.0,3.0,0.0,0.0,2.3,3.2,2.7,2.25,3.4,2.7,2.2,3.0,2.6,2.4,3.25,2.5,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75
E3,22/02/03,Bristol Rvs,Macclesfield,1,1,D,0,0,D,L Cable,9.0,4.0,4.0,2.0,16.0,16.0,7.0,4.0,0.0,0.0,0.0,0.0,2.1,3.25,3.0,2.1,3.25,3.15,2.1,3.0,2.8,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,14/01/03,Oxford,Darlington,1,1,D,0,0,D,D Crick,12.0,14.0,4.0,3.0,7.0,12.0,3.0,0.0,0.0,2.0,0.0,0.0,1.615,3.6,4.5,1.65,3.4,4.5,1.7,3.2,3.7,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.4,4.33
E3,18/03/03,Oxford,Cambridge,1,1,D,0,0,D,A Penn,13.0,17.0,10.0,9.0,6.0,16.0,5.0,9.0,1.0,3.0,0.0,0.0,1.72,3.25,4.33,1.8,3.35,4.0,1.8,3.0,3.5,1.73,3.2,4.33,1.73,3.25,4.33,1.7,3.4,4.33,1.83,3.4,3.5
E3,29/10/02,Hartlepool,Bristol Rvs,2,0,H,1,0,H,M Jones,21.0,9.0,9.0,2.0,11.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.571,3.6,5.0,1.55,3.55,5.55,1.5,3.5,4.5,1.53,3.5,5.5,1.5,3.5,6.0,1.55,3.5,5.5,1.57,3.5,5.0
E3,14/09/02,Rochdale,Shrewsbury,1,1,D,0,1,A,T Bates,10.0,6.0,5.0,5.0,13.0,17.0,9.0,1.0,0.0,2.0,0.0,0.0,1.727,3.25,4.333,1.75,3.4,4.0,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.8,3.4,3.75,1.8,3.3,3.75
E3,03/05/03,Shrewsbury,Scunthorpe,1,2,A,1,0,H,S Tomlin,10.0,9.0,5.0,4.0,12.0,10.0,4.0,9.0,1.0,1.0,0.0,0.0,2.5,3.6,2.25,2.85,3.4,2.13,,,,3.25,3.4,1.909,2.8,3.25,2.2,3.0,3.25,2.1,2.8,3.4,2.1
E3,22/02/03,Scunthorpe,Lincoln,0,0,D,0,0,D,C Webster,9.0,10.0,3.0,3.0,10.0,21.0,7.0,3.0,2.0,4.0,0.0,0.0,2.1,3.25,3.0,2.03,3.25,3.3,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E3,13/08/02,York,Shrewsbury,2,1,H,0,1,A,A Leake,13.0,9.0,4.0,2.0,13.0,13.0,8.0,4.0,1.0,2.0,0.0,0.0,1.909,3.25,3.5,2.0,3.25,3.25,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.0,3.25,3.25,2.0,3.2,3.2
E3,18/03/03,Bournemouth,Leyton Orient,3,1,H,2,0,H,D Crick,15.0,9.0,11.0,7.0,5.0,10.0,1.0,5.0,0.0,1.0,0.0,0.0,1.61,3.4,5.0,1.57,3.5,5.5,1.55,3.3,4.5,1.62,3.25,5.0,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.6,5.5
E3,29/03/03,York,Southend,2,0,H,2,0,H,E Ilderton,9.0,6.0,5.0,3.0,20.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,1.57,3.6,5.0,1.6,3.4,5.1,1.6,3.2,4.2,1.57,3.5,5.0,1.53,3.5,5.5,1.53,3.5,5.5,1.61,3.3,5.0
E3,01/03/03,Macclesfield,Southend,2,1,H,0,0,D,A Bates,15.0,13.0,2.0,2.0,12.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,2.5,3.2,2.5,2.55,3.3,2.45,2.35,3.0,2.35,2.4,3.25,2.5,2.62,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5
E3,18/03/03,Carlisle,Macclesfield,1,0,H,1,0,H,L Mason,6.0,8.0,2.0,2.0,15.0,15.0,4.0,3.0,1.0,1.0,0.0,0.0,1.9,3.25,3.5,2.1,3.3,3.1,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,19/04/03,Exeter,Oxford,2,2,D,2,1,H,P Walton,8.0,7.0,2.0,0.0,10.0,10.0,8.0,6.0,3.0,1.0,0.0,0.0,2.8,3.5,2.1,2.82,3.3,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.75,3.4,2.2,2.75,3.4,2.2,2.8,3.2,2.2
E3,24/08/02,Swansea,Bournemouth,2,0,H,1,0,H,T Parkes,6.0,4.0,4.0,2.0,6.0,15.0,5.0,5.0,2.0,2.0,0.0,1.0,2.375,3.2,2.625,2.35,3.2,2.7,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75
E3,15/03/03,Cambridge,Kidderminster,0,2,A,0,0,D,R Pearson,5.0,6.0,3.0,4.0,12.0,8.0,9.0,6.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.3,3.35,2.65,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E3,19/10/02,Shrewsbury,Kidderminster,2,3,A,2,2,D,D Pugh,11.0,5.0,6.0,3.0,12.0,14.0,6.0,8.0,3.0,3.0,0.0,0.0,2.25,3.25,2.75,2.25,3.2,2.75,2.2,3.0,2.6,2.38,3.2,2.6,2.5,3.2,2.5,2.375,3.2,2.625,2.25,3.2,2.75
E3,15/03/03,Torquay,Scunthorpe,1,1,D,0,1,A,G Hegley,20.0,6.0,12.0,4.0,9.0,16.0,6.0,5.0,0.0,3.0,0.0,0.0,2.2,3.25,2.8,2.18,3.25,2.95,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E3,28/09/02,Southend,Exeter,1,0,H,1,0,H,P Prosser,14.0,6.0,4.0,3.0,11.0,18.0,3.0,9.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.9,3.3,3.85,1.9,3.1,3.0,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.4
E3,17/08/02,Rushden & D,Kidderminster,3,1,H,1,0,H,C Foy,6.0,5.0,2.0,2.0,19.0,11.0,7.0,2.0,3.0,3.0,0.0,1.0,1.615,3.4,5.0,1.7,3.46,4.35,1.65,3.2,3.9,1.727,3.2,4.333,1.67,3.4,4.5,1.7,3.4,4.333,1.66,3.3,4.5
E3,11/01/03,Kidderminster,Rushden & D,0,2,A,0,1,A,A Butler,10.0,11.0,3.0,6.0,8.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0,2.5,3.2,2.5,2.5,3.25,2.5,2.35,3.0,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,19/04/03,Bristol Rvs,Cambridge,3,1,H,1,0,H,R Beeby,11.0,11.0,7.0,3.0,13.0,17.0,12.0,4.0,1.0,2.0,0.0,0.0,2.375,3.4,2.5,2.5,3.3,2.51,2.3,3.1,2.3,2.25,3.2,2.75,2.38,3.4,2.5,2.3,3.4,2.6,2.5,3.25,2.4
E3,11/03/03,Darlington,Cambridge,1,2,A,0,1,A,M Fletcher,13.0,8.0,4.0,4.0,15.0,14.0,8.0,5.0,4.0,4.0,1.0,0.0,2.2,3.25,2.8,2.2,3.4,2.85,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,12/04/03,York,Rochdale,2,2,D,1,1,D,J P Robinson,13.0,9.0,9.0,5.0,13.0,11.0,3.0,6.0,1.0,2.0,0.0,0.0,1.615,3.6,4.5,1.6,3.5,4.95,1.6,3.3,4.0,1.571,3.5,5.0,1.57,3.6,5.0,1.571,3.6,5.0,1.57,3.5,5.0
E3,04/03/03,Exeter,Wrexham,1,0,H,0,0,D,G Hegley,8.0,13.0,7.0,6.0,13.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,2.8,3.25,2.2,2.85,3.25,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,3.0,3.2,2.1
E3,18/01/03,Southend,Rochdale,1,0,H,0,0,D,I Williamson,16.0,8.0,5.0,5.0,11.0,17.0,6.0,5.0,1.0,1.0,0.0,0.0,2.1,3.25,3.0,2.25,3.25,2.82,2.2,3.0,2.6,2.5,3.25,2.4,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E3,30/11/02,Boston,Leyton Orient,0,1,A,0,1,A,M Warren,12.0,3.0,6.0,3.0,8.0,21.0,8.0,3.0,3.0,2.0,0.0,0.0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E3,08/04/03,Rochdale,Bristol Rvs,1,1,D,1,1,D,M Messias,5.0,7.0,2.0,4.0,13.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,3.25,3.25,2.1,3.3,3.0,2.2,3.0,2.6,2.1,3.2,3.0,,,,2.0,3.25,3.25,2.2,3.25,2.75
E3,14/09/02,Scunthorpe,Kidderminster,1,1,D,0,1,A,L Mason,17.0,10.0,8.0,5.0,12.0,15.0,11.0,5.0,1.0,2.0,0.0,0.0,1.833,3.25,3.75,1.95,3.2,3.45,1.9,3.1,3.0,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E3,01/03/03,Kidderminster,Scunthorpe,1,3,A,0,2,A,I Williamson,7.0,6.0,3.0,5.0,10.0,11.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.0,2.9,1.91,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0
E3,26/12/02,Hull,Hartlepool,2,0,H,1,0,H,H Webb,10.0,11.0,6.0,3.0,8.0,7.0,5.0,6.0,1.0,1.0,0.0,0.0,2.3,3.2,2.7,2.3,3.3,2.75,2.3,3.0,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E3,21/09/02,Oxford,Hull,0,0,D,0,0,D,R Beeby,9.0,10.0,6.0,6.0,9.0,15.0,4.0,10.0,0.0,1.0,0.0,0.0,2.2,3.25,2.8,2.25,3.35,2.8,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75
E3,08/03/03,Southend,Lincoln,0,1,A,0,1,A,M Thorpe,12.0,7.0,4.0,3.0,13.0,13.0,3.0,3.0,0.0,1.0,0.0,0.0,2.25,3.25,2.75,2.1,3.3,3.0,2.2,3.0,2.6,2.38,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.62
E3,22/03/03,Carlisle,Cambridge,0,1,A,0,1,A,C Boyeson,13.0,7.0,4.0,5.0,13.0,14.0,13.0,7.0,1.0,3.0,1.0,0.0,2.2,3.25,2.8,2.3,3.2,2.75,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E3,14/12/02,Shrewsbury,Bournemouth,0,0,D,0,0,D,S Baines,9.0,6.0,4.0,2.0,9.0,10.0,11.0,4.0,0.0,1.0,0.0,0.0,2.7,3.2,2.3,2.65,3.25,2.35,2.35,3.0,2.35,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.5,3.25,2.4
E3,07/09/02,Cambridge,Hull,1,2,A,0,0,D,C Foy,11.0,11.0,7.0,9.0,17.0,20.0,9.0,10.0,2.0,2.0,0.0,0.0,2.0,3.25,3.25,2.22,3.35,3.0,2.1,3.0,2.8,2.2,3.2,2.8,2.1,3.25,3.0,1.95,3.25,3.4,2.1,3.2,3.0
E3,24/08/02,Torquay,Hartlepool,1,1,D,0,0,D,S Tomlin,12.0,12.0,4.0,7.0,11.0,12.0,11.0,9.0,1.0,1.0,1.0,0.0,2.625,3.2,2.375,2.7,3.2,2.35,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.62,3.25,2.3
E3,10/08/02,Carlisle,Hartlepool,1,3,A,0,1,A,G Cain,6.0,12.0,3.0,4.0,9.0,9.0,5.0,6.0,0.0,3.0,0.0,0.0,2.375,3.2,2.625,2.53,3.15,2.5,2.4,3.0,2.3,2.4,3.25,2.5,,,,2.6,3.2,2.4,2.5,3.1,2.5
E3,04/03/03,Swansea,Boston,0,0,D,0,0,D,P Taylor,12.0,8.0,5.0,5.0,13.0,19.0,6.0,3.0,3.0,5.0,0.0,2.0,2.25,3.25,2.75,2.17,3.25,2.97,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0
E3,14/09/02,Torquay,Cambridge,3,2,H,1,0,H,P Rejer,15.0,8.0,10.0,3.0,6.0,16.0,6.0,4.0,2.0,3.0,0.0,1.0,2.2,3.25,2.8,2.15,3.25,2.9,2.2,3.0,2.6,2.375,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E3,21/09/02,Exeter,Leyton Orient,1,0,H,0,0,D,P Armstrong,12.0,9.0,9.0,5.0,13.0,14.0,6.0,5.0,3.0,2.0,0.0,1.0,2.1,3.25,3.0,2.1,3.35,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,18/01/03,Exeter,Carlisle,1,0,H,0,0,D,P Taylor,8.0,6.0,4.0,2.0,16.0,23.0,2.0,6.0,3.0,1.0,0.0,0.0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.0,2.9,1.91,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0
E3,01/01/03,Rushden & D,Shrewsbury,5,1,H,3,0,H,R Olivier,11.0,11.0,8.0,9.0,16.0,6.0,7.0,8.0,3.0,2.0,1.0,0.0,1.571,3.6,5.0,1.55,3.55,5.56,1.55,3.3,4.5,1.62,3.25,5.0,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.3,5.5
E3,18/04/03,Rochdale,Bury,1,2,A,1,1,D,M Dean,17.0,14.0,12.0,9.0,10.0,13.0,6.0,7.0,2.0,1.0,0.0,0.0,2.625,3.2,2.375,2.6,3.25,2.4,2.4,3.0,2.3,2.6,3.2,2.375,2.5,3.4,2.38,2.5,3.4,2.375,2.5,3.25,2.4
E3,17/08/02,York,Torquay,4,3,H,1,0,H,M Ryan,12.0,18.0,6.0,9.0,13.0,14.0,4.0,1.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.75,3.35,4.2,1.7,3.2,3.7,1.727,3.4,4.0,1.73,3.25,4.33,1.7,3.4,4.333,1.72,3.2,4.33
E3,01/03/03,Lincoln,Leyton Orient,1,1,D,0,0,D,R Oliver,7.0,7.0,4.0,3.0,12.0,19.0,6.0,2.0,0.0,4.0,0.0,0.0,1.8,3.25,4.0,1.85,3.35,3.75,1.8,3.1,3.4,1.73,3.2,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33
E3,30/11/02,Bournemouth,Scunthorpe,2,1,H,0,1,A,M Jones,12.0,8.0,6.0,3.0,13.0,14.0,8.0,5.0,1.0,2.0,0.0,0.0,1.8,3.4,3.75,1.8,3.4,4.0,1.85,3.1,3.2,1.83,3.4,3.5,1.8,3.25,4.0,1.8,3.25,4.0,1.9,3.25,3.4
E3,10/08/02,Kidderminster,Lincoln,1,1,D,0,1,A,P Crossley,13.0,7.0,10.0,6.0,13.0,15.0,6.0,8.0,2.0,5.0,0.0,1.0,1.571,3.4,5.5,1.63,3.3,5.25,1.6,3.1,4.4,1.667,3.25,4.5,,,,1.667,3.4,4.5,1.61,3.25,5.0
E3,10/08/02,Boston,Bournemouth,2,2,D,0,1,A,A Kaye,5.0,8.0,2.0,5.0,14.0,12.0,3.0,5.0,3.0,2.0,0.0,0.0,2.4,3.2,2.6,,,,2.3,3.0,2.4,2.6,3.2,2.375,,,,2.375,3.2,2.625,2.37,3.1,2.62
E3,30/11/02,York,Carlisle,2,1,H,1,0,H,C Foy,10.0,16.0,3.0,9.0,11.0,13.0,5.0,4.0,2.0,3.0,0.0,0.0,1.667,3.5,4.333,1.7,3.4,4.5,1.75,3.2,3.5,1.73,3.4,4.0,1.67,3.4,4.5,1.667,3.4,4.5,1.8,3.3,3.75
E3,14/12/02,Southend,Boston,4,2,H,3,0,H,K Hill,11.0,12.0,9.0,8.0,8.0,16.0,5.0,8.0,2.0,3.0,0.0,0.0,1.727,3.5,4.0,1.73,3.4,4.2,1.75,3.3,3.4,1.8,3.25,3.75,1.73,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0
E3,28/09/02,Hartlepool,Rushden & D,1,2,A,1,0,H,P Dowd,18.0,15.0,7.0,6.0,6.0,19.0,9.0,6.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.95,3.3,3.5,1.9,3.1,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.85,3.25,3.6,1.9,3.25,3.4
E3,10/08/02,Torquay,Bristol Rvs,2,1,H,1,1,D,P Prosser,20.0,9.0,12.0,6.0,18.0,15.0,3.0,7.0,2.0,3.0,0.0,0.0,2.625,3.2,2.375,2.65,3.2,2.4,2.4,3.0,2.3,2.4,3.25,2.5,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,01/03/03,Oxford,Boston,2,1,H,1,0,H,A Leake,9.0,10.0,5.0,5.0,10.0,12.0,3.0,7.0,0.0,1.0,0.0,0.0,1.727,3.5,4.0,1.75,3.4,4.2,1.7,3.2,3.7,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E3,15/02/03,Exeter,Boston,0,2,A,0,1,A,M Warren,9.0,8.0,6.0,5.0,10.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,2.1,3.25,3.0,2.05,3.25,3.25,2.0,3.0,2.9,1.91,3.2,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2
E3,19/04/03,Hull,Bournemouth,3,1,H,2,1,H,E Ilderton,19.0,12.0,12.0,7.0,6.0,7.0,6.0,3.0,1.0,2.0,0.0,0.0,2.5,3.4,2.375,2.52,3.25,2.5,2.35,3.0,2.35,2.5,3.2,2.5,2.5,3.4,2.38,2.5,3.3,2.4,2.3,3.2,2.62
E3,04/02/03,Kidderminster,Bournemouth,1,0,H,0,0,D,G Cain,12.0,5.0,9.0,3.0,5.0,8.0,6.0,4.0,0.0,2.0,0.0,0.0,2.2,3.25,2.8,2.2,3.33,2.85,2.2,3.0,2.6,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,27/08/02,Bournemouth,Oxford,1,1,D,1,0,H,C Penton,22.0,1.0,4.0,1.0,19.0,12.0,6.0,1.0,3.0,4.0,0.0,1.0,2.1,3.25,3.0,2.1,3.3,3.12,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0
