Country,League,Season,Match_Date,Home_Team,Away_Team,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,DayOfWeek,Avg_Home_Goals_Last5,Avg_Away_Goals_Last5,DaysSinceLastMatchHome,DaysSinceLastMatchAway,Average_home_win_odds,Average_away_win_odds,Average_over_2.5_goals_odds,Average_under_2.5_goals_odds,Average_Asian_Handicap_Home_odds,Average_Asian_Handicap_Away_odds,has_favorite,diff_home_win_odds,diff_away_win_odds,Time_kick_off_bin
belgium,1,1920,15647904.0,Oostende,Cercle Brugge,3.0,1.0,H,5.0,1.0,1.0,139,139,2.21,3.08,1.69,2.16,1.97,1.89,None,-0.040000000000000036,0.010000000000000231,Late Evening
belgium,1,1920,15647904.0,Mechelen,Genk,3.0,1.0,H,5.0,1.4,1.6,510,139,4.18,1.83,1.77,2.06,2.01,1.84,None,0.2799999999999998,-0.16999999999999993,Late Evening
belgium,1,1920,15647904.0,Kortrijk,Charleroi,1.0,1.0,D,5.0,1.6,1.2,139,146,2.31,2.98,1.81,2.01,2.02,1.84,None,-0.08000000000000007,-0.08000000000000007,Late Evening
belgium,1,1920,15648768.0,Antwerp,Waasland-Beveren,4.0,1.0,H,6.0,1.6,1.6,147,140,1.34,8.52,1.62,2.28,2.01,1.84,Home,0.050000000000000044,-1.25,Late Evening
belgium,1,1920,15648768.0,Gent,Eupen,6.0,1.0,H,6.0,2.4,1.2,147,140,1.39,7.43,1.55,2.42,2.05,1.78,Home,0.08999999999999986,-2.530000000000001,Afternoon
belgium,1,1920,15653088.0,Anderlecht,Mechelen,0.0,0.0,D,4.0,1.0,1.6,12,13,1.78,4.1,1.59,2.35,2.01,1.85,None,-0.20999999999999996,0.3899999999999997,Late Evening
belgium,1,1920,15653952.0,Genk,Waregem,0.0,2.0,A,5.0,1.0,1.2,15,7,1.23,11.39,1.34,3.2,2.05,1.79,Home,0.040000000000000036,-3.6099999999999994,Late Evening
belgium,1,1920,15653952.0,Oostende,Club Brugge,0.0,2.0,A,5.0,1.0,2.6,7,14,6.27,1.45,1.5,2.55,1.87,1.99,Away,-0.8100000000000005,0.07999999999999985,Evening
belgium,1,1920,15653952.0,Eupen,Waasland-Beveren,1.0,1.0,D,5.0,1.6,1.4,13,6,1.86,3.94,1.6,2.32,1.88,1.97,None,-0.05999999999999983,0.08999999999999986,Late Evening
belgium,1,1920,15653952.0,Cercle Brugge,Kortrijk,1.0,3.0,A,5.0,1.2,2.2,14,15,2.52,2.58,1.62,2.27,1.91,1.95,None,-0.2999999999999998,0.1499999999999999,Late Evening
belgium,1,1920,15654816.0,Charleroi,Antwerp,2.0,1.0,H,6.0,1.2,1.2,14,14,2.56,2.69,1.96,1.86,1.89,1.97,None,0.16000000000000014,-0.33999999999999986,Evening
belgium,1,1920,15654816.0,Mouscron,Gent,2.0,1.0,H,6.0,2.2,1.6,169,14,3.46,2.0,1.65,2.23,1.83,2.04,None,-0.3900000000000001,0.09000000000000008,Late Evening
belgium,1,1920,15654816.0,St Truiden,Standard,2.0,1.0,H,6.0,1.4,1.2,15,15,4.34,1.73,1.64,2.24,1.9,1.95,None,0.6099999999999999,-0.21999999999999997,Afternoon
belgium,1,1920,15659136.0,Club Brugge,Eupen,0.0,0.0,D,4.0,2.2,1.0,14,12,1.18,12.14,1.31,3.41,1.9,1.96,Home,-0.010000000000000009,-0.34999999999999964,Late Evening
belgium,1,1920,15660000.0,Mechelen,Cercle Brugge,3.0,1.0,H,5.0,2.0,0.8,14,14,1.41,7.67,1.65,2.24,1.94,1.91,Home,-0.030000000000000027,0.11000000000000032,Late Evening
belgium,1,1920,15660000.0,Waasland-Beveren,Genk,0.0,4.0,A,5.0,1.2,2.0,21,14,6.51,1.41,1.5,2.55,1.97,1.89,Away,0.33999999999999986,-0.06000000000000005,Late Evening
belgium,1,1920,15660000.0,Kortrijk,Anderlecht,4.0,2.0,H,5.0,2.0,1.6,14,153,2.88,2.3,1.7,2.13,1.81,2.05,None,-0.6600000000000001,0.23999999999999977,Evening
belgium,1,1920,15660864.0,Standard,Mouscron,4.0,1.0,H,6.0,3.2,1.4,15,22,1.5,5.93,1.64,2.24,1.87,1.98,Home,-0.09000000000000008,0.14999999999999947,Afternoon
belgium,1,1920,15660864.0,Antwerp,St Truiden,2.0,0.0,H,6.0,1.8,0.6,14,16,1.51,5.96,1.72,2.12,1.91,1.95,Home,-0.1499999999999999,0.8099999999999996,Evening
belgium,1,1920,15660864.0,Gent,Oostende,2.0,0.0,H,6.0,2.6,1.2,14,21,1.36,7.81,1.5,2.55,2.04,1.82,Home,0.050000000000000044,-1.4699999999999998,Late Evening
belgium,1,1920,15661728.0,Waregem,Charleroi,3.0,1.0,H,0.0,1.6,1.4,23,16,2.82,2.33,1.64,2.25,1.82,2.04,None,0.08999999999999986,-0.14000000000000012,Late Evening
belgium,1,1920,15665184.0,Genk,Anderlecht,1.0,0.0,H,4.0,0.8,1.4,13,6,1.76,4.27,1.66,2.22,2.0,1.86,None,-0.30000000000000004,0.7799999999999994,Late Evening
belgium,1,1920,15666048.0,Cercle Brugge,Waasland-Beveren,1.0,0.0,H,5.0,1.0,1.2,14,14,1.99,3.4,1.53,2.45,2.0,1.86,None,0.16999999999999993,-0.6000000000000001,Late Evening
belgium,1,1920,15666048.0,St Truiden,Waregem,0.0,0.0,D,5.0,1.0,1.2,13,14,2.25,2.92,1.47,2.66,2.0,1.85,None,-0.69,0.6099999999999999,Late Evening
belgium,1,1920,15666048.0,Oostende,Mechelen,2.0,1.0,H,5.0,1.2,1.4,14,15,3.04,2.22,1.69,2.15,1.92,1.94,None,0.10000000000000009,-0.1299999999999999,Late Evening
belgium,1,1920,15666912.0,Standard,Kortrijk,2.0,1.0,H,6.0,3.0,2.2,7,15,1.51,5.81,1.63,2.26,1.86,2.0,Home,0.030000000000000027,-0.9800000000000004,Evening
belgium,1,1920,15666912.0,Mouscron,Eupen,2.0,0.0,H,6.0,2.2,0.8,14,9,1.72,4.6,1.79,2.02,1.94,1.92,None,-0.27,0.5099999999999998,Late Evening
belgium,1,1920,15671232.0,Mechelen,Mouscron,2.0,2.0,D,4.0,2.2,1.4,13,12,1.96,3.76,1.87,1.96,2.02,1.84,None,-0.10999999999999988,-0.040000000000000036,Late Evening
belgium,1,1920,15672096.0,Waasland-Beveren,Charleroi,0.0,4.0,A,5.0,0.8,1.8,14,12,3.88,1.84,1.68,2.17,2.0,1.86,None,-0.7000000000000002,0.15000000000000013,Late Evening
belgium,1,1920,15672096.0,Eupen,St Truiden,0.0,2.0,A,5.0,0.8,0.6,21,13,2.27,2.89,1.61,2.3,1.98,1.87,None,0.010000000000000231,-0.16999999999999993,Evening
belgium,1,1920,15672096.0,Kortrijk,Oostende,2.0,2.0,D,5.0,2.2,1.4,14,13,2.01,3.42,1.62,2.28,2.0,1.86,None,0.1499999999999997,-0.52,Late Evening
belgium,1,1920,15672960.0,Anderlecht,Standard,1.0,0.0,H,6.0,1.2,1.2,23,21,2.12,3.26,1.66,2.21,1.88,1.97,None,-0.29000000000000004,0.2699999999999996,Evening
belgium,1,1920,15672960.0,Club Brugge,Genk,1.0,1.0,D,6.0,1.8,2.0,16,15,1.76,4.2,1.66,2.21,2.01,1.84,None,0.17999999999999994,-1.1399999999999997,Afternoon
belgium,1,1920,15672960.0,Waregem,Antwerp,2.0,0.0,H,6.0,1.8,1.0,13,21,2.71,2.38,1.61,2.3,2.03,1.83,None,-0.08000000000000007,-0.0900000000000003,Late Evening
belgium,1,1920,15672960.0,Gent,Cercle Brugge,3.0,2.0,H,6.0,3.0,1.2,14,15,1.29,8.94,1.38,3.01,2.01,1.84,Home,0.010000000000000009,-0.9800000000000004,Late Evening
belgium,1,1920,15683328.0,Charleroi,Genk,2.0,1.0,H,4.0,1.4,2.0,33,12,2.77,2.39,1.62,2.3,1.77,2.11,None,-0.18000000000000016,-0.009999999999999787,Late Evening
belgium,1,1920,15684192.0,Cercle Brugge,Club Brugge,0.0,2.0,A,5.0,0.6,2.6,21,35,9.27,1.28,1.39,2.94,2.08,1.77,Away,-2.8100000000000005,0.040000000000000036,Late Evening
belgium,1,1920,15684192.0,St Truiden,Waasland-Beveren,1.0,1.0,D,5.0,0.6,1.2,21,21,1.63,4.72,1.48,2.62,2.1,1.75,Home,-0.1200000000000001,0.10999999999999943,Late Evening
belgium,1,1920,15684192.0,Oostende,Standard,1.0,4.0,A,5.0,1.2,1.8,21,13,4.4,1.68,1.56,2.41,1.97,1.89,None,0.11000000000000032,-0.050000000000000044,Evening
belgium,1,1920,15684192.0,Eupen,Waregem,1.0,1.0,D,5.0,0.6,0.8,14,21,2.75,2.34,1.56,2.4,1.76,2.08,None,-0.16999999999999993,-0.020000000000000018,Late Evening
belgium,1,1920,15685056.0,Gent,Mechelen,3.0,0.0,H,6.0,3.2,1.0,14,22,1.5,5.87,1.56,2.42,1.84,2.03,Home,-0.020000000000000018,-0.1899999999999995,Evening
belgium,1,1920,15685056.0,Anderlecht,Antwerp,1.0,2.0,A,6.0,1.0,1.4,14,14,1.99,3.55,1.78,2.05,2.01,1.85,None,-0.3800000000000001,0.5099999999999998,Afternoon
belgium,1,1920,15685056.0,Mouscron,Kortrijk,2.0,0.0,H,6.0,2.0,1.0,21,21,2.14,3.28,1.81,2.0,1.88,1.98,None,-0.08000000000000007,0.029999999999999805,Late Evening
belgium,1,1920,15689376.0,Kortrijk,Mechelen,2.0,3.0,A,4.0,2.2,1.2,20,5,2.32,2.91,1.81,2.02,2.04,1.83,None,-0.06000000000000005,-0.029999999999999805,Late Evening
belgium,1,1920,15690240.0,Genk,Oostende,3.0,1.0,H,5.0,1.4,1.2,29,21,1.34,8.59,1.44,2.75,1.98,1.88,Home,-0.010000000000000009,0.1899999999999995,Late Evening
belgium,1,1920,15690240.0,Antwerp,Cercle Brugge,3.0,1.0,H,5.0,2.4,1.2,34,20,1.38,7.4,1.53,2.47,1.86,1.99,Home,0.08999999999999986,-1.92,Late Evening
belgium,1,1920,15690240.0,Charleroi,St Truiden,0.0,3.0,A,5.0,1.2,1.0,8,21,1.61,5.24,1.65,2.23,2.08,1.79,Home,-0.029999999999999805,-0.1899999999999995,Evening
belgium,1,1920,15690240.0,Waasland-Beveren,Mouscron,1.0,1.0,D,5.0,0.6,1.4,21,22,3.39,2.06,1.7,2.13,2.05,1.79,None,-0.10999999999999988,-0.029999999999999805,Late Evening
belgium,1,1920,15691104.0,Standard,Eupen,3.0,0.0,H,6.0,3.4,0.6,28,28,1.28,10.17,1.52,2.48,1.84,2.01,Home,-0.19999999999999996,3.0300000000000002,Afternoon
belgium,1,1920,15691104.0,Club Brugge,Anderlecht,2.0,1.0,H,6.0,2.0,1.4,21,30,1.52,5.61,1.53,2.47,1.86,1.99,Home,0.09000000000000008,-1.5699999999999994,Evening
belgium,1,1920,15691104.0,Waregem,Gent,2.0,2.0,D,6.0,2.0,1.8,21,42,3.34,1.98,1.47,2.65,1.86,2.0,None,-1.5499999999999998,0.3699999999999999,Late Evening
belgium,1,1920,15696288.0,Cercle Brugge,Eupen,1.0,2.0,A,5.0,0.6,0.6,14,6,2.08,3.26,1.77,2.05,1.84,2.01,None,-0.17999999999999972,-0.050000000000000266,Late Evening
belgium,1,1920,15696288.0,Mechelen,Club Brugge,0.0,5.0,A,5.0,2.0,3.2,29,14,5.79,1.52,1.58,2.38,2.06,1.79,Away,-1.2199999999999998,0.09000000000000008,Evening
belgium,1,1920,15696288.0,St Truiden,Genk,3.0,3.0,D,5.0,1.2,2.0,14,15,4.41,1.75,1.63,2.26,1.88,1.95,None,-0.9699999999999998,0.18999999999999995,Late Evening
belgium,1,1920,15696288.0,Gent,Kortrijk,2.0,0.0,H,5.0,3.2,1.0,13,13,1.34,8.15,1.45,2.72,1.89,1.96,Home,0.050000000000000044,-0.8399999999999999,Late Evening
belgium,1,1920,15696288.0,Mouscron,Waregem,2.0,2.0,D,5.0,1.8,1.0,13,14,2.26,2.94,1.69,2.15,1.97,1.89,None,0.17999999999999972,-0.6200000000000001,Late Evening
belgium,1,1920,15697152.0,Oostende,Antwerp,1.0,1.0,D,6.0,1.4,1.6,15,14,3.89,1.83,1.66,2.21,2.02,1.84,None,-1.19,0.22999999999999998,Late Evening
belgium,1,1920,15697152.0,Anderlecht,Waasland-Beveren,0.0,0.0,D,6.0,0.6,0.6,14,15,1.38,7.4,1.6,2.34,1.92,1.93,Home,0.0,-0.9299999999999997,Afternoon
belgium,1,1920,15697152.0,Standard,Charleroi,1.0,1.0,D,6.0,2.8,1.8,7,29,1.61,5.04,1.74,2.08,2.11,1.74,Home,-0.029999999999999805,-0.7199999999999998,Evening
belgium,1,1920,15701472.0,Charleroi,Anderlecht,1.0,2.0,A,4.0,1.2,1.4,13,12,2.43,2.81,1.85,1.97,2.12,1.74,None,-0.040000000000000036,-0.06999999999999984,Late Evening
belgium,1,1920,15702336.0,Eupen,Mechelen,0.0,2.0,A,5.0,0.6,1.2,21,15,2.63,2.57,1.75,2.08,1.92,1.94,None,0.1299999999999999,-0.2200000000000002,Evening
belgium,1,1920,15702336.0,Waasland-Beveren,Oostende,3.0,1.0,H,5.0,1.0,1.2,14,14,2.45,2.67,1.57,2.39,1.85,2.02,None,-0.20999999999999996,0.1200000000000001,Late Evening
belgium,1,1920,15702336.0,Kortrijk,St Truiden,4.0,0.0,H,5.0,2.6,1.0,15,14,1.84,3.89,1.53,2.46,2.07,1.78,None,-0.020000000000000018,-0.04999999999999982,Late Evening
belgium,1,1920,15702336.0,Waregem,Cercle Brugge,6.0,0.0,H,5.0,2.6,1.0,13,14,1.61,5.08,1.51,2.53,2.01,1.85,Home,0.010000000000000009,-0.54,Late Evening
belgium,1,1920,15703200.0,Antwerp,Standard,2.0,2.0,D,6.0,2.4,1.8,15,22,2.2,3.08,1.71,2.13,1.92,1.94,None,0.27000000000000024,-0.73,Evening
belgium,1,1920,15703200.0,Club Brugge,Gent,4.0,0.0,H,6.0,2.6,1.2,14,14,1.61,4.96,1.51,2.52,2.01,1.84,Home,0.07000000000000006,-1.1399999999999997,Afternoon
belgium,1,1920,15703200.0,Genk,Mouscron,2.0,1.0,H,6.0,1.6,1.2,15,15,1.5,5.89,1.59,2.35,1.89,1.97,Home,0.040000000000000036,-1.0600000000000005,Late Evening
belgium,1,1920,15713568.0,Mouscron,Club Brugge,0.0,1.0,A,4.0,1.6,2.6,20,20,6.96,1.42,1.58,2.39,1.9,1.97,Away,0.5199999999999996,-0.06000000000000005,Late Evening
belgium,1,1920,15714432.0,Kortrijk,Waregem,2.0,0.0,H,5.0,2.8,1.0,14,21,2.13,3.03,1.46,2.67,1.9,1.96,None,-0.010000000000000231,-0.08000000000000007,Late Evening
belgium,1,1920,15714432.0,Standard,Genk,1.0,0.0,H,5.0,2.2,1.8,20,21,2.25,2.93,1.57,2.39,1.95,1.9,None,-0.08999999999999986,-0.06999999999999984,Evening
belgium,1,1920,15714432.0,Oostende,Eupen,2.0,3.0,A,5.0,1.2,1.0,20,21,2.04,3.34,1.66,2.21,1.8,2.06,None,-0.06000000000000005,-0.14000000000000012,Late Evening
belgium,1,1920,15714432.0,Gent,Waasland-Beveren,2.0,0.0,H,5.0,2.4,0.4,21,20,1.19,12.7,1.33,3.19,1.89,1.95,Home,0.020000000000000018,-2.6000000000000014,Late Evening
belgium,1,1920,15715296.0,Anderlecht,St Truiden,4.0,1.0,H,6.0,1.2,1.2,21,15,1.43,6.78,1.54,2.45,1.95,1.91,Home,-0.040000000000000036,0.23000000000000043,Evening
belgium,1,1920,15715296.0,Cercle Brugge,Charleroi,0.0,3.0,A,6.0,0.6,2.0,22,21,3.6,1.96,1.72,2.11,1.87,1.99,None,0.45999999999999996,-0.27,Late Evening
belgium,1,1920,15715296.0,Mechelen,Antwerp,3.0,1.0,H,6.0,2.2,1.0,22,21,3.46,2.01,1.73,2.11,2.1,1.76,None,-0.4700000000000002,0.1299999999999999,Afternoon
belgium,1,1920,15719616.0,Eupen,Anderlecht,0.0,0.0,D,4.0,0.4,1.0,20,21,3.91,1.9,1.73,2.11,1.94,1.92,None,0.5300000000000002,-0.3900000000000001,Late Evening
belgium,1,1920,15720480.0,Waregem,Oostende,2.0,0.0,H,5.0,3.0,0.8,21,21,1.81,3.88,1.48,2.62,1.87,1.99,None,-0.050000000000000044,-0.020000000000000018,Late Evening
belgium,1,1920,15720480.0,Genk,Cercle Brugge,1.0,0.0,H,5.0,1.4,0.8,20,21,1.17,14.74,1.36,3.09,1.86,1.98,Home,-0.06000000000000005,1.8000000000000007,Late Evening
belgium,1,1920,15720480.0,Charleroi,Mouscron,1.0,0.0,H,5.0,1.2,1.0,22,20,1.94,3.84,2.01,1.81,1.94,1.91,None,-0.1200000000000001,-0.17999999999999972,Evening
belgium,1,1920,15720480.0,Antwerp,Kortrijk,3.0,1.0,H,5.0,2.8,1.0,20,28,1.45,6.8,1.58,2.38,1.76,2.08,Home,-0.1100000000000001,0.5599999999999996,Late Evening
belgium,1,1920,15721344.0,Club Brugge,Standard,1.0,1.0,D,6.0,1.6,1.6,21,21,1.46,6.83,1.58,2.36,2.04,1.82,Home,0.08000000000000007,-1.58,Afternoon
belgium,1,1920,15721344.0,Waasland-Beveren,Mechelen,1.0,3.0,A,6.0,1.0,1.8,22,22,3.15,2.17,1.71,2.13,1.94,1.92,None,0.1599999999999997,-0.18999999999999995,Late Evening
belgium,1,1920,15723072.0,Cercle Brugge,Mouscron,2.0,2.0,D,1.0,0.8,1.2,9,3,2.92,2.3,1.68,2.17,1.81,2.05,None,0.22999999999999998,-0.28000000000000025,Late Evening
belgium,1,1920,15723072.0,Kortrijk,Eupen,1.0,2.0,A,1.0,2.2,1.4,10,10,1.83,3.95,1.73,2.11,2.07,1.78,None,0.0,-0.3899999999999997,Late Evening
belgium,1,1920,15723072.0,Oostende,Charleroi,0.0,1.0,A,1.0,1.2,2.0,10,9,3.09,2.22,1.79,2.04,1.9,1.96,None,0.04999999999999982,-0.10999999999999988,Late Evening
belgium,1,1920,15723936.0,Genk,Antwerp,2.0,2.0,D,2.0,1.8,1.2,4,10,2.01,3.55,1.74,2.08,1.76,2.12,None,-0.06000000000000005,-0.07000000000000028,Late Evening
belgium,1,1920,15723936.0,Standard,Waasland-Beveren,2.0,0.0,H,2.0,1.8,0.2,11,11,1.22,12.4,1.49,2.6,1.92,1.93,Home,-0.050000000000000044,1.9000000000000004,Late Evening
belgium,1,1920,15723936.0,Mechelen,St Truiden,1.0,2.0,A,2.0,1.8,1.6,10,10,1.76,4.14,1.51,2.51,1.99,1.87,None,-0.1299999999999999,0.0,Late Evening
belgium,1,1920,15723936.0,Waregem,Club Brugge,0.0,2.0,A,2.0,2.4,2.4,4,12,5.96,1.46,1.46,2.68,2.1,1.74,Away,-1.0099999999999998,0.040000000000000036,Late Evening
belgium,1,1920,15724800.0,Anderlecht,Gent,3.0,3.0,D,3.0,1.8,1.4,11,25,2.75,2.41,1.68,2.16,2.06,1.8,None,-0.2799999999999998,0.10000000000000009,Late Evening
belgium,1,1920,15726528.0,St Truiden,Oostende,1.0,0.0,H,5.0,1.4,0.8,35,7,2.04,3.24,1.49,2.59,1.8,2.04,None,-0.040000000000000036,-0.11999999999999966,Late Evening
belgium,1,1920,15726528.0,Mouscron,Antwerp,3.0,1.0,H,5.0,1.8,1.4,15,3,3.64,1.96,1.79,2.03,1.87,1.99,None,-0.11999999999999966,-0.08000000000000007,Late Evening
belgium,1,1920,15726528.0,Waasland-Beveren,Waregem,1.0,2.0,A,5.0,1.2,1.0,6,14,2.99,2.21,1.61,2.31,1.88,1.97,None,0.3900000000000001,-0.4500000000000002,Late Evening
belgium,1,1920,15727392.0,Anderlecht,Cercle Brugge,2.0,1.0,H,6.0,2.0,0.8,3,8,1.38,7.33,1.47,2.65,2.06,1.78,Home,0.0,-0.47999999999999954,Afternoon
belgium,1,1920,15727392.0,Gent,Standard,3.0,1.0,H,6.0,2.6,1.6,15,7,1.81,3.92,1.55,2.43,1.86,1.99,None,-0.06000000000000005,-0.17999999999999972,Evening
belgium,1,1920,15727392.0,Mechelen,Charleroi,2.0,2.0,D,6.0,1.6,2.2,4,5,2.36,2.81,1.75,2.07,2.08,1.77,None,-0.3700000000000001,0.20999999999999996,Late Evening
belgium,1,1920,15731712.0,Waregem,Anderlecht,1.0,2.0,A,4.0,2.2,1.0,9,14,2.97,2.27,1.68,2.2,1.86,2.0,None,-0.3599999999999999,0.16000000000000014,Late Evening
belgium,1,1920,15732576.0,Charleroi,Eupen,1.0,0.0,H,5.0,1.0,1.4,14,11,1.77,4.46,1.93,1.89,2.04,1.81,None,-0.050000000000000044,-0.46999999999999975,Evening
belgium,1,1920,15732576.0,Oostende,Mouscron,2.0,2.0,D,5.0,1.2,1.2,11,11,2.56,2.62,1.77,2.06,1.88,1.98,None,0.2200000000000002,-0.3899999999999997,Late Evening
belgium,1,1920,15732576.0,Cercle Brugge,St Truiden,2.0,1.0,H,5.0,1.0,1.4,11,10,2.43,2.71,1.59,2.34,1.84,2.02,None,0.0,-0.1200000000000001,Late Evening
belgium,1,1920,15732576.0,Kortrijk,Waasland-Beveren,1.0,3.0,A,5.0,2.0,0.8,11,10,1.62,5.05,1.64,2.25,1.82,2.03,Home,-0.05999999999999983,-0.15000000000000036,Late Evening
belgium,1,1920,15733440.0,Genk,Gent,0.0,2.0,A,6.0,1.6,1.6,11,10,2.36,2.8,1.6,2.33,2.08,1.78,None,0.009999999999999787,-0.14000000000000012,Evening
belgium,1,1920,15733440.0,Antwerp,Club Brugge,2.0,1.0,H,6.0,2.4,2.2,15,11,3.4,2.04,1.68,2.17,2.08,1.78,None,-0.2200000000000002,0.010000000000000231,Afternoon
belgium,1,1920,15733440.0,Standard,Mechelen,1.0,2.0,A,6.0,1.6,2.0,11,14,1.6,5.2,1.62,2.28,2.05,1.81,Home,0.08000000000000007,-0.75,Late Evening
belgium,1,1920,15742944.0,Antwerp,Gent,3.0,2.0,H,3.0,2.6,1.8,11,11,2.71,2.44,1.63,2.28,2.04,1.84,None,-0.08000000000000007,-0.06999999999999984,Late Evening
belgium,1,1920,15743808.0,Club Brugge,Oostende,2.0,0.0,H,4.0,2.0,0.4,26,20,1.16,15.84,1.4,2.93,1.83,2.02,Home,0.039999999999999813,-5.899999999999999,Late Evening
belgium,1,1920,15744672.0,Eupen,Standard,1.0,2.0,A,5.0,0.4,2.0,29,20,4.05,1.85,1.78,2.04,2.02,1.83,None,-0.3700000000000001,0.020000000000000018,Evening
belgium,1,1920,15744672.0,Mouscron,Genk,2.0,2.0,D,5.0,1.8,1.4,21,35,3.53,2.03,1.9,1.92,2.09,1.75,None,-0.28000000000000025,-0.010000000000000231,Late Evening
belgium,1,1920,15744672.0,Mechelen,Waregem,0.0,2.0,A,5.0,1.2,1.4,20,21,1.83,3.94,1.54,2.41,1.83,2.01,None,0.15000000000000013,-0.43999999999999995,Late Evening
belgium,1,1920,15744672.0,Waasland-Beveren,Cercle Brugge,1.0,1.0,D,5.0,1.4,0.6,21,20,2.24,3.02,1.65,2.22,2.0,1.86,None,-0.2599999999999998,0.20000000000000018,Late Evening
belgium,1,1920,15745536.0,Gent,Antwerp,1.0,1.0,D,6.0,2.2,1.2,21,22,1.94,3.68,1.61,2.3,1.94,1.91,None,0.08999999999999986,-0.3399999999999994,Afternoon
belgium,1,1920,15745536.0,St Truiden,Charleroi,1.0,3.0,A,6.0,1.2,2.0,22,21,2.79,2.45,1.8,2.02,2.07,1.79,None,-0.06999999999999984,-0.029999999999999805,Late Evening
belgium,1,1920,15745536.0,Anderlecht,Kortrijk,0.0,0.0,D,6.0,1.8,0.4,21,29,1.58,5.42,1.66,2.22,1.99,1.87,Home,0.07000000000000006,-1.08,Evening
belgium,1,1920,15749856.0,Antwerp,Mechelen,1.0,0.0,H,4.0,2.2,2.0,8,19,1.54,5.47,1.58,2.37,1.96,1.9,Home,-0.06000000000000005,-0.20000000000000018,Late Evening
belgium,1,1920,15750720.0,Charleroi,Waasland-Beveren,2.0,0.0,H,5.0,1.0,0.6,21,21,1.43,7.32,1.73,2.09,2.0,1.85,Home,0.040000000000000036,-0.9499999999999993,Late Evening
belgium,1,1920,15750720.0,Waregem,Eupen,1.0,0.0,H,5.0,2.0,1.4,22,21,2.0,3.53,1.66,2.2,2.0,1.85,None,0.030000000000000027,-0.30000000000000027,Late Evening
belgium,1,1920,15750720.0,Genk,St Truiden,1.0,2.0,A,5.0,1.2,1.2,20,21,1.34,8.49,1.51,2.53,2.0,1.86,Home,0.0,-0.27999999999999936,Late Evening
belgium,1,1920,15750720.0,Club Brugge,Mouscron,1.0,0.0,H,5.0,2.0,1.0,8,21,1.15,16.96,1.46,2.66,2.08,1.76,Home,-0.010000000000000009,-1.8299999999999983,Evening
belgium,1,1920,15751584.0,Standard,Cercle Brugge,2.0,1.0,H,6.0,1.4,0.6,21,8,1.33,8.7,1.47,2.66,1.96,1.9,Home,0.07000000000000006,-2.74,Evening
belgium,1,1920,15751584.0,Kortrijk,Gent,0.0,2.0,A,6.0,1.6,1.8,22,10,3.93,1.81,1.53,2.46,1.82,2.02,None,-0.27,-0.010000000000000009,Late Evening
