Country,League,Season,Match_Date,Home_Team,Away_Team,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,DayOfWeek,Avg_Home_Goals_Last5,Avg_Away_Goals_Last5,DaysSinceLastMatchHome,DaysSinceLastMatchAway,Average_home_win_odds,Average_away_win_odds,Average_over_2.5_goals_odds,Average_under_2.5_goals_odds,Average_Asian_Handicap_Home_odds,Average_Asian_Handicap_Away_odds,has_favorite,diff_home_win_odds,diff_away_win_odds,Time_kick_off_bin
england,0,1718,15049152.0,Brighton,West Brom,3.0,1.0,H,5.0,1.5,1.0,28,21,2.65,2.98,2.6,1.49,2.22,1.71,None,-0.06000000000000005,-0.10999999999999988,Afternoon
england,0,1718,15049152.0,Everton,Tottenham,0.0,3.0,A,5.0,0.5,2.5,28,27,3.69,2.1,2.04,1.79,2.12,1.79,None,-0.29000000000000004,0.050000000000000266,Afternoon
england,0,1718,15049152.0,Leicester,Chelsea,1.0,2.0,A,5.0,1.5,2.0,21,20,4.55,1.8,1.86,1.96,1.83,2.06,None,-0.4500000000000002,0.010000000000000009,Afternoon
england,0,1718,15049152.0,Arsenal,Bournemouth,3.0,0.0,H,5.0,3.5,0.0,29,28,1.36,8.38,1.4,2.89,1.76,2.15,Home,0.050000000000000044,-1.6199999999999992,Afternoon
england,0,1718,15049152.0,Man City,Liverpool,5.0,0.0,H,5.0,3.0,1.5,19,28,1.87,4.04,1.53,2.51,1.87,2.02,None,-0.019999999999999796,-0.09999999999999964,Afternoon
england,0,1718,15049152.0,Stoke,Man United,2.0,2.0,D,5.0,1.5,3.0,21,21,7.02,1.51,1.88,1.94,2.05,1.84,Away,-0.3800000000000008,0.0,Afternoon
england,0,1718,15050016.0,Burnley,Crystal Palace,1.0,0.0,H,6.0,0.5,0.0,22,22,2.36,3.29,2.35,1.59,1.98,1.9,None,0.1599999999999997,-0.43999999999999995,Afternoon
england,0,1718,15050016.0,Swansea,Newcastle,0.0,1.0,A,6.0,0.0,0.5,22,21,2.36,3.24,2.17,1.7,2.03,1.86,None,-0.16000000000000014,0.08000000000000007,Afternoon
england,0,1718,15050880.0,West Ham,Huddersfield,2.0,0.0,H,0.0,2.0,1.5,-1,30,1.92,4.28,1.99,1.83,1.92,1.96,None,-0.16000000000000014,0.14000000000000057,Afternoon
england,0,1718,15054336.0,Bournemouth,Brighton,2.0,1.0,H,4.0,1.0,0.33,27,20,2.14,3.64,2.06,1.77,1.83,2.05,None,-0.029999999999999805,-0.11999999999999966,Afternoon
england,0,1718,15055200.0,Watford,Man City,0.0,6.0,A,5.0,1.0,4.0,21,35,8.85,1.34,1.5,2.57,1.9,1.98,Away,-0.5,0.010000000000000009,Afternoon
england,0,1718,15055200.0,Crystal Palace,Southampton,0.0,1.0,A,5.0,0.0,0.5,21,21,2.94,2.55,2.3,1.62,2.07,1.81,None,0.04999999999999982,-0.17000000000000037,Afternoon
england,0,1718,15055200.0,Liverpool,Burnley,1.0,1.0,D,5.0,2.0,1.67,20,20,1.27,12.12,1.55,2.44,1.94,1.92,Home,0.010000000000000009,-0.8800000000000008,Afternoon
england,0,1718,15055200.0,Newcastle,Stoke,2.0,1.0,H,5.0,1.67,0.67,21,20,2.34,3.3,2.17,1.69,1.99,1.88,None,0.16999999999999993,-0.41000000000000014,Afternoon
england,0,1718,15055200.0,West Brom,West Ham,0.0,0.0,D,5.0,0.67,0.5,20,21,2.34,3.3,2.2,1.68,1.99,1.89,None,0.0,-0.1900000000000004,Afternoon
england,0,1718,15055200.0,Tottenham,Swansea,0.0,0.0,D,5.0,0.67,0.67,20,21,1.23,13.53,1.54,2.46,1.86,2.02,Home,0.020000000000000018,-0.7200000000000006,Afternoon
england,0,1718,15055200.0,Huddersfield,Leicester,1.0,1.0,D,5.0,0.67,1.33,21,21,3.3,2.29,2.05,1.77,1.94,1.93,None,-0.3200000000000003,0.06000000000000005,Afternoon
england,0,1718,15056064.0,Man United,Everton,4.0,0.0,H,6.0,3.33,0.33,22,21,1.34,10.24,1.76,2.07,1.75,2.15,Home,-0.010000000000000009,-0.07000000000000028,Afternoon
england,0,1718,15056064.0,Chelsea,Arsenal,0.0,0.0,D,6.0,1.33,0.0,21,21,1.8,4.42,1.62,2.3,2.02,1.85,None,0.030000000000000027,-0.45999999999999996,Afternoon
england,0,1718,15061248.0,West Ham,Tottenham,2.0,3.0,A,5.0,2.0,2.67,12,14,5.62,1.61,1.69,2.18,1.86,2.01,Away,-0.22999999999999954,0.0,Afternoon
england,0,1718,15061248.0,Swansea,Watford,1.0,2.0,A,5.0,0.33,2.0,13,14,2.34,3.22,2.09,1.75,2.01,1.87,None,-0.08000000000000007,-0.1299999999999999,Afternoon
england,0,1718,15061248.0,Man City,Crystal Palace,5.0,0.0,H,5.0,3.67,0.0,14,13,1.14,19.47,1.36,3.13,1.86,2.02,Home,0.010000000000000009,-1.5300000000000011,Afternoon
england,0,1718,15061248.0,Southampton,Man United,0.0,1.0,A,5.0,0.75,2.33,14,14,5.15,1.73,2.03,1.78,1.91,1.96,Away,0.3800000000000008,-0.1100000000000001,Afternoon
england,0,1718,15061248.0,Burnley,Huddersfield,0.0,0.0,D,5.0,0.33,1.0,13,12,2.17,3.73,2.4,1.57,1.85,2.03,None,-0.2400000000000002,0.27,Afternoon
england,0,1718,15061248.0,Stoke,Chelsea,0.0,4.0,A,5.0,1.0,2.67,14,14,5.76,1.61,1.78,2.05,2.13,1.77,Away,-0.8900000000000006,0.08000000000000007,Afternoon
england,0,1718,15061248.0,Everton,Bournemouth,2.0,1.0,H,5.0,1.0,0.33,14,14,1.67,5.47,1.85,1.96,1.88,2.0,Home,-0.07000000000000006,0.09999999999999964,Afternoon
england,0,1718,15062112.0,Brighton,Newcastle,1.0,0.0,H,6.0,1.33,0.33,15,14,2.72,2.82,2.4,1.57,2.3,1.66,None,-0.16999999999999993,0.020000000000000018,Afternoon
england,0,1718,15062976.0,Arsenal,West Brom,2.0,0.0,H,0.0,3.0,0.67,16,16,1.34,9.62,1.64,2.25,2.0,1.88,Home,0.0,-1.1600000000000001,Afternoon
england,0,1718,15067296.0,Chelsea,Man City,0.0,1.0,A,5.0,1.0,3.0,13,14,2.76,2.51,1.7,2.15,2.04,1.84,None,-0.010000000000000231,-0.18000000000000016,Afternoon
england,0,1718,15067296.0,West Brom,Watford,2.0,2.0,D,5.0,1.0,2.0,14,7,2.23,3.5,2.44,1.55,1.92,1.96,None,0.06000000000000005,-0.3700000000000001,Afternoon
england,0,1718,15067296.0,Stoke,Southampton,2.0,1.0,H,5.0,1.25,0.67,7,14,2.89,2.53,2.17,1.69,1.75,2.14,None,-0.06000000000000005,-0.10000000000000009,Afternoon
england,0,1718,15067296.0,Bournemouth,Leicester,0.0,0.0,D,5.0,0.67,1.0,15,14,2.77,2.54,1.81,2.01,2.02,1.85,None,0.1299999999999999,-0.23999999999999977,Afternoon
england,0,1718,15067296.0,Huddersfield,Tottenham,0.0,4.0,A,5.0,0.5,3.0,14,7,8.31,1.4,1.74,2.1,1.98,1.9,Away,-0.6899999999999995,-0.020000000000000018,Afternoon
england,0,1718,15067296.0,Man United,Crystal Palace,4.0,0.0,H,5.0,3.5,0.0,13,7,1.17,17.92,1.58,2.36,1.89,1.98,Home,-0.030000000000000027,0.9200000000000017,Afternoon
england,0,1718,15067296.0,West Ham,Swansea,1.0,0.0,H,5.0,1.67,0.5,7,14,1.86,4.45,2.01,1.81,1.87,2.0,None,0.020000000000000018,-0.4900000000000002,Afternoon
england,0,1718,15068160.0,Everton,Burnley,0.0,1.0,A,6.0,0.75,1.5,8,15,1.66,5.71,2.08,1.75,1.86,2.01,Home,-0.050000000000000044,-0.040000000000000036,Afternoon
england,0,1718,15068160.0,Arsenal,Brighton,2.0,0.0,H,6.0,2.75,0.25,6,16,1.24,12.2,1.55,2.43,1.94,1.93,Home,-0.020000000000000018,-1.3000000000000007,Afternoon
england,0,1718,15068160.0,Newcastle,Liverpool,1.0,1.0,D,6.0,1.5,1.33,15,22,4.91,1.7,1.68,2.18,1.96,1.91,Away,-0.10999999999999943,-0.020000000000000018,Afternoon
england,0,1718,15079392.0,Tottenham,Bournemouth,1.0,0.0,H,5.0,0.75,0.25,28,21,1.21,13.6,1.38,2.96,1.97,1.89,Home,-0.06000000000000005,2.0999999999999996,Afternoon
england,0,1718,15079392.0,Swansea,Huddersfield,2.0,0.0,H,5.0,0.75,0.75,21,21,2.16,3.78,2.52,1.51,1.84,2.04,None,0.07000000000000028,-0.38000000000000034,Afternoon
england,0,1718,15079392.0,Liverpool,Man United,0.0,0.0,D,5.0,1.5,1.75,28,21,2.72,2.71,1.9,1.91,1.93,1.94,None,-0.029999999999999805,-0.10999999999999988,Afternoon
england,0,1718,15079392.0,Watford,Arsenal,2.0,1.0,H,5.0,1.25,0.25,28,27,5.22,1.64,1.55,2.41,2.12,1.77,Away,0.21999999999999975,-0.08000000000000007,Afternoon
england,0,1718,15079392.0,Burnley,West Ham,1.0,1.0,D,5.0,0.5,0.6,21,28,2.68,2.78,2.22,1.65,2.29,1.66,None,-0.3999999999999999,0.27,Afternoon
england,0,1718,15079392.0,Man City,Stoke,7.0,2.0,H,5.0,4.5,1.0,21,28,1.14,17.92,1.31,3.39,2.06,1.82,Home,0.0,-2.0799999999999983,Afternoon
england,0,1718,15080256.0,Brighton,Everton,1.0,1.0,D,6.0,1.25,0.5,21,28,3.2,2.42,2.43,1.55,1.81,2.07,None,-0.040000000000000036,-0.1499999999999999,Afternoon
england,0,1718,15080256.0,Southampton,Newcastle,2.0,2.0,D,6.0,1.0,0.75,22,21,1.85,4.58,2.11,1.72,1.85,2.03,None,-0.010000000000000009,-0.33999999999999986,Afternoon
england,0,1718,15081120.0,Leicester,West Brom,1.0,1.0,D,0.0,1.33,0.75,37,21,2.0,4.07,2.1,1.73,1.71,2.19,None,0.0,-0.3799999999999999,Afternoon
england,0,1718,15084576.0,West Ham,Brighton,0.0,3.0,A,4.0,1.25,0.8,20,19,1.82,4.94,2.24,1.65,2.06,1.81,Home,0.030000000000000027,-0.5999999999999996,Afternoon
england,0,1718,15085440.0,Southampton,West Brom,1.0,0.0,H,5.0,1.2,0.6,6,5,1.83,5.05,2.37,1.58,2.06,1.81,Home,-0.06999999999999984,-0.14000000000000057,Afternoon
england,0,1718,15085440.0,Man City,Burnley,3.0,0.0,H,5.0,4.2,1.2,7,20,1.11,23.82,1.27,3.66,2.0,1.87,Home,-0.010000000000000009,-0.17999999999999972,Afternoon
england,0,1718,15085440.0,Newcastle,Crystal Palace,1.0,0.0,H,5.0,1.4,0.0,20,21,1.97,4.15,2.05,1.77,1.69,2.24,None,0.09000000000000008,-0.4899999999999993,Afternoon
england,0,1718,15085440.0,Huddersfield,Man United,2.0,1.0,H,5.0,0.8,1.6,21,7,10.19,1.34,1.95,1.86,2.05,1.83,Away,0.4399999999999995,-0.05999999999999983,Afternoon
england,0,1718,15085440.0,Chelsea,Watford,4.0,2.0,H,5.0,1.6,2.0,21,21,1.36,9.05,1.6,2.32,1.85,2.03,Home,-0.010000000000000009,-0.5499999999999989,Afternoon
england,0,1718,15085440.0,Stoke,Bournemouth,1.0,2.0,A,5.0,1.2,0.6,21,7,2.14,3.55,1.94,1.87,1.85,2.03,None,-0.020000000000000018,-0.07000000000000028,Afternoon
england,0,1718,15085440.0,Swansea,Leicester,1.0,2.0,A,5.0,0.8,1.2,7,21,2.76,2.7,2.11,1.72,1.97,1.9,None,-0.13000000000000034,-0.009999999999999787,Afternoon
england,0,1718,15086304.0,Tottenham,Liverpool,4.0,1.0,H,6.0,1.4,1.25,8,21,2.19,3.36,1.66,2.23,1.88,1.99,None,-0.050000000000000266,0.0,Afternoon
england,0,1718,15086304.0,Everton,Arsenal,2.0,5.0,A,6.0,1.0,1.2,21,8,3.84,2.01,1.81,2.01,2.16,1.73,None,-0.8600000000000003,0.18999999999999972,Afternoon
england,0,1718,15091488.0,Watford,Stoke,0.0,1.0,A,5.0,1.0,1.0,14,14,2.04,3.74,1.91,1.91,1.74,2.16,None,0.020000000000000018,-0.33000000000000007,Afternoon
england,0,1718,15091488.0,Arsenal,Swansea,2.0,1.0,H,5.0,2.6,0.6,27,28,1.24,12.33,1.41,2.83,2.01,1.85,Home,0.040000000000000036,-2.67,Afternoon
england,0,1718,15091488.0,West Brom,Man City,2.0,3.0,A,5.0,1.2,3.0,28,28,11.97,1.25,1.53,2.48,1.93,1.94,Away,0.9700000000000006,-0.040000000000000036,Afternoon
england,0,1718,15091488.0,Man United,Tottenham,1.0,0.0,H,5.0,3.0,2.4,28,28,2.17,3.6,2.15,1.7,1.87,2.01,None,0.06999999999999984,-0.3599999999999999,Afternoon
england,0,1718,15091488.0,Liverpool,Huddersfield,3.0,0.0,H,5.0,1.8,0.6,14,14,1.25,12.46,1.48,2.61,2.16,1.73,Home,0.0,-1.5399999999999991,Afternoon
england,0,1718,15091488.0,Bournemouth,Chelsea,0.0,1.0,A,5.0,0.5,2.25,28,35,5.47,1.62,1.63,2.26,1.82,2.07,Away,-0.7300000000000004,0.040000000000000036,Afternoon
england,0,1718,15091488.0,Crystal Palace,West Ham,2.0,2.0,D,5.0,0.5,1.0,42,14,2.37,3.19,2.08,1.75,2.02,1.86,None,-0.18999999999999995,0.029999999999999805,Afternoon
england,0,1718,15092352.0,Leicester,Everton,2.0,0.0,H,6.0,1.5,0.4,13,14,2.15,3.55,1.94,1.86,1.84,2.04,None,0.06999999999999984,-0.4500000000000002,Afternoon
england,0,1718,15092352.0,Brighton,Southampton,1.0,1.0,D,6.0,1.2,0.75,14,29,3.19,2.43,2.44,1.54,1.83,2.06,None,-0.22999999999999998,0.07000000000000028,Afternoon
england,0,1718,15093216.0,Burnley,Newcastle,1.0,0.0,H,0.0,0.6,0.6,16,15,2.89,2.64,2.3,1.6,2.04,1.83,None,-0.33000000000000007,0.08000000000000007,Afternoon
england,0,1718,15097536.0,Newcastle,Bournemouth,0.0,1.0,A,5.0,1.4,0.8,14,14,1.97,4.1,2.01,1.8,1.98,1.91,None,0.1399999999999999,-0.9000000000000004,Afternoon
england,0,1718,15097536.0,Swansea,Brighton,0.0,1.0,A,5.0,0.8,1.0,14,15,2.37,3.32,2.42,1.56,2.03,1.86,None,-0.3500000000000001,0.17999999999999972,Afternoon
england,0,1718,15097536.0,Huddersfield,West Brom,1.0,0.0,H,5.0,0.8,0.4,14,14,2.71,2.96,2.75,1.44,2.29,1.66,None,-0.28000000000000025,0.04999999999999982,Afternoon
england,0,1718,15097536.0,Stoke,Leicester,2.0,2.0,D,5.0,1.4,1.0,14,14,2.64,2.81,2.0,1.81,1.91,1.96,None,-0.009999999999999787,-0.16000000000000014,Afternoon
england,0,1718,15097536.0,West Ham,Liverpool,1.0,4.0,A,5.0,1.2,1.8,15,13,5.18,1.66,1.63,2.28,1.79,2.08,Away,-1.1100000000000003,0.11999999999999988,Afternoon
england,0,1718,15098400.0,Everton,Watford,3.0,2.0,H,6.0,1.4,2.0,14,15,2.15,3.57,2.02,1.8,1.85,2.03,None,-0.1200000000000001,-0.040000000000000036,Afternoon
england,0,1718,15098400.0,Man City,Arsenal,3.0,1.0,H,6.0,4.6,1.4,15,14,1.43,7.0,1.36,3.1,1.87,2.0,Home,0.020000000000000018,-0.5,Afternoon
england,0,1718,15098400.0,Tottenham,Crystal Palace,1.0,0.0,H,6.0,1.4,0.0,14,15,1.28,11.18,1.47,2.63,1.84,2.04,Home,-0.06000000000000005,0.5800000000000001,Afternoon
england,0,1718,15109632.0,Crystal Palace,Everton,2.0,2.0,D,5.0,0.8,0.6,21,20,2.4,3.19,2.18,1.68,2.0,1.87,None,0.1599999999999997,-0.56,Afternoon
england,0,1718,15109632.0,Liverpool,Southampton,3.0,0.0,H,5.0,2.2,0.6,21,20,1.4,8.43,1.65,2.24,1.87,2.0,Home,-0.020000000000000018,-0.040000000000000924,Afternoon
england,0,1718,15109632.0,Leicester,Man City,0.0,2.0,A,5.0,1.2,2.8,20,21,8.82,1.34,1.41,2.82,1.94,1.93,Away,0.5600000000000005,-0.039999999999999813,Afternoon
england,0,1718,15109632.0,West Brom,Chelsea,0.0,4.0,A,5.0,1.0,2.6,21,21,6.22,1.59,2.05,1.77,1.82,2.06,Away,-0.7000000000000002,0.040000000000000036,Afternoon
england,0,1718,15109632.0,Arsenal,Tottenham,2.0,0.0,H,5.0,2.2,2.0,21,21,2.47,2.84,1.62,2.27,2.11,1.78,None,-0.020000000000000018,-0.16000000000000014,Afternoon
england,0,1718,15109632.0,Man United,Newcastle,4.0,1.0,H,5.0,3.0,0.8,21,19,1.28,12.57,1.84,1.98,1.9,1.98,Home,0.010000000000000009,-2.4299999999999997,Afternoon
england,0,1718,15109632.0,Burnley,Swansea,2.0,0.0,H,5.0,1.0,0.6,19,21,2.09,4.08,2.55,1.5,1.78,2.1,None,-0.3200000000000003,0.3700000000000001,Afternoon
england,0,1718,15109632.0,Bournemouth,Huddersfield,4.0,0.0,H,5.0,1.2,0.0,21,21,1.85,4.83,2.16,1.69,1.82,2.07,None,0.040000000000000036,-0.33000000000000007,Afternoon
england,0,1718,15110496.0,Watford,West Ham,2.0,0.0,H,6.0,0.8,0.6,22,22,2.11,3.62,1.89,1.91,1.81,2.08,None,-0.20999999999999996,0.08000000000000007,Afternoon
england,0,1718,15111360.0,Brighton,Stoke,2.0,2.0,D,0.0,1.6,1.4,22,23,2.39,3.28,2.39,1.57,2.02,1.85,None,-0.020000000000000018,-0.14000000000000012,Afternoon
england,0,1718,15114816.0,West Ham,Leicester,1.0,1.0,D,4.0,1.0,1.2,20,20,2.69,2.74,1.98,1.83,1.66,2.31,None,-0.20000000000000018,0.03000000000000025,Afternoon
england,0,1718,15115680.0,Newcastle,Watford,0.0,3.0,A,5.0,0.8,2.2,21,20,2.19,3.49,2.01,1.81,1.87,2.01,None,-0.20999999999999996,0.23000000000000043,Afternoon
england,0,1718,15115680.0,Liverpool,Chelsea,1.0,1.0,D,5.0,1.6,2.4,7,7,2.13,3.46,1.69,2.17,1.83,2.06,None,-0.08000000000000007,0.009999999999999787,Afternoon
england,0,1718,15115680.0,Man United,Brighton,1.0,0.0,H,5.0,2.8,1.0,7,21,1.19,18.82,1.67,2.2,2.05,1.83,Home,-0.010000000000000009,-0.17999999999999972,Afternoon
england,0,1718,15115680.0,Tottenham,West Brom,1.0,1.0,D,5.0,1.4,0.4,20,21,1.25,13.53,1.69,2.16,2.0,1.88,Home,-0.010000000000000009,-0.120000000000001,Afternoon
england,0,1718,15115680.0,Crystal Palace,Stoke,2.0,1.0,H,5.0,1.2,1.4,7,5,2.05,3.88,2.03,1.79,1.75,2.15,None,0.09999999999999987,-0.41000000000000014,Afternoon
england,0,1718,15115680.0,Swansea,Bournemouth,0.0,0.0,D,5.0,0.8,0.8,21,21,2.75,2.74,2.18,1.68,2.34,1.64,None,-0.2599999999999998,0.14000000000000012,Afternoon
england,0,1718,15116544.0,Burnley,Arsenal,0.0,1.0,A,6.0,0.8,1.6,8,21,5.96,1.57,1.72,2.12,1.9,1.97,Away,-0.29000000000000004,-0.040000000000000036,Afternoon
england,0,1718,15116544.0,Huddersfield,Man City,1.0,2.0,A,6.0,1.0,2.8,22,8,16.28,1.19,1.46,2.65,2.0,1.87,Away,-0.7199999999999989,0.0,Afternoon
england,0,1718,15116544.0,Southampton,Everton,4.0,1.0,H,6.0,1.4,0.8,36,8,1.88,4.63,2.25,1.64,2.15,1.75,None,0.06999999999999984,-0.3700000000000001,Afternoon
england,0,1718,15118272.0,Watford,Man United,2.0,4.0,A,1.0,1.2,1.6,9,38,5.14,1.71,1.81,2.01,1.99,1.88,Away,-0.11000000000000032,-0.07000000000000006,Afternoon
england,0,1718,15118272.0,Brighton,Crystal Palace,0.0,0.0,D,1.0,1.0,0.0,8,23,2.64,2.95,2.44,1.55,2.24,1.69,None,-0.1299999999999999,-0.020000000000000018,Afternoon
england,0,1718,15118272.0,Leicester,Tottenham,2.0,1.0,H,1.0,1.2,1.6,10,10,4.83,1.75,1.77,2.05,1.92,1.96,Away,-0.21999999999999975,-0.06000000000000005,Afternoon
england,0,1718,15118272.0,West Brom,Newcastle,2.0,2.0,D,1.0,1.2,1.0,10,10,2.37,3.37,2.41,1.56,1.99,1.9,None,-0.10000000000000009,-0.040000000000000036,Afternoon
england,0,1718,15119136.0,Chelsea,Swansea,1.0,0.0,H,2.0,1.4,0.2,39,11,1.19,17.33,1.53,2.45,1.97,1.9,Home,-0.020000000000000018,0.3299999999999983,Afternoon
england,0,1718,15119136.0,Man City,Southampton,2.0,1.0,H,2.0,4.0,0.8,24,11,1.19,15.75,1.41,2.87,1.88,1.98,Home,-0.06000000000000005,2.1799999999999997,Afternoon
england,0,1718,15119136.0,Arsenal,Huddersfield,5.0,0.0,H,2.0,2.6,0.0,11,11,1.2,15.89,1.49,2.56,2.04,1.83,Home,0.020000000000000018,-2.6099999999999994,Afternoon
england,0,1718,15119136.0,Bournemouth,Burnley,1.0,2.0,A,2.0,1.4,1.0,11,39,2.0,4.15,2.19,1.67,1.69,2.23,None,-0.20999999999999996,0.27000000000000046,Afternoon
