Country,League,Season,Match_Date,Home_Team,Away_Team,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Shots_on_Target,Away_Team_Shots_on_Target,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Away_Team_Red_Cards,DayOfWeek,is_Weekend,Home_Team_Fouls_Committed,Away_Team_Fouls_Committed,over_2.5,Average_home_win_odds,Average_away_win_odds,Average_draw_odds,Average_over_2.5_goals_odds,Average_under_2.5_goals_odds,Average_Asian_Handicap_Home_odds,Average_Asian_Handicap_Away_odds,Close_home_win_odds,Close_draw_odds,Close_away_win_odds,has_favorite,Time_kick_off_bin
spain,2,1718,2017-10-08,Barcelona B,Oviedo,1.0,1.0,D,9.0,15.0,4.0,5.0,6.0,5.0,1.0,2.0,0.0,0.0,6.0,1,5.0,11.0,0,2.63125,2.645,3.245,1.88,1.89,0.97,1.9,3.01,3.23,2.61,0,Afternoon
spain,2,1718,2017-10-08,Zaragoza,Numancia,3.0,0.0,H,9.0,10.0,6.0,4.0,4.0,5.0,2.0,3.0,0.0,1.0,6.0,1,11.0,13.0,1,1.9437499999999999,4.109999999999999,3.24875,2.12,1.69,0.72,1.9,2.06,3.29,4.33,0,Afternoon
spain,2,1718,2017-10-10,Huesca,Reus Deportiu,1.0,1.0,D,20.0,11.0,4.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0,9.0,9.0,0,1.7937500000000002,5.03,3.2425,2.6,1.46,0.645,2.06,1.8,3.41,5.74,1,Afternoon
spain,2,1718,2017-10-10,Leonesa,Sp Gijon,0.0,2.0,A,9.0,5.0,2.0,3.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,0,5.0,14.0,0,2.8,2.56625,3.1425,2.07,1.73,1.005,1.84,2.82,3.25,2.76,0,Afternoon
spain,2,1718,2017-10-11,Gimnastic,Granada,2.0,0.0,H,10.0,13.0,3.0,2.0,5.0,5.0,2.0,3.0,0.0,0.0,2.0,0,21.0,17.0,0,2.5625,2.8525,3.05875,2.18,1.64,0.91,2.02,2.43,3.15,3.38,0,Afternoon
spain,2,1718,2017-10-11,Numancia,Barcelona B,1.0,0.0,H,19.0,9.0,6.0,3.0,8.0,4.0,5.0,4.0,0.0,0.0,2.0,0,15.0,12.0,0,1.8314285714285714,4.328749999999999,3.46,1.98,1.79,0.675,2.0,1.79,3.77,5.02,0,Afternoon
spain,2,1718,2017-10-11,Sevilla B,Cadiz,0.0,0.0,D,10.0,7.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0,2.0,0,16.0,16.0,0,2.7175000000000002,2.755,2.9662499999999996,2.4,1.53,0.955,1.93,3.0,2.97,2.82,0,Afternoon
spain,2,1718,2017-10-11,Oviedo,Tenerife,1.0,1.0,D,16.0,6.0,9.0,3.0,4.0,2.0,6.0,1.0,0.0,0.0,2.0,0,16.0,8.0,0,2.0637499999999998,3.8225,3.13,2.32,1.57,0.765,2.07,2.28,3.13,3.75,0,Afternoon
spain,2,1718,2017-10-11,Lorca,Zaragoza,0.0,2.0,A,18.0,12.0,4.0,4.0,12.0,5.0,2.0,2.0,0.0,0.0,2.0,0,14.0,16.0,0,2.84,2.5725,3.06625,2.21,1.62,1.005,1.83,3.04,3.16,2.64,0,Afternoon
spain,2,1718,2017-10-12,Vallecano,Almeria,1.0,0.0,H,18.0,6.0,8.0,1.0,11.0,3.0,2.0,3.0,0.0,2.0,3.0,0,10.0,24.0,0,1.68875,5.04875,3.6225,1.97,1.81,0.58,1.93,1.63,4.06,6.05,1,Afternoon
