Country,League,Season,Match_Date,Home_Team,Away_Team,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Shots_on_Target,Away_Team_Shots_on_Target,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Away_Team_Red_Cards,DayOfWeek,is_Weekend,Home_Team_Fouls_Committed,Away_Team_Fouls_Committed,over_2.5,Average_home_win_odds,Average_away_win_odds,Average_draw_odds,Average_over_2.5_goals_odds,Average_under_2.5_goals_odds,Average_Asian_Handicap_Home_odds,Average_Asian_Handicap_Away_odds,Close_home_win_odds,Close_draw_odds,Close_away_win_odds,has_favorite,Time_kick_off_bin
england,3,1718,2017-08-05,Carlisle,Swindon,1.0,2.0,A,14.0,12.0,5.0,7.0,10.0,3.0,1.0,3.0,0.0,0.0,5.0,1,9.0,9.0,1,2.4425,2.88375,3.3125,1.9,1.86,0.9299999999999999,1.77,2.06,3.82,3.6,0,Afternoon
england,3,1718,2017-08-05,Forest Green,Barnet,2.0,2.0,D,11.0,12.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,5.0,1,5.0,16.0,1,2.16375,3.3412499999999996,3.37875,1.9,1.86,0.8400000000000001,1.72,2.36,3.25,3.4,0,Afternoon
england,3,1718,2017-08-12,Lincoln,Morecambe,1.0,1.0,D,26.0,10.0,10.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,1,9.0,12.0,0,1.61,5.28875,4.081250000000001,1.83,1.94,0.55,1.77,1.83,4.11,4.27,1,Afternoon
england,3,1718,2017-08-12,Crewe,Newport County,1.0,1.0,D,11.0,23.0,3.0,10.0,4.0,13.0,0.0,2.0,1.0,0.0,5.0,1,4.0,8.0,0,2.29125,3.1187500000000004,3.325,1.94,1.84,0.865,1.87,2.76,3.56,2.62,0,Afternoon
england,3,1718,2017-08-12,Grimsby,Coventry,0.0,2.0,A,6.0,12.0,0.0,4.0,1.0,6.0,1.0,1.0,1.0,0.0,5.0,1,14.0,12.0,0,2.74625,2.635,3.2125,2.05,1.74,0.99,1.86,2.71,3.45,2.73,0,Afternoon
england,3,1718,2017-08-12,Yeovil,Accrington,3.0,2.0,H,10.0,11.0,7.0,7.0,1.0,9.0,1.0,2.0,0.0,0.0,5.0,1,17.0,11.0,1,3.3137499999999998,2.1925,3.3625,2.01,1.77,1.105,1.88,3.31,3.47,2.3,0,Afternoon
england,3,1718,2017-08-12,Swindon,Exeter,1.0,1.0,D,10.0,14.0,5.0,6.0,2.0,14.0,1.0,2.0,0.0,0.0,5.0,1,12.0,21.0,0,2.45375,2.8899999999999997,3.3024999999999998,1.9,1.87,0.9299999999999999,1.77,2.93,3.61,2.46,0,Afternoon
england,3,1718,2017-08-12,Mansfield,Forest Green,2.0,0.0,H,17.0,6.0,8.0,2.0,6.0,3.0,1.0,6.0,0.0,0.0,5.0,1,17.0,16.0,0,1.7912500000000002,4.61375,3.5625,1.98,1.8,0.635,1.83,1.76,3.76,5.25,0,Afternoon
england,3,1718,2017-08-12,Port Vale,Wycombe,2.0,3.0,A,7.0,14.0,3.0,10.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,1,21.0,14.0,1,2.495,2.8987499999999997,3.2199999999999998,2.12,1.69,0.9550000000000001,1.72,2.63,3.27,2.95,0,Afternoon
england,3,1718,2017-08-12,Colchester,Stevenage,1.0,1.0,D,10.0,17.0,2.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,1,12.0,16.0,0,2.3512500000000003,3.0149999999999997,3.3475,1.87,1.9,0.885,1.83,2.35,3.47,3.21,0,Afternoon
england,3,1718,2017-08-12,Cambridge,Carlisle,1.0,2.0,A,8.0,10.0,2.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,1,9.0,10.0,1,2.1825,3.30625,3.3875,1.87,1.91,0.825,1.94,2.22,3.56,3.4,0,Afternoon
england,3,1718,2017-08-12,Cheltenham,Crawley Town,1.0,0.0,H,14.0,13.0,5.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,5.0,1,12.0,12.0,0,2.0325,3.77,3.3425000000000002,2.02,1.76,0.76,1.83,2.08,3.57,3.78,0,Afternoon
england,3,1718,2017-08-12,Barnet,Luton,1.0,0.0,H,7.0,9.0,3.0,3.0,4.0,7.0,2.0,1.0,0.0,0.0,5.0,1,10.0,13.0,0,3.2125,2.24875,3.3249999999999997,1.91,1.86,1.0699999999999998,1.95,3.62,3.73,2.08,0,Afternoon
england,3,1718,2017-08-19,Exeter,Lincoln,1.0,0.0,H,8.0,15.0,3.0,4.0,2.0,7.0,1.0,2.0,0.0,0.0,5.0,1,11.0,14.0,0,2.23,3.2925,3.31,1.98,1.79,0.82,1.96,2.77,3.3,2.77,0,Afternoon
england,3,1718,2017-08-19,Wycombe,Notts County,2.0,4.0,A,16.0,13.0,4.0,5.0,4.0,9.0,2.0,2.0,0.0,0.0,5.0,1,11.0,11.0,1,2.1525,3.375,3.375,2.02,1.75,0.8,1.99,2.25,3.47,3.42,0,Afternoon
england,3,1718,2017-08-19,Coventry,Newport County,0.0,1.0,A,9.0,7.0,4.0,3.0,6.0,3.0,0.0,2.0,0.0,0.0,5.0,1,7.0,12.0,0,1.8875,4.16625,3.48625,1.97,1.81,0.68,1.98,1.9,3.88,4.15,0,Afternoon
england,3,1718,2017-08-19,Morecambe,Swindon,0.0,1.0,A,11.0,12.0,4.0,5.0,7.0,5.0,1.0,1.0,0.0,0.0,5.0,1,9.0,17.0,0,2.8949999999999996,2.4137500000000003,3.355,1.79,1.99,1.0150000000000001,2.08,2.94,3.68,2.42,0,Afternoon
england,3,1718,2017-08-19,Luton,Colchester,3.0,0.0,H,13.0,10.0,8.0,2.0,10.0,2.0,2.0,2.0,0.0,0.0,5.0,1,11.0,10.0,1,1.6524999999999999,5.17125,3.845,1.83,1.95,0.54,2.01,1.67,4.14,5.4,1,Afternoon
england,3,1718,2017-08-19,Crewe,Barnet,1.0,0.0,H,10.0,4.0,5.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,5.0,1,12.0,16.0,0,2.66875,2.6325000000000003,3.30125,1.92,1.86,0.965,1.91,2.79,3.58,2.58,0,Afternoon
england,3,1718,2017-08-19,Accrington,Mansfield,2.0,1.0,H,5.0,9.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,1,14.0,19.0,1,2.8137499999999998,2.5275,3.26625,1.95,1.84,1.02,1.81,2.86,3.39,2.63,0,Afternoon
england,3,1718,2017-08-19,Carlisle,Cheltenham,3.0,0.0,H,9.0,10.0,3.0,3.0,5.0,6.0,1.0,1.0,0.0,0.0,5.0,1,11.0,14.0,1,1.9937500000000001,3.7325,3.4762500000000003,1.82,1.96,0.745,1.85,2.06,3.97,3.47,0,Afternoon
england,3,1718,2017-08-19,Chesterfield,Port Vale,2.0,0.0,H,12.0,11.0,7.0,2.0,3.0,8.0,2.0,0.0,0.0,0.0,5.0,1,11.0,10.0,0,2.41,2.915,3.3275,1.92,1.86,0.9199999999999999,1.77,2.42,3.53,3.04,0,Afternoon
england,3,1718,2017-08-19,Crawley Town,Cambridge,0.0,1.0,A,12.0,10.0,3.0,7.0,11.0,2.0,1.0,2.0,0.0,0.0,5.0,1,16.0,16.0,0,3.1887499999999998,2.28375,3.3000000000000003,2.06,1.73,1.0550000000000002,1.98,3.63,3.44,2.18,0,Afternoon
england,3,1718,2017-08-19,Stevenage,Grimsby,3.0,1.0,H,16.0,10.0,6.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,5.0,1,10.0,8.0,1,2.24,3.19875,3.36,1.98,1.79,0.845,1.91,2.04,3.56,3.94,0,Afternoon
england,3,1718,2017-08-19,Forest Green,Yeovil,4.0,3.0,H,17.0,13.0,8.0,5.0,3.0,4.0,2.0,1.0,0.0,0.0,5.0,1,9.0,15.0,1,1.995,3.77,3.43375,1.86,1.9,0.745,1.85,2.26,3.6,3.28,0,Afternoon
england,3,1718,2017-08-25,Notts County,Accrington,2.0,2.0,D,11.0,4.0,6.0,4.0,8.0,3.0,2.0,2.0,1.0,1.0,4.0,0,21.0,13.0,1,2.43,2.83125,3.3412499999999996,1.83,1.95,0.925,1.77,2.38,3.62,3.04,0,Afternoon
england,3,1718,2017-08-26,Port Vale,Crewe,0.0,1.0,A,12.0,10.0,3.0,4.0,5.0,2.0,1.0,2.0,1.0,0.0,5.0,1,10.0,10.0,0,2.33375,2.98,3.38,1.8,1.98,0.8799999999999999,1.84,2.41,3.55,3.04,0,Afternoon
england,3,1718,2017-08-26,Mansfield,Luton,2.0,2.0,D,14.0,9.0,5.0,3.0,5.0,2.0,6.0,6.0,0.0,0.0,5.0,1,14.0,17.0,1,2.33125,3.03625,3.3099999999999996,1.94,1.84,0.895,1.82,2.66,3.47,2.77,0,Afternoon
england,3,1718,2017-08-26,Newport County,Chesterfield,4.0,1.0,H,20.0,7.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,1,8.0,9.0,1,2.2487500000000002,3.12125,3.3587499999999997,1.91,1.87,0.855,1.89,2.09,3.62,3.72,0,Afternoon
england,3,1718,2017-08-26,Barnet,Stevenage,0.0,1.0,A,22.0,9.0,4.0,4.0,10.0,3.0,0.0,1.0,0.0,1.0,5.0,1,12.0,9.0,0,2.48875,2.80875,3.3412499999999996,1.84,1.94,0.9550000000000001,1.74,2.49,3.45,3.0,0,Afternoon
england,3,1718,2017-08-26,Cheltenham,Exeter,3.0,4.0,A,11.0,14.0,6.0,8.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,1,10.0,10.0,1,2.73875,2.5199999999999996,3.395,1.78,2.02,0.99,2.18,2.9,3.65,2.46,0,Afternoon
england,3,1718,2017-08-26,Cambridge,Morecambe,0.0,0.0,D,17.0,5.0,3.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0,5.0,1,15.0,9.0,0,1.80375,4.24,3.7375000000000003,1.69,2.14,0.6499999999999999,1.81,1.85,3.91,4.34,0,Afternoon
england,3,1718,2017-08-26,Lincoln,Carlisle,4.0,1.0,H,13.0,15.0,5.0,3.0,5.0,7.0,0.0,1.0,0.0,1.0,5.0,1,6.0,7.0,1,2.0925000000000002,3.39375,3.465,1.72,2.09,0.79,2.03,2.12,3.51,3.71,0,Afternoon
england,3,1718,2017-08-26,Yeovil,Coventry,2.0,0.0,H,5.0,9.0,2.0,3.0,4.0,9.0,3.0,0.0,0.0,0.0,5.0,1,12.0,7.0,0,3.5175,2.07625,3.40625,1.98,1.8,1.17,1.78,3.52,3.62,2.15,0,Afternoon
england,3,1718,2017-08-26,Grimsby,Wycombe,2.0,3.0,A,8.0,11.0,4.0,5.0,6.0,3.0,1.0,2.0,1.0,0.0,5.0,1,16.0,16.0,1,2.83875,2.51,3.25375,1.97,1.81,1.06,1.76,3.14,3.21,2.53,0,Afternoon
england,3,1718,2017-08-26,Colchester,Forest Green,5.0,1.0,H,22.0,4.0,9.0,2.0,7.0,5.0,0.0,2.0,0.0,0.0,5.0,1,10.0,13.0,1,2.48,2.7575,3.415,1.66,2.19,0.97,1.71,2.41,3.51,3.07,0,Afternoon
england,3,1718,2017-08-26,Swindon,Crawley Town,0.0,3.0,A,14.0,18.0,3.0,8.0,8.0,5.0,3.0,1.0,0.0,0.0,5.0,1,13.0,9.0,1,1.8425,4.0425,3.71,1.68,2.16,0.6799999999999999,1.77,1.7,4.14,5.12,0,Afternoon
england,3,1718,2017-09-02,Cambridge,Colchester,1.0,0.0,H,11.0,11.0,5.0,2.0,9.0,5.0,3.0,4.0,0.0,0.0,5.0,1,9.0,11.0,0,2.0275,3.6275,3.4362500000000002,1.89,1.9,0.7649999999999999,1.83,2.22,3.48,3.48,0,Afternoon
england,3,1718,2017-09-02,Chesterfield,Coventry,0.0,0.0,D,7.0,12.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,5.0,1,9.0,13.0,0,3.2087499999999998,2.2275,3.34875,1.97,1.82,1.08,1.94,3.48,3.46,2.23,0,Afternoon
england,3,1718,2017-09-02,Morecambe,Accrington,1.0,2.0,A,10.0,21.0,1.0,6.0,2.0,8.0,3.0,1.0,1.0,0.0,5.0,1,17.0,7.0,1,3.3425,2.115,3.48125,1.79,2.0,1.13,1.84,3.78,3.8,2.01,0,Afternoon
england,3,1718,2017-09-02,Carlisle,Mansfield,1.0,1.0,D,9.0,12.0,2.0,6.0,7.0,9.0,2.0,4.0,0.0,0.0,5.0,1,16.0,14.0,0,3.01125,2.29125,3.43875,1.76,2.04,1.0550000000000002,1.99,2.76,3.47,2.67,0,Afternoon
england,3,1718,2017-09-02,Port Vale,Notts County,0.0,1.0,A,10.0,8.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,5.0,1,13.0,10.0,0,2.69625,2.5612500000000002,3.3775,1.8,1.98,1.0,1.85,3.42,3.36,2.3,0,Afternoon
england,3,1718,2017-09-02,Wycombe,Forest Green,3.0,1.0,H,14.0,13.0,5.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,5.0,1,21.0,9.0,1,1.86375,4.1675,3.52125,1.86,1.92,0.68,1.99,2.06,3.77,3.64,0,Afternoon
england,3,1718,2017-09-02,Cheltenham,Stevenage,0.0,1.0,A,17.0,10.0,1.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,5.0,1,15.0,16.0,0,2.5324999999999998,2.7175,3.40875,1.8,1.98,0.93,1.99,2.54,3.58,2.85,0,Afternoon
england,3,1718,2017-09-02,Swindon,Barnet,1.0,4.0,A,8.0,9.0,6.0,4.0,5.0,4.0,1.0,0.0,1.0,1.0,5.0,1,13.0,9.0,1,2.00625,3.69625,3.47375,1.88,1.9,0.7549999999999999,1.84,2.44,3.44,3.08,0,Afternoon
england,3,1718,2017-09-02,Crawley Town,Yeovil,2.0,0.0,H,12.0,10.0,5.0,2.0,2.0,7.0,4.0,3.0,0.0,0.0,5.0,1,10.0,17.0,0,2.3525,2.9312500000000004,3.3812499999999996,1.76,2.04,0.905,1.8,2.59,3.35,2.94,0,Afternoon
england,3,1718,2017-09-02,Lincoln,Luton,0.0,0.0,D,9.0,8.0,2.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,5.0,1,14.0,14.0,0,2.59125,2.6275000000000004,3.38375,1.79,2.0,0.95,1.94,2.95,3.41,2.54,0,Afternoon
england,3,1718,2017-09-02,Exeter,Newport County,1.0,0.0,H,13.0,15.0,6.0,4.0,4.0,6.0,0.0,3.0,0.0,0.0,5.0,1,21.0,9.0,0,2.30625,3.04125,3.3475,1.9,1.88,0.87,1.86,2.11,3.71,3.57,0,Afternoon
england,3,1718,2017-09-09,Colchester,Crawley Town,3.0,1.0,H,16.0,11.0,9.0,7.0,6.0,6.0,3.0,2.0,0.0,0.0,5.0,1,9.0,14.0,1,2.04875,3.465,3.57375,1.72,2.09,0.7749999999999999,1.81,2.06,3.65,3.76,0,Afternoon
england,3,1718,2017-09-09,Accrington,Carlisle,3.0,0.0,H,13.0,12.0,5.0,5.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,1,3.0,9.0,1,2.21,3.1425,3.48625,1.74,2.07,0.86,1.89,2.22,3.79,3.22,0,Afternoon
england,3,1718,2017-09-09,Luton,Swindon,0.0,3.0,A,6.0,9.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,5.0,1,16.0,13.0,1,1.6637499999999998,4.992500000000001,3.9524999999999997,1.69,2.13,0.545,2.02,1.64,4.21,5.33,1,Afternoon
england,3,1718,2017-09-09,Barnet,Cambridge,3.0,1.0,H,23.0,12.0,11.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,5.0,1,9.0,9.0,1,2.3137499999999998,3.0787500000000003,3.3375,2.02,1.77,0.885,1.84,2.51,3.35,3.05,0,Afternoon
england,3,1718,2017-09-09,Notts County,Morecambe,2.0,0.0,H,14.0,6.0,3.0,3.0,2.0,10.0,1.0,2.0,0.0,0.0,5.0,1,12.0,14.0,0,1.6175000000000002,5.48875,3.91625,1.77,2.0,0.52,2.08,1.65,4.27,5.45,1,Afternoon
england,3,1718,2017-09-09,Forest Green,Exeter,1.0,3.0,A,9.0,11.0,3.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,1,11.0,15.0,1,2.9325,2.35125,3.4675000000000002,1.73,2.08,1.075,1.74,3.14,3.64,2.32,0,Afternoon
england,3,1718,2017-09-09,Coventry,Port Vale,1.0,0.0,H,12.0,9.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0,1,15.0,14.0,0,1.7037499999999999,5.0025,3.7225,2.04,1.76,0.59,1.93,1.71,3.71,5.85,1,Afternoon
england,3,1718,2017-09-09,Stevenage,Lincoln,1.0,2.0,A,14.0,9.0,4.0,3.0,5.0,6.0,0.0,4.0,1.0,1.0,5.0,1,12.0,14.0,1,2.8449999999999998,2.45,3.375,1.8,1.98,1.05,1.78,3.24,3.45,2.34,0,Afternoon
england,3,1718,2017-09-09,Crewe,Chesterfield,5.0,1.0,H,12.0,10.0,7.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,1,7.0,10.0,1,2.34,2.9899999999999998,3.38,1.86,1.92,0.8999999999999999,1.81,2.12,3.69,3.55,0,Afternoon
england,3,1718,2017-09-09,Newport County,Wycombe,0.0,0.0,D,14.0,15.0,5.0,6.0,9.0,5.0,0.0,1.0,0.0,0.0,5.0,1,12.0,9.0,0,2.435,2.87,3.3649999999999998,1.89,1.89,0.89,2.1,2.41,3.39,3.17,0,Afternoon
england,3,1718,2017-09-09,Mansfield,Grimsby,4.0,1.0,H,9.0,11.0,4.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,5.0,1,13.0,14.0,1,1.605,5.779999999999999,3.8550000000000004,1.97,1.82,0.52,2.08,1.81,3.6,5.15,1,Afternoon
england,3,1718,2017-09-12,Notts County,Swindon,1.0,0.0,H,10.0,10.0,2.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0,9.0,13.0,0,2.0825,3.49,3.4524999999999997,1.85,1.92,0.78,2.05,2.18,3.45,3.61,0,Afternoon
england,3,1718,2017-09-12,Coventry,Carlisle,2.0,0.0,H,18.0,7.0,8.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,1.0,0,8.0,15.0,0,1.9875,3.76375,3.4725,1.83,1.95,0.74,1.86,2.27,3.42,3.42,0,Afternoon
england,3,1718,2017-09-12,Newport County,Cheltenham,1.0,0.0,H,13.0,18.0,6.0,5.0,7.0,6.0,1.0,2.0,0.0,0.0,1.0,0,6.0,9.0,0,2.05875,3.45125,3.495,1.83,1.94,0.7749999999999999,1.81,2.15,3.63,3.5,0,Afternoon
england,3,1718,2017-09-12,Stevenage,Crawley Town,1.0,1.0,D,18.0,9.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0,9.0,18.0,0,1.895,4.025,3.585,1.81,1.97,0.705,1.94,1.94,3.73,4.11,0,Afternoon
england,3,1718,2017-09-12,Colchester,Chesterfield,1.0,1.0,D,17.0,8.0,6.0,4.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,0,9.0,12.0,0,1.97125,3.6575,3.6,1.74,2.05,0.73,1.89,1.96,3.91,3.85,0,Afternoon
england,3,1718,2017-09-12,Luton,Port Vale,2.0,0.0,H,9.0,5.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0,7.0,8.0,0,1.5462500000000001,6.1475,4.0275,1.82,1.96,0.475,1.88,1.45,4.85,7.6,1,Afternoon
england,3,1718,2017-09-12,Mansfield,Wycombe,0.0,0.0,D,7.0,15.0,3.0,5.0,4.0,8.0,1.0,3.0,0.0,0.0,1.0,0,11.0,19.0,0,1.96875,3.8912500000000003,3.45125,2.03,1.76,0.745,1.86,1.88,3.6,4.65,0,Afternoon
england,3,1718,2017-09-12,Forest Green,Lincoln,0.0,1.0,A,9.0,13.0,2.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0,8.0,20.0,0,3.4775,2.0875,3.4575,1.83,1.96,1.14,1.82,3.36,3.6,2.22,0,Afternoon
england,3,1718,2017-09-12,Accrington,Grimsby,1.0,2.0,A,16.0,7.0,7.0,3.0,7.0,5.0,2.0,3.0,0.0,0.0,1.0,0,8.0,19.0,1,1.8462500000000002,4.1850000000000005,3.63625,1.8,1.98,0.67,2.02,1.92,3.77,4.18,0,Afternoon
england,3,1718,2017-09-12,Barnet,Exeter,1.0,2.0,A,15.0,18.0,5.0,6.0,7.0,6.0,1.0,2.0,0.0,0.0,1.0,0,5.0,9.0,1,2.47,2.83875,3.3412499999999996,1.82,1.96,0.9,2.06,2.3,3.55,3.24,0,Afternoon
england,3,1718,2017-09-12,Yeovil,Morecambe,2.0,2.0,D,6.0,13.0,3.0,3.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0,10.0,13.0,1,2.075,3.5149999999999997,3.4475,1.87,1.91,0.77,2.07,2.12,3.59,3.63,0,Afternoon
england,3,1718,2017-09-16,Morecambe,Newport County,2.0,1.0,H,18.0,11.0,11.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,5.0,1,10.0,7.0,1,3.42625,2.06125,3.5599999999999996,1.7,2.11,1.175,1.77,3.51,3.73,2.12,0,Afternoon
england,3,1718,2017-09-16,Lincoln,Mansfield,0.0,1.0,A,13.0,6.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1,15.0,11.0,0,2.5425,2.88875,3.1775,2.21,1.64,0.915,2.02,2.6,3.1,3.14,0,Afternoon
england,3,1718,2017-09-16,Chesterfield,Accrington,1.0,2.0,A,9.0,19.0,2.0,9.0,2.0,11.0,3.0,3.0,1.0,0.0,5.0,1,16.0,12.0,1,3.26875,2.1975000000000002,3.39375,1.86,1.91,1.0899999999999999,1.91,3.67,3.53,2.13,0,Afternoon
england,3,1718,2017-09-16,Grimsby,Yeovil,2.0,1.0,H,11.0,7.0,5.0,5.0,7.0,3.0,1.0,1.0,0.0,0.0,5.0,1,13.0,15.0,1,2.0175,3.79625,3.3512500000000003,2.07,1.73,0.735,2.17,2.09,3.52,3.81,0,Afternoon
england,3,1718,2017-09-16,Cambridge,Coventry,2.0,1.0,H,5.0,18.0,4.0,9.0,5.0,10.0,1.0,3.0,0.0,0.0,5.0,1,17.0,6.0,1,2.705,2.69375,3.165,2.26,1.6,0.97,1.89,2.48,3.26,3.17,0,Afternoon
england,3,1718,2017-09-16,Exeter,Crewe,3.0,0.0,H,16.0,12.0,5.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0,5.0,1,13.0,9.0,1,1.96375,3.73125,3.57125,1.72,2.09,0.74,1.86,1.96,3.69,4.09,0,Afternoon
england,3,1718,2017-09-16,Carlisle,Barnet,1.0,1.0,D,12.0,9.0,4.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,1,13.0,8.0,0,2.36375,2.9537500000000003,3.39625,1.78,2.0,0.9199999999999999,1.78,2.34,3.72,3.04,0,Afternoon
england,3,1718,2017-09-16,Wycombe,Luton,1.0,2.0,A,13.0,7.0,3.0,4.0,14.0,4.0,2.0,3.0,0.0,0.0,5.0,1,20.0,16.0,1,2.9987500000000002,2.36625,3.31625,2.07,1.73,1.02,2.06,3.13,3.59,2.34,0,Afternoon
england,3,1718,2017-09-16,Cheltenham,Colchester,3.0,1.0,H,20.0,13.0,8.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,5.0,1,11.0,13.0,1,2.3412499999999996,2.9875000000000003,3.3862499999999995,1.81,1.97,0.895,1.81,2.22,3.54,3.42,0,Afternoon
england,3,1718,2017-09-16,Port Vale,Forest Green,1.0,1.0,D,7.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,1,16.0,9.0,0,2.3425,3.03625,3.32,1.95,1.83,0.8899999999999999,1.82,2.34,3.49,3.21,0,Afternoon
