Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA
SC2,02/09/01,Queen of Sth,Stenhousemuir,2.0,0.0,H,1.0,0.0,H,1153.0,D. Brines,12.0,12.0,8.0,5.0,0.0,1.0,10.0,3.0,16.0,11.0,5.0,3.0,2.0,2.0,0.0,0.0,20.0,20.0,,,,,,,1.91,3.75,3.0,1.9,3.5,3.2
SC2,30/03/02,Queen of Sth,Berwick,0.0,0.0,D,0.0,0.0,D,2758.0,"Smith, D",10.0,6.0,3.0,0.0,0.0,0.0,7.0,3.0,21.0,24.0,1.0,0.0,1.0,2.0,1.0,0.0,35.0,20.0,1.6,3.5,4.6,1.61,3.5,4.5,1.533,3.6,5.0,1.5,3.8,5.0
SC2,02/02/02,Clydebank,Stranraer,1.0,2.0,A,1.0,0.0,H,233.0,"Gemmill, A. C.",12.0,14.0,7.0,6.0,1.0,0.0,6.0,2.0,17.0,18.0,3.0,6.0,2.0,2.0,1.0,0.0,45.0,20.0,1.8,3.45,3.55,1.73,3.5,3.75,1.8,3.25,3.75,1.9,3.5,3.2
SC2,12/01/02,Cowdenbeath,Alloa,1.0,2.0,A,0.0,0.0,D,394.0,"Thomson, G",8.0,13.0,2.0,7.0,0.0,1.0,6.0,9.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.45,2.45,2.37,3.5,2.37,2.5,3.25,2.38,2.37,3.5,2.37
SC2,20/10/01,Berwick,Cowdenbeath,2.0,5.0,A,1.0,3.0,A,472.0,J. R. Underhill,10.0,11.0,5.0,5.0,1.0,0.0,3.0,4.0,13.0,19.0,1.0,1.0,1.0,3.0,0.0,0.0,10.0,30.0,2.2,3.4,2.55,,,,2.25,3.6,2.5,2.25,3.5,2.5
SC2,02/03/02,Clydebank,Queen of Sth,0.0,1.0,A,0.0,1.0,A,407.0,"Fyfe, I. M.",8.0,7.0,2.0,5.0,0.0,0.0,9.0,8.0,13.0,15.0,0.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,1.97,3.25,3.25,2.1,3.5,2.75,2.0,3.4,3.0,2.1,3.2,3.0
SC2,09/04/02,Morton,Forfar,1.0,4.0,A,1.0,2.0,A,681.0,"Hunter, A",15.0,14.0,6.0,9.0,1.0,1.0,5.0,5.0,8.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.8,3.65,2.0,2.75,3.5,2.1,,,,2.875,3.6,2.0
SC2,16/03/02,Clydebank,Alloa,1.0,1.0,D,0.0,1.0,A,307.0,"Toner, K. E.",15.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,10.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.25,3.4,2.55,2.25,3.4,2.62,2.2,3.5,2.6,2.25,3.3,2.62
SC2,29/12/01,Stranraer,Cowdenbeath,2.0,1.0,H,1.0,0.0,H,387.0,"Mack, E. D.",13.0,7.0,10.0,4.0,0.0,0.0,7.0,3.0,10.0,14.0,5.0,2.0,1.0,2.0,1.0,0.0,35.0,20.0,2.05,3.45,2.85,2.0,3.6,2.87,2.0,3.6,2.88,2.1,3.5,2.75
SC2,20/04/02,Morton,Alloa,0.0,0.0,D,0.0,0.0,D,928.0,"Smith, D",12.0,5.0,5.0,0.0,0.0,1.0,3.0,7.0,10.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,4.5,3.75,1.6,3.75,3.5,1.73,4.5,3.75,1.571,4.2,4.0,1.57
SC2,01/12/01,Forfar,Stranraer,1.0,1.0,D,1.0,0.0,H,420.0,T. Brown,9.0,11.0,4.0,6.0,1.0,1.0,5.0,5.0,6.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.3,2.65,,,,2.25,3.4,2.62,2.25,3.5,2.5
SC2,12/03/02,Forfar,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,444.0,"Ritchie, M.",8.0,8.0,2.0,3.0,1.0,1.0,6.0,11.0,11.0,13.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.0,3.5,2.95,2.1,3.5,2.75,1.909,3.75,3.0,2.0,3.4,3.0
SC2,27/10/01,Cowdenbeath,Forfar,3.0,2.0,H,0.0,1.0,A,316.0,S.Conroy,8.0,5.0,6.0,3.0,2.0,0.0,5.0,3.0,8.0,9.0,2.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,2.2,3.4,2.65,,,,2.2,3.4,2.62,2.25,3.5,2.5
SC2,10/11/01,Queen of Sth,Cowdenbeath,1.0,3.0,A,0.0,1.0,A,1321.0,C. Thompson,19.0,7.0,10.0,5.0,0.0,0.0,9.0,4.0,12.0,12.0,4.0,7.0,1.0,1.0,0.0,0.0,10.0,10.0,1.75,3.4,3.8,,,,1.8,3.5,3.5,1.8,3.6,3.4
SC2,02/03/02,Stranraer,Morton,0.0,0.0,D,0.0,0.0,D,428.0,"Martindale, E.",13.0,12.0,5.0,4.0,0.0,0.0,5.0,8.0,12.0,11.0,6.0,6.0,2.0,0.0,0.0,0.0,20.0,0.0,1.73,3.5,3.8,1.8,3.5,3.5,,,,1.72,3.5,3.8
SC2,27/10/01,Morton,Clydebank,0.0,2.0,A,0.0,1.0,A,1311.0,R. Orr,15.0,17.0,5.0,5.0,1.0,0.0,2.0,3.0,15.0,11.0,2.0,4.0,3.0,1.0,0.0,0.0,30.0,10.0,2.45,3.3,2.4,,,,2.38,3.5,2.38,2.5,3.5,2.25
SC2,11/08/01,Queen of Sth,Forfar,1.0,2.0,A,0.0,1.0,A,1149.0,C Thompson,15.0,6.0,6.0,4.0,0.0,1.0,10.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.91,3.5,3.2,1.8,3.6,3.4,1.8,3.4,3.6
SC2,22/09/01,Stranraer,Forfar,2.0,0.0,H,0.0,0.0,D,397.0,A. C. Gemmill,15.0,7.0,8.0,2.0,0.0,0.0,7.0,4.0,7.0,8.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,80.0,,,,1.91,3.5,3.2,2.1,3.5,2.75,2.1,3.5,2.75
SC2,09/03/02,Hamilton,Berwick,3.0,1.0,H,2.0,1.0,H,1868.0,"Melville, C. J.",13.0,12.0,7.0,7.0,0.0,0.0,4.0,3.0,23.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,2.15,3.5,2.65,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.25,2.62
SC2,10/11/01,Forfar,Morton,2.0,1.0,H,2.0,0.0,H,570.0,C. Hardie,6.0,10.0,3.0,3.0,0.0,0.0,2.0,5.0,11.0,9.0,6.0,3.0,2.0,3.0,0.0,0.0,20.0,30.0,2.1,3.4,2.8,,,,2.0,3.6,2.88,2.1,3.5,2.75
SC2,03/11/01,Berwick,Stenhousemuir,1.0,1.0,D,1.0,0.0,H,387.0,I. M. Fyfe,11.0,7.0,5.0,2.0,1.0,1.0,5.0,7.0,21.0,17.0,5.0,2.0,2.0,2.0,1.0,0.0,45.0,20.0,2.37,3.4,2.42,,,,2.38,3.5,2.38,2.37,3.5,2.37
SC2,03/11/01,Stranraer,Morton,1.0,4.0,A,0.0,1.0,A,508.0,I. G. Frickleton,18.0,15.0,8.0,9.0,0.0,0.0,12.0,6.0,9.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,1.7,3.6,3.8,,,,1.62,3.6,4.33,1.72,3.6,3.75
SC2,01/12/01,Clydebank,Stenhousemuir,3.0,2.0,H,2.0,2.0,D,220.0,I. G. Frickleton,12.0,8.0,8.0,3.0,0.0,0.0,8.0,3.0,14.0,13.0,3.0,1.0,3.0,2.0,1.0,0.0,55.0,20.0,1.7,3.55,3.85,,,,1.73,3.6,3.75,1.66,3.75,3.8
SC2,24/11/01,Morton,Berwick,1.0,2.0,A,0.0,2.0,A,1190.0,I. Brines,14.0,9.0,8.0,4.0,2.0,0.0,6.0,4.0,13.0,15.0,2.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,2.2,3.4,2.65,,,,2.1,3.5,2.75,2.2,3.5,2.6
SC2,30/03/02,Forfar,Stranraer,3.0,2.0,H,0.0,2.0,A,427.0,"Frickleton, I. G.",6.0,10.0,4.0,5.0,1.0,1.0,1.0,8.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.25,2.9,2.0,3.4,3.0,2.0,3.6,2.875,2.1,3.5,2.75
SC2,08/01/02,Clydebank,Morton,1.0,2.0,A,1.0,0.0,H,941.0,"Richmond, C",12.0,5.0,4.0,2.0,1.0,0.0,6.0,4.0,11.0,11.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,
SC2,04/08/01,Morton,Stenhousemuir,4.0,1.0,H,1.0,0.0,H,2034.0,Colin Hardie,11.0,10.0,6.0,6.0,1.0,1.0,7.0,3.0,6.0,18.0,4.0,7.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,1.91,3.5,3.2,1.73,3.75,3.6,2.0,3.75,2.8
SC2,13/10/01,Queen of Sth,Hamilton,0.0,1.0,A,0.0,0.0,D,1552.0,J. Gilmore,8.0,9.0,2.0,4.0,0.0,0.0,11.0,6.0,15.0,14.0,1.0,2.0,3.0,2.0,0.0,0.0,30.0,20.0,,,,,,,1.73,3.6,3.75,1.66,3.6,4.0
SC2,02/04/02,Alloa,Stenhousemuir,4.0,0.0,H,1.0,0.0,H,571.0,"Brown, T.",12.0,5.0,10.0,3.0,0.0,0.0,11.0,3.0,11.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.6,3.75,4.5,1.67,3.6,4.0,1.615,3.6,4.333,1.66,3.6,4.0
SC2,02/02/02,Forfar,Berwick,0.0,0.0,D,0.0,0.0,D,1066.0,"Fyfe, I. M.",7.0,8.0,4.0,3.0,0.0,1.0,1.0,7.0,9.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,1.95,3.5,3.02,2.0,3.4,3.0,1.909,3.4,3.25,2.0,3.6,2.87
SC2,30/03/02,Cowdenbeath,Morton,2.0,2.0,D,1.0,1.0,D,635.0,"Brown, T.",6.0,15.0,3.0,5.0,0.0,0.0,7.0,6.0,8.0,11.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,1.95,3.4,3.1,1.91,3.5,3.2,2.0,3.6,2.875,2.1,3.5,2.75
SC2,03/11/01,Alloa,Cowdenbeath,5.0,1.0,H,2.0,1.0,H,618.0,C. J. MacKay,11.0,9.0,9.0,7.0,0.0,0.0,10.0,4.0,9.0,18.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,1.8,3.5,3.5,,,,1.8,3.5,3.5,1.8,3.6,3.4
SC2,27/10/01,Queen of Sth,Stranraer,1.0,0.0,H,0.0,0.0,D,3083.0,K. E. Toner,11.0,8.0,7.0,4.0,1.0,0.0,4.0,7.0,12.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,35.0,2.3,3.4,2.5,,,,2.25,3.4,2.6,2.25,3.5,2.5
SC2,19/09/01,Clydebank,Cowdenbeath,3.0,2.0,H,1.0,1.0,D,151.0,G. T. Clyde,24.0,3.0,16.0,2.0,1.0,0.0,10.0,3.0,12.0,13.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,
SC2,13/10/01,Cowdenbeath,Stranraer,2.0,2.0,D,0.0,1.0,A,277.0,C. Hardie,6.0,6.0,4.0,4.0,0.0,0.0,9.0,1.0,12.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,,,,2.75,3.5,2.1,2.75,3.5,2.1
SC2,19/01/02,Hamilton,Stranraer,2.0,0.0,H,1.0,0.0,H,1808.0,"Rowbotham, J",12.0,5.0,5.0,1.0,0.0,0.0,9.0,11.0,8.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,10.0,0.0,2.5,3.25,2.45,2.25,3.5,2.5,2.38,3.25,2.5,2.5,3.4,2.3
SC2,26/02/02,Cowdenbeath,Hamilton,2.0,1.0,H,1.0,0.0,H,283.0,"Mitchell, G. P.",12.0,14.0,6.0,6.0,0.0,0.0,2.0,3.0,10.0,10.0,4.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.3,3.4,2.55,2.37,3.5,2.37,2.25,3.4,2.6,2.4,3.4,2.4
SC2,08/09/01,Alloa,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,632.0,C. J. Melville,9.0,5.0,5.0,3.0,1.0,0.0,8.0,3.0,20.0,20.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0,,,,,,,1.62,3.6,4.33,1.61,3.6,4.33
SC2,19/03/02,Stenhousemuir,Hamilton,0.0,3.0,A,0.0,1.0,A,316.0,"Young, W. S. G.",7.0,15.0,2.0,10.0,0.0,0.0,1.0,9.0,9.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,2.45,2.37,3.5,2.37,2.25,3.6,2.5,2.4,3.4,2.4
SC2,26/03/02,Morton,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,1171.0,"Smith, D",13.0,9.0,5.0,3.0,1.0,1.0,6.0,8.0,15.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,,,,,,,2.3,3.4,2.5
SC2,15/12/01,Stranraer,Clydebank,0.0,1.0,A,0.0,0.0,D,422.0,C Thompson,7.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,9.0,13.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.2,2.7,,,,2.1,3.5,2.75,2.25,3.5,2.5
SC2,23/03/02,Morton,Berwick,3.0,2.0,H,1.0,2.0,A,1011.0,"Mack, E. D.",9.0,11.0,5.0,5.0,0.0,1.0,2.0,4.0,13.0,23.0,3.0,7.0,3.0,5.0,0.0,2.0,30.0,100.0,2.55,3.35,2.35,2.62,3.5,2.2,2.5,3.6,2.25,,,
SC2,30/03/02,Clydebank,Stenhousemuir,0.0,0.0,D,0.0,0.0,D,207.0,"Clyde, G. T.",20.0,10.0,8.0,8.0,0.0,0.0,8.0,4.0,8.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,10.0,20.0,1.75,3.5,3.7,1.73,3.5,3.75,1.727,3.6,3.75,1.72,3.6,3.75
SC2,06/04/02,Alloa,Queen of Sth,4.0,1.0,H,2.0,0.0,H,1442.0,"Brines, I",11.0,12.0,8.0,9.0,0.0,0.0,2.0,11.0,7.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,2.25,3.35,2.6,2.25,3.4,2.62,2.25,3.4,2.6,2.25,3.3,2.62
SC2,08/09/01,Berwick,Hamilton,0.0,2.0,A,0.0,2.0,A,475.0,A. C. Gemmill,6.0,16.0,3.0,6.0,1.0,0.0,6.0,3.0,14.0,15.0,4.0,1.0,2.0,2.0,0.0,0.0,20.0,20.0,,,,,,,2.25,3.6,2.5,2.5,3.4,2.3
SC2,25/08/01,Queen of Sth,Clydebank,1.0,0.0,H,0.0,0.0,D,1108.0,G. T. Clyde,14.0,9.0,5.0,3.0,0.0,0.0,7.0,4.0,10.0,13.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,2.5,3.5,2.25,2.6,3.5,2.2,2.5,3.5,2.25
SC2,06/04/02,Berwick,Forfar,0.0,2.0,A,0.0,0.0,D,430.0,"Hardie, C.",20.0,4.0,9.0,2.0,1.0,0.0,2.0,2.0,11.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.35,3.5,2.4,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37
SC2,23/03/02,Cowdenbeath,Clydebank,2.0,1.0,H,1.0,0.0,H,344.0,"Mitchell, G. P.",7.0,9.0,4.0,4.0,0.0,0.0,2.0,4.0,6.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,2.7,3.35,2.25,2.62,3.5,2.2,2.8,3.4,2.1,,,
SC2,16/03/02,Hamilton,Stenhousemuir,0.0,0.0,D,0.0,0.0,D,1910.0,"Gilmore, J",11.0,8.0,5.0,2.0,0.0,0.0,3.0,10.0,13.0,12.0,5.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,1.8,3.45,3.5,1.73,3.5,3.75,1.8,3.6,3.4,1.72,3.6,3.75
SC2,15/12/01,Berwick,Forfar,1.0,1.0,D,1.0,1.0,D,382.0,G Thompson,15.0,7.0,10.0,2.0,0.0,0.0,9.0,3.0,20.0,14.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.45,3.3,2.4,,,,2.5,3.25,2.38,2.5,3.5,2.25
SC2,23/02/02,Stranraer,Alloa,0.0,2.0,A,0.0,1.0,A,207.0,"Young, W. S. G.",10.0,13.0,4.0,9.0,1.0,1.0,4.0,5.0,9.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,2.6,2.37,3.5,2.37,2.6,3.4,2.25,2.4,3.4,2.4
SC2,15/09/01,Stranraer,Berwick,0.0,2.0,A,0.0,2.0,A,422.0,R. Orr,12.0,9.0,4.0,2.0,1.0,1.0,6.0,4.0,8.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.62,3.75,4.0,1.8,3.6,3.4
SC2,19/01/02,Clydebank,Cowdenbeath,1.0,0.0,H,1.0,0.0,H,245.0,Ian Brines,16.0,4.0,6.0,2.0,1.0,0.0,8.0,4.0,10.0,10.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,1.72,3.45,4.1,1.67,3.6,4.0,1.67,3.6,4.0,1.72,3.6,3.75
SC2,13/04/02,Alloa,Berwick,1.0,1.0,D,0.0,1.0,A,675.0,"MacKay, C. J.",10.0,11.0,6.0,8.0,0.0,1.0,5.0,4.0,13.0,17.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,30.0,1.55,3.7,5.0,1.57,3.5,5.0,1.533,3.6,5.0,1.53,4.0,4.5
SC2,13/04/02,Cowdenbeath,Stranraer,1.0,1.0,D,1.0,0.0,H,309.0,"Conroy, M",6.0,9.0,3.0,3.0,0.0,1.0,5.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.3,3.25,2.7,2.25,3.5,2.5,2.2,3.25,2.75,2.2,3.1,2.87
SC2,25/08/01,Stenhousemuir,Berwick,3.0,0.0,H,3.0,0.0,H,526.0,Steve Conroy,11.0,9.0,5.0,5.0,0.0,0.0,5.0,11.0,18.0,17.0,5.0,2.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,2.1,3.5,2.75,2.2,3.5,2.6,2.25,3.5,2.5
SC2,03/04/02,Clydebank,Berwick,0.0,2.0,A,0.0,2.0,A,176.0,"Smith, D",13.0,7.0,3.0,3.0,0.0,0.0,1.0,6.0,20.0,14.0,2.0,6.0,2.0,2.0,0.0,0.0,20.0,20.0,1.8,3.6,3.55,1.8,3.5,3.5,1.8,3.4,3.6,1.9,3.4,3.25
SC2,22/09/01,Alloa,Hamilton,2.0,1.0,H,2.0,1.0,H,645.0,I. Brines,9.0,10.0,8.0,6.0,0.0,1.0,10.0,4.0,19.0,16.0,4.0,2.0,2.0,3.0,0.0,0.0,20.0,30.0,,,,1.67,3.6,4.0,1.73,3.75,3.6,1.8,3.6,3.4
SC2,22/09/01,Berwick,Queen of Sth,0.0,4.0,A,0.0,1.0,A,460.0,I. G. Frickleton,7.0,15.0,2.0,7.0,0.0,0.0,2.0,2.0,24.0,16.0,1.0,3.0,3.0,2.0,1.0,0.0,55.0,20.0,,,,2.37,3.5,2.37,2.5,3.25,2.38,2.5,3.5,2.25
SC2,06/04/02,Morton,Hamilton,0.0,0.0,D,0.0,0.0,D,907.0,"Fyfe, I. M.",10.0,14.0,5.0,8.0,0.0,0.0,5.0,8.0,13.0,19.0,4.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.5,3.45,2.28,2.5,3.5,2.25,2.5,3.6,2.25,2.5,3.5,2.25
SC2,01/12/01,Queen of Sth,Berwick,2.0,2.0,D,2.0,0.0,H,1113.0,E. D. Mack,6.0,10.0,4.0,5.0,0.0,0.0,5.0,3.0,15.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.4,3.7,,,,1.8,3.5,3.5,1.72,3.75,3.6
SC2,23/03/02,Stranraer,Hamilton,3.0,2.0,H,1.0,0.0,H,370.0,"Richmond, C",16.0,8.0,13.0,4.0,0.0,0.0,7.0,7.0,9.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.35,2.4,2.62,3.5,2.2,2.375,3.5,2.375,2.62,3.5,2.2
SC2,18/08/01,Hamilton,Cowdenbeath,1.0,0.0,H,0.0,0.0,D,2131.0,K. W. Clark,15.0,7.0,3.0,2.0,0.0,0.0,10.0,5.0,12.0,15.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,1.91,3.5,3.2,1.8,3.75,3.25,1.8,3.5,3.5
SC2,15/12/01,Alloa,Queen of Sth,2.0,0.0,H,1.0,0.0,H,472.0,J. R. Underhill,12.0,12.0,9.0,8.0,0.0,0.0,7.0,3.0,13.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,2.8,,,,2.0,3.6,2.88,2.1,3.4,2.8
SC2,20/04/02,Hamilton,Clydebank,2.0,0.0,H,1.0,0.0,H,2030.0,"Melville, C. J.",8.0,8.0,5.0,1.0,1.0,0.0,5.0,2.0,14.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0,2.2,3.35,2.75,2.2,3.5,2.62,2.25,3.6,2.5,2.1,3.5,2.75
SC2,15/09/01,Morton,Forfar,1.0,3.0,A,1.0,1.0,D,1231.0,,14.0,11.0,6.0,6.0,1.0,0.0,3.0,1.0,8.0,14.0,3.0,5.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,,,,1.83,3.5,3.4,1.83,3.6,3.3
SC2,18/08/01,Morton,Queen of Sth,2.0,2.0,D,0.0,1.0,A,1827.0,J. D. K. Smith,11.0,8.0,2.0,4.0,0.0,0.0,3.0,6.0,17.0,15.0,1.0,2.0,1.0,1.0,0.0,1.0,10.0,35.0,,,,1.83,3.5,3.4,1.73,3.75,3.6,1.83,3.4,3.5
SC2,12/03/02,Alloa,Clydebank,2.0,2.0,D,1.0,2.0,A,474.0,"Orr, R.",5.0,6.0,3.0,3.0,1.0,0.0,4.0,2.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,2.15,3.5,2.65,2.1,3.5,2.75,2.2,3.4,2.625,2.25,3.3,2.62
SC2,18/08/01,Berwick,Clydebank,0.0,2.0,A,0.0,1.0,A,420.0,T. Brown,13.0,17.0,5.0,9.0,0.0,1.0,7.0,0.0,17.0,18.0,5.0,3.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,2.37,3.5,2.37,2.38,3.5,2.38,2.37,3.5,2.37
SC2,24/11/01,Alloa,Forfar,1.0,2.0,A,1.0,0.0,H,458.0,B. J. McGarry,9.0,6.0,8.0,5.0,0.0,0.0,8.0,2.0,8.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.95,3.5,3.05,,,,1.83,3.5,3.4,2.0,3.5,2.9
SC2,15/09/01,Stenhousemuir,Hamilton,2.0,0.0,H,0.0,0.0,D,618.0,C Thompson,13.0,13.0,6.0,6.0,2.0,1.0,4.0,8.0,21.0,13.0,4.0,4.0,3.0,2.0,0.0,0.0,30.0,20.0,,,,,,,2.4,3.75,2.2,2.37,3.5,2.37
SC2,05/03/02,Hamilton,Queen of Sth,3.0,1.0,H,2.0,1.0,H,1592.0,"Brines, I",8.0,4.0,5.0,1.0,0.0,0.0,7.0,2.0,13.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.55,3.5,2.25,2.37,3.5,2.37,2.5,3.25,2.375,2.62,3.3,2.25
SC2,29/09/01,Queen of Sth,Alloa,2.0,1.0,H,1.0,1.0,D,1332.0,G. T. Clyde,16.0,7.0,9.0,3.0,0.0,1.0,8.0,5.0,7.0,9.0,2.0,2.0,1.0,1.0,0.0,1.0,10.0,35.0,,,,,,,2.5,3.6,2.25,2.37,3.5,2.37
SC2,11/08/01,Alloa,Morton,1.0,1.0,D,1.0,0.0,H,972.0,B. W. Cassidy,11.0,11.0,7.0,7.0,1.0,0.0,11.0,8.0,16.0,10.0,7.0,2.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,2.0,3.6,2.87,1.8,3.6,3.4,1.83,3.6,3.3
SC2,02/03/02,Berwick,Stenhousemuir,2.0,1.0,H,1.0,0.0,H,420.0,"Hardie, C.",10.0,10.0,7.0,5.0,0.0,0.0,7.0,4.0,16.0,16.0,9.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.05,3.3,3.0,1.91,3.4,3.25,2.0,3.4,3.0,2.1,3.4,2.8
SC2,20/10/01,Stranraer,Stenhousemuir,6.0,1.0,H,1.0,0.0,H,487.0,E Mack,14.0,6.0,8.0,4.0,0.0,0.0,4.0,4.0,20.0,18.0,2.0,2.0,0.0,1.0,1.0,1.0,25.0,35.0,1.9,3.4,3.15,,,,1.91,3.75,3.0,1.9,3.6,3.1
SC2,22/09/01,Stenhousemuir,Clydebank,2.0,2.0,D,0.0,2.0,A,415.0,A Hunter,14.0,13.0,8.0,7.0,1.0,0.0,9.0,7.0,21.0,18.0,5.0,4.0,2.0,2.0,0.0,0.0,20.0,20.0,,,,2.37,3.5,2.37,2.38,3.5,2.38,2.37,3.5,2.37
SC2,23/03/02,Alloa,Forfar,2.0,1.0,H,0.0,0.0,D,462.0,"Hunter, A",13.0,14.0,11.0,12.0,0.0,0.0,9.0,1.0,11.0,11.0,3.0,9.0,1.0,3.0,0.0,0.0,10.0,30.0,1.82,3.45,3.6,1.73,3.5,3.75,,,,2.0,3.4,3.0
SC2,25/08/01,Morton,Stranraer,1.0,1.0,D,1.0,0.0,H,1727.0,E. D. Mack,9.0,11.0,4.0,4.0,0.0,0.0,8.0,3.0,16.0,19.0,2.0,3.0,3.0,4.0,0.0,0.0,30.0,40.0,,,,2.2,3.5,2.62,2.0,3.6,2.88,2.2,3.5,2.62
SC2,09/03/02,Morton,Clydebank,3.0,1.0,H,1.0,0.0,H,1146.0,"Hunter, A",7.0,8.0,3.0,6.0,0.0,0.0,3.0,9.0,20.0,17.0,10.0,1.0,2.0,1.0,1.0,0.0,45.0,10.0,3.2,3.6,1.87,3.0,3.4,2.0,3.2,3.5,1.909,3.5,3.4,1.83
SC2,26/01/02,Stranraer,Berwick,2.0,2.0,D,1.0,0.0,H,412.0,"Clyde, G. T.",14.0,9.0,3.0,6.0,1.0,0.0,6.0,3.0,12.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0,20.0,40.0,1.95,3.4,3.1,2.0,3.6,2.87,1.909,3.4,3.25,2.0,3.6,2.87
SC2,16/02/02,Stenhousemuir,Stranraer,0.0,0.0,D,0.0,0.0,D,491.0,"Brines, I",12.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,9.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.25,2.45,2.5,3.5,2.25,2.375,3.25,2.5,2.37,3.5,2.37
